n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5;0.0
2;0.609375;0.11158481919598204
3;0.5625;0.10825317547305482
4;0.515625;0.027063293868263706
5;0.5;0.0
6;0.5;0.0
7;0.546875;0.120017902310447
8;0.5;0.1767766952966369
9;0.625;0.125
10;0.625;0.125
