banda_nm;vip;vip_acima_de_1;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta;q_condicao;q_tempo;significativa;criterios_atendidos
1338;1.0029759898384443;True;100;100;1.0;0.006549646219664742;confirmada;True;2.895802698140613e-10;1.3297028200281612e-09;True;3
1350;1.426844032635135;True;100;100;1.0;0.01262660113239534;confirmada;True;6.733203948601087e-10;3.3183452822446986e-07;True;3
1360;1.7369036240750408;True;100;100;1.0;0.013099633816767701;confirmada;True;3.4306598839752663e-09;6.681171439873097e-06;True;3
1368;1.882334655499002;True;100;100;1.0;0.009786042873706675;confirmada;True;4.991817755729157e-07;0.0002286363041002;True;3
1387;1.5797439643249012;True;100;100;1.0;0.00901293911987034;confirmada;True;7.379501860620855e-11;8.993430234092721e-07;True;3
1396;1.3268635956569428;True;100;100;1.0;0.006956576393838993;confirmada;True;1.4037621109388767e-11;8.81926188728132e-07;True;3
1402;1.2314415862645025;True;100;100;1.0;0.007551116056140037;confirmada;True;1.1667266151190843e-11;8.830370143820272e-07;True;3
1413;1.066991172215264;True;100;100;1.0;0.005487921498136675;confirmada;True;1.1667266151190843e-11;8.47270608158117e-07;True;3
1423;0.8662873565730325;False;100;98;0.98;0.0031490348337299178;confirmada;True;1.1667266151190843e-11;8.993430234092721e-07;True;2
1432;0.7381498467659626;False;100;84;0.84;0.0024216634473816995;confirmada;True;1.1667266151190843e-11;8.830370143820272e-07;True;2
1442;0.7317661410252321;False;100;86;0.86;0.002689037549442044;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1452;0.788642541392521;False;100;93;0.93;0.0041612484781088505;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1463;0.8470879455453337;False;100;97;0.97;0.005078746037340989;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1473;0.8961076813217714;False;100;100;1.0;0.006241188524829268;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1483;0.9419671062223464;False;100;100;1.0;0.007382890051110931;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1493;0.9745501812847307;False;100;100;1.0;0.009272271955480306;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;2
1503;1.0016421701304647;True;100;100;1.0;0.010619950462672459;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
1512;1.0255315046257187;True;100;100;1.0;0.012351698068155942;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
1522;1.044406753508627;True;100;100;1.0;0.01294578895209744;confirmada;True;1.1667266151190843e-11;1.10048455486094e-06;True;3
1532;1.0680632482491492;True;100;100;1.0;0.011244891092280036;confirmada;True;1.1667266151190843e-11;2.0560346476370678e-06;True;3
1543;1.0961765459390713;True;100;100;1.0;0.009394267141868954;confirmada;True;1.1667266151190843e-11;6.600317441652353e-06;True;3
1553;1.1321606794413455;True;100;100;1.0;0.0060251130561901145;confirmada;True;1.1667266151190843e-11;1.784621267118287e-05;True;3
1563;1.1710584245854823;True;100;100;1.0;0.005548889833098305;confirmada;True;1.1667266151190843e-11;8.200340091961498e-05;True;3
1573;1.1999474369787242;True;100;100;1.0;0.005732063944122757;confirmada;True;1.1667266151190843e-11;0.0001132431678974;True;3
1583;1.212943230043638;True;100;100;1.0;0.005093310458676758;confirmada;True;1.1667266151190843e-11;0.0001191447086475;True;3
1593;1.2111397433050568;True;100;100;1.0;0.004026823998660795;confirmada;True;1.1667266151190843e-11;0.0001349049393107;True;3
1598;1.2033726106817453;True;100;99;0.99;0.00432895685105618;confirmada;True;1.1667266151190843e-11;0.0001512366526014;True;3
1609;1.1574153845282946;True;100;100;1.0;0.0031408475931291122;confirmada;True;1.4037621109388767e-11;0.0001717066491394;True;3
1619;1.104021397151805;True;100;93;0.93;0.002611866848127704;confirmada;True;1.8471799904440064e-11;0.0001909631784825;True;3
1632;1.0418585303006553;True;100;72;0.72;0.001823324479341614;confirmada;True;3.2758643797109363e-11;0.0002060947550249;True;3
1638;1.019822416065207;True;100;69;0.69;0.001714930879319814;confirmada;True;1.5793448393790044e-10;0.0001967385164489;True;3
1648;0.9922668556370233;False;100;40;0.4;0.0013198987437928048;tentativa;False;1.3225023671956951e-09;0.0001894551256156;True;1
1658;0.9839895374355087;False;100;30;0.3;0.0011503925867300125;rejeitada;False;2.995376254870878e-09;0.0001687301574363;True;1
1668;1.004415281628604;True;100;16;0.16;0.0009628295252845682;rejeitada;False;3.3285138669801985e-08;0.000166920750677;True;2
1678;1.0572952847839832;True;100;20;0.2;0.0009660496889407744;rejeitada;False;1.460821762902302e-07;0.0001486041760751;True;2
1697;1.0922931949187722;True;100;25;0.25;0.0010847356981648344;rejeitada;False;7.019853732143057e-08;4.853037359383632e-05;True;2
1702;1.1053328743910493;True;100;24;0.24;0.0010306236546463645;rejeitada;False;3.3285138669801985e-08;4.064706066322482e-05;True;2
1717;1.2242218245386691;True;100;23;0.23;0.0009741285736498041;rejeitada;False;2.8607694140214746e-08;3.172264427797406e-05;True;2
1727;1.2150567944010446;True;100;32;0.32;0.0010864007524809577;rejeitada;False;1.5580794099137827e-09;2.2987577789800426e-05;True;2
1737;1.1287036512408561;True;100;35;0.35;0.0010800426634353245;tentativa;False;1.87699201764717e-10;2.201710446387967e-05;True;2
1746;1.0616897662588436;True;100;32;0.32;0.001090425317963942;rejeitada;False;9.519715456186396e-11;2.201710446387967e-05;True;2
1757;1.022959154041797;True;100;37;0.37;0.0011796286925490139;tentativa;False;3.2758643797109363e-11;2.201710446387967e-05;True;2
1763;0.997961111825712;False;100;35;0.35;0.0012202223360800197;rejeitada;False;2.1825350378522015e-11;2.201710446387967e-05;True;1
1772;0.9661227269140316;False;100;52;0.52;0.0014715871743198091;tentativa;False;1.8471799904440064e-11;2.2135626745506324e-05;True;1
1783;0.975269044384053;False;100;66;0.66;0.0017542528242084684;tentativa;False;1.8471799904440064e-11;2.23400132559915e-05;True;1
1793;1.02657074673209;True;100;81;0.81;0.00205417664043818;confirmada;True;1.8471799904440064e-11;2.218294033780662e-05;True;3
1803;1.0938411006681417;True;100;92;0.92;0.00258662766302825;confirmada;True;1.8471799904440064e-11;2.201710446387967e-05;True;3
1813;1.1518298328780074;True;100;93;0.93;0.0028240108084230504;confirmada;True;1.8471799904440064e-11;2.2189315201191e-05;True;3
1822;1.2132804357786466;True;100;93;0.93;0.0032099004934466324;confirmada;True;1.8471799904440064e-11;2.201710446387967e-05;True;3
1828;1.2489536909467946;True;100;95;0.95;0.0033360613994081324;confirmada;True;1.824908749460536e-11;2.229579551057233e-05;True;3
1844;1.4737177611816006;True;100;100;1.0;0.007799744896716262;confirmada;True;1.1667266151190843e-11;1.0837902982790728e-05;True;3
1852;1.4082864006544225;True;100;100;1.0;0.007743292506006116;confirmada;True;1.1667266151190843e-11;6.600317441652353e-06;True;3
1863;1.2530981762191356;True;100;100;1.0;0.0070778405950252;confirmada;True;1.1667266151190843e-11;3.0682377375832505e-06;True;3
1873;1.0760051980405023;True;100;100;1.0;0.0059861390708062685;confirmada;True;1.1667266151190843e-11;9.418266187084e-08;True;3
1883;0.9162256371392226;False;100;100;1.0;0.005342331842064908;confirmada;True;1.1667266151190843e-11;6.925941748689275e-08;True;2
1893;0.9667833334815699;False;100;100;1.0;0.006840067174039011;confirmada;True;1.1667266151190843e-11;1.2339141230074744e-08;True;2
1903;1.3835413989135128;True;100;100;1.0;0.014077573984435727;confirmada;True;1.1667266151190843e-11;7.040750148592219e-09;True;3
1912;1.662840679607693;True;100;100;1.0;0.017071659765603264;confirmada;True;1.1667266151190843e-11;6.209822382202019e-08;True;3
1923;1.821362774889457;True;100;100;1.0;0.023337977679175875;confirmada;True;1.1667266151190843e-11;4.143189302123045e-07;True;3
1933;1.8634462991778669;True;100;100;1.0;0.027889790786344147;confirmada;True;1.1667266151190843e-11;1.6903439759001257e-08;True;3
1942;1.8395126549907246;True;100;100;1.0;0.03425293239945298;confirmada;True;1.1667266151190843e-11;1.510561498724011e-08;True;3
1952;1.7602185110567543;True;100;100;1.0;0.03205360741204034;confirmada;True;1.1667266151190843e-11;7.040750148592219e-09;True;3
1962;1.6527584305309213;True;100;100;1.0;0.030216602061176986;confirmada;True;1.1667266151190843e-11;7.040750148592219e-09;True;3
1972;1.538298790524308;True;100;100;1.0;0.023434579810151453;confirmada;True;1.1667266151190843e-11;7.040750148592219e-09;True;3
1982;1.4311946597557372;True;100;100;1.0;0.01748235723200587;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
1993;1.3241941079393398;True;100;100;1.0;0.0166943084055058;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
2002;1.2472178521735655;True;100;100;1.0;0.015487479285626351;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
2013;1.1604864537472923;True;100;100;1.0;0.013019230275862373;confirmada;True;1.1667266151190843e-11;8.81926188728132e-07;True;3
2022;1.09179739410142;True;100;100;1.0;0.01046072667625162;confirmada;True;1.1667266151190843e-11;8.993430234092721e-07;True;3
2032;1.016208115418168;True;100;100;1.0;0.010440039248496043;confirmada;True;1.1667266151190843e-11;1.2132001334672778e-06;True;3
2043;0.9342392129645265;False;100;100;1.0;0.010134001064368158;confirmada;True;1.1667266151190843e-11;2.2976544932761167e-06;True;2
2052;0.8714083314135364;False;100;100;1.0;0.010882824485714405;confirmada;True;1.1667266151190843e-11;4.106090803509302e-06;True;2
2063;0.7985676536644509;False;100;99;0.99;0.007971450024192995;confirmada;True;1.1667266151190843e-11;7.638796730780358e-06;True;2
2072;0.752643993549007;False;100;98;0.98;0.005597940978842769;confirmada;True;1.1667266151190843e-11;1.217370746762929e-05;True;2
2082;0.7264623890646908;False;100;100;1.0;0.0044482731146209395;confirmada;True;1.1667266151190843e-11;1.512389982409452e-05;True;2
2092;0.720632075697039;False;100;94;0.94;0.0031794889083328593;confirmada;True;1.1667266151190843e-11;1.593523468266751e-05;True;2
2102;0.7296754895683267;False;100;91;0.91;0.0024551806495680083;confirmada;True;1.1667266151190843e-11;1.1168676773486687e-05;True;2
2112;0.7447528728023421;False;100;75;0.75;0.001916869538821725;confirmada;True;1.1667266151190843e-11;7.29702364845883e-06;True;2
2118;0.7553889619809049;False;100;81;0.81;0.0018042510288894227;confirmada;True;1.4037621109388767e-11;5.955958104566344e-06;True;2
2128;0.7721320477328508;False;100;68;0.68;0.001606252385736885;confirmada;True;2.3776205835901142e-11;4.7088709486225565e-06;True;2
