banda_nm;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta
403;100;100;1.0;0.023354740082409564;confirmada;True
414;100;100;1.0;0.016504610442523323;confirmada;True
425;100;100;1.0;0.012963789452200582;confirmada;True
434;100;100;1.0;0.011997403138305598;confirmada;True
445;100;100;1.0;0.008502976499787911;confirmada;True
455;100;100;1.0;0.006793892766120166;confirmada;True
465;100;97;0.97;0.005378831609738133;confirmada;True
475;100;93;0.93;0.0041004485689300485;confirmada;True
485;100;82;0.82;0.003170615764768923;confirmada;True
495;100;67;0.67;0.0023440180355859346;confirmada;True
505;100;57;0.57;0.0019811770987768246;tentativa;False
515;100;69;0.69;0.002030345527864934;confirmada;True
525;100;82;0.82;0.0023365903867236036;confirmada;True
534;100;80;0.8;0.00193648382234411;confirmada;True
545;100;68;0.68;0.0017174739542483886;confirmada;True
555;100;64;0.64;0.0016426874260007007;tentativa;False
565;100;71;0.71;0.0018302495763800942;confirmada;True
574;100;83;0.83;0.0021961137268563923;confirmada;True
584;100;57;0.57;0.0015048317061482689;tentativa;False
594;100;50;0.5;0.0014410662418576508;tentativa;False
605;100;35;0.35;0.001180900499875494;rejeitada;False
614;100;17;0.17;0.0009532481662401925;rejeitada;False
623;100;31;0.31;0.001177177113628393;rejeitada;False
635;100;35;0.35;0.0012483099498081592;rejeitada;False
644;100;39;0.39;0.0012701205506469935;tentativa;False
656;100;61;0.61;0.0016489516539893564;tentativa;False
665;100;78;0.78;0.0019776995582549035;confirmada;True
673;100;82;0.82;0.0020439434119579416;confirmada;True
684;100;62;0.62;0.0017402178342634889;tentativa;False
699;100;95;0.95;0.0028304530546890898;confirmada;True
700;100;96;0.96;0.0031977666761689055;confirmada;True
712;100;100;1.0;0.003915635540712239;confirmada;True
718;100;100;1.0;0.0037172408932825253;confirmada;True
737;100;62;0.62;0.001567372732962467;tentativa;False
742;100;54;0.54;0.0014974730767153017;tentativa;False
752;100;67;0.67;0.001968997213577647;confirmada;True
762;100;60;0.6;0.0016678152666997172;tentativa;False
772;100;31;0.31;0.0011872509660801826;rejeitada;False
783;100;26;0.26;0.0010006598327876105;rejeitada;False
792;100;18;0.18;0.0008926503559823147;rejeitada;False
803;100;13;0.13;0.000890276271206472;rejeitada;False
813;100;24;0.24;0.0009522688067540273;rejeitada;False
823;100;16;0.16;0.000819326235828579;rejeitada;False
833;100;15;0.15;0.0008603586030323452;rejeitada;False
843;100;11;0.11;0.000720127159027109;rejeitada;False
852;100;11;0.11;0.0008373904587850503;rejeitada;False
862;100;14;0.14;0.0007918087241054373;rejeitada;False
872;100;11;0.11;0.0007953813242563016;rejeitada;False
882;100;11;0.11;0.0007438235116459346;rejeitada;False
892;100;9;0.09;0.0007358146400666271;rejeitada;False
902;100;9;0.09;0.0006559025982020251;rejeitada;False
912;100;8;0.08;0.0006623138387764159;rejeitada;False
922;100;10;0.1;0.0006846366592301397;rejeitada;False
933;100;7;0.07;0.000705958221198776;rejeitada;False
942;100;7;0.07;0.0006813949599533835;rejeitada;False
950;100;13;0.13;0.0007203593739944382;rejeitada;False
964;100;14;0.14;0.0006632380476341497;rejeitada;False
968;100;9;0.09;0.0006839455499245449;rejeitada;False
982;100;22;0.22;0.0009025333040066384;rejeitada;False
993;100;35;0.35;0.0011030971208097783;tentativa;False
1006;100;30;0.3;0.0010675775857395494;rejeitada;False
1012;100;34;0.34;0.001027092522535294;tentativa;False
1024;100;36;0.36;0.001088708012135833;tentativa;False
1034;100;29;0.29;0.0011620359176905762;rejeitada;False
1042;100;31;0.31;0.0011552497197979657;rejeitada;False
1053;100;30;0.3;0.0010605862607622706;rejeitada;False
1063;100;22;0.22;0.0009378318792942367;rejeitada;False
1072;100;26;0.26;0.001019576841895033;rejeitada;False
1082;100;48;0.48;0.001375927393024253;tentativa;False
1093;100;41;0.41;0.0012576951555766142;tentativa;False
1102;100;26;0.26;0.0010444899534757218;rejeitada;False
1113;100;33;0.33;0.0011141599820202604;rejeitada;False
1123;100;19;0.19;0.0009393925207656889;rejeitada;False
1133;100;27;0.27;0.0010363541629977789;rejeitada;False
1142;100;43;0.43;0.0012057571202548178;tentativa;False
1152;100;45;0.45;0.001360288054929898;tentativa;False
1159;100;53;0.53;0.0014616233742337009;tentativa;False
1168;100;87;0.87;0.0020937905552362223;confirmada;True
1179;100;96;0.96;0.0026676002354728114;confirmada;True
1188;100;99;0.99;0.0029294485621638357;confirmada;True
1202;100;99;0.99;0.0029576312773621294;confirmada;True
1212;100;98;0.98;0.0028289400090740903;confirmada;True
1223;100;91;0.91;0.0024674997602189236;confirmada;True
1232;100;93;0.93;0.0024475152111766295;confirmada;True
1243;100;88;0.88;0.0023726708577858774;confirmada;True
