banda_nm;iteracoes;acertos;prop_acertos;importancia_media;decisao_boruta;confirmada_boruta
1252;100;93;0.93;0.0025569749460385505;confirmada;True
1262;100;98;0.98;0.0025613432531429543;confirmada;True
1273;100;97;0.97;0.002737266513709696;confirmada;True
1284;100;97;0.97;0.0026562021907520082;confirmada;True
1295;100;79;0.79;0.0019405354803610894;confirmada;True
1304;100;68;0.68;0.0017783178847221046;confirmada;True
1313;100;87;0.87;0.002238826326934444;confirmada;True
1323;100;88;0.88;0.0024568782418841733;confirmada;True
1328;100;82;0.82;0.0022967555948954763;confirmada;True
1338;100;100;1.0;0.006549646219664742;confirmada;True
1350;100;100;1.0;0.01262660113239534;confirmada;True
1360;100;100;1.0;0.013099633816767701;confirmada;True
1368;100;100;1.0;0.009786042873706675;confirmada;True
1387;100;100;1.0;0.00901293911987034;confirmada;True
1396;100;100;1.0;0.006956576393838993;confirmada;True
1402;100;100;1.0;0.007551116056140037;confirmada;True
1413;100;100;1.0;0.005487921498136675;confirmada;True
1423;100;98;0.98;0.0031490348337299178;confirmada;True
1432;100;84;0.84;0.0024216634473816995;confirmada;True
1442;100;86;0.86;0.002689037549442044;confirmada;True
1452;100;93;0.93;0.0041612484781088505;confirmada;True
1463;100;97;0.97;0.005078746037340989;confirmada;True
1473;100;100;1.0;0.006241188524829268;confirmada;True
1483;100;100;1.0;0.007382890051110931;confirmada;True
1493;100;100;1.0;0.009272271955480306;confirmada;True
1503;100;100;1.0;0.010619950462672459;confirmada;True
1512;100;100;1.0;0.012351698068155942;confirmada;True
1522;100;100;1.0;0.01294578895209744;confirmada;True
1532;100;100;1.0;0.011244891092280036;confirmada;True
1543;100;100;1.0;0.009394267141868954;confirmada;True
1553;100;100;1.0;0.0060251130561901145;confirmada;True
1563;100;100;1.0;0.005548889833098305;confirmada;True
1573;100;100;1.0;0.005732063944122757;confirmada;True
1583;100;100;1.0;0.005093310458676758;confirmada;True
1593;100;100;1.0;0.004026823998660795;confirmada;True
1598;100;99;0.99;0.00432895685105618;confirmada;True
1609;100;100;1.0;0.0031408475931291122;confirmada;True
1619;100;93;0.93;0.002611866848127704;confirmada;True
1632;100;72;0.72;0.001823324479341614;confirmada;True
1638;100;69;0.69;0.001714930879319814;confirmada;True
1648;100;40;0.4;0.0013198987437928048;tentativa;False
1658;100;30;0.3;0.0011503925867300125;rejeitada;False
1668;100;16;0.16;0.0009628295252845682;rejeitada;False
1678;100;20;0.2;0.0009660496889407744;rejeitada;False
1697;100;25;0.25;0.0010847356981648344;rejeitada;False
1702;100;24;0.24;0.0010306236546463645;rejeitada;False
1717;100;23;0.23;0.0009741285736498041;rejeitada;False
1727;100;32;0.32;0.0010864007524809577;rejeitada;False
1737;100;35;0.35;0.0010800426634353245;tentativa;False
1746;100;32;0.32;0.001090425317963942;rejeitada;False
1757;100;37;0.37;0.0011796286925490139;tentativa;False
1763;100;35;0.35;0.0012202223360800197;rejeitada;False
1772;100;52;0.52;0.0014715871743198091;tentativa;False
1783;100;66;0.66;0.0017542528242084684;tentativa;False
1793;100;81;0.81;0.00205417664043818;confirmada;True
1803;100;92;0.92;0.00258662766302825;confirmada;True
1813;100;93;0.93;0.0028240108084230504;confirmada;True
1822;100;93;0.93;0.0032099004934466324;confirmada;True
1828;100;95;0.95;0.0033360613994081324;confirmada;True
1844;100;100;1.0;0.007799744896716262;confirmada;True
1852;100;100;1.0;0.007743292506006116;confirmada;True
1863;100;100;1.0;0.0070778405950252;confirmada;True
1873;100;100;1.0;0.0059861390708062685;confirmada;True
1883;100;100;1.0;0.005342331842064908;confirmada;True
1893;100;100;1.0;0.006840067174039011;confirmada;True
1903;100;100;1.0;0.014077573984435727;confirmada;True
1912;100;100;1.0;0.017071659765603264;confirmada;True
1923;100;100;1.0;0.023337977679175875;confirmada;True
1933;100;100;1.0;0.027889790786344147;confirmada;True
1942;100;100;1.0;0.03425293239945298;confirmada;True
1952;100;100;1.0;0.03205360741204034;confirmada;True
1962;100;100;1.0;0.030216602061176986;confirmada;True
1972;100;100;1.0;0.023434579810151453;confirmada;True
1982;100;100;1.0;0.01748235723200587;confirmada;True
1993;100;100;1.0;0.0166943084055058;confirmada;True
2002;100;100;1.0;0.015487479285626351;confirmada;True
2013;100;100;1.0;0.013019230275862373;confirmada;True
2022;100;100;1.0;0.01046072667625162;confirmada;True
2032;100;100;1.0;0.010440039248496043;confirmada;True
2043;100;100;1.0;0.010134001064368158;confirmada;True
2052;100;100;1.0;0.010882824485714405;confirmada;True
2063;100;99;0.99;0.007971450024192995;confirmada;True
2072;100;98;0.98;0.005597940978842769;confirmada;True
2082;100;100;1.0;0.0044482731146209395;confirmada;True
2092;100;94;0.94;0.0031794889083328593;confirmada;True
2102;100;91;0.91;0.0024551806495680083;confirmada;True
2112;100;75;0.75;0.001916869538821725;confirmada;True
2118;100;81;0.81;0.0018042510288894227;confirmada;True
2128;100;68;0.68;0.001606252385736885;confirmada;True
2140;100;64;0.64;0.0017084152778166248;tentativa;False
2153;100;60;0.6;0.0015615087098764483;tentativa;False
2161;100;63;0.63;0.0016697168645940766;tentativa;False
2176;100;91;0.91;0.0024363457733953832;confirmada;True
2182;100;87;0.87;0.002472321074499628;confirmada;True
2195;100;89;0.89;0.002545594644554577;confirmada;True
2204;100;91;0.91;0.002866831551836139;confirmada;True
2213;100;85;0.85;0.002413938032508728;confirmada;True
2219;100;96;0.96;0.0027098705358123217;confirmada;True
2230;100;99;0.99;0.003169085869704878;confirmada;True
2238;100;98;0.98;0.003470424995034706;confirmada;True
2248;100;100;1.0;0.0036221233421146037;confirmada;True
2261;100;100;1.0;0.0034222599471229365;confirmada;True
2274;100;96;0.96;0.002781957089377682;confirmada;True
2282;100;94;0.94;0.002497739982717571;confirmada;True
2296;100;87;0.87;0.002454494295295558;confirmada;True
2307;100;80;0.8;0.0020848872219359172;confirmada;True
2317;100;76;0.76;0.001894571556518808;confirmada;True
2326;100;58;0.58;0.0016748801205313517;tentativa;False
2336;100;54;0.54;0.0015074679500808768;tentativa;False
2344;100;28;0.28;0.0010176282916732613;rejeitada;False
2355;100;31;0.31;0.001100098282339604;rejeitada;False
2367;100;28;0.28;0.0010606786025223556;rejeitada;False
2372;100;31;0.31;0.0010144978242669135;rejeitada;False
2382;100;50;0.5;0.0014573857894526424;tentativa;False
2392;100;64;0.64;0.0017018127813111029;tentativa;False
2403;100;60;0.6;0.0016161662200705892;tentativa;False
2412;100;69;0.69;0.00197147515070736;confirmada;True
2423;100;75;0.75;0.002391235379792288;confirmada;True
2433;100;75;0.75;0.0025032350457693904;confirmada;True
2443;100;97;0.97;0.004827838741913557;confirmada;True
2449;100;95;0.95;0.005733678629985437;confirmada;True
