posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1941;0.020833333333333332;0.03608439182435161;0.0770894957747679;7.836135331371368e-08;1.1479938260459052e-05;0.4491315136476427;0.78125;True;0.78125
2;1951;0.020833333333333332;0.03608439182435161;0.06639243555369306;2.5144297021468853e-08;6.962397561374763e-06;0.4846803272332506;0.810546875;True;0.810546875
3;1921;0.020833333333333332;0.03608439182435161;0.061470612238501386;8.348951637883459e-05;0.0032308867564715;0.2335094215260546;0.572265625;True;0.572265625
4;1931;0.020833333333333332;0.03608439182435161;0.04355403454492247;2.7985078347434786e-05;0.0014717280946304;0.2669354838709677;0.609375;True;0.609375
5;1961;0.0;0.0;0.06036103922065359;7.247186020243136e-07;6.125086496367872e-05;0.3798106001861042;0.720703125;True;0.720703125
6;715;0.0;0.0;0.049018360695789236;1.0;1.0;0.0;0.0;False;0.0
7;1911;0.0;0.0;0.039021840081626985;0.0002341133989498;0.0073871781730165;0.2021828473945409;0.53515625;True;0.53515625
8;1095;0.0;0.0;0.029818354682195385;0.0719809426142636;0.2850056241348547;0.0360848325062034;-0.26171875;False;0.26171875
9;415;0.0;0.0;0.02725444079368976;0.0565651674202998;0.267424957887092;0.0425054280397022;-0.27734375;False;0.27734375
10;1545;0.0;0.0;0.02655297187378514;0.0125089884502839;0.1177112011655351;0.084471929280397;0.36328125;False;0.36328125
