posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;771;0.0;0.0;0.05;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
2;1460;0.0;0.0;0.05;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;1.0;True;1.0
3;675;0.0;0.0;0.04;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
4;821;0.0;0.0;0.04;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
5;2446;0.0;0.0;0.04;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;1.0;True;1.0
6;465;0.0;0.0;0.03;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
7;685;0.0;0.0;0.03;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
8;694;0.0;0.0;0.03;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
9;791;0.0;0.0;0.03;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
10;1131;0.0;0.0;0.03;1.470814289237567e-12;4.986330855368519e-12;0.743741765480896;-1.0;True;1.0
