posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;1923;-0.0062499999999999;0.01875;0.0678819363284692
2;1375;-0.0109375;0.0189443057077845;0.0659924609155002
3;1943;-0.0078125;0.0135316469341318;0.060568751869845
4;715;0.0;0.0;0.0529346557273065
5;1953;-0.0046875;0.0081189881604791;0.0481951936816908
6;405;0.0;0.0;0.0440640421389571
7;1903;0.0;0.0;0.0435932660633389
8;1963;-0.0078125;0.0135316469341318;0.0391185433240472
9;1385;0.0;0.0;0.035681701442216
10;725;0.0;0.0;0.0346441059226035
11;1365;0.0;0.0;0.0302586319705886
12;415;-0.0078125;0.0135316469341318;0.0264631332593879
13;2449;0.0;0.0;0.0249155001103465
14;705;0.0;0.0;0.0222439038328804
15;1973;0.0;0.0;0.0203941600700996
16;425;-0.003125;0.0054126587736527;0.0196057750774554
17;1913;0.0;0.0;0.0174738363855254
18;1933;-0.009375;0.0162379763209582;0.0139915687515314
19;2443;0.0;0.0;0.0123720707598349
20;1355;0.0;0.0;0.0121178044983603
21;1795;0.0;0.0;0.0113058843207392
22;1275;0.0;0.0;0.0101346204773874
23;1265;0.0;0.0;0.0100193522796988
24;1225;0.0;0.0;0.0093562572337284
25;545;0.0;0.0;0.0088745600064003
26;445;0.0;0.0;0.0085455162692869
27;1625;0.0;0.0;0.007826721082535
28;1255;0.0;0.0;0.0075889657617065
29;1705;0.0;0.0;0.0075626665577225
30;465;0.0;0.0;0.0073416273877682
31;1865;0.0;0.0;0.0072100160251514
32;2253;0.0;0.0;0.0066155502169506
33;595;0.0;0.0;0.0062043624721461
34;1845;0.0;0.0;0.0060816194432493
35;735;0.0;0.0;0.0057860082304526
36;555;0.0;0.0;0.0053933004193873
37;745;0.0;0.0;0.0050946811473127
38;1315;0.0;0.0;0.0049395308930192
39;1305;0.0;0.0;0.0047493532582451
40;2243;0.0;0.0;0.0047097270280661
41;1135;0.0;0.0;0.0045986455091446
42;1115;0.0;0.0;0.0043597466572836
43;1545;0.0;0.0;0.0042780748663101
44;1983;0.0;0.0;0.0042566958637884
45;605;0.0;0.0;0.0042477671619395
46;1894;0.0;0.0;0.0041779925897841
47;2433;0.0;0.0;0.0041480822403164
48;1395;0.0;0.0;0.0040018148820326
49;1095;0.0;0.0;0.0039815668202764
50;2083;0.0;0.0;0.0038763937528715
51;1205;0.0;0.0;0.0038575630735419
52;1035;0.0;0.0;0.0037444748494851
53;2163;0.0;0.0;0.0037183383576345
54;435;0.0;0.0;0.003705864007453
55;1075;0.0;0.0;0.0035483870967741
56;1665;0.0;0.0;0.0035186801353439
57;2013;0.0;0.0;0.0034604872251931
58;1855;0.0;0.0;0.0034096099978452
59;1815;0.0;0.0;0.0033871529533376
60;2003;0.0;0.0;0.0033228934404977
61;455;0.0;0.0;0.0032793522267206
62;1715;0.0;0.0;0.0031084310489279
63;1055;0.0;0.0;0.003047619047619
64;1145;0.0;0.0;0.0029425287356321
65;755;0.0;0.0;0.0028487115043061
66;2183;0.0;0.0;0.002815061787198
67;1015;0.0;0.0;0.0028137669238479
68;1415;0.0;0.0;0.0028125
69;2423;0.0;0.0;0.0027729533502315
70;485;0.0;0.0;0.0027699070160608
71;1745;0.0;0.0;0.0024228183581124
72;855;0.0;0.0;0.0022222222222222
73;1505;0.0;0.0;0.002218283508606
74;1555;0.0;0.0;0.0022093730979914
75;1725;0.0;0.0;0.0022080386406762
76;945;0.0;0.0;0.0021449518223711
77;1605;0.0;0.0;0.0019230318069027
78;1805;0.0;0.0;0.0017912842159109
79;505;0.0;0.0;0.0017583954641389
80;565;0.0;0.0;0.0017422867513611
81;895;0.0;0.0;0.0017335021917891
82;475;0.0;0.0;0.0016814449917898
83;625;0.0;0.0;0.0016602752086623
84;805;0.0;0.0;0.0016320285604998
85;2113;0.0;0.0;0.0016209010930418
86;875;0.0;0.0;0.0015084175084175
87;2293;0.0;0.0;0.0015068096203998
88;2403;0.0;0.0;0.00125
89;575;0.0;0.0;0.0011957163733123
90;865;0.0;0.0;0.0011885714285714
91;1695;0.0;0.0;0.0011822660098522
92;1335;0.0;0.0;0.001171875
93;2383;0.0;0.0;0.0011464397671294
94;2153;0.0;0.0;0.0010924608819345
95;1565;0.0;0.0;0.0010796221322537
96;1025;0.0;0.0;0.0010754959467895
97;2133;0.0;0.0;0.0010467940167606
98;975;0.0;0.0;0.0010410599501508
99;1535;0.0;0.0;0.000907029478458
100;2023;0.0;0.0;0.0008407224958949
