modelo;modo;genotipo;fold;classe;precision;recall;f1-score;support
random_forest;por_genotipo;BR16;1;IRRIG;0.9846153846153847;0.9696969696969697;0.9770992366412213;66.0
random_forest;por_genotipo;BR16;1;NIRRIG;0.9692307692307692;0.984375;0.9767441860465116;64.0
random_forest;por_genotipo;BR16;1;accuracy;0.9769230769230769;0.9769230769230769;0.9769230769230769;0.9769230769230769
random_forest;por_genotipo;BR16;1;macro avg;0.976923076923077;0.9770359848484849;0.9769217113438664;130.0
random_forest;por_genotipo;BR16;1;weighted avg;0.9770414201183433;0.9769230769230769;0.9769244425022873;130.0
random_forest;por_genotipo;BR16;2;IRRIG;0.9692307692307692;0.984375;0.9767441860465116;64.0
random_forest;por_genotipo;BR16;2;NIRRIG;0.9841269841269841;0.96875;0.9763779527559056;64.0
random_forest;por_genotipo;BR16;2;accuracy;0.9765625;0.9765625;0.9765625;0.9765625
random_forest;por_genotipo;BR16;2;macro avg;0.9766788766788767;0.9765625;0.9765610694012086;128.0
random_forest;por_genotipo;BR16;2;weighted avg;0.9766788766788767;0.9765625;0.9765610694012086;128.0
random_forest;por_genotipo;BR16;3;IRRIG;0.9393939393939394;0.96875;0.9538461538461539;64.0
random_forest;por_genotipo;BR16;3;NIRRIG;0.967741935483871;0.9375;0.9523809523809523;64.0
random_forest;por_genotipo;BR16;3;accuracy;0.953125;0.953125;0.953125;0.953125
random_forest;por_genotipo;BR16;3;macro avg;0.9535679374389052;0.953125;0.9531135531135531;128.0
random_forest;por_genotipo;BR16;3;weighted avg;0.9535679374389052;0.953125;0.9531135531135531;128.0
random_forest;por_genotipo;BR16;4;IRRIG;1.0;0.9365079365079365;0.9672131147540983;63.0
random_forest;por_genotipo;BR16;4;NIRRIG;0.9411764705882353;1.0;0.9696969696969697;64.0
random_forest;por_genotipo;BR16;4;accuracy;0.968503937007874;0.968503937007874;0.968503937007874;0.968503937007874
random_forest;por_genotipo;BR16;4;macro avg;0.9705882352941176;0.9682539682539683;0.968455042225534;127.0
random_forest;por_genotipo;BR16;4;weighted avg;0.9703566465956461;0.968503937007874;0.9684648211820021;127.0
random_forest;por_genotipo;BR16;5;IRRIG;0.9365079365079365;0.9365079365079365;0.9365079365079365;63.0
random_forest;por_genotipo;BR16;5;NIRRIG;0.9375;0.9375;0.9375;64.0
random_forest;por_genotipo;BR16;5;accuracy;0.937007874015748;0.937007874015748;0.937007874015748;0.937007874015748
random_forest;por_genotipo;BR16;5;macro avg;0.9370039682539683;0.9370039682539683;0.9370039682539683;127.0
random_forest;por_genotipo;BR16;5;weighted avg;0.937007874015748;0.937007874015748;0.937007874015748;127.0
