modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;k_folds;amostras;semente
random_forest;por_genotipo;BR16;normalizado;condicao;NIRRIG;1560, 400, 719, 2039, 520;StratifiedGroupKFold;nomenclaura;5;640;42
