modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
random_forest;por_genotipo;BR16;1;0.9775280898876404;0.9777777777777777;0.9777777777777777;0.9777777777777777;0.955050505050505;0.9954545454545455
random_forest;por_genotipo;BR16;2;0.9560439560439561;0.9565217391304348;0.9565217391304348;0.9565217391304348;0.9120772946859903;0.9956521739130435
random_forest;por_genotipo;BR16;3;0.9550561797752809;0.9361702127659575;0.9777777777777777;0.9565217391304348;0.910055583628095;0.9904040404040404
random_forest;por_genotipo;BR16;4;1.0;1.0;1.0;1.0;1.0;1.0
random_forest;por_genotipo;BR16;5;0.9777777777777777;0.9565217391304348;1.0;0.9777777777777777;0.9555774925962488;0.9980237154150198
