posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;1936;0.0;0.0;0.0854241183652948
2;1986;0.0;0.0;0.0722164502164502
3;1956;0.0;0.0;0.06
4;1966;0.0;0.0;0.06
5;1976;0.0;0.0;0.0543582156973461
6;1946;0.0;0.0;0.04
7;1926;0.0;0.0;0.0387867287677534
8;2006;0.0;0.0;0.0335898175898175
9;827;0.0;0.0;0.0321187287759295
10;1896;0.0;0.0;0.0276125267431671
11;797;0.0;0.0;0.0267177736217983
12;1460;0.0;0.0;0.0241691424044365
13;1906;0.0;0.0;0.02
14;887;0.0;0.0;0.0180997027913104
15;695;0.0;0.0;0.0176557882160598
16;475;0.0;0.0;0.0165513311720208
17;857;0.0;0.0;0.016533508838409
18;757;0.0;0.0;0.0161079168509509
19;685;0.0;0.0;0.01605382005382
20;2086;0.0;0.0;0.0160431560183882
21;405;0.0;0.0;0.0159096657633243
22;425;0.0;0.0;0.0158175158175158
23;2446;0.0;0.0;0.0149978171234537
24;737;0.0;0.0;0.012304402360537
25;867;0.0;0.0;0.0117502316407504
26;1097;0.0;0.0;0.01
27;675;0.0;0.0;0.009392789373814
28;767;0.0;0.0;0.0088070829450139
29;1560;0.0;0.0;0.0087692307692307
30;2076;0.0;0.0;0.0087692307692307
31;1470;0.0;0.0;0.0087031681768523
32;1480;0.0;0.0;0.0082887700534759
33;2016;0.0;0.0;0.0081714285714285
34;1037;0.0;0.0;0.0080689535237598
35;777;0.0;0.0;0.0079753902662993
36;1510;0.0;0.0;0.0077936800707199
37;2426;0.0;0.0;0.0077835497835497
38;917;0.0;0.0;0.0077142857142857
39;465;0.0;0.0;0.0076186046511627
40;1347;0.0;0.0;0.0074703557312252
41;877;0.0;0.0;0.0072649572649572
42;1400;0.0;0.0;0.0072477969116339
43;1580;0.0;0.0;0.0067944165904623
44;1720;0.0;0.0;0.0067586206896551
45;1500;0.0;0.0;0.0059365079365079
46;1390;0.0;0.0;0.0049150326797385
47;907;0.0;0.0;0.0041058540497193
48;1770;0.0;0.0;0.004063492063492
49;837;0.0;0.0;0.004
50;1187;0.0;0.0;0.0035897435897435
51;1217;0.0;0.0;0.0034472194472194
52;2166;0.0;0.0;0.0031999999999999
53;2246;0.0;0.0;0.0029918699186991
54;1381;0.0;0.0;0.002934712346477
55;897;0.0;0.0;0.0028877005347593
56;2156;0.0;0.0;0.0027027027027027
57;1367;0.0;0.0;0.0026936026936026
58;2236;0.0;0.0;0.0024242424242424
59;1916;0.0;0.0;0.0023881927039821
60;1127;0.0;0.0;0.0023443223443223
61;1147;0.0;0.0;0.0023125564588979
62;977;0.0;0.0;0.0022857142857142
63;1087;0.0;0.0;0.0022634836427939
64;1057;0.0;0.0;0.0022634836427939
65;1710;0.0;0.0;0.0022164502164502
66;1730;0.0;0.0;0.0022164502164502
67;1680;0.0;0.0;0.0017297297297297
68;1740;0.0;0.0;0.0017297297297297
69;1800;0.0;0.0;0.0017204301075268
70;2206;0.0;0.0;0.0012942366026289
71;1846;0.0;0.0;0.0012307692307692
72;787;0.0;0.0;0.001192917054986
73;1690;0.0;0.0;0.0011851851851851
74;1570;0.0;0.0;0.000885823965461
75;747;0.0;0.0;0.000650406504065
76;967;0.0;0.0;0.0006311637080867
77;1856;0.0;0.0;0.0006237816764132
78;1520;0.0;0.0;0.0006072106261859
79;2126;0.0;0.0;0.0006066530406706
80;807;0.0;0.0;0.0006060606060606
81;2326;0.0;0.0;0.0004692082111436
82;2026;0.0;0.0;0.0003053788316946
83;1420;0.0;0.0;0.0001373106060606
84;1810;0.0;0.0;0.0
85;1700;0.0;0.0;0.0
86;1750;0.0;0.0;0.0
87;1760;0.0;0.0;0.0
88;1780;0.0;0.0;0.0
89;1790;0.0;0.0;0.0
90;1866;0.0;0.0;0.0
91;1820;0.0;0.0;0.0
92;1828;0.0;0.0;0.0
93;1836;0.0;0.0;0.0
94;1660;0.0;0.0;0.0
