seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;48;16;0.8125;0.8421052631578947;0.625;0.921875
42;2;48;16;0.625;0.6666666666666666;0.25;0.796875
42;3;48;16;0.8125;0.8;0.625;0.96875
42;4;48;16;0.8125;0.7692307692307693;0.625;1.0
43;1;48;16;0.9375;0.9333333333333333;0.875;1.0
43;2;48;16;0.75;0.7142857142857143;0.5;0.90625
43;3;48;16;0.75;0.7777777777777778;0.5;0.796875
43;4;48;16;0.8125;0.8235294117647058;0.625;0.9375
44;1;48;16;0.8125;0.8421052631578947;0.625;0.890625
44;2;48;16;0.9375;0.9411764705882353;0.875;1.0
44;3;48;16;1.0;1.0;1.0;1.0
44;4;48;16;0.875;0.875;0.75;0.9375
45;1;48;16;0.6875;0.5454545454545454;0.375;0.859375
45;2;48;16;0.625;0.5714285714285714;0.25;0.5625
45;3;48;16;0.6875;0.7368421052631579;0.375;0.828125
45;4;48;16;0.8125;0.7692307692307693;0.625;0.96875
46;1;48;16;0.875;0.8888888888888888;0.75;0.9375
46;2;48;16;0.8125;0.8235294117647058;0.625;0.890625
46;3;48;16;0.6875;0.6666666666666666;0.375;0.90625
46;4;48;16;0.6875;0.6153846153846154;0.375;0.703125
