dia;genotipo;condicao;posicao;banda_nm;teste;H;p_kruskal;q_kruskal;U;p_mannwhitney;q_mannwhitney;p_valor;q_fdr;epsilon2;genotipo_referencia;n_genotipo;n_referencia;delta_cliff
D06;CD202;NIRRIG;3;724;mannwhitney;29.13533653846154;6.749464436755784e-08;1.5538705948598494e-05;110.0;4.6860200311357924e-09;1.2390701990103098e-06;4.6860200311357924e-09;1.2390701990103098e-06;0.4537957506203474;EMB48;32;32;-0.78515625
D06;CD202;NIRRIG;4;725;mannwhitney;29.13533653846154;6.749464436755784e-08;1.5538705948598494e-05;110.0;4.6860200311357924e-09;1.2390701990103098e-06;4.6860200311357924e-09;1.2390701990103098e-06;0.4537957506203474;EMB48;32;32;-0.78515625
D06;CD202;NIRRIG;5;726;mannwhitney;29.13533653846154;6.749464436755784e-08;1.5538705948598494e-05;110.0;4.6860200311357924e-09;1.2390701990103098e-06;4.6860200311357924e-09;1.2390701990103098e-06;0.4537957506203474;EMB48;32;32;-0.78515625
D06;EMB48;IRRIG;1;719;mannwhitney;45.433413461538464;1.5791721092992038e-11;3.284850145083178e-09;10.0;1.516950441660196e-16;3.889081694806328e-14;1.516950441660196e-16;3.889081694806328e-14;0.716667959057072;BR16;32;32;0.98046875
D06;EMB48;IRRIG;2;720;mannwhitney;45.433413461538464;1.5791721092992038e-11;3.284850145083178e-09;10.0;1.516950441660196e-16;3.889081694806328e-14;1.516950441660196e-16;3.889081694806328e-14;0.716667959057072;BR16;32;32;0.98046875
D06;EMB48;IRRIG;3;721;mannwhitney;45.433413461538464;1.5791721092992038e-11;3.284850145083178e-09;10.0;1.516950441660196e-16;3.889081694806328e-14;1.516950441660196e-16;3.889081694806328e-14;0.716667959057072;BR16;32;32;0.98046875
D06;EMB48;IRRIG;4;722;mannwhitney;45.433413461538464;1.5791721092992038e-11;3.284850145083178e-09;10.0;1.516950441660196e-16;3.889081694806328e-14;1.516950441660196e-16;3.889081694806328e-14;0.716667959057072;BR16;32;32;0.98046875
D06;EMB48;IRRIG;5;723;mannwhitney;45.433413461538464;1.5791721092992038e-11;3.284850145083178e-09;10.0;1.516950441660196e-16;3.889081694806328e-14;1.516950441660196e-16;3.889081694806328e-14;0.716667959057072;BR16;32;32;0.98046875
D06;EMB48;NIRRIG;1;717;mannwhitney;38.815384615384616;4.658418529041903e-10;7.557995968992177e-08;48.0;9.967237466709884e-13;1.7035670036851644e-10;9.967237466709884e-13;1.7035670036851644e-10;0.609925558312655;BR16;32;32;0.90625
D06;EMB48;NIRRIG;2;718;mannwhitney;38.815384615384616;4.658418529041903e-10;7.557995968992177e-08;48.0;9.967237466709884e-13;1.7035670036851644e-10;9.967237466709884e-13;1.7035670036851644e-10;0.609925558312655;BR16;32;32;0.90625
D06;EMB48;NIRRIG;3;719;mannwhitney;38.815384615384616;4.658418529041903e-10;7.557995968992177e-08;48.0;9.967237466709884e-13;1.7035670036851644e-10;9.967237466709884e-13;1.7035670036851644e-10;0.609925558312655;BR16;32;32;0.90625
D06;EMB48;NIRRIG;4;720;mannwhitney;38.815384615384616;4.658418529041903e-10;7.557995968992177e-08;48.0;9.967237466709884e-13;1.7035670036851644e-10;9.967237466709884e-13;1.7035670036851644e-10;0.609925558312655;BR16;32;32;0.90625
D06;EMB48;NIRRIG;5;721;mannwhitney;38.815384615384616;4.658418529041903e-10;7.557995968992177e-08;48.0;9.967237466709884e-13;1.7035670036851644e-10;9.967237466709884e-13;1.7035670036851644e-10;0.609925558312655;BR16;32;32;0.90625
D09;BR16;IRRIG;1;2053;mannwhitney;25.1304347826087;5.358051166961485e-07;4.320828239952224e-05;984.0;1.0021144771133413e-07;1.2731155215604804e-05;1.0021144771133413e-07;1.2731155215604804e-05;0.3656126482213439;CD202;32;36;0.7083333333333333
D09;BR16;IRRIG;2;2051;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;CD202;32;36;0.7065972222222223
D09;BR16;IRRIG;3;2052;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;CD202;32;36;0.7065972222222223
D09;BR16;IRRIG;4;2054;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;CD202;32;36;0.7065972222222223
D09;BR16;IRRIG;5;2056;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;CD202;32;36;0.7065972222222223
D09;BR16;NIRRIG;1;711;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;EMB48;32;32;-1.0
D09;BR16;NIRRIG;2;712;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;EMB48;32;32;-1.0
D09;BR16;NIRRIG;3;713;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;EMB48;32;32;-1.0
D09;BR16;NIRRIG;4;714;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;EMB48;32;32;-1.0
D09;BR16;NIRRIG;5;715;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;EMB48;32;32;-1.0
D09;CD202;IRRIG;1;2053;mannwhitney;25.1304347826087;5.358051166961485e-07;4.320828239952224e-05;984.0;1.0021144771133413e-07;1.2731155215604804e-05;1.0021144771133413e-07;1.2731155215604804e-05;0.3656126482213439;BR16;36;32;-0.7083333333333333
D09;CD202;IRRIG;2;2051;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;BR16;36;32;-0.7065972222222223
D09;CD202;IRRIG;3;2052;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;BR16;36;32;-0.7065972222222223
D09;CD202;IRRIG;4;2054;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;BR16;36;32;-0.7065972222222223
D09;CD202;IRRIG;5;2056;mannwhitney;25.007397342995176;5.71107813909711e-07;4.320828239952224e-05;983.0;1.0904078542835061e-07;1.2731155215604804e-05;1.0904078542835061e-07;1.2731155215604804e-05;0.363748444590836;BR16;36;32;-0.7065972222222223
D09;CD202;NIRRIG;1;715;mannwhitney;41.53846153846154;1.1557460629092276e-10;2.3542140640281143e-08;32.0;4.7822135506150934e-14;1.0980182463489564e-11;4.7822135506150934e-14;1.0980182463489564e-11;0.6538461538461539;BR16;32;32;0.9375
D09;CD202;NIRRIG;2;716;mannwhitney;41.53846153846154;1.1557460629092276e-10;2.3542140640281143e-08;32.0;4.7822135506150934e-14;1.0980182463489564e-11;4.7822135506150934e-14;1.0980182463489564e-11;0.6538461538461539;BR16;32;32;0.9375
D09;CD202;NIRRIG;3;717;mannwhitney;41.53846153846154;1.1557460629092276e-10;2.3542140640281143e-08;32.0;4.7822135506150934e-14;1.0980182463489564e-11;4.7822135506150934e-14;1.0980182463489564e-11;0.6538461538461539;BR16;32;32;0.9375
D09;CD202;NIRRIG;4;718;mannwhitney;41.53846153846154;1.1557460629092276e-10;2.3542140640281143e-08;32.0;4.7822135506150934e-14;1.0980182463489564e-11;4.7822135506150934e-14;1.0980182463489564e-11;0.6538461538461539;BR16;32;32;0.9375
D09;CD202;NIRRIG;5;719;mannwhitney;41.53846153846154;1.1557460629092276e-10;2.3542140640281143e-08;32.0;4.7822135506150934e-14;1.0980182463489564e-11;4.7822135506150934e-14;1.0980182463489564e-11;0.6538461538461539;BR16;32;32;0.9375
D09;EMB48;IRRIG;1;686;mannwhitney;18.177687198067627;2.0122256126907465e-05;0.0054456824713294;923.0;9.496449906348473e-06;0.0030828534673768;9.496449906348473e-06;0.0030828534673768;0.2602679878495095;CD202;32;36;-0.6024305555555556
D09;EMB48;IRRIG;2;687;mannwhitney;18.177687198067627;2.0122256126907465e-05;0.0054456824713294;923.0;9.496449906348473e-06;0.0030828534673768;9.496449906348473e-06;0.0030828534673768;0.2602679878495095;CD202;32;36;-0.6024305555555556
D09;EMB48;IRRIG;3;683;mannwhitney;17.968750000000007;2.245614226149652e-05;0.0054456824713294;921.0;1.082342026123673e-05;0.0030828534673768;1.082342026123673e-05;0.0030828534673768;0.2571022727272728;CD202;32;36;-0.5989583333333333
D09;EMB48;IRRIG;4;684;mannwhitney;17.968750000000007;2.245614226149652e-05;0.0054456824713294;921.0;1.082342026123673e-05;0.0030828534673768;1.082342026123673e-05;0.0030828534673768;0.2571022727272728;CD202;32;36;-0.5989583333333333
D09;EMB48;IRRIG;5;685;mannwhitney;17.968750000000007;2.245614226149652e-05;0.0054456824713294;921.0;1.082342026123673e-05;0.0030828534673768;1.082342026123673e-05;0.0030828534673768;0.2571022727272728;CD202;32;36;-0.5989583333333333
D09;EMB48;NIRRIG;1;711;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;BR16;32;32;1.0
D09;EMB48;NIRRIG;2;712;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;BR16;32;32;1.0
D09;EMB48;NIRRIG;3;713;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;BR16;32;32;1.0
D09;EMB48;NIRRIG;4;714;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;BR16;32;32;1.0
D09;EMB48;NIRRIG;5;715;mannwhitney;47.261538461538464;6.211923275036763e-12;8.493769758066933e-10;0.0;1.0913312529929468e-18;1.4922135999256892e-16;1.0913312529929468e-18;1.4922135999256892e-16;0.7461538461538462;BR16;32;32;1.0
D10;BR16;IRRIG;1;698;mannwhitney;42.75883413461538;6.192161239458065e-11;7.269937373581985e-08;25.0;1.0145015327822434e-14;2.0807426437363808e-11;1.0145015327822434e-14;2.0807426437363808e-11;0.6735295828163772;CD202;32;32;-0.951171875
D10;BR16;IRRIG;2;699;mannwhitney;40.50649038461539;1.9596401375206222e-10;7.269937373581985e-08;38.0;1.6009283815780036e-13;1.6417520553082422e-10;1.6009283815780036e-13;1.6417520553082422e-10;0.6372014578163773;CD202;32;32;-0.92578125
D10;BR16;IRRIG;3;697;mannwhitney;39.82572115384615;2.7766432995606736e-10;7.269937373581985e-08;42.0;3.410377425665369e-13;2.331561366679891e-10;3.410377425665369e-13;2.331561366679891e-10;0.6262213089330024;CD202;32;32;-0.91796875
D10;BR16;IRRIG;4;2032;mannwhitney;38.815384615384616;4.658418529041903e-10;7.269937373581985e-08;976.0;9.967237466709884e-13;4.1146947983133786e-10;9.967237466709884e-13;4.1146947983133786e-10;0.609925558312655;CD202;32;32;0.90625
D10;BR16;IRRIG;5;700;mannwhitney;38.648257211538464;5.074855094390451e-10;7.269937373581985e-08;49.0;1.1840998661536124e-12;4.1146947983133786e-10;1.1840998661536124e-12;4.1146947983133786e-10;0.6072299550248139;CD202;32;32;-0.904296875
D10;BR16;NIRRIG;1;713;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;EMB48;32;32;-1.0
D10;BR16;NIRRIG;2;714;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;EMB48;32;32;-1.0
D10;BR16;NIRRIG;3;715;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;EMB48;32;32;-1.0
D10;BR16;NIRRIG;4;716;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;EMB48;32;32;-1.0
D10;BR16;NIRRIG;5;717;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;EMB48;32;32;-1.0
D10;CD202;IRRIG;1;698;mannwhitney;42.75883413461538;6.192161239458065e-11;7.269937373581985e-08;25.0;1.0145015327822434e-14;2.0807426437363808e-11;1.0145015327822434e-14;2.0807426437363808e-11;0.6735295828163772;BR16;32;32;0.951171875
D10;CD202;IRRIG;2;1380;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;EMB48;32;32;-0.94921875
D10;CD202;IRRIG;3;1381;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;EMB48;32;32;-0.94921875
D10;CD202;IRRIG;4;1383;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;EMB48;32;32;-0.94921875
D10;CD202;IRRIG;5;1379;mannwhitney;42.40835336538462;7.407299726217156e-11;1.1417927697329942e-08;27.0;1.6088405331622023e-14;3.964409785187192e-12;1.6088405331622023e-14;3.964409785187192e-12;0.6678766671836229;EMB48;32;32;-0.947265625
D10;CD202;NIRRIG;1;1333;mannwhitney;47.261538461538464;6.211923275036763e-12;1.59258182963755e-09;1024.0;1.0913312529929468e-18;2.7979004998606674e-16;1.0913312529929468e-18;2.7979004998606674e-16;0.7461538461538462;BR16;32;32;-1.0
D10;CD202;NIRRIG;2;1334;mannwhitney;47.261538461538464;6.211923275036763e-12;1.59258182963755e-09;1024.0;1.0913312529929468e-18;2.7979004998606674e-16;1.0913312529929468e-18;2.7979004998606674e-16;0.7461538461538462;BR16;32;32;-1.0
D10;CD202;NIRRIG;3;1335;mannwhitney;47.261538461538464;6.211923275036763e-12;1.59258182963755e-09;1024.0;1.0913312529929468e-18;2.7979004998606674e-16;1.0913312529929468e-18;2.7979004998606674e-16;0.7461538461538462;BR16;32;32;-1.0
D10;CD202;NIRRIG;4;1336;mannwhitney;47.261538461538464;6.211923275036763e-12;1.59258182963755e-09;1024.0;1.0913312529929468e-18;2.7979004998606674e-16;1.0913312529929468e-18;2.7979004998606674e-16;0.7461538461538462;BR16;32;32;-1.0
D10;CD202;NIRRIG;5;1337;mannwhitney;47.261538461538464;6.211923275036763e-12;1.59258182963755e-09;1024.0;1.0913312529929468e-18;2.7979004998606674e-16;1.0913312529929468e-18;2.7979004998606674e-16;0.7461538461538462;BR16;32;32;-1.0
D10;EMB48;IRRIG;1;1380;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;CD202;32;32;0.94921875
D10;EMB48;IRRIG;2;1381;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;CD202;32;32;0.94921875
D10;EMB48;IRRIG;3;1383;mannwhitney;42.58341346153846;6.773130231199793e-11;1.1417927697329942e-08;26.0;1.2803498260113251e-14;3.964409785187192e-12;1.2803498260113251e-14;3.964409785187192e-12;0.6707002171215881;CD202;32;32;0.94921875
D10;EMB48;IRRIG;4;1379;mannwhitney;42.40835336538462;7.407299726217156e-11;1.1417927697329942e-08;27.0;1.6088405331622023e-14;3.964409785187192e-12;1.6088405331622023e-14;3.964409785187192e-12;0.6678766671836229;CD202;32;32;0.947265625
D10;EMB48;IRRIG;5;1382;mannwhitney;42.40835336538462;7.407299726217156e-11;1.1417927697329942e-08;27.0;1.6088405331622023e-14;3.964409785187192e-12;1.6088405331622023e-14;3.964409785187192e-12;0.6678766671836229;CD202;32;32;0.947265625
D10;EMB48;NIRRIG;1;713;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;BR16;32;32;1.0
D10;EMB48;NIRRIG;2;714;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;BR16;32;32;1.0
D10;EMB48;NIRRIG;3;715;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;BR16;32;32;1.0
D10;EMB48;NIRRIG;4;716;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;BR16;32;32;1.0
D10;EMB48;NIRRIG;5;717;mannwhitney;47.261538461538464;6.211923275036763e-12;1.0617212197583667e-09;0.0;1.0913312529929468e-18;1.8652669999071119e-16;1.0913312529929468e-18;1.8652669999071119e-16;0.7461538461538462;BR16;32;32;1.0
