dia;condicao;banda_nm;genotipo_a;genotipo_b;diferenca_media;q_tukey;q_critico_tukey;significativo_tukey;F_anova;p_anova
D02;IRRIG;580;BR16;CD202;-0.08240428229166197;7.861913417632305;3.3683924527252396;True;16.374811760979853;8.079711607653104e-07
D02;IRRIG;581;BR16;CD202;-0.08097086629213335;7.723544473002484;3.3683924527252396;True;15.938278819739454;1.1171060442646692e-06
D02;IRRIG;582;BR16;CD202;-0.07961720379514214;7.592337103557143;3.3683924527252396;True;15.536185223048571;1.5085715174956718e-06
D02;IRRIG;583;BR16;CD202;-0.07830483040022607;7.466014490595566;3.3683924527252396;True;15.15732061560086;2.0057471049460205e-06
D02;IRRIG;584;BR16;CD202;-0.0770484808139571;7.345526092255585;3.3683924527252396;True;14.797760961993193;2.632618247557317e-06
D02;IRRIG;585;BR16;CD202;-0.07586859196472973;7.234932125781762;3.3683924527252396;True;14.475355127194119;3.364229193031396e-06
D02;IRRIG;586;BR16;CD202;-0.07474868316805128;7.128521310509506;3.3683924527252396;True;14.173021923104523;4.239022174285753e-06
D02;IRRIG;587;BR16;CD202;-0.07371554682133485;7.0271186951439155;3.3683924527252396;True;13.889390122682283;5.270992271060414e-06
D02;IRRIG;588;BR16;CD202;-0.07279546270385051;6.934888696489708;3.3683924527252396;True;13.641520308537393;6.381938271713634e-06
D02;IRRIG;589;BR16;CD202;-0.07199997904286848;6.85464973790692;3.3683924527252396;True;13.436176719354705;7.4820761889764066e-06
D02;IRRIG;590;BR16;CD202;-0.07130973411489316;6.783886876973405;3.3683924527252396;True;13.257325652506282;8.597529846537636e-06
D02;IRRIG;591;BR16;CD202;-0.0706767909123629;6.7177960248218795;3.3683924527252396;True;13.082056754896323;9.855802331165906e-06
D02;IRRIG;592;BR16;CD202;-0.07015452333332695;6.663343912451039;3.3683924527252396;True;12.941483925142292;1.1000031233088374e-05
D02;IRRIG;593;BR16;CD202;-0.06966411358795543;6.614451438544655;3.3683924527252396;True;12.812037189975639;1.2173632946546775e-05
D02;IRRIG;594;BR16;CD202;-0.06917249773091427;6.567337309231222;3.3683924527252396;True;12.679516743217079;1.3508015153321379e-05
D02;IRRIG;595;BR16;CD202;-0.06868273979356143;6.521621583643404;3.3683924527252396;True;12.550497853621026;1.4950874877682545e-05
D02;IRRIG;596;BR16;CD202;-0.06817958016396997;6.474112541195556;3.3683924527252396;True;12.425328431826673;1.6501322773216815e-05
D02;IRRIG;597;BR16;CD202;-0.06765203545075993;6.424840956950002;3.3683924527252396;True;12.297503013400982;1.825468099814234e-05
D02;IRRIG;598;BR16;CD202;-0.06712428416974747;6.375714700257186;3.3683924527252396;True;12.174663449459494;2.0119124295532334e-05
D02;IRRIG;599;BR16;CD202;-0.06656537958369024;6.323737095359605;3.3683924527252396;True;12.044985321127001;2.2299298039615175e-05
D02;IRRIG;600;BR16;CD202;-0.06595466026730823;6.265426341761038;3.3683924527252396;True;11.905662389625602;2.4911906304910588e-05
D02;IRRIG;601;BR16;CD202;-0.06530973252576655;6.205536688820152;3.3683924527252396;True;11.76441582757594;2.788074493114978e-05
D02;IRRIG;602;BR16;CD202;-0.06467631047016131;6.148504136335711;3.3683924527252396;True;11.642945357964333;3.072207191598228e-05
