dia;celula_a;celula_b;tipo;regiao;bandas;bandas_sig;r_mediano;prop_sig
D05;BR16|NIRRIG;CD202|IRRIG;cruzado;red edge;80;80;0.4223228531744493;1.0
D05;BR16|NIRRIG;CD202|NIRRIG;genotipo;NIR;570;0;0.03181828914941075;0.0
D05;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR1;450;172;0.14026021339332084;0.38222222222222224
D05;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR2;651;99;0.062337872619253706;0.15207373271889402
D05;BR16|NIRRIG;CD202|NIRRIG;genotipo;VIS;300;76;0.026785804641085577;0.25333333333333335
D05;BR16|NIRRIG;CD202|NIRRIG;genotipo;red edge;80;42;0.19253311699592424;0.525
D05;BR16|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;39;0.07711064972433726;0.06842105263157895
D05;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;293;0.21290656234414385;0.6511111111111111
D05;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;336;0.17175382612283965;0.5161290322580645
D05;BR16|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;266;0.254546313195286;0.8866666666666667
D05;BR16|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;80;0.29902698272048267;1.0
D05;BR16|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;543;0.20633186484133192;0.9526315789473684
D05;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;219;0.14602321984640287;0.4866666666666667
D05;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;339;0.16071482784651347;0.5207373271889401
D05;BR16|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;204;0.17532526674165105;0.68
D05;BR16|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;61;0.20714355589106181;0.7625
D05;CD202|IRRIG;CD202|NIRRIG;estresse;NIR;570;570;0.3614460244447093;1.0
D05;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR1;450;385;0.3107965029415657;0.8555555555555555
D05;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR2;651;651;0.3446440197153011;1.0
D05;CD202|IRRIG;CD202|NIRRIG;estresse;VIS;300;300;0.3924526225443902;1.0
D05;CD202|IRRIG;CD202|NIRRIG;estresse;red edge;80;51;0.3836051901023347;0.6375
D05;CD202|IRRIG;EMB48|IRRIG;genotipo;NIR;570;557;0.2717541634495591;0.9771929824561404
D05;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR1;450;353;0.26039048875334103;0.7844444444444445
D05;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;504;0.23392936053214738;0.7741935483870968
D05;CD202|IRRIG;EMB48|IRRIG;genotipo;VIS;300;272;0.21241954771430593;0.9066666666666666
D05;CD202|IRRIG;EMB48|IRRIG;genotipo;red edge;80;45;0.1737830537471643;0.5625
D05;CD202|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;570;0.5482973040925245;1.0
D05;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;450;367;0.4282481978374773;0.8155555555555556
D05;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;651;0.5530862812859307;1.0
D05;CD202|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;300;0.59383317198237;1.0
D05;CD202|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;55;0.5056835239817065;0.6875
D05;CD202|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;71;0.09017887562498811;0.12456140350877193
D05;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;135;0.12483808344845339;0.3
D05;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;299;0.1228900249291017;0.4592933947772657
D05;CD202|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;145;0.14318230117234837;0.48333333333333334
D05;CD202|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;44;0.1964292340346276;0.55
D05;CD202|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;516;0.1842538682886796;0.9052631578947369
D05;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;170;0.1278413403324539;0.37777777777777777
D05;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;596;0.21006564367008934;0.9155145929339478
D05;CD202|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;250;0.17784150899581364;0.8333333333333334
D05;CD202|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;35;0.127273156597643;0.4375
D05;EMB48|IRRIG;EMB48|NIRRIG;estresse;NIR;570;570;0.27402689838880273;1.0
D05;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR1;450;278;0.1779226781007866;0.6177777777777778
D05;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR2;651;651;0.33636477100805645;1.0
D05;EMB48|IRRIG;EMB48|NIRRIG;estresse;VIS;300;299;0.34383232866557123;0.9966666666666667
D05;EMB48|IRRIG;EMB48|NIRRIG;estresse;red edge;80;48;0.33888101326221903;0.6
D06;BR16|IRRIG;BR16|NIRRIG;estresse;NIR;570;570;0.5905864077834505;1.0
D06;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR1;450;444;0.5586869495290667;0.9866666666666667
D06;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR2;651;651;0.5522745902362008;1.0
D06;BR16|IRRIG;BR16|NIRRIG;estresse;VIS;300;300;0.5596609787887425;1.0
D06;BR16|IRRIG;BR16|NIRRIG;estresse;red edge;80;60;0.4513813927547785;0.75
D06;BR16|IRRIG;CD202|IRRIG;genotipo;NIR;570;20;0.07719181882931025;0.03508771929824561
D06;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR1;450;135;0.09910747717201665;0.3
D06;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR2;651;0;0.037337788287573836;0.0
D06;BR16|IRRIG;CD202|IRRIG;genotipo;VIS;300;1;0.03441570050854632;0.0033333333333333335
D06;BR16|IRRIG;CD202|IRRIG;genotipo;red edge;80;44;0.1962668958246816;0.55
D06;BR16|IRRIG;CD202|NIRRIG;cruzado;NIR;570;570;0.5031672817275439;1.0
D06;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR1;450;442;0.46331325118580746;0.9822222222222222
D06;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR2;651;651;0.45292360574926527;1.0
D06;BR16|IRRIG;CD202|NIRRIG;cruzado;VIS;300;300;0.4873393062578115;1.0
D06;BR16|IRRIG;CD202|NIRRIG;cruzado;red edge;80;59;0.36891358210222414;0.7375
D06;BR16|IRRIG;EMB48|IRRIG;genotipo;NIR;570;570;0.22272802404587522;1.0
D06;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR1;450;338;0.1737018846421913;0.7511111111111111
D06;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;353;0.1647732830951628;0.5422427035330261
D06;BR16|IRRIG;EMB48|IRRIG;genotipo;VIS;300;101;0.13855566218888812;0.33666666666666667
D06;BR16|IRRIG;EMB48|IRRIG;genotipo;red edge;80;43;0.18068242766986817;0.5375
D06;BR16|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;570;0.5222420213961958;1.0
D06;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;450;441;0.34066673357162475;0.98
D06;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;651;0.4858782623682978;1.0
D06;BR16|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;272;0.5489466569323085;0.9066666666666666
D06;BR16|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;71;0.46542364791510515;0.8875
D06;BR16|NIRRIG;CD202|IRRIG;cruzado;NIR;570;570;0.5056023548767334;1.0
D06;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR1;450;374;0.47410874214721477;0.8311111111111111
D06;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR2;651;651;0.5355537546117656;1.0
D06;BR16|NIRRIG;CD202|IRRIG;cruzado;VIS;300;300;0.5319011448879811;1.0
D06;BR16|NIRRIG;CD202|IRRIG;cruzado;red edge;80;80;0.5613655299931752;1.0
D06;BR16|NIRRIG;CD202|NIRRIG;genotipo;NIR;570;0;0.07426973105028274;0.0
D06;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR1;450;30;0.07767883345914818;0.06666666666666667
D06;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR2;651;59;0.08344183991223023;0.09062980030721966
D06;BR16|NIRRIG;CD202|NIRRIG;genotipo;VIS;300;0;0.07597428225471545;0.0
D06;BR16|NIRRIG;CD202|NIRRIG;genotipo;red edge;80;13;0.0853898984315819;0.1625
D06;BR16|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;570;0.36712786179281837;1.0
D06;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;389;0.3724850227210355;0.8644444444444445
D06;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;651;0.400001349306878;1.0
D06;BR16|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;300;0.4409917473182362;1.0
D06;BR16|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;80;0.5069822296612743;1.0
D06;BR16|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;0;0.057386557215901524;0.0
D06;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;165;0.12272768671915574;0.36666666666666664
D06;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;88;0.06915607743698458;0.13517665130568357
D06;BR16|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;88;0.036201420817952024;0.29333333333333333
D06;BR16|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;47;0.24261445476425694;0.5875
D06;CD202|IRRIG;CD202|NIRRIG;estresse;NIR;570;570;0.4185890743456919;1.0
D06;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR1;450;391;0.3993519964670941;0.8688888888888889
D06;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR2;651;651;0.4373391375944518;1.0
D06;CD202|IRRIG;CD202|NIRRIG;estresse;VIS;300;300;0.45722556831283356;1.0
D06;CD202|IRRIG;CD202|NIRRIG;estresse;red edge;80;70;0.4913165924014879;0.875
D06;CD202|IRRIG;EMB48|IRRIG;genotipo;NIR;570;88;0.14090956623310474;0.1543859649122807
D06;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR1;450;152;0.0987016316471517;0.3377777777777778
D06;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;160;0.12337703955893962;0.2457757296466974
D06;CD202|IRRIG;EMB48|IRRIG;genotipo;VIS;300;25;0.10754906408920725;0.08333333333333333
D06;CD202|IRRIG;EMB48|IRRIG;genotipo;red edge;80;18;0.11842572415558744;0.225
D06;CD202|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;570;0.4474041066111022;1.0
D06;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;450;295;0.2498385051068528;0.6555555555555556
D06;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;651;0.45292360574926527;1.0
D06;CD202|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;300;0.508686780865707;1.0
D06;CD202|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;64;0.4050338338152032;0.8
D06;CD202|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;570;0.2804392576816687;1.0
D06;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;415;0.31745236954935063;0.9222222222222223
D06;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;625;0.32142965569302695;0.9600614439324117
D06;CD202|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;300;0.3570628927761681;1.0
D06;CD202|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;80;0.3982967981024452;1.0
D06;CD202|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;0;0.026298790011247658;0.0
D06;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;178;0.10608802019969349;0.39555555555555555
D06;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;2;0.03717545007762787;0.0030721966205837174
D06;CD202|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;47;0.0872567878459606;0.15666666666666668
D06;CD202|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;40;0.16014664411170254;0.5
D06;EMB48|IRRIG;EMB48|NIRRIG;estresse;NIR;570;570;0.29780944614588784;1.0
D06;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR1;450;243;0.18725712517268006;0.54
D06;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR2;651;622;0.3324686539693531;0.9554531490015361
D06;EMB48|IRRIG;EMB48|NIRRIG;estresse;VIS;300;300;0.37110514793649474;1.0
D06;EMB48|IRRIG;EMB48|NIRRIG;estresse;red edge;80;50;0.400001349306878;0.625
D09;BR16|IRRIG;BR16|NIRRIG;estresse;NIR;570;142;0.12757467504424244;0.24912280701754386
D09;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR1;391;248;0.2239836675977261;0.6342710997442456
D09;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR2;651;311;0.13993076633477056;0.47772657450076805
D09;BR16|IRRIG;BR16|NIRRIG;estresse;VIS;300;195;0.2107618629046769;0.65
D09;BR16|IRRIG;BR16|NIRRIG;estresse;red edge;80;80;0.2557002586173619;1.0
D09;BR16|IRRIG;CD202|IRRIG;genotipo;NIR;570;431;0.16740962081236468;0.756140350877193
D09;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR1;391;127;0.11557157590507992;0.3248081841432225
D09;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR2;651;531;0.2320609578474004;0.815668202764977
D09;BR16|IRRIG;CD202|IRRIG;genotipo;VIS;300;285;0.24847348933687913;0.95
D09;BR16|IRRIG;CD202|IRRIG;genotipo;red edge;80;20;0.13450357494776816;0.25
D09;BR16|IRRIG;CD202|NIRRIG;cruzado;NIR;570;570;0.39980218952791585;1.0
D09;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR1;391;372;0.3198417516223327;0.9514066496163683
D09;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR2;651;651;0.34297990983516874;1.0
D09;BR16|IRRIG;CD202|NIRRIG;cruzado;VIS;300;277;0.39988089074632693;0.9233333333333333
D09;BR16|IRRIG;CD202|NIRRIG;cruzado;red edge;80;66;0.300717355548458;0.825
D09;BR16|IRRIG;EMB48|IRRIG;genotipo;NIR;570;0;0.08003913912399419;0.0
D09;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR1;391;0;0.033841523916733035;0.0
D09;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;0;0.09507107184049654;0.0
D09;BR16|IRRIG;EMB48|IRRIG;genotipo;VIS;300;48;0.07988173668717216;0.16
D09;BR16|IRRIG;EMB48|IRRIG;genotipo;red edge;80;0;0.06862746245439816;0.0
D09;BR16|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;206;0.13993076633477056;0.36140350877192984
D09;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;391;197;0.1525229612805317;0.5038363171355499
D09;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;193;0.09601548646142861;0.2964669738863287
D09;BR16|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;173;0.16653177815769094;0.5766666666666667
D09;BR16|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;64;0.20659069832889354;0.8
D09;BR16|NIRRIG;CD202|IRRIG;cruzado;NIR;570;570;0.30206616343300624;1.0
D09;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR1;391;281;0.34511306619927085;0.7186700767263428
D09;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR2;651;625;0.38351695018890647;0.9600614439324117
D09;BR16|NIRRIG;CD202|IRRIG;cruzado;VIS;300;300;0.42689678259613095;1.0
D09;BR16|NIRRIG;CD202|IRRIG;cruzado;red edge;80;80;0.41717883631946584;1.0
D09;BR16|NIRRIG;CD202|NIRRIG;genotipo;NIR;570;570;0.2655379109187378;1.0
D09;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR1;391;128;0.144652839439431;0.3273657289002558
D09;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR2;651;477;0.2052527776159064;0.7327188940092166
D09;BR16|NIRRIG;CD202|NIRRIG;genotipo;VIS;300;222;0.21225718605448607;0.74
D09;BR16|NIRRIG;CD202|NIRRIG;genotipo;red edge;80;48;0.16975852811254222;0.6
D09;BR16|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;570;0.20194732644264413;1.0
D09;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;391;299;0.24066832590085957;0.7647058823529411
D09;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;418;0.2298075577601406;0.642089093701997
D09;BR16|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;300;0.300953459203691;1.0
D09;BR16|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;80;0.3275544710266114;1.0
D09;BR16|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;0;0.020934524097327878;0.0
D09;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;391;117;0.1037282058657073;0.29923273657289
D09;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;156;0.0735069379958806;0.23963133640552994
D09;BR16|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;78;0.041790346976244744;0.26
D09;BR16|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;55;0.4447405852406009;0.6875
D09;CD202|IRRIG;CD202|NIRRIG;estresse;NIR;570;570;0.56846386479129;1.0
D09;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR1;391;341;0.44691755154574186;0.8721227621483376
D09;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR2;651;651;0.5720451079562091;1.0
D09;CD202|IRRIG;CD202|NIRRIG;estresse;VIS;300;300;0.6447587411615152;1.0
D09;CD202|IRRIG;CD202|NIRRIG;estresse;red edge;80;64;0.3782980531144013;0.8
D09;CD202|IRRIG;EMB48|IRRIG;genotipo;NIR;570;0;0.09166362844480293;0.0
D09;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR1;391;86;0.09350823861768846;0.21994884910485935
D09;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;88;0.13435960537329908;0.13517665130568357
D09;CD202|IRRIG;EMB48|IRRIG;genotipo;VIS;300;114;0.11525664246092876;0.38
D09;CD202|IRRIG;EMB48|IRRIG;genotipo;red edge;80;0;0.07260565602445421;0.0
D09;CD202|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;570;0.32713486558744037;1.0
D09;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;391;245;0.23996128824639293;0.6265984654731458
D09;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;598;0.3256951698427493;0.9185867895545314
D09;CD202|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;262;0.3873681363059553;0.8733333333333333
D09;CD202|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;67;0.3352781446433496;0.8375
D09;CD202|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;570;0.46244835938307755;1.0
D09;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;391;378;0.3536832755390657;0.9667519181585678
D09;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;651;0.4415138352857496;1.0
D09;CD202|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;300;0.46268446303831046;1.0
D09;CD202|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;60;0.3210222698984978;0.75
D09;CD202|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;569;0.2419275453954357;0.9982456140350877
D09;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;391;298;0.22099302129810786;0.7621483375959079
D09;CD202|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;603;0.24822364286831627;0.9262672811059908
D09;CD202|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;300;0.25688077689352706;1.0
D09;CD202|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;80;0.22547899074753525;1.0
D09;EMB48|IRRIG;EMB48|NIRRIG;estresse;NIR;570;570;0.2239836675977261;1.0
D09;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR1;391;212;0.16542996109993685;0.5421994884910486
D09;EMB48|IRRIG;EMB48|NIRRIG;estresse;SWIR2;651;494;0.19297538754378932;0.7588325652841782
D09;EMB48|IRRIG;EMB48|NIRRIG;estresse;VIS;300;198;0.2074564117314146;0.66
D09;EMB48|IRRIG;EMB48|NIRRIG;estresse;red edge;80;60;0.21934029571147667;0.75
D10;BR16|IRRIG;BR16|NIRRIG;estresse;NIR;570;456;0.19237077878597825;0.8
D10;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR1;450;278;0.1769486488411108;0.6177777777777778
D10;BR16|IRRIG;BR16|NIRRIG;estresse;SWIR2;651;325;0.15974079858683762;0.49923195084485406
D10;BR16|IRRIG;BR16|NIRRIG;estresse;VIS;300;109;0.09521136013331327;0.36333333333333334
D10;BR16|IRRIG;BR16|NIRRIG;estresse;red edge;80;0;0.0465910662544943;0.0
D10;BR16|IRRIG;CD202|IRRIG;genotipo;NIR;570;548;0.3107153338365927;0.9614035087719298
D10;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR1;450;322;0.22897804512879522;0.7155555555555555
D10;BR16|IRRIG;CD202|IRRIG;genotipo;SWIR2;651;618;0.3503258570634102;0.9493087557603687
D10;BR16|IRRIG;CD202|IRRIG;genotipo;VIS;300;300;0.37589412512990095;1.0
D10;BR16|IRRIG;CD202|IRRIG;genotipo;red edge;80;72;0.36071550249995243;0.9
D10;BR16|IRRIG;CD202|NIRRIG;cruzado;NIR;570;64;0.018181879513949;0.11228070175438597
D10;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR1;450;94;0.0944808381885564;0.2088888888888889
D10;BR16|IRRIG;CD202|NIRRIG;cruzado;SWIR2;651;85;0.06266254903914566;0.130568356374808
D10;BR16|IRRIG;CD202|NIRRIG;cruzado;VIS;300;147;0.15730572543764804;0.49
D10;BR16|IRRIG;CD202|NIRRIG;cruzado;red edge;80;47;0.3362836019030835;0.5875
D10;BR16|IRRIG;EMB48|IRRIG;genotipo;NIR;570;2;0.047970941039035084;0.0035087719298245615
D10;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR1;450;84;0.09301979429904264;0.18666666666666668
D10;BR16|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;85;0.061526181569523844;0.130568356374808
D10;BR16|IRRIG;EMB48|IRRIG;genotipo;VIS;300;18;0.03587674439806008;0.06
D10;BR16|IRRIG;EMB48|IRRIG;genotipo;red edge;80;0;0.060146306784983075;0.0
D10;BR16|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;150;0.12759783301753494;0.2631578947368421
D10;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;450;162;0.12094196640975002;0.36
D10;BR16|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;276;0.15097453524975507;0.423963133640553
D10;BR16|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;171;0.18628309591300424;0.57
D10;BR16|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;52;0.3880694908758489;0.65
D10;BR16|NIRRIG;CD202|IRRIG;cruzado;NIR;570;66;0.11672117295115472;0.11578947368421053
D10;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR1;450;135;0.09918864627698962;0.3
D10;BR16|NIRRIG;CD202|IRRIG;cruzado;SWIR2;651;441;0.23506572800176917;0.6774193548387096
D10;BR16|NIRRIG;CD202|IRRIG;cruzado;VIS;300;266;0.27175416344955916;0.8866666666666667
D10;BR16|NIRRIG;CD202|IRRIG;cruzado;red edge;80;64;0.2710236415048023;0.8
D10;BR16|NIRRIG;CD202|NIRRIG;genotipo;NIR;570;523;0.2218351638911724;0.9175438596491228
D10;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR1;450;319;0.2278416776591734;0.7088888888888889
D10;BR16|NIRRIG;CD202|NIRRIG;genotipo;SWIR2;651;378;0.1926954552058702;0.5806451612903226
D10;BR16|NIRRIG;CD202|NIRRIG;genotipo;VIS;300;200;0.19228960968100525;0.6666666666666666
D10;BR16|NIRRIG;CD202|NIRRIG;genotipo;red edge;80;47;0.3121763777261065;0.5875
D10;BR16|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;538;0.24813395390242005;0.9438596491228071
D10;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;450;0.3011373794497803;1.0
D10;BR16|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;296;0.15097453524975507;0.45468509984639016
D10;BR16|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;72;0.08733795695093358;0.24
D10;BR16|NIRRIG;EMB48|IRRIG;cruzado;red edge;80;6;0.09277628698412368;0.075
D10;BR16|NIRRIG;EMB48|NIRRIG;genotipo;NIR;570;0;0.06964309206682251;0.0
D10;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR1;450;0;0.05503265317168492;0.0
D10;BR16|NIRRIG;EMB48|NIRRIG;genotipo;SWIR2;651;99;0.03409102408865437;0.15207373271889402
D10;BR16|NIRRIG;EMB48|NIRRIG;genotipo;VIS;300;71;0.1259744509180752;0.23666666666666666
D10;BR16|NIRRIG;EMB48|NIRRIG;genotipo;red edge;80;50;0.37621880154979287;0.625
D10;CD202|IRRIG;CD202|NIRRIG;estresse;NIR;570;570;0.3407479026765977;1.0
D10;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR1;450;386;0.2488644758471769;0.8577777777777778
D10;CD202|IRRIG;CD202|NIRRIG;estresse;SWIR2;651;482;0.4034104517157434;0.7403993855606759
D10;CD202|IRRIG;CD202|NIRRIG;estresse;VIS;300;257;0.4209429783899085;0.8566666666666667
D10;CD202|IRRIG;CD202|NIRRIG;estresse;red edge;80;65;0.33522840353843464;0.8125
D10;CD202|IRRIG;EMB48|IRRIG;genotipo;NIR;570;546;0.3524362537927078;0.9578947368421052
D10;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR1;450;449;0.33668944742794843;0.9977777777777778
D10;CD202|IRRIG;EMB48|IRRIG;genotipo;SWIR2;651;561;0.31363742161562025;0.8617511520737328
D10;CD202|IRRIG;EMB48|IRRIG;genotipo;VIS;300;300;0.30503349648848366;1.0
D10;CD202|IRRIG;EMB48|IRRIG;genotipo;red edge;80;56;0.33319917591411;0.7
D10;CD202|IRRIG;EMB48|NIRRIG;cruzado;NIR;570;407;0.19423766820035693;0.7140350877192982
D10;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR1;450;178;0.11225687217764047;0.39555555555555555
D10;CD202|IRRIG;EMB48|NIRRIG;cruzado;SWIR2;651;474;0.1980526161340873;0.728110599078341
D10;CD202|IRRIG;EMB48|NIRRIG;cruzado;VIS;300;202;0.25478982051020493;0.6733333333333333
D10;CD202|IRRIG;EMB48|NIRRIG;cruzado;red edge;80;69;0.2770301552728033;0.8625
D10;CD202|NIRRIG;EMB48|IRRIG;cruzado;NIR;570;60;0.08246781065255439;0.10526315789473684
D10;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR1;450;108;0.07345804000055287;0.24
D10;CD202|NIRRIG;EMB48|IRRIG;cruzado;SWIR2;651;152;0.11087699739309968;0.23348694316436253
D10;CD202|NIRRIG;EMB48|IRRIG;cruzado;VIS;300;121;0.12013027536002016;0.4033333333333333
