dia;banda_nm;n;celulas;H;p_valor;q_fdr;epsilon2;significativa
D02;457;192;6;23.214924708549223;0.00030707744128442204;0.00048298760128401036;0.0979297027341356;True
D02;458;192;6;23.10603545984456;0.0003221678444142128;0.0005015054806811247;0.09734427666583097;True
D02;459;192;6;23.181043555699482;0.00031169644157920547;0.0004880985766437348;0.09774754599838431;True
D02;460;192;6;23.14434909326425;0.00031677642106615623;0.0004944508672805833;0.09755026394228092;True
D02;461;192;6;23.10528659326425;0.00032227412166636876;0.0005015054806811247;0.0973402505014207;True
D02;462;192;6;23.06363341968912;0.0003282402905250184;0.0005100157847475854;0.09711630870800601;True
D02;463;192;6;22.947538860103627;0.00034545090959080455;0.0005316212357729009;0.09649214440915929;True
D02;464;192;6;23.042381800518136;0.000331326154305418;0.0005140317265358641;0.09700205269095773;True
D02;465;192;6;22.823227007772022;0.00036486838851591634;0.0005568043637248098;0.09582380111705388;True
D02;466;192;6;22.904367713730572;0.0003520757019000438;0.0005400951866843603;0.09626004147166975;True
D02;467;192;6;23.000931023316063;0.0003374277434409641;0.0005227071765841521;0.09677919905008636;True
D02;468;192;6;22.974133743523318;0.00034143125640101387;0.0005269191172900522;0.09663512765335117;True
D02;469;192;6;22.79772506476684;0.00036898304756336246;0.0005626648554293356;0.09568669389659591;True
D02;470;192;6;22.66586382772021;0.00039100056978133595;0.000590097254320471;0.09497776251462478;True
D02;471;192;6;22.834439766839377;0.0003630736172099949;0.0005553049879923189;0.09588408476795364;True
D02;472;192;6;22.7251457253886;0.00038094593681257754;0.0005766200121052373;0.09529648239456237;True
D02;473;192;6;22.598708711139896;0.00040270734158448274;0.0006055372123092186;0.09461671350075213;True
D02;474;192;6;22.755424222797927;0.0003759094242542483;0.0005711038734410839;0.09545927001504262;True
D02;475;192;6;22.88785216968912;0.0003546431286602097;0.0005430670928903427;0.09617124822413504;True
D02;476;192;6;23.166106703367877;0.00031375451237593445;0.0004906992998046095;0.09766724034068751;True
D02;477;192;6;23.35386981865285;0.0002888320883431485;0.0004588649211400446;0.09867671945512285;True
D02;478;192;6;23.401048413212436;0.00028288387465182237;0.000450811831321591;0.09893036781297009;True
D02;479;192;6;23.387670012953368;0.0002845581997096419;0.00045277646827344883;0.09885844092985682;True
D02;480;192;6;23.299587111398964;0.0002958289986953686;0.00046780668953292287;0.09838487694300518;True
D02;481;192;6;23.276007933937823;0.0002989202263355657;0.00047184825684124914;0.09825810717170873;True
D02;482;192;6;23.129209844559586;0.0003188960529462824;0.0004973808399945438;0.09746887013204078;True
D02;483;192;6;22.93411998056995;0.00034749679606486613;0.0005338696095348618;0.09641999989553736;True
D02;484;192;6;22.98998137953368;0.0003390579865834976;0.000524440369896496;0.09672032999749292;True
D02;485;192;6;22.957861075129536;0.00034388525025901966;0.0005299088266575877;0.09654764018886847;True
D02;486;192;6;22.757326748704664;0.0003755951636882002;0.0005710494297438833;0.09546949864894981;True
D02;487;192;6;22.689746599740932;0.0003869187469095327;0.0005847976049458008;0.09510616451473619;True
D02;488;192;6;22.644612208549223;0.000394668430747908;0.0005947574955649957;0.09486350649757647;True
D02;489;192;6;22.545073672279795;0.00041230521612507337;0.0006181564314857642;0.09432835307677309;True
D02;490;192;6;22.46018863341969;0.00042795865437922294;0.0006378947675376353;0.09387198190010586;True
D02;491;192;6;22.30578044041451;0.00045795113559950884;0.0006766986881229053;0.09304183032480919;True
D02;492;192;6;22.298979922279795;0.0004593187304837331;0.0006777429613108896;0.09300526839935373;True
D02;493;192;6;22.103667422279795;0.0005003635120162328;0.0007288675874611458;0.09195520119505265;True
D02;494;192;6;21.923635848445596;0.0005413914292793995;0.0007770425622477596;0.09098728950777202;True
D02;495;192;6;21.7443126619171;0.0005855529060917109;0.0008305456503417007;0.090023186354393;True
D02;496;192;6;21.539224417098445;0.000640425704546589;0.0008972084153176599;0.08892056138224971;True
D02;497;192;6;21.309383095854923;0.000707959653926842;0.000981098142029698;0.08768485535405872;True
D02;498;192;6;21.02780926165803;0.0008003180356166594;0.0010987543662539776;0.08617101753579587;True
D02;499;192;6;21.035743199481868;0.0007975600019887812;0.0010963777239135324;0.08621367311549391;True
D02;500;192;6;20.89633257772021;0.0008474146096894629;0.0011597467064693805;0.08546415364365703;True
D02;501;192;6;20.626862046632127;0.0009526358659071932;0.0012905258659020168;0.08401538734748455;True
D02;502;192;6;20.490325453367877;0.0010107586473502538;0.0013629625152632285;0.08328131964176277;True
D02;503;192;6;20.31146777849741;0.0010922056405172611;0.001459357504039676;0.08231971923923338;True
D02;504;192;6;20.021393296632127;0.001238230671737758;0.0016355368688456258;0.08076017901415122;True
D02;505;192;6;20.10890948834197;0.0011922608134381796;0.0015858151286392388;0.08123069617388155;True
D02;506;192;6;20.206909812176168;0.0011427749747260918;0.0015239476418486438;0.08175757963535574;True
D02;507;192;6;20.116600550518136;0.0011883021059881892;0.0015815753532652666;0.08127204597052762;True
D02;508;192;6;20.09812176165803;0.0011978352911754368;0.001592197136876747;0.08117269764332274;True
D02;509;192;6;20.76449158031088;0.0008973807840456777;0.0012213191692619012;0.08475533107694022;True
D02;510;192;6;21.358464216321245;0.000692972656636034;0.0009616284971316006;0.08794873234581314;True
D02;511;192;6;22.103809099740932;0.0005003324648195655;0.0007288675874611458;0.09195596290183297;True
D02;512;192;6;22.69051570595855;0.00038678800004944525;0.0005847976049458008;0.09511029949440081;True
D02;513;192;6;24.12315819300518;0.00020559474238136298;0.00035887218436100036;0.10281267845701711;True
D02;514;192;6;25.894976522020727;9.351980409156645e-05;0.00020063715292029582;0.11233858345172434;True
D02;515;192;6;28.423008419689122;3.0083858399900413e-05;7.62694605416511e-05;0.12593015279402753;True
D02;516;192;6;30.426550356217618;1.2154469653427057e-05;3.379768607683306e-05;0.13670188363557859;True
D02;517;192;6;32.34721097797927;5.070963372668449e-06;1.6049330433271262e-05;0.14702801601064125;True
D02;518;192;6;36.33549222797927;8.137751794584984e-07;4.193600233842664e-06;0.16847038832246922;True
D02;519;192;6;40.584277849740936;1.1383679055480819e-07;8.106918660691374e-07;0.19131332177280072;True
D02;520;192;6;44.33990446891192;1.975890051405954e-08;1.7099369179044775e-07;0.21150486273608557;True
D02;521;192;6;47.76534164507772;3.966037324936742e-09;3.7143116682398437e-08;0.22992119164020278;True
D02;522;192;6;51.69527202072539;6.229603881797842e-10;6.142748827676621e-09;0.2510498495737924;True
D02;523;192;6;54.971664507772026;1.3230014798489538e-10;1.3844265485562266e-09;0.2686648629450109;True
D02;524;192;6;58.35692600388601;2.6548556792555945e-11;2.9130553977455356e-10;0.28686519356927964;True
D02;525;192;6;60.97763520077721;7.631952401477509e-12;8.793895716533917e-11;0.3009550279611678;True
D02;526;192;6;63.54104598445596;2.2489313265229358e-12;2.6817198550572914e-11;0.3147368063680428;True
D02;527;192;6;66.53831363341969;5.373349325947483e-13;6.679236040920174e-12;0.33085114856677256;True
D02;528;192;6;68.59138196243524;2.0120858978086512e-13;2.6118912508895843e-12;0.3418891503356733;True
D02;529;192;6;70.1811042746114;9.396039670507291e-14;1.2353382925775933e-12;0.35043604448715804;True
D02;530;192;6;71.57025178108809;4.827349675972777e-14;6.556883566503421e-13;0.3579045794682155;True
D02;531;192;6;73.00738746761658;2.422350013592272e-14;3.3797550189644556e-13;0.36563111541729343;True
D02;532;192;6;74.12619413860104;1.415575043806751e-14;2.0303107796137385e-13;0.37164620504624213;True
D02;533;192;6;75.35724983808291;7.835368013340666e-15;1.1561395536231442e-13;0.37826478407571457;True
D02;534;192;6;76.51659650259067;4.48743307453186e-15;6.76744502637121e-14;0.38449783065908966;True
D02;535;192;6;77.33253724093265;3.030758879360526e-15;4.6388704937077896e-14;0.38888460882221854;True
D02;536;192;6;77.96486398963731;2.2357001428186497e-15;3.469717223512338e-14;0.39228421499805005;True
D02;537;192;6;78.85554970854922;1.4561876705223982e-15;2.297416086339568e-14;0.3970728478954259;True
D02;538;192;6;79.58622085492229;1.0242662065812767e-15;1.6806159917585587e-14;0.4010011873920553;True
D02;539;192;6;80.28616823186529;7.311131548181311e-16;1.2092847423645054e-14;0.4047643453326091;True
D02;540;192;6;80.68270320595855;6.039610816234732e-16;1.0237389904212758e-14;0.40689625379547606;True
D02;541;192;6;81.20907545336787;4.686423473807565e-16;8.145639444728235e-15;0.409726212114881;True
D02;542;192;6;81.45958144430053;4.1533884057371193e-16;7.280854376210968e-15;0.41107301851774475;True
D02;543;192;6;81.82537240932643;3.4819311243445633e-16;6.264421698272543e-15;0.4130396366092819;True
D02;544;192;6;81.90707982512954;3.3474348310505016e-16;6.075742334942105e-15;0.413478923791019;True
D02;545;192;6;82.11900906735751;3.0222830259617037e-16;5.534555791292369e-15;0.4146183283191264;True
D02;546;192;6;82.22640058290156;2.8697645670482597e-16;5.350806479105437e-15;0.41519570205861056;True
D02;547;192;6;82.40691790803109;2.6305208200419473e-16;4.94972312101471e-15;0.4161662253119951;True
D02;548;192;6;82.57569624352332;2.4248950225837197e-16;4.605055269740009e-15;0.4170736357178673;True
D02;549;192;6;82.75785297927462;2.22095250288557e-16;4.257171573288135e-15;0.4180529730068528;True
D02;550;192;6;82.95284164507773;2.0215968595279867e-16;4.025529280477574e-15;0.41910129916708455;True
D02;551;192;6;82.96842616580311;2.0064571126465415e-16;4.025529280477574e-15;0.41918508691291995;True
D02;552;192;6;82.96460087435233;2.010162709427855e-16;4.025529280477574e-15;0.41916452082985123;True
D02;553;192;6;82.88056590025907;2.0933156422053377e-16;4.12825998284918e-15;0.418712719893866;True
D02;554;192;6;82.76843830958549;2.209642558999845e-16;4.257171573288135e-15;0.4181098833848682;True
D02;555;192;6;82.12941224093265;3.007160784669665e-16;5.534555791292369e-15;0.41467425935985297;True
D02;556;192;6;81.75018215673576;3.610464671790555e-16;6.439185253776025e-15;0.4126353879394396;True
D02;557;192;6;81.1615325453368;4.795049874749939e-16;8.244854033294133e-15;0.4094706050824559;True
D02;558;192;6;80.34534893134715;7.105618528527252e-16;1.1848474473178368e-14;0.40508252113627496;True
D02;559;192;6;78.94511010362694;1.3947311971129563e-15;2.21751448471215e-14;0.3975543553958438;True
D02;560;192;6;78.08350874352332;2.1116197269156058e-15;3.306055007560235e-14;0.3929220900189426;True
D02;561;192;6;76.19359213082902;5.241467593741433e-15;7.846897835593927e-14;0.3827612480152098;True
D02;562;192;6;74.86593264248705;9.921978247863456e-15;1.443260807543826e-13;0.37562329377681214;True
D02;563;192;6;73.2308128238342;2.1759934862934694e-14;3.0779052692330387e-13;0.3668323270098613;True
D02;564;192;6;71.87161998056995;4.177626309428351e-14;5.712207707091698e-13;0.3595248386052148;True
D02;565;192;6;70.31189281088083;8.825175235695807e-14;1.1677699618330387e-12;0.3511392086606496;True
D02;566;192;6;68.53246437823834;2.0696484600965612e-13;2.6697163469547467e-12;0.3415723891303137;True
D02;567;192;6;66.50795417746114;5.45191460478184e-13;6.736070394221419e-12;0.33068792568527494;True
D02;568;192;6;64.15250566709845;1.6797554425757663e-12;2.0265755368958216e-11;0.31802422401665836;True
D02;569;192;6;62.352736398963735;3.963696440124719e-12;4.645452227826171e-11;0.308348045155719;True
D02;570;192;6;60.09122004533679;1.1638276640000183e-11;1.3261169660355765e-10;0.29618935508245586;True
D02;571;192;6;58.3835006476684;2.6215425618460484e-11;2.906369618565538e-10;0.2870080679982172;True
D02;572;192;6;56.77206120466322;5.63462823533058e-11;6.082432900348958e-10;0.2783444150788345;True
D02;573;192;6;55.821526878238345;8.84413316912409e-11;9.39860991185156e-10;0.2732340154743997;True
D02;574;192;6;54.860670336787564;1.3944173565963576e-10;1.451751268212756e-09;0.2680681200902557;True
D02;575;192;6;53.843547603626945;2.256872338411933e-10;2.3069916081180256e-09;0.2625997182990696;True
D02;576;192;6;53.04284731217617;3.295905158688024e-10;3.3300007292951412e-09;0.25829487802245255;True
D02;577;192;6;52.19998785621762;4.908551819133463e-10;4.910946234654992e-09;0.2537633755710625;True
D02;578;192;6;50.947215025906736;8.866778748572628e-10;8.659887244439266e-09;0.24702803777369214;True
D02;579;192;6;49.12113422927462;2.0962684913130764e-09;1.9997426398526137e-08;0.2372103990821216;True
D02;580;192;6;46.9215106865285;5.894685547367889e-09;5.4459459719151085e-08;0.22538446605660484;True
D02;581;192;6;45.10146130181347;1.3835732166718613e-08;1.2284453105601678e-07;0.21559925431082513;True
D02;582;192;6;43.05531492875648;3.600902604070406e-08;2.8737164361666936e-07;0.2045984673589058;True
D02;583;192;6;42.01414750647668;5.8517052414064424e-08;4.4287259963559457e-07;0.19900079304557355;True
D02;584;192;6;40.88914750647668;9.87923354127725e-08;7.159826145992805e-07;0.19295240594879937;True
D02;585;192;6;40.006537402849744;1.488841655496339e-07;1.0386442977629223e-06;0.18820719033790184;True
D02;586;192;6;39.32822619818653;2.0396172801704712e-07;1.3960553161561916e-06;0.18456035590422865;True
D02;587;192;6;38.68432237694301;2.748862345403943e-07;1.807024573853682e-06;0.1810985074029194;True
D02;588;192;6;38.18561771373057;3.462743136508472e-07;2.0949612914334083e-06;0.17841729953618587;True
D02;589;192;6;37.813390544041454;4.1133300088730174e-07;2.3473184580671432e-06;0.17641607819377125;True
D02;590;192;6;37.2897708873057;5.239409968147222e-07;2.8656079585786535e-06;0.17360091874895536;True
D02;591;192;6;36.70369170984456;6.867043042747628e-07;3.611360328378304e-06;0.17044995542927185;True
D02;592;192;6;36.08122166450777;9.149326527135887e-07;4.621987366294508e-06;0.16710334228229987;True
D02;593;192;6;35.706201424870464;1.087390069128812e-06;5.310088170912365e-06;0.16508710443478744;True
D02;594;192;6;35.19703286917098;1.3743757922113493e-06;6.2226153417780955e-06;0.1623496390815644;True
D02;595;192;6;34.889997571243526;1.5826523561602915e-06;6.8917621708805894e-06;0.1606989116733523;True
D02;596;192;6;34.307966321243526;2.0674119895084396e-06;8.26561791516922e-06;0.1575697114045351;True
D02;597;192;6;33.68154954663213;2.7550623266690358e-06;1.0018852539003887e-05;0.1542018792829684;True
D02;598;192;6;33.176368199481864;3.4718065257768853e-06;1.2048519770504893e-05;0.15148585053484873;True
D02;599;192;6;32.8089378238342;4.1068850043939235e-06;1.3585840554857964e-05;0.14951041840771076;True
D02;600;192;6;32.268579987046635;5.2562303666415334e-06;1.6309422816916467e-05;0.14660526874756255;True
D02;601;192;6;31.803129047927463;6.499080739534814e-06;1.980626240235647e-05;0.14410284434369605;True
D02;602;192;6;31.508358970207254;7.433008372811855e-06;2.2386343865840108e-05;0.1425180589796089;True
D02;603;192;6;31.166592454663213;8.68383383308034e-06;2.5700639526187268e-05;0.1406806045949635;True
D02;604;192;6;30.735832253886013;1.0562067498248739e-05;3.068385331290108e-05;0.13836468953702158;True
D02;605;192;6;30.33490527849741;1.2670570541894524e-05;3.492922067395923e-05;0.13620916816396456;True
D02;606;192;6;29.92084277849741;1.5287224199656525e-05;4.109318064678314e-05;0.13398302569084627;True
D02;607;192;6;29.22666369818653;2.093015581904294e-05;5.470204557510471e-05;0.13025088009777705;True
D02;608;192;6;28.927784974093264;2.3956346586991927e-05;6.164926831859528e-05;0.12864400523706057;True
D02;609;192;6;28.542442519430054;2.8506627083136348e-05;7.262992813355608e-05;0.126572271609839;True
D02;610;192;6;27.940960977979277;3.7378883261211736e-05;9.253424256962048e-05;0.12333849988160901;True
D02;611;192;6;27.704562014248705;4.157259031842058e-05;0.00010052911962479488;0.12206753771101454;True
D02;612;192;6;27.272243361398964;5.048408064150207e-05;0.00011847007940013815;0.11974324387848906;True
D02;613;192;6;27.00423008419689;5.693436313277315e-05;0.0001317972672520516;0.11830231228062844;True
D02;614;192;6;26.810779630829018;6.209152191827608e-05;0.00014087357461768166;0.1172622560797259;True
D02;615;192;6;26.510666288860104;7.102245827502567e-05;0.0001574779047806245;0.11564874348849519;True
D02;616;192;6;26.22631962435233;8.065417052674975e-05;0.00017635576092789313;0.11411999798038888;True
D02;617;192;6;25.911674222797927;9.282534909786167e-05;0.0001997506394047515;0.112428356036548;True
D02;618;192;6;25.62698348445596;0.00010539609513449183;0.000223313420579383;0.11089776066911806;True
D02;619;192;6;25.302218264248705;0.00012180436061964488;0.00025362512043745347;0.10915171109811131;True
D02;620;192;6;25.189787079015545;0.00012805477159077408;0.0002631666698724225;0.10854724236029863;True
D02;621;192;6;25.127226360103627;0.00013166912885307223;0.00026951435456851414;0.10821089440915929;True
D02;622;192;6;24.918899773316063;0.0001444483768786671;0.00028708231668244847;0.10709085899632292;True
D02;623;192;6;24.73174384715026;0.00015697129422553852;0.00029978703214834663;0.10608464433951752;True
D02;624;192;6;24.648558937823836;0.00016287662984615283;0.00030535646052510005;0.10563741364421417;True
D02;625;192;6;24.64574562823834;0.00016308014435273229;0.0003054587909291817;0.10562228832386204;True
D02;626;192;6;24.613888439119172;0.00016540231817356002;0.0003089618894116317;0.10545101311354393;True
D02;627;192;6;24.566466968911918;0.00016891974300166197;0.00031220236928068473;0.10519605897264472;True
D02;628;192;6;24.59569300518135;0.00016674328940911021;0.0003099498547700939;0.10535318819989972;True
D02;629;192;6;24.522769591968913;0.0001722263991224409;0.00031737317574135335;0.10496112683854254;True
D02;630;192;6;24.483828529792746;0.00017522704589555582;0.0003205982793325468;0.1047517662892083;True
D02;631;192;6;24.39740527849741;0.0001820724768256977;0.00032642539332998775;0.10428712515321188;True
D02;632;192;6;24.30501133419689;0.00018968352889573025;0.0003365405863020266;0.10379038351718758;True
D02;633;192;6;24.33063471502591;0.00018754179081113703;0.0003336064292746245;0.10392814362917155;True
D02;634;192;6;24.095227493523318;0.00020815275446087585;0.000361797711355302;0.10266251340603934;True
D02;635;192;6;23.94197295984456;0.0002227587502525751;0.00038264505591962443;0.10183856430023956;True
D02;636;192;6;23.722008581606218;0.0002455094903077766;0.00041138885998468123;0.10065596011616246;True
D02;637;192;6;23.48461787564767;0.00027264319673772673;0.00043738936745901715;0.09937966599810574;True
D02;638;192;6;23.18887629533679;0.0003106225457540682;0.00048744211273266553;0.0977896575018107;True
D02;639;192;6;22.91452801165803;0.0003505053602852251;0.0005380886930726023;0.09631466672934426;True
D02;640;192;6;22.47304080310881;0.0004255514726908128;0.0006347680512646233;0.0939410795866065;True
D02;641;192;6;22.377185880829018;0.00044383181832422793;0.0006586823873972442;0.0934257305420915;True
D02;642;192;6;22.314685880829018;0.0004561663129625707;0.0006745473020088194;0.09308970903671515;True
D02;643;192;6;22.17349417098446;0.00048528981530496847;0.0007114577635385921;0.09233061382249709;True
D02;644;192;6;22.144713406735754;0.0004914477336594687;0.0007184314338813759;0.09217587853083739;True
D02;645;192;6;22.049971664507773;0.0005122683276577218;0.0007422628135556867;0.0916665143253106;True
D02;646;192;6;21.746356865284977;0.0005850300012973851;0.0008303782232947659;0.09003417669508051;True
D02;647;192;6;21.7261981865285;0.0005902067523464912;0.0008342619221658536;0.08992579670176612;True
D02;648;192;6;21.544506962435236;0.0006389506760616975;0.0008957538185936717;0.0889489621636303;True
D02;649;192;6;21.41576262953368;0.0006758718035303216;0.0009398054705360607;0.08825678833082624;True
D02;650;192;6;21.515463082901555;0.0006471021277952547;0.0009047078828275852;0.08879281227366427;True
D02;651;192;6;21.70504776554404;0.0005956867469297609;0.0008396931394865564;0.08981208476098947;True
D02;652;192;6;21.563694138601036;0.0006336212250102562;0.0008888899675075483;0.08905211902473675;True
D02;653;192;6;21.50997814119171;0.0006486529999767203;0.0009052812217280012;0.08876332333974037;True
D02;654;192;6;21.429100550518136;0.000671951147259988;0.0009356224053158421;0.08832849758343084;True
D02;655;192;6;21.462192357512954;0.0006623204296388859;0.0009228391312427683;0.0885064105242632;True
D02;656;192;6;21.601602979274613;0.0006232201417880658;0.0008754962402789885;0.08925592999610008;True
D02;657;192;6;21.62914912564767;0.0006157680690504619;0.0008656205000839598;0.08940402755724552;True
D02;658;192;6;21.72459925518135;0.0005906192864713484;0.0008342700802704791;0.08991720029667392;True
D02;659;192;6;21.749352331606218;0.0005842645963055928;0.0008303782232947659;0.0900502813527216;True
D02;660;192;6;21.737289507772022;0.0005873529351525063;0.000831948114639358;0.08998542746113991;True
D02;661;192;6;21.7574481865285;0.0005822008722645501;0.0008280818231723941;0.09009380745445429;True
D02;662;192;6;21.87467616580311;0.0005531116315241734;0.0007922010867710053;0.0907240654075436;True
D02;663;192;6;21.960168393782386;0.0005328060186720344;0.0007657919721768343;0.09118370104184079;True
D02;664;192;6;21.994757933937823;0.0005248010724234682;0.0007580049292538968;0.09136966631149367;True
D02;665;192;6;21.976016029792746;0.0005291236095875699;0.0007630268707267449;0.09126890338598251;True
D02;666;192;6;22.018094235751295;0.0005194675734000481;0.0007518899033475643;0.09149513029973814;True
D02;667;192;6;22.09878966968912;0.000501433582737814;0.0007299079334245964;0.0919289767187587;True
D02;668;192;6;22.094235751295336;0.0005024346493148116;0.0007308464296061551;0.09190449328653406;True
D02;669;192;6;22.04914183937824;0.0005124544826888602;0.0007422628135556867;0.09166205289988301;True
D02;670;192;6;21.909427623056995;0.0005447671978326859;0.0007813409250033838;0.09091090119923116;True
D02;671;192;6;21.849558775906736;0.0005592211256577645;0.0007981645989729124;0.09058902567691794;True
D02;672;192;6;21.86235022668394;0.0005561014919428709;0.0007948182299476155;0.09065779691765559;True
D02;673;192;6;21.69409812176166;0.0005985434400145031;0.0008431405188665837;0.08975321570839602;True
D02;674;192;6;21.746822376943005;0.0005849109883596074;0.0008303782232947659;0.09003667944593013;True
D02;675;192;6;21.74129695595855;0.0005863251617713931;0.0008310662797464598;0.09000697288149757;True
D02;676;192;6;21.729841321243523;0.0005892678622329548;0.0008335092313377865;0.08994538344754582;True
D02;677;192;6;21.73334277849741;0.0005883668727098308;0.0008328091483284078;0.08996420848654521;True
D02;678;192;6;21.67219883419689;0.0006042974157883198;0.0008506616333437502;0.08963547760320908;True
D02;679;192;6;21.399874514248705;0.0006805715227102405;0.0009456993178039994;0.08817136835617582;True
D02;680;192;6;21.1129169365285;0.0007712163589060156;0.001063013946314676;0.08662858568026074;True
D02;681;192;6;20.895786107512954;0.0008476159497794254;0.0011597467064693805;0.08546121563179007;True
D02;682;192;6;20.706383581606218;0.0009203138667567244;0.001250870603524216;0.08444292248175386;True
D02;683;192;6;20.515463082901555;0.0009998016637560753;0.0013490744818182305;0.08341646818764277;True
