dia;condicao;banda_nm;n_BR16;n_CD202;n_EMB48;F_anova;p_anova;eta2;significativo_anova
D02;IRRIG;2419;32;32;32;11.426476217647291;3.654068462646824e-05;0.1972582653692685;True
D02;IRRIG;2420;32;32;32;11.48065593848866;3.498622074459142e-05;0.19800838318677216;True
D02;IRRIG;2421;32;32;32;11.54602838091771;3.320019249661849e-05;0.19891160003486816;True
D02;IRRIG;2422;32;32;32;11.672118920090245;3.001374838770194e-05;0.2006479931756307;True
D02;IRRIG;2423;32;32;32;11.839959698655049;2.6250495613723683e-05;0.20294768388275047;True
D02;IRRIG;2424;32;32;32;11.98941126478356;2.3306131262788572e-05;0.2049843040906513;True
D02;IRRIG;2425;32;32;32;12.116348665945287;2.1071229816297525e-05;0.20670596073795705;True
D02;IRRIG;2426;32;32;32;12.206630299830401;1.9615965688009993e-05;0.20792592314510114;True
D02;IRRIG;2427;32;32;32;12.21572792806503;1.9475132072429452e-05;0.2080486499806492;True
D02;IRRIG;2428;32;32;32;12.219043306440863;1.9424066318321436e-05;0.20809336491864405;True
D02;IRRIG;2429;32;32;32;12.247160118106592;1.8996452829627883e-05;0.20847237710698915;True
D02;IRRIG;2430;32;32;32;12.269530798247642;1.8663105886836585e-05;0.20877367288107546;True
D02;IRRIG;2431;32;32;32;12.287034346962113;1.8406455053687385e-05;0.2090092566065473;True
D02;IRRIG;2432;32;32;32;12.262947457776384;1.876057947352509e-05;0.20868503007933392;True
D02;IRRIG;2433;32;32;32;12.196108881523628;1.978013794508296e-05;0.2077839419669388;True
D02;IRRIG;2434;32;32;32;12.121106104750272;2.0991859076397163e-05;0.206770341096789;True
D02;IRRIG;2435;32;32;32;12.036173636439454;2.2455925116593273e-05;0.20561941255666216;True
D02;IRRIG;2436;32;32;32;12.045306579639334;2.229360882274404e-05;0.20574333423728974;True
D02;IRRIG;2437;32;32;32;12.163460526835795;2.029856201700724e-05;0.20734304484597493;True
D02;IRRIG;2438;32;32;32;12.350505547546522;1.7505644509896136e-05;0.20986235262785122;True
D02;IRRIG;2439;32;32;32;12.594102772473578;1.4446400605666753e-05;0.21311945154601777;True
D02;IRRIG;2440;32;32;32;12.810226792485109;1.2190923907385151e-05;0.21598681180744073;True
D02;IRRIG;2441;32;32;32;12.905131525982032;1.131743704001746e-05;0.21723933933784342;True
D02;IRRIG;2442;32;32;32;12.957005864224117;1.0867287875134422e-05;0.21792227300871334;True
D02;IRRIG;2443;32;32;32;13.004802731799789;1.0468715316193865e-05;0.21855047214281295;True
D02;IRRIG;2444;32;32;32;12.93269464179682;1.1075930365010658e-05;0.21760236044727027;True
D02;IRRIG;2445;32;32;32;12.825967447901338;1.204142139214436e-05;0.2161948300154532;True
D02;IRRIG;2446;32;32;32;12.809323932774575;1.2199556421287246e-05;0.21597487685567918;True
D02;IRRIG;2447;32;32;32;12.814172074951117;1.215327501771284e-05;0.21603896044875673;True
D02;IRRIG;2448;32;32;32;12.840492475087723;1.1905126322991098e-05;0.2163866853730344;True
D02;IRRIG;2449;32;32;32;12.88634574406622;1.1485113675849239e-05;0.2169917273509593;True
D02;IRRIG;2450;32;32;32;12.94752290757344;1.094819021212184e-05;0.21779751744582723;True
D02;NIRRIG;400;32;32;32;1.269099063741338;0.2859067855003125;0.026567364438837303;False
D02;NIRRIG;401;32;32;32;1.2706034283092669;0.28548841729060126;0.026598019223602616;False
D02;NIRRIG;402;32;32;32;1.2709907189904024;0.2853808118708257;0.026605910822886606;False
D02;NIRRIG;403;32;32;32;1.2692053863113038;0.2858771963241601;0.02656953106184609;False
D02;NIRRIG;404;32;32;32;1.2644543323357962;0.28720245518444226;0.026472705488017688;False
D02;NIRRIG;405;32;32;32;1.256234998853027;0.289509994539437;0.0263051515447815;False
D02;NIRRIG;406;32;32;32;1.2368625657261119;0.29502393396108806;0.025910009565943883;False
D02;NIRRIG;407;32;32;32;1.2293431476228236;0.297192968070596;0.025756548625037;False
D02;NIRRIG;408;32;32;32;1.255966075963541;0.28958581253286053;0.026299668484681574;False
D02;NIRRIG;409;32;32;32;1.2433429074711426;0.29316760538910047;0.026042225612077474;False
D02;NIRRIG;410;32;32;32;1.1655511319025555;0.3162623765943704;0.024452693910475987;False
D02;NIRRIG;411;32;32;32;1.13967873423449;0.3243485713597538;0.023922888745584722;False
D02;NIRRIG;412;32;32;32;1.1622657646167518;0.3172776685225014;0.024385449285115355;False
D02;NIRRIG;413;32;32;32;1.204134384108519;0.30458421367204036;0.0252417196046984;False
D02;NIRRIG;414;32;32;32;1.2503733737924676;0.29116718010571235;0.02618562506316921;False
D02;NIRRIG;415;32;32;32;1.3025778969279413;0.2767426073350693;0.027249114048546998;False
D02;NIRRIG;416;32;32;32;1.3283519081880693;0.2698922818047572;0.027773315516662397;False
D02;NIRRIG;417;32;32;32;1.3165466688293541;0.27300816646298515;0.027533286289944156;False
D02;NIRRIG;418;32;32;32;1.3043772340804738;0.2762586556287313;0.027285727992928718;False
D02;NIRRIG;419;32;32;32;1.2695076769337268;0.2857930870558506;0.026575691035365827;False
D02;NIRRIG;420;32;32;32;1.1992677741777749;0.30603259718032594;0.025142268008294333;False
D02;NIRRIG;421;32;32;32;1.1407556814715438;0.3240078044650305;0.023944953541431894;False
D02;NIRRIG;422;32;32;32;1.112107941017539;0.33319829241440296;0.023357670750373666;False
D02;NIRRIG;423;32;32;32;1.0955735933224566;0.33862345365920327;0.023018392480853786;False
D02;NIRRIG;424;32;32;32;1.0877011527281597;0.34123814285346943;0.022856770265856866;False
D02;NIRRIG;425;32;32;32;1.0821736027887683;0.34308633512319064;0.022743256998359208;False
D02;NIRRIG;426;32;32;32;1.0613280798241373;0.3501487320339416;0.022314937842838757;False
D02;NIRRIG;427;32;32;32;1.0497115136053663;0.35414865110180943;0.0220760858518566;False
D02;NIRRIG;428;32;32;32;1.0601612857065552;0.35054839953472505;0.02229095228121461;False
D02;NIRRIG;429;32;32;32;1.0863528630723591;0.3416880172456921;0.02282908434269573;False
D02;NIRRIG;430;32;32;32;1.114583816650332;0.33239359817551567;0.023408454454674314;False
D02;NIRRIG;431;32;32;32;1.1325272179747492;0.3266207560281002;0.02377634117106798;False
D02;NIRRIG;432;32;32;32;1.151458634797669;0.32064099609909846;0.02416418442974612;False
D02;NIRRIG;433;32;32;32;1.1496787796533687;0.321198394585251;0.024127734102255622;False
D02;NIRRIG;434;32;32;32;1.1457045684087517;0.322446576470618;0.024046334896019265;False
D02;NIRRIG;435;32;32;32;1.1428678633728937;0.3233405309505399;0.023988225617532843;False
D02;NIRRIG;436;32;32;32;1.1278736630261834;0.3281080132016452;0.023680957730887717;False
D02;NIRRIG;437;32;32;32;1.1315663359835446;0.3269272848052256;0.0237566475979753;False
D02;NIRRIG;438;32;32;32;1.13975793104648;0.3243234994929984;0.023924511385976382;False
D02;NIRRIG;439;32;32;32;1.1336831469206696;0.3262523947551131;0.023800031238901957;False
D02;NIRRIG;440;32;32;32;1.1362065518201225;0.3254497319266199;0.023851742908707948;False
D02;NIRRIG;441;32;32;32;1.1194598296856566;0.3308146253040668;0.023508452924276828;False
D02;NIRRIG;442;32;32;32;1.0913176632283668;0.3400344327245476;0.022931024329918438;False
D02;NIRRIG;443;32;32;32;1.077595084682154;0.34462495003789495;0.022649212991202473;False
D02;NIRRIG;444;32;32;32;1.073209719688159;0.346105264635005;0.022559119429017865;False
D02;NIRRIG;445;32;32;32;1.0640705261073806;0.34921118067445905;0.022371309148642448;False
D02;NIRRIG;446;32;32;32;1.0496225495020235;0.35417946344757034;0.022074256181724747;False
D02;NIRRIG;447;32;32;32;1.0430516156803495;0.3564628664330506;0.021939096886585564;False
D02;NIRRIG;448;32;32;32;1.03506214579109;0.3592594817300546;0.021774709005671043;False
D02;NIRRIG;449;32;32;32;1.0369955361195653;0.35858067331086557;0.021814494677763877;False
D02;NIRRIG;450;32;32;32;1.043084700394169;0.3564513318898872;0.021939777508494757;False
D02;NIRRIG;451;32;32;32;1.0296228751687841;0.361176245641532;0.021662761303050372;False
D02;NIRRIG;452;32;32;32;1.0238372338731794;0.36322653650831405;0.021543656688215135;False
D02;NIRRIG;453;32;32;32;1.031140395370229;0.3606404329823064;0.0216939965419106;False
D02;NIRRIG;454;32;32;32;1.032877365452511;0.3600281325013829;0.021729746287213386;False
D02;NIRRIG;455;32;32;32;1.0295409797795831;0.3612051847393236;0.02166107558702448;False
D02;NIRRIG;456;32;32;32;1.028515200334897;0.3615678616667975;0.021639960684647054;False
D02;NIRRIG;457;32;32;32;1.0256680915754148;0.3625764422751731;0.02158135030525176;False
D02;NIRRIG;458;32;32;32;1.0145450929467466;0.3665443598163613;0.02135230571948272;False
D02;NIRRIG;459;32;32;32;1.0208821241257968;0.36427833896375655;0.021482810892677152;False
D02;NIRRIG;460;32;32;32;1.0294148949043838;0.36124974355749156;0.02165848027333379;False
D02;NIRRIG;461;32;32;32;1.0256077846111038;0.3625978369091912;0.021580108754404987;False
D02;NIRRIG;462;32;32;32;1.025048660084649;0.3627962545943801;0.0215685978023115;False
D02;NIRRIG;463;32;32;32;1.0247430623197247;0.3629047495827776;0.02156230620702079;False
D02;NIRRIG;464;32;32;32;1.0177547568481786;0.3653948414305014;0.02141841006706028;False
D02;NIRRIG;465;32;32;32;1.0091245682099192;0.36849407654052435;0.02124064750469347;False
D02;NIRRIG;466;32;32;32;1.0110661548371926;0.36779448950471955;0.021280645471986617;False
D02;NIRRIG;467;32;32;32;1.011527691079756;0.36762838974234996;0.021290152942601955;False
D02;NIRRIG;468;32;32;32;1.0060219455696313;0.369614827653097;0.021176724641820948;False
D02;NIRRIG;469;32;32;32;1.008539431886177;0.36870517766073585;0.021228592668737743;False
D02;NIRRIG;470;32;32;32;1.0141577859063717;0.3666833206432902;0.021344328367895238;False
D02;NIRRIG;471;32;32;32;1.015865480208261;0.36607102587477797;0.021379500719215534;False
D02;NIRRIG;472;32;32;32;1.0068919429382688;0.3693002102561852;0.02119464990780016;False
D02;NIRRIG;473;32;32;32;0.996152277922236;0.3732032290081952;0.020973325841076185;False
D02;NIRRIG;474;32;32;32;0.9914729062964222;0.3749169656367237;0.02087686158423974;False
D02;NIRRIG;475;32;32;32;0.9930980541491979;0.3743208748933803;0.02091036581814306;False
D02;NIRRIG;476;32;32;32;0.9997672542808086;0.3718847883440442;0.0210478348015633;False
D02;NIRRIG;477;32;32;32;1.0017621742310285;0.3711592468689606;0.021088947617494264;False
D02;NIRRIG;478;32;32;32;0.997832312526138;0.3725899002124908;0.021007954762242684;False
D02;NIRRIG;479;32;32;32;0.9932237870927447;0.3742747974603428;0.020912957847318708;False
D02;NIRRIG;480;32;32;32;0.989056304551576;0.37580514864246284;0.02082703640621261;False
D02;NIRRIG;481;32;32;32;0.9822656419054859;0.37831247065562856;0.02068700026475963;False
D02;NIRRIG;482;32;32;32;0.9695977104300653;0.38303563294099124;0.0204256567823625;False
D02;NIRRIG;483;32;32;32;0.958196802563733;0.3873378847933402;0.020190333116743498;False
D02;NIRRIG;484;32;32;32;0.9530267582762438;0.38930509212809683;0.020083582089103033;False
D02;NIRRIG;485;32;32;32;0.9433096177339667;0.393030137767184;0.019882879700731593;False
D02;NIRRIG;486;32;32;32;0.9286102912633546;0.39873442318216656;0.01957911660410616;False
D02;NIRRIG;487;32;32;32;0.9177822995823324;0.4029904201763156;0.019355234578113462;False
D02;NIRRIG;488;32;32;32;0.901084450421976;0.40964475486015955;0.019009785553839885;False
D02;NIRRIG;489;32;32;32;0.8831127171422908;0.41693226311608494;0.01863771007223841;False
D02;NIRRIG;490;32;32;32;0.8677710975537751;0.4232579884234992;0.018319863431331893;False
D02;NIRRIG;491;32;32;32;0.8585796548092564;0.427094725054082;0.01812933709303226;False
D02;NIRRIG;492;32;32;32;0.8505169043495975;0.430489562827239;0.0179621461380809;False
D02;NIRRIG;493;32;32;32;0.8377181275809908;0.4359352231357612;0.017696630947086147;False
D02;NIRRIG;494;32;32;32;0.8204163648065995;0.4434088906455667;0.017337471388285675;False
D02;NIRRIG;495;32;32;32;0.7961363624855134;0.45411820138881187;0.01683301055257011;False
D02;NIRRIG;496;32;32;32;0.767091399759368;0.4672770516198111;0.016228868268447612;False
D02;NIRRIG;497;32;32;32;0.7353746406205265;0.4820919411941714;0.015568303336545018;False
D02;NIRRIG;498;32;32;32;0.6933488589715125;0.5024643901273498;0.014691664731050465;False
D02;NIRRIG;499;32;32;32;0.6488707426104993;0.5249852124310589;0.013762169324324587;False
D02;NIRRIG;500;32;32;32;0.6037202181193906;0.548902365605797;0.012816826682134495;False
D02;NIRRIG;501;32;32;32;0.5579299026911437;0.5742966070707277;0.011856235576976305;False
D02;NIRRIG;502;32;32;32;0.5118010879581042;0.60109335552681;0.010886651353785297;False
D02;NIRRIG;503;32;32;32;0.46843970235350274;0.6274471053082004;0.009973499339600803;False
D02;NIRRIG;504;32;32;32;0.43099523445867705;0.6511533489241421;0.009183594601084073;False
D02;NIRRIG;505;32;32;32;0.3977042303940908;0.6729978609339647;0.008480249447612434;False
D02;NIRRIG;506;32;32;32;0.37634696461655;0.6874046474868895;0.008028504544106778;False
D02;NIRRIG;507;32;32;32;0.3748128753234165;0.6884515347072913;0.007996039927035771;False
D02;NIRRIG;508;32;32;32;0.4002898394250435;0.6712747653261741;0.008534911847997883;False
D02;NIRRIG;509;32;32;32;0.4600091949736588;0.6327064357577237;0.00979576458479262;False
D02;NIRRIG;510;32;32;32;0.5785818834102365;0.5626981566878246;0.0122897050051994;False
D02;NIRRIG;511;32;32;32;0.7729376140652814;0.46459746259109197;0.016350530622309088;False
D02;NIRRIG;512;32;32;32;1.051830985889376;0.3534153898569893;0.02211967371354214;False
D02;NIRRIG;513;32;32;32;1.4205625216000541;0.24677071179898755;0.029644111981359567;False
D02;NIRRIG;514;32;32;32;1.8973848532086095;0.15571992333572013;0.03920428467289009;False
D02;NIRRIG;515;32;32;32;2.497466452324044;0.08779884095847074;0.05097133858449908;False
D02;NIRRIG;516;32;32;32;3.229135846425306;0.044071200355980035;0.06493448541711241;True
D02;NIRRIG;517;32;32;32;4.11617351561401;0.01936909739857049;0.08132130956806242;True
D02;NIRRIG;518;32;32;32;5.15042441452524;0.00756181791331569;0.09971698147511886;True
D02;NIRRIG;519;32;32;32;6.323414911723654;0.0026615294278332204;0.11970855959030836;True
D02;NIRRIG;520;32;32;32;7.648081272098347;0.0008412972270645399;0.14124380942818898;True
D02;NIRRIG;521;32;32;32;9.071137438504579;0.0002518085699197042;0.16323469082386094;True
D02;NIRRIG;522;32;32;32;10.55307473134063;7.406043711644214e-05;0.18496943032491062;True
D02;NIRRIG;523;32;32;32;12.050751620830049;2.219740695775539e-05;0.20581719768295625;True
D02;NIRRIG;524;32;32;32;13.54134492421529;6.8963319498533435e-06;0.22553367086142548;True
D02;NIRRIG;525;32;32;32;14.99128035834738;2.273698570933351e-06;0.243795222200351;True
D02;NIRRIG;526;32;32;32;16.377932124201145;8.06108792835816e-07;0.260471863035353;True
D02;NIRRIG;527;32;32;32;17.69109827388894;3.0830730655642246e-07;0.2756004921181597;True
D02;NIRRIG;528;32;32;32;18.890157052858218;1.303876982431742e-07;0.28888380001271957;True
D02;NIRRIG;529;32;32;32;19.966306278717575;6.103662221588069e-08;0.30039741030578015;True
D02;NIRRIG;530;32;32;32;20.930665717422468;3.1238560203395485e-08;0.31040277438658725;True
D02;NIRRIG;531;32;32;32;21.785733133370112;1.7386749762306344e-08;0.31903784485728515;True
D02;NIRRIG;532;32;32;32;22.532005397749874;1.0488527644278797e-08;0.3263994036957865;True
D02;NIRRIG;533;32;32;32;23.16363363145744;6.8671664294690675e-09;0.3325068249238958;True
D02;NIRRIG;534;32;32;32;23.70157328270261;4.802131056686101e-09;0.3376216824551222;True
D02;NIRRIG;535;32;32;32;24.1681236937184;3.5291225898964714e-09;0.3419946990309957;True
D02;NIRRIG;536;32;32;32;24.550065739630945;2.746716262349552e-09;0.34553192152695206;True
D02;NIRRIG;537;32;32;32;24.859600402068246;2.2440124973054144e-09;0.3483707905033018;True
D02;NIRRIG;538;32;32;32;25.130338305076002;1.8817057073478483e-09;0.35083372352710457;True
D02;NIRRIG;539;32;32;32;25.352768595494595;1.6290681113495726e-09;0.352843308491307;True
D02;NIRRIG;540;32;32;32;25.549963664779618;1.4341420975946494e-09;0.3546145253265308;True
D02;NIRRIG;541;32;32;32;25.749183210350672;1.2613352158998693e-09;0.3563941080881555;True
D02;NIRRIG;542;32;32;32;25.927281587913747;1.1248916691800494e-09;0.357976732240636;True
D02;NIRRIG;543;32;32;32;26.10425999508381;1.0042099151051904e-09;0.3595417127982764;True
D02;NIRRIG;544;32;32;32;26.295314330949125;8.886955715426746e-10;0.36122262226113644;True
D02;NIRRIG;545;32;32;32;26.50074428070183;7.795489973435468e-10;0.3630201930380518;True
D02;NIRRIG;546;32;32;32;26.697133605741232;6.87999063951632e-10;0.36472922217882087;True
D02;NIRRIG;547;32;32;32;26.881914357734615;6.11888197725651e-10;0.3663288780759534;True
D02;NIRRIG;548;32;32;32;27.055152052722118;5.483442218303803e-10;0.36782130547877595;True
D02;NIRRIG;549;32;32;32;27.174208139099328;5.086190746241976e-10;0.36884289394456105;True
D02;NIRRIG;550;32;32;32;27.261026930399854;4.815140066542387e-10;0.3695857835076385;True
D02;NIRRIG;551;32;32;32;27.298296000982347;4.703355151897188e-10;0.36990415064080845;True
D02;NIRRIG;552;32;32;32;27.24189176890419;4.873584860445011e-10;0.36942219836556556;True
D02;NIRRIG;553;32;32;32;27.09225963888049;5.356336945179313e-10;0.3681400703256436;True
D02;NIRRIG;554;32;32;32;26.86182053457559;6.19730187236658e-10;0.36615531537846113;True
D02;NIRRIG;555;32;32;32;26.54676763334095;7.570345059433885e-10;0.3634215242294189;True
D02;NIRRIG;556;32;32;32;26.14120495754745;9.80733408648166e-10;0.35986744675869214;True
D02;NIRRIG;557;32;32;32;25.648805454522112;1.3455723876732011e-09;0.35549868487690267;True
D02;NIRRIG;558;32;32;32;25.068596278580095;1.9586917618292938e-09;0.35027368960823013;True
D02;NIRRIG;559;32;32;32;24.407059149697826;3.0164893151372745e-09;0.34421197892539923;True
D02;NIRRIG;560;32;32;32;23.692461688199593;4.831202994661531e-09;0.3375356999650954;True
D02;NIRRIG;561;32;32;32;22.89795317513876;8.202430272538568e-09;0.32995141971048453;True
D02;NIRRIG;562;32;32;32;22.024280523551717;1.4784062447059895e-08;0.3214084169184673;True
D02;NIRRIG;563;32;32;32;21.106854748518433;2.7668988164293955e-08;0.31219992154687504;True
D02;NIRRIG;564;32;32;32;20.139560274947176;5.4077748823294394e-08;0.30221628401888706;True
D02;NIRRIG;565;32;32;32;19.13028365706891;1.0995455591716207e-07;0.291485615954799;True
D02;NIRRIG;566;32;32;32;18.078644832647797;2.3303824128340134e-07;0.279947726984635;True
D02;NIRRIG;567;32;32;32;17.018158305508294;5.032804765805308e-07;0.2679258775680289;True
D02;NIRRIG;568;32;32;32;15.969258641553507;1.0916337228133452e-06;0.25563387478606997;True
D02;NIRRIG;569;32;32;32;14.9221058620817;2.39587225217691e-06;0.24294357304498915;True
D02;NIRRIG;570;32;32;32;13.902461356036305;5.218212103284866e-06;0.23016382186960277;True
D02;NIRRIG;571;32;32;32;12.921340268370457;1.1174772718901813e-05;0.21745285801384712;True
D02;NIRRIG;572;32;32;32;11.994672865250632;2.3208848422092938e-05;0.2050558158156004;True
D02;NIRRIG;573;32;32;32;11.130587158654496;4.636558544610033e-05;0.1931367995264819;True
D02;NIRRIG;574;32;32;32;10.327775660773113;8.90208514246042e-05;0.18173816484431107;True
D02;NIRRIG;575;32;32;32;9.589827142774375;0.00016347508983918172;0.17097266351639592;True
D02;NIRRIG;576;32;32;32;8.914274095769176;0.00028718096651011825;0.16086602669130287;True
D02;NIRRIG;577;32;32;32;8.300766980382965;0.0004819297061739452;0.1514717300098079;True
D02;NIRRIG;578;32;32;32;7.742518481093248;0.0007758173499579405;0.14273891953951176;True
D02;NIRRIG;579;32;32;32;7.2209384974913755;0.0012158649017512658;0.13441571758521256;True
D02;NIRRIG;580;32;32;32;6.749094593424246;0.001832498881861675;0.1267457154897371;True
D02;NIRRIG;581;32;32;32;6.326966639054401;0.0026532212832572357;0.11976774442273093;True
D02;NIRRIG;582;32;32;32;5.932251671697597;0.003760379340781389;0.11314127245272908;True
D02;NIRRIG;583;32;32;32;5.561696217454493;0.0052295066755169714;0.1068289476052424;True
D02;NIRRIG;584;32;32;32;5.224577080944194;0.007073823324577982;0.1010076326533944;True
D02;NIRRIG;585;32;32;32;4.924745922261411;0.009269517301168193;0.0957660720328328;True
D02;NIRRIG;586;32;32;32;4.658081485884848;0.011804557586577709;0.09105270077749243;True
D02;NIRRIG;587;32;32;32;4.410444473143748;0.014792513925916937;0.08663142737774257;True
D02;NIRRIG;588;32;32;32;4.187888026180062;0.018134984426006775;0.08262107949767085;True
D02;NIRRIG;589;32;32;32;3.9881907508163317;0.021788946767649062;0.0789925464055542;True
D02;NIRRIG;590;32;32;32;3.813911824911344;0.0255897703304657;0.07580233153374107;True
D02;NIRRIG;591;32;32;32;3.660534055178065;0.02949322426620724;0.0729763772281884;True
D02;NIRRIG;592;32;32;32;3.516266819353938;0.03372004206111986;0.070302464437296;True
D02;NIRRIG;593;32;32;32;3.389091677790186;0.037957889240661465;0.06793251919034145;True
D02;NIRRIG;594;32;32;32;3.275984709425145;0.04218313014757379;0.06581456356010237;True
D02;NIRRIG;595;32;32;32;3.1754351448973597;0.04634193717177913;0.06392365030391765;True
D02;NIRRIG;596;32;32;32;3.0773631930842047;0.05080226279337146;0.06207194160566977;False
D02;NIRRIG;597;32;32;32;2.9806253643431186;0.0556322271020442;0.06023823147738601;False
D02;NIRRIG;598;32;32;32;2.887877737186756;0.06070372853594474;0.058473412292675206;False
D02;NIRRIG;599;32;32;32;2.7947695540825177;0.06627095320015311;0.05669505262655314;False
D02;NIRRIG;600;32;32;32;2.6932702378479965;0.0729369378607498;0.054748753738592996;False
D02;NIRRIG;601;32;32;32;2.586544082095473;0.08068783556429214;0.05269354627552454;False
D02;NIRRIG;602;32;32;32;2.4756095635919464;0.08963947044638204;0.05054780503298306;False
D02;NIRRIG;603;32;32;32;2.3621621075314545;0.09984646179454733;0.0483433807602091;False
D02;NIRRIG;604;32;32;32;2.2361247009740075;0.1125877500298161;0.04588228372062824;False
D02;NIRRIG;605;32;32;32;2.0995727628783407;0.1282783363027543;0.04320146543514578;False
D02;NIRRIG;606;32;32;32;1.9556298700924708;0.1472498958045861;0.04035918788663842;False
D02;NIRRIG;607;32;32;32;1.813378292038599;0.16882156102658974;0.03753366781923879;False
D02;NIRRIG;608;32;32;32;1.6727714608656548;0.19332427382614029;0.03472441817520447;False
D02;NIRRIG;609;32;32;32;1.5364521018441968;0.22055370726157955;0.03198512868075055;False
D02;NIRRIG;610;32;32;32;1.4046935892968448;0.2506006597802466;0.02932267141378167;False
D02;NIRRIG;611;32;32;32;1.2844685349375788;0.2816618095496664;0.02688046083422358;False
D02;NIRRIG;612;32;32;32;1.1745748903294522;0.31349076587608926;0.024637343763031828;False
D02;NIRRIG;613;32;32;32;1.0735366654284513;0.34599467778087045;0.022565836821809952;False
D02;NIRRIG;614;32;32;32;0.9841412572688177;0.37761823232134817;0.020725682958795566;False
D02;NIRRIG;615;32;32;32;0.9057358586397346;0.40777990098416333;0.019106039432455372;False
D02;NIRRIG;616;32;32;32;0.8406005873285897;0.43470267767668064;0.017756441128750463;False
D02;NIRRIG;617;32;32;32;0.7868189002591206;0.4582977322729151;0.016639285926988188;False
D02;NIRRIG;618;32;32;32;0.7404503388261837;0.479689219804947;0.01567407451697426;False
D02;NIRRIG;619;32;32;32;0.7031251901380958;0.49764803444446165;0.014895733858846195;False
D02;NIRRIG;620;32;32;32;0.6739539903752385;0.5121607934973564;0.014286569883727434;False
D02;NIRRIG;621;32;32;32;0.6532751631330171;0.5227098302043304;0.013854290309059655;False
D02;NIRRIG;622;32;32;32;0.6364211602190515;0.5314717079751837;0.013501686054098681;False
D02;NIRRIG;623;32;32;32;0.6239440635780011;0.5380547011453832;0.013240489012044434;False
D02;NIRRIG;624;32;32;32;0.6154324453577148;0.5425932222079162;0.013062226396233648;False
D02;NIRRIG;625;32;32;32;0.6103381091146829;0.5453282863141887;0.012955502626643165;False
D02;NIRRIG;626;32;32;32;0.6093044946567363;0.5458849330372487;0.01293384610944204;False
D02;NIRRIG;627;32;32;32;0.6076847338406026;0.5467584130112427;0.012899906613412102;False
D02;NIRRIG;628;32;32;32;0.6058177395723281;0.5477669887346773;0.012860783840366216;False
D02;NIRRIG;629;32;32;32;0.6069540618846575;0.5471529058297967;0.012884595787859658;False
D02;NIRRIG;630;32;32;32;0.6080762840872431;0.5465471329860111;0.012908111136192727;False
D02;NIRRIG;631;32;32;32;0.6082967520109887;0.546428205470963;0.012912730749175755;False
D02;NIRRIG;632;32;32;32;0.6058485376481846;0.5477503357875934;0.012861429237687442;False
D02;NIRRIG;633;32;32;32;0.6014536177556399;0.5501319666688786;0.012769321784347486;False
D02;NIRRIG;634;32;32;32;0.5974961048232252;0.5522856151230151;0.01268636666996902;False
D02;NIRRIG;635;32;32;32;0.5946488301837699;0.5538404058764371;0.012626675109692063;False
D02;NIRRIG;636;32;32;32;0.5925610984549711;0.5549832790866827;0.01258290236574991;False
D02;NIRRIG;637;32;32;32;0.5936256749662461;0.5544002042839739;0.012605223455576964;False
D02;NIRRIG;638;32;32;32;0.6002207685801598;0.5508019522840554;0.012743481002546764;False
D02;NIRRIG;639;32;32;32;0.6150026650790565;0.5428234218849131;0.013053223608005596;False
D02;NIRRIG;640;32;32;32;0.6349294559901623;0.5322543905788536;0.013470465816290132;False
D02;NIRRIG;641;32;32;32;0.6611262866261142;0.5186787874259154;0.014018458393212618;False
D02;NIRRIG;642;32;32;32;0.6934120396877983;0.5024331114642794;0.014692983823773244;False
D02;NIRRIG;643;32;32;32;0.7320327517915958;0.48368062485130087;0.015498650156314273;False
D02;NIRRIG;644;32;32;32;0.7750311177787992;0.4636417347536144;0.016394090060944073;False
D02;NIRRIG;645;32;32;32;0.8195708498053224;0.44377745592638834;0.017319912989208656;False
D02;NIRRIG;646;32;32;32;0.8640861676006472;0.4247919238506928;0.018243488632780257;False
D02;NIRRIG;647;32;32;32;0.907010132723321;0.4072705308191462;0.019132405316935292;False
D02;NIRRIG;648;32;32;32;0.9481729466951707;0.3911612611924953;0.019983339458831833;False
D02;NIRRIG;649;32;32;32;0.986549473142446;0.3767287655343608;0.02077534552600881;False
D02;NIRRIG;650;32;32;32;1.019505399323013;0.36476941393639706;0.021454461504928402;False
D02;NIRRIG;651;32;32;32;1.0488392607966757;0.35445087044626084;0.022058146467971263;False
D02;NIRRIG;652;32;32;32;1.0738185748057671;0.3458993531054073;0.02257162882809752;False
D02;NIRRIG;653;32;32;32;1.0974139986728486;0.3380151532066529;0.023056168528471897;False
D02;NIRRIG;654;32;32;32;1.1191682845388629;0.33090881906922126;0.023502474420626068;False
D02;NIRRIG;655;32;32;32;1.142108551193889;0.32358024857716094;0.023972670100582027;False
D02;NIRRIG;656;32;32;32;1.1668847070003472;0.3158512033946168;0.024479986770123006;False
D02;NIRRIG;657;32;32;32;1.1929201149340496;0.30793234491736526;0.025012519930825358;False
D02;NIRRIG;658;32;32;32;1.2240305636868867;0.29873523820081854;0.025648096969794688;False
D02;NIRRIG;659;32;32;32;1.2574442550644402;0.28916931691446224;0.026329806267451055;False
D02;NIRRIG;660;32;32;32;1.2917178105633462;0.27968199277326594;0.02702806824570427;False
D02;NIRRIG;661;32;32;32;1.326208440648101;0.270455319218496;0.027729742412968276;False
D02;NIRRIG;662;32;32;32;1.3599009530176833;0.261742242376711;0.028414203246108855;False
