dia;banda_nm;genotipo_a;condicao_a;genotipo_b;condicao_b;diferenca_media;q_tukey;q_critico_tukey;significativo_tukey;F_anova;p_anova
D02;443;BR16;IRRIG;CD202;NIRRIG;0.06746863684961801;4.953123700988446;4.0724590126981886;True;5.698650726847503;6.462598784809412e-05
D02;444;BR16;IRRIG;CD202;NIRRIG;0.0669816467681752;4.910890757040586;4.0724590126981886;True;5.658628297965695;6.98925217048694e-05
D02;445;BR16;IRRIG;CD202;NIRRIG;0.06643131407267067;4.867185211570679;4.0724590126981886;True;5.628459090981439;7.414516918224917e-05
D02;446;BR16;IRRIG;CD202;NIRRIG;0.0659623354238652;4.833483716884801;4.0724590126981886;True;5.606375583719564;7.74216741348299e-05
D02;447;BR16;IRRIG;CD202;NIRRIG;0.06580412803861257;4.8201552044288425;4.0724590126981886;True;5.572509989972932;8.273053902567478e-05
D02;448;BR16;IRRIG;CD202;NIRRIG;0.0655735272698299;4.799920647562433;4.0724590126981886;True;5.533636713354157;8.927590914590007e-05
D02;449;BR16;IRRIG;CD202;NIRRIG;0.06544932897759437;4.7858838510602935;4.0724590126981886;True;5.506049747946478;9.423353751069323e-05
D02;450;BR16;IRRIG;CD202;NIRRIG;0.06536597028063196;4.773744490863671;4.0724590126981886;True;5.489642009996761;9.731207925509784e-05
D02;451;BR16;IRRIG;CD202;NIRRIG;0.06502712618077511;4.744307813928948;4.0724590126981886;True;5.453985729882151;0.00010435422051464121
D02;452;BR16;IRRIG;CD202;NIRRIG;0.06480089184408233;4.723377572372601;4.0724590126981886;True;5.4175341117021105;0.00011208174872405996
D02;453;BR16;IRRIG;CD202;NIRRIG;0.06479802101388876;4.720172204521556;4.0724590126981886;True;5.395409083217609;0.00011704916248286951
