dia;genotipo;banda_nm;n_irrig;n_nirrig;H;p_valor;q_fdr;epsilon2;delta_cliff;significativa
D02;BR16;429;32;32;4.002584134615385;0.045430560234982195;0.2585702211003623;0.048428776364764274;-0.291015625;False
D02;BR16;430;32;32;3.949038461538462;0.04689815809328853;0.2585702211003623;0.04756513647642681;-0.2890625;False
D02;BR16;431;32;32;3.8958533653846157;0.048405441927250485;0.26404138668295407;0.046707312344913154;-0.287109375;False
D02;BR16;432;32;32;3.7384615384615385;0.05317338271357824;0.26742495788709203;0.044168734491315136;-0.28125;False
D02;BR16;433;32;32;3.7384615384615385;0.05317338271357824;0.26742495788709203;0.044168734491315136;-0.28125;False
D02;BR16;434;32;32;3.790564903846154;0.05154225046387205;0.26742495788709203;0.04500911135235733;-0.283203125;False
D02;BR16;435;32;32;3.6867187500000003;0.05484741549374725;0.26742495788709203;0.04333417338709678;-0.279296875;False
D02;BR16;436;32;32;3.6867187500000003;0.05484741549374725;0.26742495788709203;0.04333417338709678;-0.279296875;False
D02;BR16;437;32;32;3.6867187500000003;0.05484741549374725;0.26742495788709203;0.04333417338709678;-0.279296875;False
D02;BR16;438;32;32;3.6353365384615386;0.05656516742029983;0.26742495788709203;0.04250542803970223;-0.27734375;False
D02;BR16;439;32;32;3.8430288461538464;0.04995320583829938;0.26611435110221304;0.04585530397022333;-0.28515625;False
D02;BR16;440;32;32;4.002584134615385;0.045430560234982195;0.2585702211003623;0.048428776364764274;-0.291015625;False
D02;BR16;441;32;32;4.002584134615385;0.045430560234982195;0.2585702211003623;0.048428776364764274;-0.291015625;False
D02;BR16;442;32;32;3.949038461538462;0.04689815809328853;0.2585702211003623;0.04756513647642681;-0.2890625;False
D02;BR16;443;32;32;3.949038461538462;0.04689815809328853;0.2585702211003623;0.04756513647642681;-0.2890625;False
D02;BR16;444;32;32;3.790564903846154;0.05154225046387205;0.26742495788709203;0.04500911135235733;-0.283203125;False
D02;BR16;445;32;32;3.7384615384615385;0.05317338271357824;0.26742495788709203;0.044168734491315136;-0.28125;False
D02;BR16;446;32;32;3.6353365384615386;0.05656516742029983;0.26742495788709203;0.04250542803970223;-0.27734375;False
D02;BR16;447;32;32;3.6867187500000003;0.05484741549374725;0.26742495788709203;0.04333417338709678;-0.279296875;False
D02;BR16;448;32;32;3.6353365384615386;0.05656516742029983;0.26742495788709203;0.04250542803970223;-0.27734375;False
D02;BR16;449;32;32;3.6353365384615386;0.05656516742029983;0.26742495788709203;0.04250542803970223;-0.27734375;False
D02;BR16;450;32;32;3.6353365384615386;0.05656516742029983;0.26742495788709203;0.04250542803970223;-0.27734375;False
D02;BR16;451;32;32;3.6867187500000003;0.05484741549374725;0.26742495788709203;0.04333417338709678;-0.279296875;False
