dia;genotipo;banda_nm;n_irrig;n_nirrig;H;p_valor;q_fdr;epsilon2;delta_cliff;significativa
D03;BR16;596;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;597;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;598;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;599;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;600;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;601;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;602;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;603;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;604;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;605;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;606;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;607;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;608;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;609;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;610;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;611;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;612;32;32;25.218028846153846;5.120132084305014e-07;1.1352855032334685e-06;0.39061336848635236;-0.73046875;True
D03;BR16;613;32;32;24.949038461538464;5.886588158308331e-07;1.2912719051005761e-06;0.38627481389578167;-0.7265625;True
D03;BR16;614;32;32;25.083353365384617;5.49047958631088e-07;1.2134669861555618e-06;0.38844118331265515;-0.728515625;True
D03;BR16;615;32;32;25.218028846153846;5.120132084305014e-07;1.1352855032334685e-06;0.39061336848635236;-0.73046875;True
D03;BR16;616;32;32;25.218028846153846;5.120132084305014e-07;1.1352855032334685e-06;0.39061336848635236;-0.73046875;True
D03;BR16;617;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;618;32;32;25.353064903846157;4.773932691857704e-07;1.0654337269858707e-06;0.3927913694168735;-0.732421875;True
D03;BR16;619;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;620;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;621;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;622;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;623;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;624;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;625;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;626;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;627;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;628;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;629;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;630;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;631;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;632;32;32;25.76033653846154;3.8655119575150587e-07;9.081517783348667e-07;0.3993602667493797;-0.73828125;True
D03;BR16;633;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;634;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;635;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;636;32;32;25.48846153846154;4.450365197390077e-07;1.007472297996363e-06;0.3949751861042184;-0.734375;True
D03;BR16;637;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;638;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;639;32;32;25.62421875;4.148004614796324e-07;9.602209328382912e-07;0.3971648185483871;-0.736328125;True
D03;BR16;640;32;32;25.896814903846156;3.6016292951381633e-07;8.56953791685426e-07;0.4015615307071961;-0.740234375;True
D03;BR16;641;32;32;25.896814903846156;3.6016292951381633e-07;8.56953791685426e-07;0.4015615307071961;-0.740234375;True
D03;BR16;642;32;32;26.033653846153847;3.3551750783246656e-07;8.011017561867159e-07;0.40376861042183626;-0.7421875;True
D03;BR16;643;32;32;26.308413461538464;2.9101814089808113e-07;7.046968205217997e-07;0.4082002171215881;-0.74609375;True
D03;BR16;644;32;32;26.308413461538464;2.9101814089808113e-07;7.046968205217997e-07;0.4082002171215881;-0.74609375;True
D03;BR16;645;32;32;26.308413461538464;2.9101814089808113e-07;7.046968205217997e-07;0.4082002171215881;-0.74609375;True
D03;BR16;646;32;32;26.308413461538464;2.9101814089808113e-07;7.046968205217997e-07;0.4082002171215881;-0.74609375;True
D03;BR16;647;32;32;26.446334134615388;2.7096221764075717e-07;6.608127329146171e-07;0.4104247441066998;-0.748046875;True
D03;BR16;648;32;32;26.584615384615386;2.522444148665491e-07;6.195847843009487e-07;0.4126550868486353;-0.75;True
D03;BR16;649;32;32;26.584615384615386;2.522444148665491e-07;6.195847843009487e-07;0.4126550868486353;-0.75;True
D03;BR16;650;32;32;26.584615384615386;2.522444148665491e-07;6.195847843009487e-07;0.4126550868486353;-0.75;True
D03;BR16;651;32;32;26.723257211538463;2.3477860301274308e-07;6.026669771954143e-07;0.4148912453473946;-0.751953125;True
D03;BR16;652;32;32;26.862259615384616;2.184839772303521e-07;5.672286548094331e-07;0.41713321960297767;-0.75390625;True
D03;BR16;653;32;32;27.001622596153847;2.0328474301302155e-07;5.31807408060851e-07;0.41938100961538466;-0.755859375;True
D03;BR16;654;32;32;27.001622596153847;2.0328474301302155e-07;5.31807408060851e-07;0.41938100961538466;-0.755859375;True
D03;BR16;655;32;32;27.141346153846154;1.8910981941499536e-07;4.991817755729157e-07;0.4216346153846154;-0.7578125;True
D03;BR16;656;32;32;27.141346153846154;1.8910981941499536e-07;4.991817755729157e-07;0.4216346153846154;-0.7578125;True
D03;BR16;657;32;32;27.28143028846154;1.7589255893569018e-07;4.7096036341658036e-07;0.42389403691067;-0.759765625;True
D03;BR16;658;32;32;27.56268028846154;1.5208503355036298e-07;4.1260106324311436e-07;0.42843032723325064;-0.763671875;True
D03;BR16;659;32;32;27.845372596153847;1.3140797886582737e-07;3.622550600185644e-07;0.4329898805831266;-0.767578125;True
D03;BR16;660;32;32;28.129507211538463;1.1346271195482785e-07;3.192208809593305e-07;0.4375726969602978;-0.771484375;True
D03;BR16;661;32;32;28.129507211538463;1.1346271195482785e-07;3.192208809593305e-07;0.4375726969602978;-0.771484375;True
D03;BR16;662;32;32;28.129507211538463;1.1346271195482785e-07;3.192208809593305e-07;0.4375726969602978;-0.771484375;True
D03;BR16;663;32;32;28.129507211538463;1.1346271195482785e-07;3.192208809593305e-07;0.4375726969602978;-0.771484375;True
D03;BR16;664;32;32;28.415084134615388;9.789954437531723e-08;2.804357060248263e-07;0.4421787763647643;-0.775390625;True
D03;BR16;665;32;32;28.558413461538464;9.091393046474009e-08;2.6152099773237295e-07;0.4444905397022333;-0.77734375;True
D03;BR16;666;32;32;28.702103365384616;8.441199985977865e-08;2.4418760467194076e-07;0.44680811879652604;-0.779296875;True
D03;BR16;667;32;32;29.13533653846154;6.749464436755783e-08;2.012085982527051e-07;0.45379575062034744;-0.78515625;True
D03;BR16;668;32;32;29.13533653846154;6.749464436755783e-08;2.012085982527051e-07;0.45379575062034744;-0.78515625;True
D03;BR16;669;32;32;29.28046875;6.262373147189395e-08;1.891624053738652e-07;0.4561365927419355;-0.787109375;True
D03;BR16;670;32;32;29.71802884615385;4.996794119926258e-08;1.5411165022509408e-07;0.46319401364764273;-0.79296875;True
D03;BR16;671;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;672;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;673;32;32;30.454507211538463;3.4178829466587596e-08;1.1586905658838207e-07;0.4750726969602978;-0.802734375;True
D03;BR16;674;32;32;30.751622596153847;2.932585182500172e-08;1.0211769455531159e-07;0.4798648805831266;-0.806640625;True
D03;BR16;675;32;32;30.900721153846156;2.7157084588492495e-08;9.653237520103658e-08;0.4822696960297767;-0.80859375;True
D03;BR16;676;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;677;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;678;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;679;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;680;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;681;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;682;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;683;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;684;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;685;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;686;32;32;30.751622596153847;2.932585182500172e-08;1.0211769455531159e-07;0.4798648805831266;-0.806640625;True
D03;BR16;687;32;32;30.602884615384617;3.166226501452154e-08;1.0859415642940413e-07;0.4774658808933003;-0.8046875;True
D03;BR16;688;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;689;32;32;29.71802884615385;4.996794119926258e-08;1.5411165022509408e-07;0.46319401364764273;-0.79296875;True
D03;BR16;690;32;32;28.990564903846156;7.273168327807374e-08;2.1432856667145003e-07;0.45146072425558315;-0.783203125;True
D03;BR16;691;32;32;28.272115384615386;1.054034701684782e-07;2.998370559161564e-07;0.43987282878411915;-0.7734375;True
D03;BR16;692;32;32;27.28143028846154;1.7589255893569018e-07;4.7096036341658036e-07;0.42389403691067;-0.759765625;True
D03;BR16;693;32;32;25.896814903846156;3.6016292951381633e-07;8.56953791685426e-07;0.4015615307071961;-0.740234375;True
D03;BR16;694;32;32;24.282872596153847;8.317536794035641e-07;1.7919399122444432e-06;0.3755302031637717;-0.716796875;True
D03;BR16;695;32;32;22.33846153846154;2.285823180339581e-06;4.664898848633314e-06;0.3441687344913152;-0.6875;True
D03;BR16;696;32;32;19.872115384615384;8.279927681518953e-06;1.3988576338381691e-05;0.30438895781637715;-0.6484375;True
D03;BR16;697;32;32;15.583413461538463;7.894407298562638e-05;0.0001086673112037045;0.23521634615384618;-0.57421875;True
D03;BR16;698;32;32;12.756490384615386;0.00035477594945544487;0.00045223460057993624;0.18962081265508687;-0.51953125;True
D03;BR16;699;32;32;9.620372596153846;0.0019243068878929646;0.002324354197331255;0.13903826767990074;-0.451171875;True
D03;BR16;700;32;32;6.170372596153847;0.012990724604256071;0.01464759547186872;0.08339310638957817;-0.361328125;True
D03;BR16;701;32;32;2.8622596153846156;0.09068003393793629;0.09793825677025136;0.030036445409429284;-0.24609375;False
D03;BR16;702;32;32;1.2122596153846155;0.2708850721445035;0.2849155297273727;0.00342354218362283;-0.16015625;False
D03;BR16;703;32;32;0.6064903846153846;0.43611231078688484;0.4542744283513971;0.0;-0.11328125;False
D03;BR16;704;32;32;0.001622596153846154;0.967868733231017;0.967868733231017;0.0;-0.005859375;False
D03;BR16;705;32;32;0.7155649038461539;0.39760256575877995;0.41563856389972353;0.0;0.123046875;False
D03;BR16;706;32;32;1.5259615384615386;0.2167195591346799;0.2291194926727982;0.008483250620347396;0.1796875;False
D03;BR16;707;32;32;1.9876802884615385;0.1585836370608725;0.16852592726002566;0.01593032723325062;0.205078125;False
D03;BR16;708;32;32;2.142007211538462;0.1433142703516635;0.15277420399753736;0.018419471153846158;0.212890625;False
D03;BR16;709;32;32;2.2213341346153848;0.1361153922031494;0.1458582389804908;0.019698937655086853;0.216796875;False
D03;BR16;710;32;32;2.2213341346153848;0.1361153922031494;0.1458582389804908;0.019698937655086853;0.216796875;False
D03;BR16;711;32;32;2.2213341346153848;0.1361153922031494;0.1458582389804908;0.019698937655086853;0.216796875;False
D03;BR16;712;32;32;2.1814903846153846;0.1396791414299927;0.14920933285047655;0.01905629652605459;0.21484375;False
D03;BR16;713;32;32;2.1814903846153846;0.1396791414299927;0.14920933285047655;0.01905629652605459;0.21484375;False
D03;BR16;714;32;32;2.1814903846153846;0.1396791414299927;0.14920933285047655;0.01905629652605459;0.21484375;False
D03;BR16;715;32;32;2.1814903846153846;0.1396791414299927;0.14920933285047655;0.01905629652605459;0.21484375;False
D03;BR16;716;32;32;2.1814903846153846;0.1396791414299927;0.14920933285047655;0.01905629652605459;0.21484375;False
D03;BR16;717;32;32;2.142007211538462;0.1433142703516635;0.15277420399753736;0.018419471153846158;0.212890625;False
D03;BR16;718;32;32;2.142007211538462;0.1433142703516635;0.15277420399753736;0.018419471153846158;0.212890625;False
D03;BR16;719;32;32;2.142007211538462;0.1433142703516635;0.15277420399753736;0.018419471153846158;0.212890625;False
D03;BR16;720;32;32;2.025721153846154;0.1546554914850197;0.1645219984625391;0.016543889578163773;0.20703125;False
D03;BR16;721;32;32;1.9876802884615385;0.1585836370608725;0.16852592726002566;0.01593032723325062;0.205078125;False
D03;BR16;722;32;32;1.9126802884615386;0.16666583160767634;0.17693148065597525;0.014720649813895783;0.201171875;False
D03;BR16;723;32;32;1.8391225961538462;0.17505381916147641;0.18564394162367537;0.01353423542183623;0.197265625;False
D03;BR16;724;32;32;1.5930288461538462;0.20689392943517892;0.21884448131591128;0.009564981389578165;0.18359375;False
D03;BR16;725;32;32;1.3334134615384616;0.24819886613793934;0.26186001772063455;0.005377636476426801;0.16796875;False
D03;BR16;726;32;32;0.9872596153846155;0.32041307202417346;0.3363189410038791;0.0;0.14453125;False
D03;BR16;727;32;32;0.6490384615384616;0.42045666451301045;0.43930546047691515;0.0;0.1171875;False
D03;BR16;728;32;32;0.2884615384615385;0.5912081034113328;0.6117900202303953;0.0;0.078125;False
D03;BR16;729;32;32;0.14134615384615384;0.7069464038541696;0.7210079931899065;0.0;0.0546875;False
D03;BR16;730;32;32;0.001622596153846154;0.967868733231017;0.967868733231017;0.0;0.005859375;False
D03;BR16;731;32;32;0.06508413461538462;0.7986335655300558;0.804517408105179;0.0;-0.037109375;False
D03;BR16;732;32;32;0.5064302884615385;0.4766882534921879;0.4950317002088493;0.0;-0.103515625;False
D03;BR16;733;32;32;1.2721153846153848;0.25937021002384175;0.2732246023414995;0.004388957816377174;-0.1640625;False
D03;BR16;734;32;32;2.553064903846154;0.11008052389153303;0.11851714147062165;0.025049433933002484;-0.232421875;False
D03;BR16;735;32;32;4.557872596153846;0.03276775219536561;0.036074428208639216;0.05738504187344913;-0.310546875;True
D03;BR16;736;32;32;7.0680288461538465;0.007847154029678154;0.008946366267298441;0.0978714330024814;-0.38671875;True
D03;BR16;737;32;32;10.212259615384616;0.0013951013683914796;0.001697125092865317;0.14858483250620347;-0.46484375;True
D03;BR16;738;32;32;14.134615384615385;0.00017018314136279774;0.00022591949704537097;0.21184863523573202;-0.546875;True
D03;BR16;739;32;32;18.346334134615386;1.841730119528616e-05;2.7451951127566797e-05;0.2797795828163772;-0.623046875;True
D03;BR16;740;32;32;21.210757211538464;4.114487298883416e-06;8.106449039394704e-06;0.3259799550248139;-0.669921875;True
D03;BR16;741;32;32;24.415384615384617;7.764614768676971e-07;1.6798760433076443e-06;0.3776674937965261;-0.71875;True
D03;BR16;742;32;32;26.862259615384616;2.184839772303521e-07;5.672286548094331e-07;0.41713321960297767;-0.75390625;True
D03;BR16;743;32;32;29.13533653846154;6.749464436755783e-08;2.012085982527051e-07;0.45379575062034744;-0.78515625;True
D03;BR16;744;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;745;32;32;32.71802884615385;1.0654439545112532e-08;4.610180486714304e-08;0.5115811104218363;-0.83203125;True
D03;BR16;746;32;32;34.27211538461539;4.791988260662322e-09;2.3345291977715968e-08;0.5366470223325063;-0.8515625;True
D03;BR16;747;32;32;35.38143028846154;2.7105891414141154e-09;1.411019880467094e-08;0.5545391982009925;-0.865234375;True
D03;BR16;748;32;32;36.184615384615384;1.7948189018726245e-09;9.712859017785628e-09;0.5674937965260546;-0.875;True
D03;BR16;749;32;32;36.83365384615385;1.2865021608031123e-09;7.517424307142973e-09;0.5779621588089331;-0.8828125;True
D03;BR16;750;32;32;36.83365384615385;1.2865021608031123e-09;7.517424307142973e-09;0.5779621588089331;-0.8828125;True
D03;BR16;751;32;32;36.99681490384616;1.1832237171156026e-09;7.034179257403192e-09;0.5805937887717122;-0.884765625;True
D03;BR16;752;32;32;37.16033653846154;1.088044726430531e-09;6.621898320204805e-09;0.5832312344913152;-0.88671875;True
D03;BR16;753;32;32;37.48846153846154;9.195536902098595e-10;5.785290241166938e-09;0.5885235732009926;-0.890625;True
D03;BR16;754;32;32;37.65306490384616;8.451378237295461e-10;5.468068380029334e-09;0.5911784661910671;-0.892578125;True
D03;BR16;755;32;32;37.48846153846154;9.195536902098595e-10;5.785290241166938e-09;0.5885235732009926;-0.890625;True
D03;BR16;756;32;32;37.48846153846154;9.195536902098595e-10;5.785290241166938e-09;0.5885235732009926;-0.890625;True
D03;BR16;757;32;32;36.99681490384616;1.1832237171156026e-09;7.034179257403192e-09;0.5805937887717122;-0.884765625;True
D03;BR16;758;32;32;37.16033653846154;1.088044726430531e-09;6.621898320204805e-09;0.5832312344913152;-0.88671875;True
D03;BR16;759;32;32;36.50841346153847;1.520087063501115e-09;8.54163991024873e-09;0.5727163461538463;-0.87890625;True
D03;BR16;760;32;32;36.670853365384616;1.3985490949055456e-09;8.034801662888722e-09;0.5753363446029777;-0.880859375;True
D03;BR16;761;32;32;36.83365384615385;1.2865021608031123e-09;7.517424307142973e-09;0.5779621588089331;-0.8828125;True
D03;BR16;762;32;32;36.50841346153847;1.520087063501115e-09;8.54163991024873e-09;0.5727163461538463;-0.87890625;True
D03;BR16;763;32;32;36.023257211538464;1.9497641198802688e-09;1.0495974304132365e-08;0.5648912453473945;-0.873046875;True
D03;BR16;764;32;32;35.862259615384616;2.11771295059208e-09;1.1311013702250926e-08;0.5622945099255583;-0.87109375;True
D03;BR16;765;32;32;35.221875000000004;2.942002935189199e-09;1.5160924673550367e-08;0.5519657258064516;-0.86328125;True
D03;BR16;766;32;32;34.90384615384615;3.4639592299869134e-09;1.7413187207605782e-08;0.5468362282878412;-0.859375;True
D03;BR16;767;32;32;34.58725961538462;4.075650793223015e-09;2.0191207190580684e-08;0.5417299937965261;-0.85546875;True
D03;BR16;768;32;32;34.11508413461539;5.194701821703936e-09;2.501017238571543e-08;0.534114260235732;-0.849609375;True
D03;BR16;769;32;32;33.95841346153846;5.630269350745034e-09;2.660756322206927e-08;0.5315873138957816;-0.84765625;True
D03;BR16;770;32;32;33.95841346153846;5.630269350745034e-09;2.660756322206927e-08;0.5315873138957816;-0.84765625;True
D03;BR16;771;32;32;33.64615384615385;6.610545638428298e-09;3.053655203697396e-08;0.5265508684863525;-0.84375;True
D03;BR16;772;32;32;33.490564903846156;7.161053390854917e-09;3.278419755500767e-08;0.5240413694168735;-0.841796875;True
D03;BR16;773;32;32;33.18046875;8.398993224157852e-09;3.76120853771785e-08;0.5190398185483871;-0.837890625;True
D03;BR16;774;32;32;32.87181490384616;9.844018453217998e-09;4.323357997334072e-08;0.5140615307071961;-0.833984375;True
D03;BR16;775;32;32;32.56460336538462;1.1529554898372287e-08;4.916240560615709e-08;0.5091065058933003;-0.830078125;True
D03;BR16;776;32;32;32.258834134615384;1.3494216200034834e-08;5.546420325906101e-08;0.5041747441066997;-0.826171875;True
D03;BR16;777;32;32;31.954507211538463;1.5782574683370118e-08;6.237005910518712e-08;0.49926624534739455;-0.822265625;True
D03;BR16;778;32;32;31.65162259615385;1.8446041281200964e-08;7.098092057737931e-08;0.49438100961538467;-0.818359375;True
D03;BR16;779;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;780;32;32;31.200000000000003;2.327660767544184e-08;8.464596159987803e-08;0.4870967741935484;-0.8125;True
D03;BR16;781;32;32;31.05018028846154;2.514429702146885e-08;9.015900907523184e-08;0.48468032723325066;-0.810546875;True
D03;BR16;782;32;32;30.900721153846156;2.7157084588492495e-08;9.653237520103658e-08;0.4822696960297767;-0.80859375;True
D03;BR16;783;32;32;30.751622596153847;2.932585182500172e-08;1.0211769455531159e-07;0.4798648805831266;-0.806640625;True
D03;BR16;784;32;32;30.751622596153847;2.932585182500172e-08;1.0211769455531159e-07;0.4798648805831266;-0.806640625;True
D03;BR16;785;32;32;30.751622596153847;2.932585182500172e-08;1.0211769455531159e-07;0.4798648805831266;-0.806640625;True
D03;BR16;786;32;32;30.602884615384617;3.166226501452154e-08;1.0859415642940413e-07;0.4774658808933003;-0.8046875;True
D03;BR16;787;32;32;30.454507211538463;3.4178829466587596e-08;1.1586905658838207e-07;0.4750726969602978;-0.802734375;True
D03;BR16;788;32;32;30.454507211538463;3.4178829466587596e-08;1.1586905658838207e-07;0.4750726969602978;-0.802734375;True
D03;BR16;789;32;32;30.454507211538463;3.4178829466587596e-08;1.1586905658838207e-07;0.4750726969602978;-0.802734375;True
D03;BR16;790;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;791;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;792;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;793;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;794;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;795;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;796;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;797;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;798;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;799;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;800;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;801;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;802;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;803;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;804;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;805;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;806;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;807;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;808;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;809;32;32;30.306490384615387;3.688894726836164e-08;1.218345102212717e-07;0.4726853287841191;-0.80078125;True
D03;BR16;810;32;32;30.158834134615386;3.980697881772413e-08;1.2938845254382283e-07;0.4703037763647643;-0.798828125;True
D03;BR16;811;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;812;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;813;32;32;30.011538461538464;4.294830837146e-08;1.3572724263461396e-07;0.4679280397022333;-0.796875;True
D03;BR16;814;32;32;29.864603365384617;4.632941385561415e-08;1.4440976872015902e-07;0.4655581187965261;-0.794921875;True
D03;BR16;815;32;32;29.864603365384617;4.632941385561415e-08;1.4440976872015902e-07;0.4655581187965261;-0.794921875;True
D03;BR16;816;32;32;29.571814903846157;5.388278346785484e-08;1.6494565506353773e-07;0.46083572425558317;-0.791015625;True
D03;BR16;817;32;32;29.42596153846154;5.8094165087978004e-08;1.7678209583893603e-07;0.4584832506203474;-0.7890625;True
D03;BR16;818;32;32;29.13533653846154;6.749464436755783e-08;2.012085982527051e-07;0.45379575062034744;-0.78515625;True
D03;BR16;819;32;32;29.13533653846154;6.749464436755783e-08;2.012085982527051e-07;0.45379575062034744;-0.78515625;True
D03;BR16;820;32;32;28.846153846153847;7.836135331371367e-08;2.2894463767297257e-07;0.4491315136476427;-0.78125;True
D03;BR16;821;32;32;28.558413461538464;9.091393046474009e-08;2.6152099773237295e-07;0.4444905397022333;-0.77734375;True
D03;BR16;822;32;32;28.558413461538464;9.091393046474009e-08;2.6152099773237295e-07;0.4444905397022333;-0.77734375;True
D03;BR16;823;32;32;28.415084134615388;9.789954437531723e-08;2.804357060248263e-07;0.4421787763647643;-0.775390625;True
D03;BR16;824;32;32;28.415084134615388;9.789954437531723e-08;2.804357060248263e-07;0.4421787763647643;-0.775390625;True
D03;BR16;825;32;32;28.129507211538463;1.1346271195482785e-07;3.192208809593305e-07;0.4375726969602978;-0.771484375;True
D03;BR16;826;32;32;27.987259615384616;1.2211680465352743e-07;3.4122829202232254e-07;0.43527838089330023;-0.76953125;True
