dia;banda_nm;n;F_genotipo;p_genotipo;q_genotipo;sig_genotipo_0.05;sig_genotipo_0.01;sig_genotipo_0.001;F_condicao;p_condicao;q_condicao;sig_condicao_0.05;sig_condicao_0.01;sig_condicao_0.001;F_interacao;p_interacao;q_interacao;sig_interacao_0.05;sig_interacao_0.01;sig_interacao_0.001
D02;493;192;4.091710016860697;0.018237875830493612;0.05165381557568404;False;False;False;9.436740832347748;0.0024460121893252348;0.00914739955498283;True;True;False;3.115478735034594;0.04668036103643783;0.05133588229798069;False;False;False
D02;494;192;4.004358474812114;0.019830248845752185;0.055335837255289434;False;False;False;9.27673439094537;0.0026578687590027702;0.009839871524755742;True;True;False;3.1983604206390894;0.04308448401388506;0.04766647245184468;True;False;False
D02;495;192;3.9095301273470073;0.021718550839499293;0.058152412234742885;False;False;False;9.052649390110972;0.0029866370678785044;0.010919059939783978;True;False;False;3.25261671666502;0.04088344903146014;0.04547286006698739;True;False;False
D02;496;192;3.807502474106913;0.02395387240338057;0.06237560345802977;False;False;False;8.89500780988923;0.003242681509755527;0.011750423633407395;True;False;False;3.2863738342536317;0.03957171716272465;0.04415755816145172;True;False;False
D02;497;192;3.707188653153607;0.0263784759948185;0.06707341854990508;False;False;False;8.6895072729559;0.0036106607801636137;0.012946617587614636;True;False;False;3.2993386141026506;0.039079311809503116;0.04363182826417577;True;False;False
D02;498;192;3.6072111218094425;0.02904200074251431;0.07176523316011668;False;False;False;8.484106546498307;0.004021431296975212;0.014167542365858035;True;False;False;3.3856521434839046;0.03595521851060052;0.040297351456416206;True;False;False
D02;499;192;3.546646396575018;0.030786142485026424;0.07525507769222266;False;False;False;8.468680672106794;0.004054156151249221;0.01423814086680163;True;False;False;3.503868566860121;0.032081520683886464;0.03613355240123621;True;False;False
D02;500;192;3.441239745649976;0.03407809040588403;0.08080250106643717;False;False;False;8.351490549923167;0.004311874511220567;0.014989245122904038;True;False;False;3.6887931445041153;0.026849317172179945;0.030357193781775673;True;False;False
D02;501;192;3.2536868320401413;0.04084119952689947;0.0928012502326048;False;False;False;8.120296571691728;0.0048708520859484595;0.016567359250879418;True;False;False;3.906064586180835;0.021790902502700205;0.02474703268717504;True;False;False
D02;502;192;3.1440621341788444;0.04540720322955706;0.10075732780078067;False;False;False;7.898868804974854;0.005476218460550771;0.01785665368720743;True;False;False;4.060087168793788;0.018798848723780574;0.02140835021236755;True;False;False
D02;503;192;2.9383227648134866;0.05541749617392264;0.1156269426782455;False;False;False;7.633758900199019;0.006304122982356101;0.019472524453030667;True;False;False;4.342126526068761;0.014352814306966326;0.016473207690871815;True;False;False
D02;504;192;2.7059654384483967;0.06943627543106755;0.13759787527451164;False;False;False;7.383367873261899;0.007204688005682459;0.021446756312996695;True;False;False;4.503729621094785;0.012300987837980728;0.014149930485529148;True;False;False
D02;505;192;2.5378870469871866;0.08176744677038876;0.15273682452283;False;False;False;7.023485717283834;0.008737670288127683;0.02484436768401039;True;False;False;4.78207957669125;0.009436309229075445;0.01113571359541642;True;False;False
D02;506;192;2.3805106804549423;0.09531634520413827;0.1731860445659103;False;False;False;6.464423428446588;0.01182037708234408;0.031121429263013745;True;False;False;5.182581560299507;0.006452241922090421;0.007938541201084255;True;True;False
D02;507;192;2.1540117164417842;0.1189032264050039;0.20204682465340765;False;False;False;6.041003874567575;0.014893191476636904;0.037342219704868326;True;False;False;5.68681873458771;0.00400694453727808;0.0053070230210319575;True;True;False
D02;508;192;2.0012315962254905;0.13806872429264452;0.21534521180548585;False;False;False;5.570368028119819;0.019302643497572318;0.04641380329348349;True;False;False;6.064411943261351;0.002809126458489857;0.004124207849937507;True;True;False
D02;509;192;1.9929441768845786;0.13919345935113187;0.21660529979451554;False;False;False;5.401219070844977;0.02120307272591639;0.04992824587928187;True;False;False;6.362717527271253;0.0021238916854486216;0.003280197173836689;True;True;False
D02;510;192;2.0213035048353847;0.13538256037125002;0.2126556302060874;False;False;False;5.182187657822464;0.02395869547130191;0.05478181093828341;False;False;False;6.685380878805567;0.0015710400887008918;0.0026111857552070738;True;True;False
D02;511;192;2.135629539416276;0.12105896392390793;0.20215527057949753;False;False;False;4.862634234423085;0.028670336986280687;0.05583083103444504;False;False;False;7.195536122940495;0.000977272070208593;0.0017675352874760358;True;True;False
D02;512;192;2.2841201755445253;0.1047140830981005;0.18498586083910776;False;False;False;4.547659014398365;0.03427532557673365;0.06144990625688874;False;False;False;7.776100279833321;0.0005710343117578136;0.0011794475059569746;True;True;False
D02;513;192;2.642486444292461;0.0738557674752125;0.1426651017967238;False;False;False;4.062309620643947;0.045289800104360775;0.07460994378638068;False;False;False;8.385096305078338;0.0003260778046783603;0.0009001170470788709;True;True;True
D02;514;192;3.0206241268013048;0.05116976645659807;0.10920831529914947;False;False;False;3.831341160641002;0.051798929782552294;0.08371915286368381;False;False;False;8.968646347352262;0.00019121210977403175;0.0007195890589844755;True;True;True
D02;515;192;3.6249906008063917;0.028549203760160347;0.07114752966231941;False;False;False;3.403074768779895;0.06666522938237254;0.1031537788391494;False;False;False;9.5347190109136;0.00011426580256962942;0.0006642920551644177;True;True;True
D02;516;192;4.358770020670214;0.01412641318566072;0.04267144649985713;True;False;False;2.738823786842238;0.09962320312994549;0.1413755676264632;False;False;False;10.710786140067295;3.9562986845308174e-05;0.00036224859830235294;True;True;True
D02;517;192;5.3682536950880895;0.0054125608488498934;0.018440468938523472;True;False;False;2.471555230275714;0.11762267426556111;0.16278279684120503;False;False;False;11.67489689430245;1.6732384275352842e-05;0.00017689752653994166;True;True;True
D02;518;192;6.890864280345177;0.0012972316440416428;0.005247775348973194;True;True;False;2.2704664847865743;0.1335566935923054;0.1778732328297522;False;False;False;12.175566700372368;1.0735744503048588e-05;0.00013264465045634128;True;True;True
D02;519;192;8.88303708149101;0.00020674696141129514;0.0010393088672906038;True;True;False;2.019442014925219;0.1569705471742718;0.1970297382218063;False;False;False;13.107203640169423;4.727607094678937e-06;7.18246085273074e-05;True;True;True
D02;520;192;11.27843097233826;2.3813697828320533e-05;0.00014855892279790054;True;True;True;1.4034356299634758;0.23766070409077905;0.2803002323692857;False;False;False;13.942936743160148;2.2791261053559627e-06;4.0293146583165455e-05;True;True;True
D02;521;192;13.41506199432593;3.610985083828967e-06;3.112523447761861e-05;True;True;True;0.9310682105736946;0.3358383755775379;0.3795066161485015;False;False;False;14.95387316927856;9.500773371416316e-07;1.9883761413035573e-05;True;True;True
D02;522;192;15.987695575384839;3.915700850044007e-07;3.84263274805754e-06;True;True;True;0.7892452571409247;0.37547586721770915;0.4194449911021359;False;False;False;15.988624130541602;3.9125995142106675e-07;9.55326381386438e-06;True;True;True
D02;523;192;18.639975030085402;4.1848438937797536e-08;4.379140217419528e-07;True;True;True;1.1107695887808051;0.2932818667961526;0.3358576821881122;False;False;False;17.283959860060854;1.3039637711384905e-07;3.932984845007418e-06;True;True;True
D02;524;192;21.079961117725873;5.603292815897533e-09;6.178684712583786e-08;True;True;True;1.0054142521649723;0.3173066264850439;0.3603520990702242;False;False;False;17.96234102670235;7.371950693777168e-08;2.5199784788228286e-06;True;True;True
D02;525;192;23.260969669893814;9.628479639512065e-10;1.103240879365321e-08;True;True;True;0.783909765424064;0.37709123625263324;0.42074187363640086;False;False;False;18.382595854430733;5.186830300873068e-08;1.8996765976947611e-06;True;True;True
D02;526;192;25.737817769359665;1.3555993776142397e-10;1.597893289360233e-09;True;True;True;0.7773859815940983;0.37907975499159813;0.4225503138520477;False;False;False;19.156663815101652;2.723839745194871e-08;1.2647514156000453e-06;True;True;True
D02;527;192;28.713316317047365;1.3566608964762746e-11;1.6667020918668077e-10;True;True;True;0.7680277256182712;0.38195830294697053;0.4246051378559548;False;False;False;19.88524980742358;1.491608212295364e-08;1.1051230421383975e-06;True;True;True
D02;528;192;30.77022295929292;2.8550262166817127e-12;3.59242869350564e-11;True;True;True;0.7144803252002946;0.399046459616205;0.44097213829355414;False;False;False;19.76022181772914;1.6535354622714703e-08;1.1051230421383975e-06;True;True;True
D02;529;192;32.568594017509284;7.464114356909379e-13;9.750890793644035e-12;True;True;True;0.6700805103344728;0.41407105376603015;0.45536714813626156;False;False;False;19.78889093675471;1.61490090135429e-08;1.1051230421383975e-06;True;True;True
D02;530;192;34.447881425945866;1.874910336318827e-13;2.497039675188256e-12;True;True;True;0.6514492563277597;0.42062590795477667;0.4601086598481317;False;False;False;19.894082410870098;1.4807940430264168e-08;1.1051230421383975e-06;True;True;True
D02;531;192;35.98097423590156;6.166354494680251e-14;8.488049039321607e-13;True;True;True;0.7468464928088415;0.3885895994550682;0.430809334314781;False;False;False;20.13480921444857;1.2146833422530985e-08;1.1051230421383975e-06;True;True;True
D02;532;192;37.49364932138724;2.0849814479060195e-14;2.9090455439831607e-13;True;True;True;0.8659920571492605;0.35327350333384344;0.3968364563839596;False;False;False;20.26306272147643;1.0932065175631604e-08;1.1051230421383975e-06;True;True;True
D02;533;192;39.19728057781349;6.240504858830332e-15;9.013574271451416e-14;True;True;True;0.9896688244716378;0.3211157582448584;0.3642745686726795;False;False;False;20.174709559509793;1.175495774137265e-08;1.1051230421383975e-06;True;True;True
D02;534;192;40.96872885137456;1.8096500899666108e-15;2.6895596626967527e-14;True;True;True;1.122410807164158;0.2907737844899258;0.33335775963601894;False;False;False;20.107129785984178;1.2426416455019815e-08;1.1051230421383975e-06;True;True;True
D02;535;192;42.147867231995455;8.010487407089215e-16;1.2170007164399984e-14;True;True;True;1.2168426315710983;0.27140635255675105;0.31538494566226427;False;False;False;19.93592503377799;1.4306311176692437e-08;1.1051230421383975e-06;True;True;True
D02;536;192;43.18559985603885;3.932907416008103e-16;6.110903871388347e-15;True;True;True;1.3213538794307447;0.25182514070746553;0.2956458864287417;False;False;False;19.87544252810653;1.503709279276683e-08;1.1051230421383975e-06;True;True;True
D02;537;192;44.352090109916716;1.7792372787118133e-16;2.82884934778134e-15;True;True;True;1.466336920820504;0.2274609077904542;0.2698220485125631;False;False;False;19.81007068572134;1.586946113312276e-08;1.1051230421383975e-06;True;True;True
D02;538;192;45.48471324307887;8.289788706532554e-17;1.3493933838966879e-15;True;True;True;1.6178338927310454;0.204982069312579;0.2454280351197312;False;False;False;19.932991817923572;1.4340909319167206e-08;1.1051230421383975e-06;True;True;True
D02;539;192;46.523563891952456;4.137052559628845e-17;6.842818386934485e-16;True;True;True;1.768425320772819;0.1852055531873989;0.22436892474149742;False;False;False;19.993172490603243;1.3647697558447793e-08;1.1051230421383975e-06;True;True;True
D02;540;192;47.13434021513761;2.755934660085628e-17;4.710351656529686e-16;True;True;True;1.8473998162022283;0.17573180756889017;0.2137757635372442;False;False;False;20.116625183977355;1.2329780301620288e-08;1.1051230421383975e-06;True;True;True
D02;541;192;48.06234959581901;1.4916971927721605e-17;2.5927719850641534e-16;True;True;True;2.0161672396788672;0.15730545424242617;0.19707402049887485;False;False;False;20.20486823063393;1.1467258085127475e-08;1.1051230421383975e-06;True;True;True
D02;542;192;48.60416943434733;1.0443411703985669e-17;1.8625597743369223e-16;True;True;True;2.1676967827894313;0.142627238325528;0.1847030836021647;False;False;False;20.31675665450586;1.0460672311572133e-08;1.1051230421383975e-06;True;True;True
D02;543;192;49.215673791735384;6.99519996565529e-18;1.2585223797858772e-16;True;True;True;2.3068997608498387;0.13049865989385534;0.17562516498838407;False;False;False;20.4044765626923;9.734323328175195e-09;1.1051230421383975e-06;True;True;True
D02;544;192;49.42565263151831;6.098315995853117e-18;1.116754116740602e-16;True;True;True;2.4339604193865854;0.1204324290522384;0.16556968602772537;False;False;False;20.44134743750129;9.44444007186968e-09;1.1051230421383975e-06;True;True;True
D02;545;192;49.74185765388899;4.96179921728631e-18;9.168153328517317e-17;True;True;True;2.5242598323441627;0.11380574054744125;0.1584627113800421;False;False;False;20.474095204457544;9.19429556952526e-09;1.1051230421383975e-06;True;True;True
