genotipo;dia;limiar_agrupamento_abs_rho;correlacao_maxima_aceita_top;n_componentes;balanced_accuracy_cv_diagnostica;desvio_cv_diagnostico
EMB48;D04;0.9;0.9;2;0.875;0.125
EMB48;D04;0.9;0.9;3;0.859375;0.11158481919598204
EMB48;D04;0.9;0.9;4;0.859375;0.11158481919598204
EMB48;D04;0.9;0.9;5;0.859375;0.11158481919598204
EMB48;D04;0.9;0.9;6;0.6875;0.2724311839712921
EMB48;D04;0.9;0.9;7;0.671875;0.255314603724503
EMB48;D04;0.9;0.9;8;0.6875;0.2724311839712921
EMB48;D04;0.9;0.9;9;0.6875;0.2724311839712921
EMB48;D04;0.9;0.9;10;0.625;0.21650635094610965
EMB48;D04;0.95;0.95;1;0.734375;0.1788362990978062
EMB48;D04;0.95;0.95;2;0.875;0.125
EMB48;D04;0.95;0.95;3;0.84375;0.10364452469860624
EMB48;D04;0.95;0.95;4;0.859375;0.11158481919598204
EMB48;D04;0.95;0.95;5;0.875;0.125
EMB48;D04;0.95;0.95;6;0.6875;0.2724311839712921
EMB48;D04;0.95;0.95;7;0.671875;0.255314603724503
EMB48;D04;0.95;0.95;8;0.6875;0.2724311839712921
EMB48;D04;0.95;0.95;9;0.6875;0.2724311839712921
EMB48;D04;0.95;0.95;10;0.625;0.21650635094610965
EMB48;D05;0.8;0.8;1;0.734375;0.1788362990978062
EMB48;D05;0.8;0.8;2;0.9375;0.10825317547305482
EMB48;D05;0.8;0.8;3;0.875;0.125
EMB48;D05;0.8;0.8;4;1.0;0.0
EMB48;D05;0.8;0.8;5;0.828125;0.18421603316486868
EMB48;D05;0.8;0.8;6;0.921875;0.13531646934131855
EMB48;D05;0.8;0.8;7;0.921875;0.13531646934131855
EMB48;D05;0.8;0.8;8;0.9375;0.10825317547305482
EMB48;D05;0.8;0.8;9;0.9375;0.10825317547305482
EMB48;D05;0.8;0.8;10;0.90625;0.10364452469860624
EMB48;D05;0.9;0.9;1;0.734375;0.1788362990978062
EMB48;D05;0.9;0.9;2;0.9375;0.10825317547305482
EMB48;D05;0.9;0.9;3;0.859375;0.14235052467412967
EMB48;D05;0.9;0.9;4;1.0;0.0
EMB48;D05;0.9;0.9;5;0.84375;0.16237976320958225
EMB48;D05;0.9;0.9;6;0.921875;0.13531646934131855
EMB48;D05;0.9;0.9;7;0.921875;0.13531646934131855
EMB48;D05;0.9;0.9;8;0.9375;0.10825317547305482
EMB48;D05;0.9;0.9;9;0.9375;0.10825317547305482
EMB48;D05;0.9;0.9;10;0.90625;0.10364452469860624
EMB48;D05;0.95;0.95;1;0.734375;0.1788362990978062
EMB48;D05;0.95;0.95;2;0.9375;0.10825317547305482
EMB48;D05;0.95;0.95;3;0.859375;0.14235052467412967
EMB48;D05;0.95;0.95;4;1.0;0.0
EMB48;D05;0.95;0.95;5;0.84375;0.16237976320958225
EMB48;D05;0.95;0.95;6;0.921875;0.13531646934131855
EMB48;D05;0.95;0.95;7;0.921875;0.13531646934131855
EMB48;D05;0.95;0.95;8;0.9375;0.10825317547305482
EMB48;D05;0.95;0.95;9;0.9375;0.10825317547305482
EMB48;D05;0.95;0.95;10;0.90625;0.10364452469860624
EMB48;D06;0.8;0.8;1;0.90625;0.10364452469860624
EMB48;D06;0.8;0.8;2;0.875;0.21650635094610965
EMB48;D06;0.8;0.8;3;1.0;0.0
EMB48;D06;0.8;0.8;4;0.96875;0.05412658773652741
EMB48;D06;0.8;0.8;5;0.96875;0.05412658773652741
EMB48;D06;0.8;0.8;6;0.984375;0.027063293868263706
EMB48;D06;0.8;0.8;7;1.0;0.0
EMB48;D06;0.8;0.8;8;0.96875;0.05412658773652741
EMB48;D06;0.8;0.8;9;0.9375;0.10825317547305482
EMB48;D06;0.8;0.8;10;0.9375;0.10825317547305482
EMB48;D06;0.9;0.9;1;0.90625;0.10364452469860624
EMB48;D06;0.9;0.9;2;0.875;0.21650635094610965
EMB48;D06;0.9;0.9;3;1.0;0.0
EMB48;D06;0.9;0.9;4;0.96875;0.05412658773652741
EMB48;D06;0.9;0.9;5;0.984375;0.027063293868263706
EMB48;D06;0.9;0.9;6;1.0;0.0
EMB48;D06;0.9;0.9;7;1.0;0.0
EMB48;D06;0.9;0.9;8;0.96875;0.05412658773652741
EMB48;D06;0.9;0.9;9;0.9375;0.10825317547305482
EMB48;D06;0.9;0.9;10;0.9375;0.10825317547305482
EMB48;D06;0.95;0.95;1;0.90625;0.10364452469860624
EMB48;D06;0.95;0.95;2;0.875;0.21650635094610965
EMB48;D06;0.95;0.95;3;1.0;0.0
EMB48;D06;0.95;0.95;4;0.96875;0.05412658773652741
EMB48;D06;0.95;0.95;5;0.984375;0.027063293868263706
EMB48;D06;0.95;0.95;6;1.0;0.0
EMB48;D06;0.95;0.95;7;1.0;0.0
EMB48;D06;0.95;0.95;8;0.984375;0.027063293868263706
EMB48;D06;0.95;0.95;9;0.9375;0.10825317547305482
EMB48;D06;0.95;0.95;10;0.9375;0.10825317547305482
EMB48;D09;0.8;0.8;1;0.796875;0.08118988160479113
EMB48;D09;0.8;0.8;2;0.90625;0.10364452469860624
EMB48;D09;0.8;0.8;3;1.0;0.0
EMB48;D09;0.8;0.8;4;1.0;0.0
EMB48;D09;0.8;0.8;5;1.0;0.0
EMB48;D09;0.8;0.8;6;1.0;0.0
EMB48;D09;0.8;0.8;7;1.0;0.0
EMB48;D09;0.8;0.8;8;1.0;0.0
EMB48;D09;0.8;0.8;9;1.0;0.0
EMB48;D09;0.8;0.8;10;1.0;0.0
EMB48;D09;0.9;0.9;1;0.8125;0.10825317547305482
EMB48;D09;0.9;0.9;2;0.921875;0.08118988160479113
EMB48;D09;0.9;0.9;3;1.0;0.0
EMB48;D09;0.9;0.9;4;1.0;0.0
EMB48;D09;0.9;0.9;5;1.0;0.0
EMB48;D09;0.9;0.9;6;1.0;0.0
EMB48;D09;0.9;0.9;7;1.0;0.0
EMB48;D09;0.9;0.9;8;1.0;0.0
EMB48;D09;0.9;0.9;9;1.0;0.0
EMB48;D09;0.9;0.9;10;1.0;0.0
EMB48;D09;0.95;0.95;1;0.8125;0.10825317547305482
EMB48;D09;0.95;0.95;2;0.921875;0.08118988160479113
EMB48;D09;0.95;0.95;3;1.0;0.0
EMB48;D09;0.95;0.95;4;1.0;0.0
EMB48;D09;0.95;0.95;5;1.0;0.0
EMB48;D09;0.95;0.95;6;1.0;0.0
EMB48;D09;0.95;0.95;7;1.0;0.0
EMB48;D09;0.95;0.95;8;1.0;0.0
EMB48;D09;0.95;0.95;9;1.0;0.0
EMB48;D09;0.95;0.95;10;1.0;0.0
EMB48;D10;0.8;0.8;1;0.78125;0.2557922741210141
EMB48;D10;0.8;0.8;2;0.796875;0.1616262567623219
EMB48;D10;0.8;0.8;3;0.9375;0.10825317547305482
EMB48;D10;0.8;0.8;4;0.875;0.11692679333668567
EMB48;D10;0.8;0.8;5;0.796875;0.1616262567623219
EMB48;D10;0.8;0.8;6;0.75;0.23385358667337133
EMB48;D10;0.8;0.8;7;0.640625;0.15546678704790937
EMB48;D10;0.8;0.8;8;0.671875;0.17328963291264715
EMB48;D10;0.8;0.8;9;0.65625;0.20009763241977652
EMB48;D10;0.8;0.8;10;0.734375;0.22696623509896796
EMB48;D10;0.9;0.9;1;0.796875;0.2312288841710741
EMB48;D10;0.9;0.9;2;0.796875;0.1616262567623219
EMB48;D10;0.9;0.9;3;0.9375;0.10825317547305482
EMB48;D10;0.9;0.9;4;0.828125;0.14905300022139775
EMB48;D10;0.9;0.9;5;0.796875;0.1616262567623219
EMB48;D10;0.9;0.9;6;0.75;0.23385358667337133
EMB48;D10;0.9;0.9;7;0.640625;0.15546678704790937
EMB48;D10;0.9;0.9;8;0.65625;0.16237976320958225
EMB48;D10;0.9;0.9;9;0.625;0.21650635094610965
EMB48;D10;0.9;0.9;10;0.734375;0.22696623509896796
EMB48;D10;0.95;0.95;1;0.796875;0.2312288841710741
EMB48;D10;0.95;0.95;2;0.8125;0.1711632992203644
EMB48;D10;0.95;0.95;3;0.9375;0.10825317547305482
EMB48;D10;0.95;0.95;4;0.828125;0.14905300022139775
EMB48;D10;0.95;0.95;5;0.796875;0.1616262567623219
EMB48;D10;0.95;0.95;6;0.71875;0.22316963839196408
EMB48;D10;0.95;0.95;7;0.625;0.15309310892394862
EMB48;D10;0.95;0.95;8;0.65625;0.16237976320958225
EMB48;D10;0.95;0.95;9;0.625;0.18221724671391565
EMB48;D10;0.95;0.95;10;0.75;0.20252314682524564
