n_componentes;balanced_accuracy_cv;desvio_cv
1;0.625;0.125
2;0.625;0.21650635094610965
3;0.765625;0.18944305707784595
4;0.75;0.1767766952966369
5;0.765625;0.15546678704790937
6;0.8125;0.10825317547305482
7;0.8125;0.10825317547305482
8;0.8125;0.10825317547305482
9;0.8125;0.10825317547305482
10;0.859375;0.11158481919598204
