posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1948;0.020833333333333332;0.036084391824351615;0.023633604053324514;5.527544589706613e-10;4.0927776005372795e-09;0.6045401674937965;0.90234375;True;0.90234375
2;1341;0.0;0.0;0.05148249359044067;7.407299726217156e-11;3.412504748200997e-09;0.6678766671836229;-0.947265625;True;0.947265625
3;2008;0.0;0.0;0.04743383131576344;4.658418529041903e-10;3.776449171171914e-09;0.609925558312655;0.90625;True;0.90625
4;751;0.0;0.0;0.04528605385244272;1.1832237171156026e-09;7.0341792574031924e-09;0.5805937887717122;-0.884765625;True;0.884765625
5;2028;0.0;0.0;0.04023013542226325;4.658418529041903e-10;3.776449171171914e-09;0.609925558312655;0.90625;True;0.90625
6;405;0.0;0.0;0.03754201117723986;3.6020412458034424e-11;3.412504748200997e-09;0.690627907878412;-0.962890625;True;0.962890625
7;1528;0.0;0.0;0.03521065480860816;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;0.923828125
8;761;0.0;0.0;0.03369246041152022;1.2865021608031123e-09;7.517424307142973e-09;0.5779621588089331;-0.8828125;True;0.8828125
9;1998;0.0;0.0;0.03368972711990033;3.301660969487133e-10;3.621233501827866e-09;0.6207661290322581;0.9140625;True;0.9140625
10;415;0.0;0.0;0.03021652169639786;1.2626209022091295e-10;3.412504748200997e-09;0.6510574984491315;-0.935546875;True;0.935546875
