n_componentes;balanced_accuracy_cv;desvio_cv
1;0.5;0.1767766952966369
2;0.5;0.0
3;0.5625;0.10825317547305482
4;0.6875;0.2072890493972125
5;0.625;0.21650635094610965
6;0.65625;0.2049199538844375
7;0.6875;0.2072890493972125
8;0.6875;0.2072890493972125
9;0.609375;0.11158481919598204
10;0.5625;0.10825317547305482
