fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.9060787414297854
1;1;1;0.904792022576592
1;1;1;0.7896766059435216
1;0;0;-0.06648679272807945
1;0;0;-0.12402502498820789
1;0;0;0.3069858686274727
1;1;1;1.3433456624008673
1;1;1;1.3252674748720228
1;0;0;0.03133317988378159
1;0;0;-0.046334769132583276
1;0;0;-0.16181511674074778
1;1;0;0.36104779375499113
1;1;1;0.7160689062267716
1;1;1;0.7124595232816211
1;0;0;0.07127296384363241
1;0;1;0.5247533249603242
2;0;0;0.028511987635767233
2;0;0;0.2686599877673923
2;0;0;0.2157214176258478
2;1;1;0.8436846424360577
2;1;1;0.8877947678074156
2;0;0;0.13007099798465122
2;0;0;0.43850579631434106
2;0;0;0.3641894770090669
2;1;1;1.0267613942293456
2;1;0;0.35143561361071946
2;0;0;0.019732257323331837
2;0;1;0.7698163924864565
2;1;1;0.988075173411044
2;1;1;1.014340999498762
2;1;1;0.7892900939755465
2;1;1;0.820073276442055
3;0;0;0.04478647837548888
3;1;1;0.9141372818911448
3;1;1;0.7782272504934509
3;0;0;-0.16598640999278347
3;0;0;0.16209221133334095
3;1;1;1.0495025901014383
3;1;1;1.2725559190490898
3;0;0;0.10056890363100557
3;0;0;0.0014009824636393997
3;0;0;-0.05756499866162457
3;1;1;0.5010132461062884
3;1;1;0.7194267946335458
3;1;1;0.7214305552226034
3;0;0;0.1579088086459629
3;0;1;0.6259171070456866
3;1;1;0.8698902252281968
4;0;0;0.16240358330085414
4;0;0;0.04401921374739587
4;0;0;0.14059528270965216
4;0;0;0.07012305426284865
4;1;1;0.8526134730986302
4;1;1;1.0219370120973232
4;1;1;0.9656304370204918
4;1;1;1.2603616026602384
4;0;0;-0.06981647620371323
4;0;0;0.1437847233238761
4;1;0;0.23437224707405702
4;0;0;0.22872860554080487
4;0;1;0.6966107857538476
4;1;1;0.9478451596238837
4;1;1;0.7776011354658936
4;1;1;0.806007013917797
