fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;0.7577067524072124
1;1;1;0.7871372543372033
1;1;1;0.7198723661355063
1;0;0;-0.035374768520647804
1;0;0;-0.07195976847644214
1;0;0;-0.10136147135357143
1;1;1;0.8613729359722155
1;1;1;0.8872898462878372
1;0;0;-0.15082466472533052
1;0;0;-0.16259735368338035
1;0;0;-0.2075161935427856
1;1;1;0.9223206404894231
1;1;1;1.1925692609260021
1;1;1;1.2180994243507925
1;0;0;0.01938341203060845
1;0;0;0.2384935710159546
2;0;0;0.058680877541256504
2;0;0;-0.0025612041858475987
2;0;0;-0.01135159389674345
2;1;1;0.7614954955350655
2;1;1;0.7798543339095811
2;0;0;0.01712607362342805
2;0;0;-0.07127933451510615
2;0;0;-0.08670633474841505
2;1;1;0.9926703558879395
2;1;1;0.895215730615811
2;0;0;0.029503733802253018
2;0;0;0.32879104940903003
2;1;1;0.9127261150578968
2;1;1;0.9643202545956429
2;1;1;1.0149203479448474
2;1;1;1.0798377017405474
3;0;0;0.031901619405624304
3;1;1;0.8384262624138025
3;1;1;0.7384452759510389
3;0;0;-0.0032566031285607977
3;0;0;-0.041323871867876116
3;1;1;1.0059892588061294
3;1;1;0.8828675152683546
3;0;0;0.37509873022446094
3;0;0;0.33410107798842903
3;0;0;0.3069713199429033
3;1;1;0.900185560269116
3;1;1;1.3082592676328486
3;1;1;1.3393295552566804
3;0;0;0.031161633606896832
3;0;0;0.2653033170100968
3;1;1;0.9324909578935019
4;0;0;0.06462175887661836
4;0;0;0.05292006842404007
4;0;0;-0.04504441739034093
4;0;0;-0.07506034580530552
4;1;1;0.7592359217462643
4;1;1;1.01590148135784
4;1;1;1.0364429311185928
4;1;1;0.8289270402762093
4;0;0;-0.13303511330907825
4;0;0;0.32522131150847444
4;1;1;0.9407620118175279
4;0;0;0.04340756884937358
4;0;0;0.29406333992996603
4;1;1;0.9566739995076692
4;1;1;1.0497585534107428
4;1;1;1.074160440519889
