posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1960;0.0;0.0;0.08711111111111111;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
2;1940;0.0;0.0;0.07582603599973327;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
3;1950;0.0;0.0;0.0754825504909995;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
4;1920;0.0;0.0;0.07528746263809301;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
5;1900;0.0;0.0;0.06479682922638354;1.8991040067982737e-11;3.513273448434805e-10;0.710840570719603;0.9765625;True;0.9765625
6;1970;0.0;0.0;0.04581394228641115;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
7;1910;0.0;0.0;0.03469985804619951;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
8;415;0.0;0.0;0.03379564899710089;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;-0.96875;True;0.96875
9;1570;0.0;0.0;0.03194045323908133;6.101286197809811e-09;2.1354501692334332e-08;0.5290661833126551;0.845703125;True;0.845703125
10;1990;0.0;0.0;0.02721440640666067;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;0.96875;True;0.96875
11;445;0.0;0.0;0.02601843554784731;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;-0.96875;True;0.96875
12;2010;0.0;0.0;0.02021944876132382;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;0.96875;True;0.96875
13;2050;0.0;0.0;0.01948119617189826;1.3985490949055454e-09;8.77193943012622e-09;0.5753363446029777;0.880859375;True;0.880859375
14;1311;0.0;0.0;0.01939278937381404;1.993662014812841e-08;4.336162027975755e-08;0.4919471153846154;-0.81640625;True;0.81640625
15;2090;0.0;0.0;0.018824609733700638;2.942002935189199e-09;1.311749569581097e-08;0.5519657258064516;0.86328125;True;0.86328125
16;1500;0.0;0.0;0.017056573056573054;2.299723891442753e-09;1.1338302166704534e-08;0.559703590260546;0.869140625;True;0.869140625
17;1161;0.0;0.0;0.016701400560224084;1.2474358573816622e-08;3.2385961309997324e-08;0.5066377171215881;-0.828125;True;0.828125
18;1151;0.0;0.0;0.01659259259259259;1.1529554898372289e-08;3.169854838681174e-08;0.5091065058933003;-0.830078125;True;0.830078125
19;2000;0.0;0.0;0.01574718614718614;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;0.96875;True;0.96875
20;1520;0.0;0.0;0.01028420611646418;3.463959229986913e-09;1.4988566204015105e-08;0.5468362282878412;0.859375;True;0.859375
21;1331;0.0;0.0;0.010212986733803787;1.2474358573816622e-08;3.2385961309997324e-08;0.5066377171215881;-0.828125;True;0.828125
22;2440;0.0;0.0;0.009871568023863655;1.1557460629092276e-10;1.0974236921420491e-09;0.6538461538461539;0.9375;True;0.9375
23;405;0.0;0.0;0.009535509535509535;2.501220681924586e-11;3.513273448434805e-10;0.7021431063895782;-0.970703125;True;0.970703125
24;1221;0.0;0.0;0.009393939393939392;1.2474358573816622e-08;3.2385961309997324e-08;0.5066377171215881;-0.828125;True;0.828125
25;1550;0.0;0.0;0.009368836291913214;6.610545638428298e-09;2.1589536790472035e-08;0.5265508684863525;0.84375;True;0.84375
26;495;0.0;0.0;0.009368836291913213;1.1832237171156026e-09;7.72863644523599e-09;0.5805937887717122;-0.884765625;True;0.884765625
27;1440;0.0;0.0;0.009116289937749312;6.610545638428298e-09;2.1589536790472035e-08;0.5265508684863525;0.84375;True;0.84375
28;2020;0.0;0.0;0.008820276497695852;7.407299726217156e-11;8.440206521372992e-10;0.6678766671836229;0.947265625;True;0.947265625
29;1470;0.0;0.0;0.008807082945013978;4.791988260662322e-09;1.8973683248298116e-08;0.5366470223325063;0.8515625;True;0.8515625
30;2120;0.0;0.0;0.008807082945013978;9.091393046474009e-08;1.444341373998311e-07;0.4444905397022333;0.77734375;True;0.77734375
31;2448;0.0;0.0;0.008807082945013978;1.1557460629092276e-10;1.0974236921420491e-09;0.6538461538461539;0.9375;True;0.9375
32;2430;0.0;0.0;0.008723710621712571;1.6445415191184615e-10;1.411278098624253e-09;0.6427264267990075;0.9296875;True;0.9296875
33;2030;0.0;0.0;0.008708994708994708;1.2626209022091295e-10;1.1308451835942903e-09;0.6510574984491315;0.935546875;True;0.935546875
