posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1960;0.0;0.0;0.08711111111111111;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
2;1940;0.0;0.0;0.07582603599973327;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
3;1950;0.0;0.0;0.0754825504909995;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
4;1920;0.0;0.0;0.07528746263809301;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
5;1900;0.0;0.0;0.06479682922638354;1.8991040067982737e-11;3.513273448434805e-10;0.710840570719603;0.9765625;True;0.9765625
6;1970;0.0;0.0;0.04581394228641115;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
7;1910;0.0;0.0;0.03469985804619951;6.211923275036763e-12;1.7217100860946486e-10;0.7461538461538462;1.0;True;1.0
8;415;0.0;0.0;0.03379564899710089;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;-0.96875;True;0.96875
9;1570;0.0;0.0;0.03194045323908133;6.101286197809811e-09;2.1354501692334332e-08;0.5290661833126551;0.845703125;True;0.845703125
10;1990;0.0;0.0;0.02721440640666067;2.7407301401734218e-11;3.513273448434805e-10;0.6992555831265509;0.96875;True;0.96875
