dia;banda_nm;p_valor;q_fdr;epsilon2;delta_cliff;significativa;grupo_spearman;vip_pls_da;vip_acima_de_1;abs_delta_cliff
D03;1375;0.0038913442582605;0.0045580508701841;0.1182876473325062;-0.419921875;True;98;2.2766645782410504;True;0.419921875
D03;1366;6.262373147189395e-08;1.891624053738652e-07;0.4561365927419355;-0.787109375;True;97;2.134280156214947;True;0.787109375
D03;1361;5.074855094390451e-10;3.898325018200306e-09;0.6072299550248139;-0.904296875;True;96;1.9699011833162634;True;0.904296875
D03;716;0.1396791414299927;0.1492093328504765;0.0190562965260545;0.21484375;False;32;1.6630126763840871;True;0.21484375
D03;710;0.1361153922031494;0.1458582389804908;0.0196989376550868;0.216796875;False;31;1.6398078817367783;True;0.216796875
D03;1351;7.407299726217156e-11;3.412504748200997e-09;0.6678766671836229;-0.947265625;True;95;1.6219824237478708;True;0.947265625
D03;1841;0.023256834475639;0.0259097053283735;0.0669228830645161;0.330078125;True;144;1.4515237006816388;True;0.330078125
D03;1832;0.0316863885397937;0.0349402058575897;0.0583126550868486;0.3125;True;143;1.4000678323969895;True;0.3125
D03;1852;0.0115927323178685;0.0131290414047202;0.0866470223325062;0.3671875;True;145;1.3551610826268616;True;0.3671875
D03;1392;0.0026324803420657;0.0031317965090353;0.1297766749379652;0.4375;True;99;1.280872471797557;True;0.4375
D03;1862;0.0035718166674686;0.0041981638882396;0.120800054280397;0.423828125;True;146;1.2100337531602365;True;0.423828125
D03;1518;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;112;1.2011543000546854;True;0.923828125
D03;1527;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;113;1.1980370142558947;True;0.923828125
D03;1340;9.67857429078963e-11;3.412504748200997e-09;0.65944091191067;-0.94140625;True;94;1.1972839362871421;True;0.94140625
D03;1538;3.301660969487133e-10;3.621233501827866e-09;0.6207661290322581;0.9140625;True;114;1.1936925373449558;True;0.9140625
D03;1507;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;111;1.1901573439203628;True;0.923828125
D03;1547;6.554203169988431e-10;4.510963322700092e-09;0.5991780397022334;0.8984375;True;115;1.1879877819239484;True;0.8984375
D03;405;3.6020412458034424e-11;3.412504748200997e-09;0.690627907878412;-0.962890625;True;0;1.1818804948319386;True;0.962890625
D03;1497;2.7766432995606736e-10;3.4306598839752663e-09;0.6262213089330024;0.91796875;True;110;1.1739861517485664;True;0.91796875
D03;1557;1.6518962475870402e-09;9.20662827119842e-09;0.5701021634615385;0.876953125;True;116;1.1726258617329683;True;0.876953125
