posicao;banda_nm;importancia_gini
1;1925;0.0678819363284692
2;1375;0.06599246091550022
3;1945;0.05204618593675283
4;715;0.050231953024603815
5;1955;0.0472803803500401
6;1905;0.046826324646234575
7;405;0.046043845234626214
8;725;0.041856649476610504
9;1965;0.03736580400773636
10;1385;0.03565743241556131
11;1365;0.03085863197058866
12;415;0.02896313325938799
13;2450;0.024915500110346517
14;705;0.023692486529933162
15;425;0.01960577507745544
16;1915;0.017473836385525472
17;1975;0.01641768948186435
18;1935;0.015498871905893467
19;1355;0.01211780449836033
20;1795;0.011305884320739203
21;1265;0.010503101334876513
22;1275;0.010402552211484601
23;445;0.010282365278863228
24;2445;0.010067609593424294
25;1225;0.009356257233728483
26;2005;0.00885802857563293
27;545;0.00871582984767018
28;1255;0.00804442950554234
29;1705;0.00756266655772257
30;465;0.007341627387768239
31;1865;0.007210016025151422
32;1625;0.006903200159014111
33;2255;0.006615550216950647
34;595;0.006204362472146116
35;1845;0.006081619443249324
36;735;0.005786008230452675
37;745;0.00507379560011139
38;1305;0.004768766610991872
39;2245;0.004709727028066129
40;1135;0.004598645509144673
41;1815;0.004411860540892799
42;1115;0.004359746657283603
43;1545;0.00427807486631016
44;605;0.004247767161939503
45;1895;0.004154573341060237
46;2435;0.00414808224031641
47;1205;0.004096409682507439
48;1395;0.004001814882032668
49;1095;0.003981566820276498
50;1055;0.0038327660994327667
51;1315;0.003823251823251822
52;1035;0.0037444748494851444
53;2165;0.003718338357634545
54;435;0.0037058640074530257
55;1985;0.003680897393253148
56;1075;0.0035483870967741938
57;1665;0.003518680135343927
58;2015;0.003460487225193107
59;455;0.003279352226720648
60;2425;0.003276585887906642
61;2085;0.003114488990966796
62;1715;0.0031084310489279156
63;1145;0.0029425287356321835
64;755;0.002848711504306156
65;1015;0.002813766923847997
66;1415;0.0028125
67;2185;0.002521517468885889
68;1745;0.0023214812715537138
69;1585;0.002264800150829563
70;2115;0.002252999858473954
71;855;0.0022222222222222214
72;1505;0.0022182835086060892
73;1555;0.0022093730979914792
74;1725;0.0022080386406762116
75;2065;0.002144951822371177
76;1085;0.0018338424568263279
77;1605;0.001818763315537509
78;1805;0.0017912842159109826
79;505;0.001758395464138972
80;565;0.0017422867513611623
81;895;0.0017335021917891775
82;555;0.0017001897533206833
83;475;0.0016814449917898191
84;625;0.0016602752086623057
85;805;0.0016320285604998082
86;1175;0.0015743315508021394
87;2295;0.0015068096203998834
88;575;0.0011957163733123948
89;2415;0.0011904761904761904
90;865;0.0011885714285714295
91;1695;0.0011822660098522167
92;1335;0.001171875
93;2385;0.0011464397671294225
94;2155;0.0010924608819345664
95;1565;0.0010796221322537112
96;1025;0.0010754959467895275
97;2135;0.0010467940167606462
98;1535;0.0009235209235209235
99;2025;0.0008407224958949096
100;1685;0.00075
101;695;0.0006943717911459844
102;2235;0.0006906572246751968
103;655;0.0006145900284736464
104;915;0.0006117858749437699
105;1645;0.0006105006105006109
106;1215;0.0006031746031746035
107;1825;0.0005780885780885783
108;2105;0.0005757984705353126
109;2315;0.0005630498533724342
110;1465;0.000547008547008547
111;1185;0.0005424107142857143
112;975;0.0005303818623277524
113;2375;0.0003987931260658541
114;1165;0.00039705882352941203
115;2395;0.00031746031746031746
116;825;0.00031280547409579673
117;1835;0.00015599649617244876
118;2175;0.00014611102330400636
119;2365;0.0001370385886514914
120;2325;9.299145299145245e-05
121;1245;8.757525998905326e-05
122;2285;8.341479309221215e-05
123;1875;0.0
124;1885;0.0
125;535;0.0
126;1995;0.0
127;2035;0.0
128;2405;0.0
129;2355;0.0
130;2345;0.0
131;2335;0.0
132;2305;0.0
133;2275;0.0
134;2265;0.0
135;2225;0.0
136;2215;0.0
137;2205;0.0
138;2195;0.0
139;2145;0.0
140;1855;0.0
141;2095;0.0
142;2075;0.0
143;2055;0.0
144;2045;0.0
145;2125;0.0
146;1495;0.0
147;1785;0.0
148;1775;0.0
149;1005;0.0
150;995;0.0
151;985;0.0
152;965;0.0
153;955;0.0
154;945;0.0
155;935;0.0
156;925;0.0
157;905;0.0
158;885;0.0
159;875;0.0
160;845;0.0
161;835;0.0
162;815;0.0
163;795;0.0
164;785;0.0
165;775;0.0
166;765;0.0
167;515;0.0
168;525;0.0
169;685;0.0
170;675;0.0
171;665;0.0
172;645;0.0
173;635;0.0
174;615;0.0
175;585;0.0
176;1045;0.0
177;1065;0.0
178;1105;0.0
179;1475;0.0
180;1765;0.0
181;1755;0.0
182;1735;0.0
183;1675;0.0
184;1655;0.0
185;1635;0.0
186;1615;0.0
187;1595;0.0
188;1575;0.0
189;1525;0.0
190;1515;0.0
191;1485;0.0
192;1455;0.0
193;1125;0.0
194;1445;0.0
195;1425;0.0
196;1405;0.0
197;485;0.0
198;495;0.0
199;1345;0.0
200;1325;0.0
201;1295;0.0
202;1285;0.0
203;1235;0.0
204;1195;0.0
205;1155;0.0
206;1435;0.0
