modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
gradient_boosting;por_genotipo;CD202;0.9713064713064712;0.040921760744490644;0.960720411663808;0.06545149782002753;0.9866666666666667;0.029814239699997195;0.9724375143315754;0.038799497790937894;0.9426765241615772;0.08172855183024373;0.9939023081052067;0.010692992028631866
