modelo;modo;genotipo;fold;banda_nm;importancia;desvio
gradient_boosting;por_genotipo;CD202;1;1968;0.2104395604395604;0.03920398014143566
gradient_boosting;por_genotipo;CD202;1;1347;0.12307692307692306;0.03158265464439541
gradient_boosting;por_genotipo;CD202;1;1531;0.12307692307692306;0.026373626373626367
gradient_boosting;por_genotipo;CD202;1;1842;0.03626373626373625;0.007036400260915209
gradient_boosting;por_genotipo;CD202;1;1367;-0.009890109890109938;0.006862635163075178
gradient_boosting;por_genotipo;CD202;2;1968;0.3203296703296703;0.04856036371407231
gradient_boosting;por_genotipo;CD202;2;1531;0.14725274725274723;0.022359329614698685
gradient_boosting;por_genotipo;CD202;2;1842;0.058791208791208784;0.014019066837552833
gradient_boosting;por_genotipo;CD202;2;1347;0.030219780219780206;0.020225453098138432
gradient_boosting;por_genotipo;CD202;2;1367;0.0016483516483516425;0.00392386177392463
gradient_boosting;por_genotipo;CD202;3;1968;0.225;0.03699766425727207
gradient_boosting;por_genotipo;CD202;3;1531;0.20555555555555555;0.03397529966982368
gradient_boosting;por_genotipo;CD202;3;1347;0.12499999999999997;0.025549516194593138
gradient_boosting;por_genotipo;CD202;3;1842;0.024999999999999967;0.01485526884124549
gradient_boosting;por_genotipo;CD202;3;1367;0.012777777777777732;0.007264831572567763
gradient_boosting;por_genotipo;CD202;4;1968;0.3038888888888889;0.042203943411797104
gradient_boosting;por_genotipo;CD202;4;1531;0.14;0.030102704853653475
gradient_boosting;por_genotipo;CD202;4;1842;0.07555555555555553;0.015555555555555564
gradient_boosting;por_genotipo;CD202;4;1347;0.022222222222222216;0.012668615834434864
gradient_boosting;por_genotipo;CD202;4;1367;0.01722222222222221;0.00743282675569983
gradient_boosting;por_genotipo;CD202;5;1968;0.26055555555555554;0.025933200037741806
gradient_boosting;por_genotipo;CD202;5;1531;0.18555555555555556;0.024620577562400367
gradient_boosting;por_genotipo;CD202;5;1842;0.06222222222222222;0.01507184440694503
gradient_boosting;por_genotipo;CD202;5;1347;0.037777777777777764;0.0146565621758588
gradient_boosting;por_genotipo;CD202;5;1367;0.023333333333333327;0.010482201257840672
