modelo;modo;genotipo;estagio_preprocessamento;alvo;classe_positiva;bandas_nm;estrategia_validacao;grupo_validacao;k_folds;amostras;semente
gradient_boosting;por_genotipo;CD202;normalizado;condicao;NIRRIG;1968, 1347, 1531, 1367, 1842;StratifiedGroupKFold;nomenclaura;5;644;42
