n_componentes;r2_cv_bloco;rmse_cv_bloco
1;0.489027965825105;22.30276885517556
2;0.28015726007278197;26.471529311091672
3;0.07566054783554987;29.996871487080163
4;0.31754431762747315;25.774927046069156
5;0.14602887256251973;28.832467514888723
6;0.16990339878742988;28.426574931028043
