banda_nm;rho_spearman_etr;p_spearman_etr;passa_p_0001;intervalo_10nm
350;0.6027397402760242;0.0018254770129377004;False;0
351;0.5805610052442224;0.0029354918303742283;False;0
352;0.6470972103396277;0.0006317071218968035;True;0
353;0.49575995953439217;0.01375423733564071;False;0
354;0.5662100590471743;0.003923300803792631;False;0
355;0.695368574820608;0.00016193490352465616;True;0
356;0.582735391031654;0.002806045097408356;False;0
357;0.5440313240153725;0.005993537303179523;False;0
358;0.5188084488811666;0.009387769588077848;False;0
359;0.5692541991495784;0.003693173501900316;False;0
360;0.6327462641425795;0.0009063359690742674;True;1
361;0.5896934255514349;0.0024238352284497973;False;1
362;0.5240269747710022;0.00857887094757096;False;1
363;0.5823005138741677;0.002831539796220406;False;1
364;0.5788214966142773;0.0030426596334559306;False;1
365;0.5379430438105641;0.006699973944727586;False;1
366;0.5596869016848796;0.004457390811321536;False;1
367;0.6118721605832367;0.001486017866782627;False;1
368;0.5853446539765719;0.0026571282447197145;False;1
369;0.5957817057562431;0.002126614399979901;False;1
370;0.6527506133869497;0.0005452033480911967;True;2
371;0.6466623331821414;0.0006388263163152441;True;2
372;0.6044792489059694;0.0017561537181567143;False;2
373;0.601000231646079;0.0018971214034617051;False;2
374;0.5940421971262979;0.0022081826162188064;False;2
375;0.575777356511873;0.0032381802784039473;False;2
376;0.5836051453466267;0.0027556392291313257;False;2
377;0.6062187575359147;0.001689090026688963;False;2
378;0.6031746174335104;0.0018079310092686575;False;2
379;0.623613843835367;0.0011300482431179726;False;2
380;0.6227440895203944;0.0011536331745738717;False;3
381;0.6114372834257503;0.0015008596448770851;False;3
382;0.5923026884963528;0.0022923978828094586;False;3
383;0.570123953464551;0.0036295558412992412;False;3
384;0.5866492854490308;0.0025852210397203845;False;3
385;0.598390968701161;0.0020090775562370843;False;3
386;0.6214394580479355;0.0011898019556315907;False;3
387;0.6410089301348193;0.0007378749411439359;True;3
388;0.6192650722605039;0.0012522452214188944;False;3
389;0.6366601585599563;0.0008228183351817089;True;3
390;0.630571878355148;0.000955810273016512;True;4
391;0.6144814235281545;0.001399576916959882;False;4
392;0.617960440788045;0.0012910430246674666;False;4
393;0.6327462641425795;0.0009063359690742674;True;4
394;0.6388345443473878;0.0007793501018017253;True;4
395;0.63622528140247;0.0008317580232106667;True;4
396;0.6523157362294634;0.0005514726809660541;True;4
397;0.6336160184575522;0.0008871722546985451;True;4
398;0.6118721605832367;0.001486017866782627;False;4
399;0.6288323697252028;0.0009970445793285392;True;4
400;0.6479669646546004;0.0006176739817693589;True;5
401;0.6375299128749289;0.00080518689706966;True;5
402;0.6297021240401753;0.0009762403202724161;True;5
403;0.6401391758198468;0.0007542307685250224;True;5
404;0.6383996671899016;0.0007878818220296633;True;5
405;0.6392694215048741;0.0007708980971178822;True;5
406;0.6070885118508873;0.0016563866455725385;False;5
407;0.6566645078043264;0.0004914962663377362;True;5
408;0.6627527880091348;0.0004170494928981449;True;5
409;0.6297021240401753;0.0009762403202724161;True;5
410;0.612307037740723;0.0014713018049942609;False;6
411;0.5896934255514349;0.0024238352284497973;False;6
412;0.612307037740723;0.0014713018049942609;False;6
413;0.6175255636305587;0.0013042024035823947;False;6
414;0.630571878355148;0.000955810273016512;True;6
415;0.6497064732845457;0.0005904134158680545;True;6
416;0.6331811413000658;0.0008967100711282425;True;6
417;0.6497064732845457;0.0005904134158680545;True;6
418;0.647532087497114;0.0006246565270435821;True;6
419;0.6185297955632882;0.0012739864478281608;False;6
420;0.5966514600712158;0.002086801731262726;False;7
421;0.6192650722605039;0.0012522452214188944;False;7
422;0.6397042986623603;0.0007625251905965477;True;7
423;0.6379647900324151;0.0007964938788656804;True;7
424;0.630571878355148;0.000955810273016512;True;7
425;0.6227440895203944;0.0011536331745738717;False;7
426;0.6288323697252028;0.0009970445793285392;True;7
427;0.6379647900324151;0.0007964938788656804;True;7
428;0.6231789666778808;0.0011417884596949994;False;7
429;0.6188301951030176;0.0012650652406635185;False;7
430;0.63622528140247;0.0008317580232106667;True;8
431;0.6188301951030176;0.0012650652406635185;False;8
432;0.6214394580479355;0.0011898019556315907;False;8
433;0.6014351088035652;0.0018789892945971565;False;8
434;0.6166558093155861;0.001330866203004794;False;8
435;0.6388345443473878;0.0007793501018017253;True;8
436;0.640574052977333;0.000746014220845983;True;8
437;0.5970863372287021;0.0020671345936490236;False;8
438;0.6040443717484831;0.0017732703226765345;False;8
439;0.6092628976383188;0.001576985075870822;False;8
440;0.6092628976383188;0.001576985075870822;False;9
441;0.6070885118508873;0.0016563866455725385;False;9
442;0.6275277382527439;0.001028964943716256;False;9
443;0.640574052977333;0.000746014220845983;True;9
444;0.6570993849618127;0.000485821638187457;True;9
445;0.6501413504420319;0.0005837629876363063;True;9
446;0.624918475307826;0.0010954470198568742;False;9
447;0.6101326519532915;0.0015461480532211916;False;9
448;0.6014351088035652;0.0018789892945971565;False;9
449;0.6153511778431272;0.0013717368396254032;False;9
450;0.6101326519532915;0.0015461480532211916;False;10
451;0.626359286646368;0.0010582946728270469;False;10
452;0.6327462641425795;0.0009063359690742674;True;10
453;0.6205697037329628;0.001214451059950307;False;10
454;0.6205697037329628;0.001214451059950307;False;10
455;0.6347618161933603;0.0008624592290706467;True;10
456;0.6118721605832367;0.001486017866782627;False;10
457;0.6057838803784283;0.0017056474292014084;False;10
458;0.6127419148982093;0.0014567105886435076;False;10
459;0.6162209321580997;0.0013443722636240967;False;10
460;0.6196999494179902;0.0012395367150737071;False;11
461;0.6275277382527439;0.001028964943716256;False;11
462;0.6188301951030176;0.0012650652406635185;False;11
463;0.6205697037329628;0.001214451059950307;False;11
464;0.6137451065680731;0.0014235224450075952;False;11
465;0.6031746174335104;0.0018079310092686575;False;11
466;0.6023048631185379;0.0018431680791484771;False;11
467;0.6023048631185379;0.0018431680791484771;False;11
468;0.6075233890083737;0.0016402388110043915;False;11
469;0.59969560017362;0.0019524155929471218;False;11
470;0.5979560915436748;0.0020282735343045252;False;12
471;0.5979560915436748;0.0020282735343045252;False;12
472;0.6023048631185379;0.0018431680791484771;False;12
473;0.6067855589386689;0.0016677159544978047;False;12
474;0.6083931433233463;0.0016083462487081095;False;12
475;0.6023048631185379;0.0018431680791484771;False;12
476;0.6031746174335104;0.0018079310092686575;False;12
477;0.6083931433233463;0.0016083462487081095;False;12
478;0.5909980570238937;0.002357337901854993;False;12
479;0.6083931433233463;0.0016083462487081095;False;12
480;0.613611669213182;0.001427899231193609;False;13
481;0.6196999494179902;0.0012395367150737071;False;13
482;0.6023048631185379;0.0018431680791484771;False;13
483;0.5909980570238937;0.002357337901854993;False;13
484;0.5988258458586475;0.0019900365831586296;False;13
485;0.5909980570238937;0.002357337901854993;False;13
486;0.5962165829137296;0.0021066279865614526;False;13
487;0.5962165829137296;0.0021066279865614526;False;13
488;0.606653634693401;0.001672670075580998;False;13
489;0.5909980570238937;0.002357337901854993;False;13
490;0.5988258458586475;0.0019900365831586296;False;14
491;0.6031746174335104;0.0018079310092686575;False;14
492;0.611002406268264;0.0015158280146437525;False;14
493;0.6159199652022619;0.0013537880279400902;False;14
494;0.6170906864730723;0.001317476523733753;False;14
495;0.613611669213182;0.001427899231193609;False;14
496;0.6150500217485863;0.0013813224252601326;False;14
497;0.6144814235281545;0.001399576916959882;False;14
498;0.6118721605832367;0.001486017866782627;False;14
499;0.6310067555126343;0.0009457338374243611;True;14
500;0.6188301951030176;0.0012650652406635185;False;15
501;0.6023048631185379;0.0018431680791484771;False;15
502;0.6127419148982093;0.0014567105886435076;False;15
503;0.6188301951030176;0.0012650652406635185;False;15
504;0.622309212362908;0.0011655831503259934;False;15
505;0.6101326519532915;0.0015461480532211916;False;15
506;0.5883887940789759;0.0024919198440299115;False;15
507;0.5805610052442224;0.0029354918303742283;False;15
508;0.5840400225041129;0.0027307256685866104;False;15
509;0.5901283027089212;0.0024014945764987417;False;15
510;0.5875190397640033;0.002538206407164313;False;16
511;0.5709937077795236;0.0035668660963558262;False;16
512;0.5431615697003999;0.006090464340869722;False;16
513;0.5396825524405093;0.0064913881610563435;False;16
514;0.5196782031961391;0.009248728476407682;False;16
515;0.5014133625817142;0.012553683590634772;False;16
516;0.4866275392271797;0.015891494738721392;False;16
517;0.4614046640929738;0.023236791886197965;False;16
518;0.47140683871515887;0.020051490324276545;False;16
519;0.4548815067306792;0.025525535342729628;False;16
520;0.42617961433658275;0.037838086773247834;False;17
521;0.36877582954838994;0.07618089015512207;False;17
