banda_nm;rho_spearman_etr;p_spearman_etr;passa_p_0001;intervalo_10nm
350;0.22;0.3016203705478415;False;0
351;0.2008695652173913;0.3466205027349788;False;0
352;0.26608695652173914;0.2088362148101018;False;0
353;0.15652173913043477;0.46515629787569085;False;0
354;0.2208695652173913;0.29966517423017186;False;0
355;0.23391304347826083;0.27128359982868233;False;0
356;0.2773913043478261;0.1894123670698223;False;0
357;0.22347826086956518;0.2938468714348544;False;0
358;0.21913043478260866;0.3035834439172304;False;0
359;0.24086956521739128;0.2568724180084134;False;0
360;0.18086956521739128;0.3976742074169041;False;1
361;0.20869565217391303;0.32775348376704777;False;1
362;0.21130434782608692;0.3216050354597519;False;1
363;0.24;0.25864624054600843;False;1
364;0.19999999999999998;0.34875573272354565;False;1
365;0.1652173913043478;0.4404029231283095;False;1
366;0.21739130434782608;0.30753321054890714;False;1
367;0.2452173913043478;0.24812129907550173;False;1
368;0.20608695652173914;0.3339723271430129;False;1
369;0.19217391304347822;0.3683204887556275;False;1
370;0.17304347826086955;0.4187403495722348;False;2
371;0.17739130434782607;0.40696255139715676;False;2
372;0.23826086956521736;0.26221750952163625;False;2
373;0.2417391304347826;0.25510646621773336;False;2
374;0.23826086956521736;0.26221750952163625;False;2
375;0.24;0.25864624054600843;False;2
376;0.23478260869565212;0.2694546117695452;False;2
377;0.22347826086956518;0.2938468714348544;False;2
378;0.23652173913043475;0.265820294159618;False;2
379;0.2452173913043478;0.24812129907550173;False;2
380;0.2452173913043478;0.24812129907550173;False;3
381;0.25130434782608696;0.23619938811607966;False;3
382;0.2773913043478261;0.1894123670698223;False;3
383;0.2626086956521739;0.21507317009837784;False;3
384;0.2434782608695652;0.25159816184284295;False;3
385;0.22869565217391302;0.28242320763631645;False;3
386;0.24086956521739128;0.2568724180084134;False;3
387;0.25565217391304346;0.22791835585505177;False;3
388;0.2226086956521739;0.295778422534422;False;3
389;0.20956521739130432;0.32569617157142167;False;3
390;0.21043478260869564;0.32364668696950194;False;4
391;0.23391304347826083;0.27128359982868233;False;4
392;0.25130434782608696;0.23619938811607966;False;4
393;0.2573913043478261;0.22466048988773973;False;4
394;0.21304347826086956;0.317545252451291;False;4
395;0.2217391304347826;0.2977178574717595;False;4
396;0.22869565217391302;0.28242320763631645;False;4
397;0.23565217391304347;0.2676335104066907;False;4
398;0.25217391304347825;0.23452757092161952;False;4
399;0.23652173913043475;0.265820294159618;False;4
400;0.23652173913043475;0.265820294159618;False;5
401;0.19043478260869565;0.3727527778427132;False;5
402;0.23304347826086955;0.27312047592983013;False;5
403;0.24608695652173912;0.24639464844484835;False;5
404;0.2295652173913043;0.28054687940936796;False;5
405;0.25478260869565217;0.2295589641942164;False;5
406;0.23304347826086955;0.27312047592983013;False;5
407;0.24260869565217388;0.25334838197246123;False;5
408;0.2430963310348467;0.25236592406119374;False;5
409;0.24260869565217388;0.25334838197246123;False;5
410;0.20434782608695648;0.338157248513176;False;6
411;0.18956521739130433;0.374980391143915;False;6
412;0.23130434782608694;0.27681789646261495;False;6
413;0.2069565217391304;0.33189156768314726;False;6
414;0.21391304347826084;0.3155271306915456;False;6
415;0.20956521739130432;0.32569617157142167;False;6
416;0.1695652173913043;0.4282952504035892;False;6
417;0.20956521739130432;0.32569617157142167;False;6
418;0.20956521739130432;0.32569617157142167;False;6
419;0.20347826086956516;0.3402613966398865;False;6
420;0.19217391304347822;0.3683204887556275;False;7
421;0.19652173913043475;0.35737406951590367;False;7
422;0.20347826086956516;0.3402613966398865;False;7
423;0.21565217391304345;0.31151444912851095;False;7
424;0.2121739130434782;0.31957122228868073;False;7
425;0.21391304347826084;0.3155271306915456;False;7
426;0.21565217391304345;0.31151444912851095;False;7
427;0.1826086956521739;0.39307499311229416;False;7
428;0.17739130434782607;0.40696255139715676;False;7
429;0.1826086956521739;0.39307499311229416;False;7
430;0.19826086956521738;0.35304943524240406;False;8
431;0.19043478260869565;0.3727527778427132;False;8
432;0.18956521739130433;0.374980391143915;False;8
433;0.1843478260869565;0.38850589974170086;False;8
434;0.2121739130434782;0.31957122228868073;False;8
435;0.18608695652173912;0.38396703397174836;False;8
436;0.19043478260869565;0.3727527778427132;False;8
437;0.20434782608695648;0.338157248513176;False;8
438;0.19999999999999998;0.34875573272354565;False;8
439;0.18608695652173912;0.38396703397174836;False;8
440;0.18608695652173912;0.38396703397174836;False;9
441;0.1826086956521739;0.39307499311229416;False;9
442;0.1826086956521739;0.39307499311229416;False;9
443;0.1878260869565217;0.3794584983173827;False;9
444;0.18608695652173912;0.38396703397174836;False;9
445;0.18608695652173912;0.38396703397174836;False;9
446;0.1878260869565217;0.3794584983173827;False;9
447;0.18608695652173912;0.38396703397174836;False;9
448;0.18608695652173912;0.38396703397174836;False;9
449;0.1878260869565217;0.3794584983173827;False;9
450;0.1878260869565217;0.3794584983173827;False;10
451;0.1878260869565217;0.3794584983173827;False;10
452;0.18608695652173912;0.38396703397174836;False;10
453;0.1878260869565217;0.3794584983173827;False;10
454;0.1878260869565217;0.3794584983173827;False;10
455;0.18608695652173912;0.38396703397174836;False;10
456;0.1878260869565217;0.3794584983173827;False;10
457;0.1878260869565217;0.3794584983173827;False;10
458;0.1878260869565217;0.3794584983173827;False;10
459;0.1878260869565217;0.3794584983173827;False;10
460;0.19217391304347822;0.3683204887556275;False;11
461;0.19217391304347822;0.3683204887556275;False;11
462;0.1878260869565217;0.3794584983173827;False;11
463;0.1878260869565217;0.3794584983173827;False;11
464;0.1878260869565217;0.3794584983173827;False;11
465;0.1878260869565217;0.3794584983173827;False;11
466;0.1878260869565217;0.3794584983173827;False;11
467;0.1878260869565217;0.3794584983173827;False;11
468;0.1878260869565217;0.3794584983173827;False;11
469;0.19217391304347822;0.3683204887556275;False;11
470;0.1878260869565217;0.3794584983173827;False;12
471;0.19217391304347822;0.3683204887556275;False;12
472;0.17913043478260868;0.40230343183605977;False;12
473;0.1813437746717908;0.3964171570867089;False;12
474;0.1843478260869565;0.38850589974170086;False;12
475;0.18347826086956517;0.3907866745462584;False;12
476;0.18347826086956517;0.3907866745462584;False;12
477;0.18347826086956517;0.3907866745462584;False;12
478;0.1843478260869565;0.38850589974170086;False;12
479;0.1843478260869565;0.38850589974170086;False;12
480;0.1843478260869565;0.38850589974170086;False;13
481;0.18;0.3999850754506151;False;13
482;0.1843478260869565;0.38850589974170086;False;13
483;0.1843478260869565;0.38850589974170086;False;13
484;0.17913043478260868;0.40230343183605977;False;13
485;0.17913043478260868;0.40230343183605977;False;13
486;0.17913043478260868;0.40230343183605977;False;13
487;0.17913043478260868;0.40230343183605977;False;13
488;0.17913043478260868;0.40230343183605977;False;13
489;0.17913043478260868;0.40230343183605977;False;13
490;0.17913043478260868;0.40230343183605977;False;14
491;0.17913043478260868;0.40230343183605977;False;14
492;0.17913043478260868;0.40230343183605977;False;14
493;0.16869565217391302;0.4307022617209813;False;14
494;0.16173913043478258;0.45021888484637085;False;14
495;0.15652173913043477;0.46515629787569085;False;14
496;0.1782608695652174;0.404629262071875;False;14
497;0.16173913043478258;0.45021888484637085;False;14
498;0.16173913043478258;0.45021888484637085;False;14
499;0.17304347826086955;0.4187403495722348;False;14
500;0.17304347826086955;0.4187403495722348;False;15
501;0.17304347826086955;0.4187403495722348;False;15
502;0.19565217391304346;0.3595479632342293;False;15
503;0.2078260869565217;0.32981861780551774;False;15
504;0.2078260869565217;0.32981861780551774;False;15
505;0.21565217391304345;0.31151444912851095;False;15
506;0.2295652173913043;0.28054687940936796;False;15
507;0.22347826086956518;0.2938468714348544;False;15
508;0.2226086956521739;0.295778422534422;False;15
509;0.2069565217391304;0.33189156768314726;False;15
510;0.19565217391304346;0.3595479632342293;False;16
511;0.1843478260869565;0.38850589974170086;False;16
512;0.1695652173913043;0.4282952504035892;False;16
513;0.17130434782608694;0.42350313678440465;False;16
514;0.17652173913043476;0.40930328479150085;False;16
515;0.1826086956521739;0.39307499311229416;False;16
516;0.1695652173913043;0.4282952504035892;False;16
517;0.15565217391304348;0.4676705101638169;False;16
518;0.15826086956521737;0.46014891272810615;False;16
519;0.18869565217391301;0.3772156351847256;False;16
520;0.16695652173913042;0.4355381053206146;False;17
521;0.1878260869565217;0.3794584983173827;False;17
522;0.17565217391304347;0.41165144697505396;False;17
523;0.18956521739130433;0.374980391143915;False;17
524;0.19217391304347822;0.3683204887556275;False;17
525;0.18086956521739128;0.3976742074169041;False;17
526;0.1843478260869565;0.38850589974170086;False;17
527;0.18521739130434778;0.3862326819021753;False;17
528;0.17652173913043476;0.40930328479150085;False;17
