modelo;modo;genotipo;fold;real;predito;n
pls_da;por_genotipo;CD202;1;IRRIG;IRRIG;45
pls_da;por_genotipo;CD202;1;NIRRIG;IRRIG;2
pls_da;por_genotipo;CD202;1;IRRIG;NIRRIG;1
pls_da;por_genotipo;CD202;1;NIRRIG;NIRRIG;43
pls_da;por_genotipo;CD202;2;IRRIG;IRRIG;41
pls_da;por_genotipo;CD202;2;NIRRIG;IRRIG;3
pls_da;por_genotipo;CD202;2;IRRIG;NIRRIG;5
pls_da;por_genotipo;CD202;2;NIRRIG;NIRRIG;42
pls_da;por_genotipo;CD202;3;IRRIG;IRRIG;43
pls_da;por_genotipo;CD202;3;NIRRIG;IRRIG;6
pls_da;por_genotipo;CD202;3;IRRIG;NIRRIG;2
pls_da;por_genotipo;CD202;3;NIRRIG;NIRRIG;39
pls_da;por_genotipo;CD202;4;IRRIG;IRRIG;43
pls_da;por_genotipo;CD202;4;NIRRIG;IRRIG;4
pls_da;por_genotipo;CD202;4;IRRIG;NIRRIG;3
pls_da;por_genotipo;CD202;4;NIRRIG;NIRRIG;40
pls_da;por_genotipo;CD202;5;IRRIG;IRRIG;43
pls_da;por_genotipo;CD202;5;NIRRIG;IRRIG;5
pls_da;por_genotipo;CD202;5;IRRIG;NIRRIG;2
pls_da;por_genotipo;CD202;5;NIRRIG;NIRRIG;40
