modelo;modo;genotipo;fold;accuracy;precision;recall;f1_score;kappa;auc_roc
pls_da;por_genotipo;CD202;1;0.967032967032967;0.9772727272727273;0.9555555555555556;0.9662921348314607;0.9340420391398888;0.9927536231884058
pls_da;por_genotipo;CD202;2;0.9120879120879121;0.8936170212765957;0.9333333333333333;0.9130434782608695;0.8242394978271367;0.9768115942028985
pls_da;por_genotipo;CD202;3;0.9111111111111111;0.9512195121951219;0.8666666666666667;0.9069767441860465;0.8222222222222222;0.9619753086419753
pls_da;por_genotipo;CD202;4;0.9222222222222223;0.9302325581395349;0.9090909090909091;0.9195402298850575;0.8442906574394464;0.9772727272727273
pls_da;por_genotipo;CD202;5;0.9222222222222223;0.9523809523809523;0.8888888888888888;0.9195402298850575;0.8444444444444444;0.9708641975308642
