grupo;banda_nm;posicao;via;efeito_tempo;p_tempo;q_tempo
IRRIG;1906;74;anova_mr;0.5244446502003048;9.71722535118336e-05;0.00028471470278967247
IRRIG;1931;75;anova_mr;0.5240232181836543;0.00014585527804268332;0.00037771360513326203
IRRIG;402;76;anova_mr;0.5236536993354001;9.155801021421281e-06;0.00011309789706989144
IRRIG;755;77;anova_mr;0.5234360925514662;1.7470620830696805e-06;7.709393255029373e-05
IRRIG;1932;78;anova_mr;0.5232837661425732;0.0001496121305190889;0.0003850118942216453
IRRIG;410;79;anova_mr;0.5231976203204327;8.468937784326403e-06;0.00011309789706989144
IRRIG;2418;80;anova_mr;0.523094377454116;1.9446916555615326e-06;7.709393255029373e-05
IRRIG;409;81;anova_mr;0.5228142039488145;8.47782067332293e-06;0.00011309789706989144
IRRIG;1905;82;anova_mr;0.5228076199222913;9.674256918107286e-05;0.0002842679217627227
IRRIG;1933;83;anova_mr;0.5224625368321061;0.00015312115147018892;0.00039207425925762477
IRRIG;411;84;anova_mr;0.5224278241971226;8.734659409307907e-06;0.00011309789706989144
IRRIG;403;85;anova_mr;0.5222117394876242;9.640812301271766e-06;0.00011309789706989144
IRRIG;408;86;anova_mr;0.522029375035376;8.741524398406294e-06;0.00011309789706989144
IRRIG;1934;87;anova_mr;0.5215649999244674;0.00015710830023089146;0.0003983771071454022
IRRIG;756;88;anova_mr;0.5214101683192126;1.7907997709661257e-06;7.709393255029373e-05
IRRIG;404;89;anova_mr;0.5210645766279066;9.982787584147878e-06;0.00011309789706989144
IRRIG;407;90;anova_mr;0.5210027714361863;9.286371661340175e-06;0.00011309789706989144
IRRIG;1904;91;anova_mr;0.5208317805422721;9.648222885684794e-05;0.0002842679217627227
IRRIG;412;92;anova_mr;0.5207481351416101;9.348977444523165e-06;0.00011309789706989144
IRRIG;2417;93;anova_mr;0.5207360093110589;2.0620383346326593e-06;7.709393255029373e-05
IRRIG;1935;94;anova_mr;0.5205782170310712;0.0001609932447168014;0.0004061465497099135
IRRIG;405;95;anova_mr;0.5203265373891764;1.0155270613210588e-05;0.00011309789706989144
IRRIG;406;96;anova_mr;0.52022712387622;9.968450085109169e-06;0.00011309789706989144
IRRIG;739;97;anova_mr;0.5201838563129663;4.345726063617671e-06;9.284462662999836e-05
IRRIG;1936;98;anova_mr;0.5196686343125739;0.00016425824917501645;0.0004118504511710987
IRRIG;757;99;anova_mr;0.5194835020811754;1.8402467447971477e-06;7.709393255029373e-05
IRRIG;2416;100;anova_mr;0.518600591082514;2.168037624263781e-06;7.709393255029373e-05
NIRRIG;1901;1;friedman;0.7643849206349205;4.5591507759490213e-10;7.040750148592219e-09
NIRRIG;1900;2;friedman;0.759920634920635;5.29393383479567e-10;7.040750148592219e-09
NIRRIG;1902;3;friedman;0.7584325396825393;5.564214525603659e-10;7.040750148592219e-09
NIRRIG;1950;4;friedman;0.7549603174603171;6.249581772084362e-10;7.040750148592219e-09
NIRRIG;1952;5;friedman;0.7470238095238094;8.148813946320402e-10;7.040750148592219e-09
NIRRIG;1951;6;friedman;0.7460317460317462;8.423517594592528e-10;7.040750148592219e-09
NIRRIG;1903;7;friedman;0.7455357142857137;8.56431232531764e-10;7.040750148592219e-09
NIRRIG;1966;8;friedman;0.7430555555555556;9.304267661283262e-10;7.040750148592219e-09
NIRRIG;1906;9;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1905;10;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1957;11;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1958;12;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1954;13;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1956;14;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1969;15;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1953;16;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1967;17;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1968;18;friedman;0.7410714285714283;9.94185690872954e-10;7.040750148592219e-09
NIRRIG;1972;19;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1974;20;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1973;21;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1976;22;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1975;23;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1977;24;friedman;0.7405753968253966;1.0107946559168875e-09;7.040750148592219e-09
NIRRIG;1970;25;friedman;0.740079365079365;1.0276802387198865e-09;7.040750148592219e-09
NIRRIG;1964;26;friedman;0.7395833333333334;1.0448470308617276e-09;7.040750148592219e-09
NIRRIG;1899;27;friedman;0.7395833333333334;1.0448470308617276e-09;7.040750148592219e-09
NIRRIG;1963;28;friedman;0.7395833333333334;1.0448470308617276e-09;7.040750148592219e-09
NIRRIG;1965;29;friedman;0.7395833333333334;1.0448470308617276e-09;7.040750148592219e-09
NIRRIG;1949;30;friedman;0.7390873015873017;1.0622996998593097e-09;7.040750148592219e-09
NIRRIG;1971;31;friedman;0.7385912698412693;1.0800429904175318e-09;7.040750148592219e-09
NIRRIG;1955;32;friedman;0.7356150793650795;1.192881540493949e-09;7.040750148592219e-09
NIRRIG;1959;33;friedman;0.7336309523809521;1.2745617153267337e-09;7.040750148592219e-09
NIRRIG;1960;34;friedman;0.7336309523809521;1.2745617153267337e-09;7.040750148592219e-09
NIRRIG;1962;35;friedman;0.7336309523809521;1.2745617153267337e-09;7.040750148592219e-09
NIRRIG;1961;36;friedman;0.7336309523809521;1.2745617153267337e-09;7.040750148592219e-09
NIRRIG;1897;37;friedman;0.7321428571428572;1.3394597843663247e-09;7.040750148592219e-09
NIRRIG;1904;38;friedman;0.7321428571428572;1.3394597843663247e-09;7.040750148592219e-09
NIRRIG;1898;39;friedman;0.7321428571428572;1.3394597843663247e-09;7.040750148592219e-09
NIRRIG;1907;40;friedman;0.727678571428571;1.5545910097022533e-09;7.714472763406698e-09
NIRRIG;1947;41;friedman;0.7271825396825393;1.5805261271369822e-09;7.714472763406698e-09
NIRRIG;1946;42;friedman;0.7271825396825393;1.5805261271369822e-09;7.714472763406698e-09
NIRRIG;1896;43;friedman;0.7251984126984128;1.688651578992066e-09;7.867581220303944e-09
NIRRIG;1895;44;friedman;0.7251984126984128;1.688651578992066e-09;7.867581220303944e-09
NIRRIG;1948;45;friedman;0.7232142857142855;1.804149054233997e-09;8.218901247065987e-09
NIRRIG;1944;46;friedman;0.7147817460317462;2.3895560082189974e-09;1.0205395451768635e-08
NIRRIG;1943;47;friedman;0.7147817460317462;2.3895560082189974e-09;1.0205395451768635e-08
NIRRIG;1894;48;friedman;0.7147817460317462;2.3895560082189974e-09;1.0205395451768635e-08
NIRRIG;1940;49;friedman;0.7118055555555556;2.6385501092732573e-09;1.0818055448020355e-08
NIRRIG;1891;50;friedman;0.7118055555555556;2.6385501092732573e-09;1.0818055448020355e-08
NIRRIG;1892;51;friedman;0.7103174603174599;2.7725805164166596e-09;1.1144686389517947e-08
NIRRIG;1941;52;friedman;0.7073412698412693;3.0613377519902534e-09;1.1793470747313407e-08
NIRRIG;1945;53;friedman;0.7063492063492061;3.1641019078157923e-09;1.1793470747313407e-08
NIRRIG;2442;54;friedman;0.7063492063492061;3.1641019078157923e-09;1.1793470747313407e-08
NIRRIG;2441;55;friedman;0.7063492063492061;3.1641019078157923e-09;1.1793470747313407e-08
NIRRIG;1890;56;friedman;0.7043650793650795;3.3800579875790206e-09;1.2339141230074743e-08
NIRRIG;1893;57;friedman;0.7023809523809521;3.6107006799484738e-09;1.2339141230074743e-08
NIRRIG;1304;58;friedman;0.7023809523809521;3.6107006799484738e-09;1.2339141230074743e-08
NIRRIG;2444;59;friedman;0.7013888888888888;3.731837835437239e-09;1.2339141230074743e-08
NIRRIG;2443;60;friedman;0.7013888888888888;3.731837835437239e-09;1.2339141230074743e-08
NIRRIG;2446;61;friedman;0.7013888888888888;3.731837835437239e-09;1.2339141230074743e-08
NIRRIG;2445;62;friedman;0.7013888888888888;3.731837835437239e-09;1.2339141230074743e-08
NIRRIG;1939;63;friedman;0.6999007936507932;3.921179054984413e-09;1.2560026660496949e-08
NIRRIG;2448;64;friedman;0.6999007936507932;3.921179054984413e-09;1.2560026660496949e-08
NIRRIG;2447;65;friedman;0.6969246031746026;4.329060258189163e-09;1.3446323529223914e-08
NIRRIG;1303;66;friedman;0.6969246031746026;4.329060258189163e-09;1.3446323529223914e-08
NIRRIG;1937;67;friedman;0.6929563492063487;4.939392427810064e-09;1.510561498724011e-08
NIRRIG;1298;68;friedman;0.6909722222222222;5.2759864274359995e-09;1.510561498724011e-08
NIRRIG;1299;69;friedman;0.6909722222222222;5.2759864274359995e-09;1.510561498724011e-08
NIRRIG;1942;70;friedman;0.6904761904761906;5.36364685481625e-09;1.510561498724011e-08
NIRRIG;1908;71;friedman;0.6904761904761906;5.36364685481625e-09;1.510561498724011e-08
NIRRIG;1300;72;friedman;0.6899801587301582;5.452758580759844e-09;1.510561498724011e-08
NIRRIG;1301;73;friedman;0.6899801587301582;5.452758580759844e-09;1.510561498724011e-08
NIRRIG;1302;74;friedman;0.6899801587301582;5.452758580759844e-09;1.510561498724011e-08
NIRRIG;1938;75;friedman;0.6889880952380949;5.635432057377495e-09;1.5113780149573983e-08
NIRRIG;2450;76;friedman;0.6875;5.9209382702829805e-09;1.5113780149573983e-08
NIRRIG;2449;77;friedman;0.6875;5.9209382702829805e-09;1.5113780149573983e-08
NIRRIG;1936;78;friedman;0.6870039682539684;6.019274384264462e-09;1.5113780149573983e-08
NIRRIG;2435;79;friedman;0.686507936507936;6.1192378166567836e-09;1.5113780149573983e-08
NIRRIG;2433;80;friedman;0.686507936507936;6.1192378166567836e-09;1.5113780149573983e-08
NIRRIG;2431;81;friedman;0.686507936507936;6.1192378166567836e-09;1.5113780149573983e-08
NIRRIG;2434;82;friedman;0.686507936507936;6.1192378166567836e-09;1.5113780149573983e-08
NIRRIG;2432;83;friedman;0.686507936507936;6.1192378166567836e-09;1.5113780149573983e-08
NIRRIG;1991;84;anova_mr;0.6850489753601241;4.142438324304241e-08;8.81926188728132e-07
NIRRIG;1990;85;anova_mr;0.6850257350482702;4.240989761033207e-08;8.81926188728132e-07
NIRRIG;2436;86;friedman;0.6850198412698411;6.4291624696863424e-09;1.5134510273091494e-08
NIRRIG;1992;87;anova_mr;0.6850171038360934;4.0520099181651883e-08;8.81926188728132e-07
NIRRIG;1989;88;anova_mr;0.6849795763900326;4.3406161770377716e-08;8.81926188728132e-07
NIRRIG;1988;89;anova_mr;0.6849379254410483;4.442388398108711e-08;8.81926188728132e-07
NIRRIG;1984;90;anova_mr;0.684924357830189;4.870274214303349e-08;8.81926188728132e-07
NIRRIG;1983;91;anova_mr;0.6849233790306013;4.9869272726951444e-08;8.81926188728132e-07
NIRRIG;1987;92;anova_mr;0.6849159084778257;4.543480596040423e-08;8.81926188728132e-07
NIRRIG;1985;93;anova_mr;0.6849060653415692;4.758367220306927e-08;8.81926188728132e-07
NIRRIG;1986;94;anova_mr;0.6849033821470414;4.6497942073038796e-08;8.81926188728132e-07
NIRRIG;1993;95;anova_mr;0.6849016562730355;3.9896791476515794e-08;8.81926188728132e-07
NIRRIG;1982;96;anova_mr;0.6848869080209529;5.119556541858049e-08;8.81926188728132e-07
NIRRIG;1981;97;anova_mr;0.6848292981248105;5.2658337295732824e-08;8.81926188728132e-07
NIRRIG;1980;98;anova_mr;0.6847261416328578;5.4205606557478264e-08;8.81926188728132e-07
NIRRIG;1994;99;anova_mr;0.6846765627682975;3.967771968155048e-08;8.81926188728132e-07
NIRRIG;1979;100;anova_mr;0.6845899304502873;5.5905397737193e-08;8.81926188728132e-07
todas;2348;1;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2344;2;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2346;3;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2345;4;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2349;5;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2350;6;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2347;7;friedman;0.45076884920634874;4.4989034771698266e-12;4.157082730860196e-10
todas;2351;8;friedman;0.44866071428571375;5.188958447637538e-12;4.157082730860196e-10
todas;2343;9;friedman;0.448536706349206;5.232691549334513e-12;4.157082730860196e-10
todas;2341;10;friedman;0.4437003968253966;7.258200503971336e-12;4.717830327581369e-10
todas;2342;11;friedman;0.4437003968253966;7.258200503971336e-12;4.717830327581369e-10
todas;2352;12;friedman;0.4372519841269838;1.122405666927947e-11;6.169072329317239e-10
todas;2354;13;friedman;0.43514384920634874;1.2942109781784417e-11;6.169072329317239e-10
todas;2355;14;friedman;0.43514384920634874;1.2942109781784417e-11;6.169072329317239e-10
todas;2353;15;friedman;0.43514384920634874;1.2942109781784417e-11;6.169072329317239e-10
todas;2340;16;friedman;0.43328373015872995;1.467463725462202e-11;6.232964915812864e-10
todas;1304;17;friedman;0.4325396825396821;1.543078796162985e-11;6.232964915812864e-10
todas;1303;18;friedman;0.4322916666666667;1.569138020764078e-11;6.232964915812864e-10
todas;1302;19;friedman;0.43018353174603163;1.8091358048346808e-11;6.421074547383092e-10
todas;2339;20;friedman;0.4288194444444444;1.983606400070728e-11;6.421074547383092e-10
todas;1301;21;friedman;0.42733134920634874;2.1931351377018422e-11;6.421074547383092e-10
todas;2356;22;friedman;0.42720734126984106;2.2115619384763228e-11;6.421074547383092e-10
todas;2334;23;friedman;0.42609126984126927;2.3845116452139413e-11;6.421074547383092e-10
todas;2336;24;friedman;0.42609126984126927;2.3845116452139413e-11;6.421074547383092e-10
todas;2335;25;friedman;0.42609126984126927;2.3845116452139413e-11;6.421074547383092e-10
todas;2337;26;friedman;0.42609126984126927;2.3845116452139413e-11;6.421074547383092e-10
todas;2338;27;friedman;0.42584325396825384;2.4247414374733355e-11;6.421074547383092e-10
todas;2358;28;friedman;0.4248511904761906;2.5925469079459373e-11;6.501165589481302e-10
todas;1298;29;friedman;0.4242311507936505;2.7032587581904936e-11;6.501165589481302e-10
todas;1297;30;friedman;0.4236111111111111;2.8186871786562285e-11;6.501165589481302e-10
todas;1296;31;friedman;0.4236111111111111;2.8186871786562285e-11;6.501165589481302e-10
todas;2359;32;friedman;0.42063492063492053;3.444982622116895e-11;7.298221633546556e-10
todas;2360;33;friedman;0.42063492063492053;3.444982622116895e-11;7.298221633546556e-10
todas;1305;34;friedman;0.4200148809523804;3.59199844241132e-11;7.298221633546556e-10
todas;2333;35;friedman;0.41939484126984106;3.7452729648084735e-11;7.298221633546556e-10
todas;2332;36;friedman;0.41939484126984106;3.7452729648084735e-11;7.298221633546556e-10
todas;2357;37;friedman;0.4192708333333333;3.776702104073043e-11;7.298221633546556e-10
todas;1300;38;friedman;0.41741071428571375;4.280978133194474e-11;7.934882158139334e-10
todas;2363;39;friedman;0.41617063492063505;4.6539415341250744e-11;7.934882158139334e-10
todas;2362;40;friedman;0.41617063492063505;4.6539415341250744e-11;7.934882158139334e-10
todas;2361;41;friedman;0.41617063492063505;4.6539415341250744e-11;7.934882158139334e-10
todas;1307;42;friedman;0.4157986111111111;4.772027032167712e-11;7.934882158139334e-10
todas;1308;43;friedman;0.4157986111111111;4.772027032167712e-11;7.934882158139334e-10
todas;1299;44;friedman;0.4149305555555556;5.059314035393258e-11;8.131040193015859e-10
todas;1333;45;friedman;0.4146825396825393;5.1445206222548096e-11;8.131040193015859e-10
todas;2331;46;friedman;0.41443452380952395;5.231158725576636e-11;8.131040193015859e-10
todas;1332;47;friedman;0.4125744047619043;5.92906225478272e-11;8.797240787462705e-10
todas;1306;48;friedman;0.4124503968253966;5.97876248128664e-11;8.797240787462705e-10
todas;1295;49;friedman;0.4123263888888889;6.028878301897518e-11;8.797240787462705e-10
todas;1311;50;friedman;0.41195436507936495;6.181754133391099e-11;8.839908410749271e-10
todas;1331;51;friedman;0.4103422619047616;6.890170828673476e-11;9.659749299022617e-10
todas;2365;52;friedman;0.40873015873015817;7.679549579346951e-11;1.0339367084888048e-09
todas;2364;53;friedman;0.40873015873015817;7.679549579346951e-11;1.0339367084888048e-09
todas;1310;54;friedman;0.40848214285714274;7.808752763411953e-11;1.0339367084888048e-09
todas;1335;55;friedman;0.4079861111111111;8.073700314413066e-11;1.0481795133657868e-09
todas;1334;56;friedman;0.4077380952380949;8.209517866920848e-11;1.0481795133657868e-09
todas;1330;57;friedman;0.4061259920634915;9.14961906679372e-11;1.1477153741679841e-09
todas;1292;58;friedman;0.40575396825396837;9.381387132260546e-11;1.156498586132119e-09
todas;1324;59;friedman;0.40525793650793596;9.699545672981282e-11;1.175453416301969e-09
todas;2366;60;friedman;0.4043898809523804;1.0282437027155979e-10;1.1957235237450588e-09
todas;2367;61;friedman;0.4043898809523804;1.0282437027155979e-10;1.1957235237450588e-09
todas;1289;62;friedman;0.4042658730158727;1.0368511674432678e-10;1.1957235237450588e-09
todas;1288;63;friedman;0.4015376984126983;1.2455037929054188e-10;1.3043934952227379e-09
todas;1056;64;friedman;0.4015376984126983;1.2455037929054188e-10;1.3043934952227379e-09
todas;1001;65;friedman;0.4014136904761906;1.2559248522576415e-10;1.3043934952227379e-09
todas;1002;66;friedman;0.4014136904761906;1.2559248522576415e-10;1.3043934952227379e-09
todas;997;67;friedman;0.40116567460317437;1.2770285967215615e-10;1.3043934952227379e-09
todas;998;68;friedman;0.40116567460317437;1.2770285967215615e-10;1.3043934952227379e-09
todas;1000;69;friedman;0.40116567460317437;1.2770285967215615e-10;1.3043934952227379e-09
todas;999;70;friedman;0.40116567460317437;1.2770285967215615e-10;1.3043934952227379e-09
todas;1309;71;friedman;0.4000496031746026;1.3764585863576152e-10;1.3297028200281614e-09
todas;1323;72;friedman;0.39967757936507947;1.4112889074059559e-10;1.3297028200281614e-09
todas;1003;73;friedman;0.39955357142857095;1.4230932717578338e-10;1.3297028200281614e-09
todas;1004;74;friedman;0.39955357142857095;1.4230932717578338e-10;1.3297028200281614e-09
todas;987;75;friedman;0.39942956349206327;1.4349961133662276e-10;1.3297028200281614e-09
todas;1325;76;friedman;0.3990575396825393;1.471303728039685e-10;1.3297028200281614e-09
todas;1280;77;friedman;0.39893353174603163;1.4836087391798144e-10;1.3297028200281614e-09
todas;1281;78;friedman;0.39893353174603163;1.4836087391798144e-10;1.3297028200281614e-09
todas;1291;79;friedman;0.3975694444444444;1.6259296072054866e-10;1.3297028200281614e-09
todas;1339;80;friedman;0.39744543650793596;1.639524256655915e-10;1.3297028200281614e-09
todas;2368;81;friedman;0.39719742063492053;1.667054600681939e-10;1.3297028200281614e-09
todas;1337;82;friedman;0.39719742063492053;1.667054600681939e-10;1.3297028200281614e-09
todas;1044;83;friedman;0.3970734126984128;1.680992188459125e-10;1.3297028200281614e-09
todas;1279;84;friedman;0.3969494047619043;1.695045995302508e-10;1.3297028200281614e-09
todas;992;85;friedman;0.3967013888888889;1.7235061395236862e-10;1.3297028200281614e-09
todas;1326;86;friedman;0.3967013888888889;1.7235061395236862e-10;1.3297028200281614e-09
todas;1294;87;friedman;0.3965773809523804;1.737914433660827e-10;1.3297028200281614e-09
todas;1293;88;friedman;0.3965773809523804;1.737914433660827e-10;1.3297028200281614e-09
todas;1338;89;friedman;0.3964533730158727;1.7524428605151705e-10;1.3297028200281614e-09
todas;1336;90;friedman;0.39620535714285726;1.7818641157357889e-10;1.3297028200281614e-09
todas;1285;91;friedman;0.3955853174603171;1.8575905129835636e-10;1.3297028200281614e-09
todas;1286;92;friedman;0.3955853174603171;1.8575905129835636e-10;1.3297028200281614e-09
todas;1322;93;friedman;0.3954613095238094;1.8731166613460425e-10;1.3297028200281614e-09
todas;1030;94;friedman;0.3954613095238094;1.8731166613460425e-10;1.3297028200281614e-09
todas;1031;95;friedman;0.3954613095238094;1.8731166613460425e-10;1.3297028200281614e-09
todas;1029;96;friedman;0.3954613095238094;1.8731166613460425e-10;1.3297028200281614e-09
todas;1057;97;friedman;0.3952132936507932;1.904558310267212e-10;1.3297028200281614e-09
todas;1058;98;friedman;0.3952132936507932;1.904558310267212e-10;1.3297028200281614e-09
todas;1005;99;friedman;0.3950892857142855;1.920475971301858e-10;1.3297028200281614e-09
todas;1290;100;friedman;0.3950892857142855;1.920475971301858e-10;1.3297028200281614e-09
