grupo;banda_nm;dia_a;dia_b;baseline;via;diferenca_media;diferenca_postos;estat_q;p_valor;q_fdr;significativa
todas;452;D02;D03;True;tukey;0.03909544458373437;0.9166666666666665;2.597311707021735;0.525890834197835;0.9771836125492871;False
todas;453;D02;D03;True;tukey;0.03907239512246807;0.9166666666666665;2.6011126055999103;0.524097486367604;0.9744112697325255;False
todas;454;D02;D03;True;tukey;0.03916186641864616;0.9166666666666665;2.6115981685226335;0.5191543296204516;0.967714941799984;False
todas;455;D02;D03;True;tukey;0.039088934473181514;0.875;2.611548306518659;0.5191778205854237;0.967714941799984;False
todas;456;D02;D03;True;tukey;0.038999471587317425;0.875;2.6103036554892087;0.519764248718934;0.9684113836818448;False
todas;457;D02;D03;True;tukey;0.039037340046877755;0.9166666666666665;2.6176209296780617;0.5163180221454701;0.9677040447409485;False
todas;458;D02;D03;True;tukey;0.0391752131834322;0.875;2.6321821834978296;0.5094705910670889;0.9605764239122128;False
todas;459;D02;D03;True;tukey;0.03924352131782616;0.875;2.6420379517307766;0.504844627260821;0.9537750215260471;False
todas;460;D02;D03;True;tukey;0.03923650286877245;0.875;2.6460883058683375;0.5029457293935371;0.950813128679675;False
todas;461;D02;D03;True;tukey;0.039216224317530246;0.875;2.648108510352984;0.5019991105765759;0.9496070838264176;False
todas;462;D02;D03;True;tukey;0.03926445639717979;0.875;2.6551081101962812;0.4987219182790045;0.9454008072793891;False
todas;463;D02;D03;True;tukey;0.03938150749904823;0.875;2.6663155655207462;0.4934835950840667;0.9389515981535792;False
todas;464;D02;D03;True;tukey;0.03953167762077059;0.875;2.679145035056555;0.48750165051324745;0.9302314189817509;False
todas;465;D02;D03;True;tukey;0.03964785221901934;0.9166666666666665;2.689626807660268;0.4826266649696217;0.9295031383031884;False
todas;466;D02;D03;True;tukey;0.03974086979437175;0.9166666666666665;2.698445112974289;0.47853444021218894;0.9244654350472837;False
todas;467;D02;D03;True;tukey;0.039860923741881216;0.9166666666666665;2.7094343747340663;0.4734470163607648;0.9161576260973359;False
todas;468;D02;D03;True;tukey;0.03998843991024148;0.9166666666666665;2.721886154525537;0.46769983713968766;0.9071557095129013;False
todas;469;D02;D03;True;tukey;0.04000045279737585;0.9166666666666665;2.726726099571195;0.465471117899808;0.9036060088818961;False
todas;470;D02;D03;True;tukey;0.039993622180376276;0.875;2.7295779545349155;0.4641592812502948;0.9015949112584137;False
todas;471;D02;D03;True;tukey;0.0400309516965589;0.8333333333333335;2.735436987202882;0.4614674756165087;0.8972897676077217;False
todas;472;D02;D03;True;tukey;0.040113647221923676;0.8333333333333335;2.744883198790859;0.4571372441280336;0.890236390190285;False
todas;473;D02;D03;True;tukey;0.04015154218095329;0.875;2.7516076127611164;0.45406216184623394;0.8877311642234281;False
todas;474;D02;D03;True;tukey;0.04016579269779097;0.9166666666666665;2.7566178046737777;0.4517751334976936;0.8877311642234281;False
todas;475;D02;D03;True;tukey;0.04018267177953061;0.9166666666666665;2.7617377566002217;0.44944172894124546;0.8870820597208497;False
todas;476;D02;D03;True;tukey;0.04020605771277497;0.9166666666666665;2.767291676644145;0.44691488389975875;0.882741950125952;False
todas;477;D02;D03;True;tukey;0.040233612494143145;0.9166666666666665;2.772794873961194;0.44441565404516026;0.8788533808714003;False
todas;478;D02;D03;True;tukey;0.040292697063438965;1.0;2.780217707966507;0.4410519431491461;0.873645522598274;False
todas;479;D02;D03;True;tukey;0.040372257592573346;1.0;2.789116800760646;0.4370305792384884;0.8675151663001629;False
todas;480;D02;D03;True;tukey;0.040419707557446394;0.9583333333333335;2.7951607039218715;0.4343066399659007;0.8629830822094163;False
todas;481;D02;D03;True;tukey;0.04041556997382001;0.9583333333333335;2.798432421508342;0.43283458063792324;0.8607331004504358;False
todas;482;D02;D03;True;tukey;0.040368131884852776;0.9583333333333335;2.8000126000063905;0.4321242335554094;0.8596234190621272;False
todas;483;D02;D03;True;tukey;0.04028752122229684;0.9583333333333335;2.8000933829183996;0.4320879298106779;0.8596234190621272;False
todas;484;D02;D03;True;tukey;0.040194980677976666;0.9583333333333335;2.799219975883678;0.43248049510790254;0.860148106981551;False
todas;485;D02;D03;True;tukey;0.040126325694438636;0.9583333333333335;2.799895707878522;0.43217676664974813;0.8596234190621272;False
todas;486;D02;D03;True;tukey;0.04004997826542955;0.9583333333333335;2.80002798982126;0.43211731730764436;0.8596234190621272;False
todas;487;D02;D03;True;tukey;0.03992783138166178;0.875;2.797256836285908;0.433363315277848;0.8616254144085395;False
todas;488;D02;D03;True;tukey;0.03992626401718424;0.833333333333333;2.8031679074232008;0.43070704695846485;0.857650634283312;False
todas;489;D02;D03;True;tukey;0.03993515319940277;0.833333333333333;2.8099506190223464;0.427666279687296;0.8524232649549504;False
todas;490;D02;D03;True;tukey;0.0398188558969752;0.833333333333333;2.808139841392883;0.4284773122076998;0.8538027441174109;False
todas;491;D02;D03;True;tukey;0.03964153917129809;0.833333333333333;2.8027125765967;0.430911453703234;0.8579386688139413;False
todas;492;D02;D03;True;tukey;0.03944143646433762;0.833333333333333;2.795911196421266;0.4339688124591503;0.8625505639791446;False
todas;493;D02;D03;True;tukey;0.03923815428859001;0.833333333333333;2.7895447281214287;0.43683752212283067;0.8672118784731029;False
todas;494;D02;D03;True;tukey;0.0390231693595986;0.833333333333333;2.7830163828918817;0.4397859191808129;0.8715953324059985;False
todas;495;D02;D03;True;tukey;0.038733663233195825;0.833333333333333;2.7712397057545695;0.4451214574963851;0.8800067151302122;False
todas;496;D02;D03;True;tukey;0.03838991184006613;0.833333333333333;2.7567022607471006;0.4517366121224883;0.8877311642234281;False
todas;497;D02;D03;True;tukey;0.038062045770924424;0.833333333333333;2.7448099110450435;0.4571707932507988;0.8902614719280747;False
todas;498;D02;D03;True;tukey;0.03783298494960041;0.833333333333333;2.7412664787302576;0.4587937566978262;0.8928164232020998;False
todas;499;D02;D03;True;tukey;0.037514891633094294;0.833333333333333;2.731405195388593;0.4633193133890532;0.9004027499426932;False
todas;500;D02;D03;True;tukey;0.03710363653153159;0.833333333333333;2.715662698884067;0.4705699428823633;0.9115071421537653;False
todas;501;D02;D03;True;tukey;0.036695673650827265;0.833333333333333;2.701721058948303;0.4770164060743525;0.9219049459763276;False
todas;502;D02;D03;True;tukey;0.03629590947457717;0.833333333333333;2.688608288660903;0.4830998635932605;0.9295031383031884;False
todas;503;D02;D03;True;tukey;0.035848269200568605;0.833333333333333;2.672906446181595;0.4904084870759595;0.9346187587101173;False
todas;504;D02;D03;True;tukey;0.03529281670159601;0.875;2.650405421019487;0.5009232455913315;0.9482757643447377;False
todas;505;D02;D03;True;tukey;0.03460887006707991;0.8333333333333335;2.618989509171908;0.5156738361975297;0.9677040447409485;False
todas;506;D02;D03;True;tukey;0.03393230367718081;0.8333333333333335;2.589650283957615;0.5295079019173761;0.9825277806084484;False
todas;507;D02;D03;True;tukey;0.03326553722163439;0.791666666666667;2.5621674351836408;0.542503605578204;1.0;False
todas;508;D02;D03;True;tukey;0.03256083216385508;0.7083333333333335;2.5322653243860995;0.5566680461947644;1.0;False
todas;509;D02;D03;True;tukey;0.031755394342850796;0.7083333333333335;2.4948422099460412;0.5744054409216547;1.0;False
todas;510;D02;D03;True;tukey;0.03096788660440719;0.75;2.4600410058570046;0.5908818782708758;1.0;False
todas;511;D02;D03;True;tukey;0.030245029834615522;0.75;2.431117083445194;0.6045413182767243;1.0;False
todas;512;D02;D03;True;tukey;0.029530277039964137;0.75;2.4025726736246877;0.6179736107549245;1.0;False
todas;513;D02;D03;True;tukey;0.028712100771659976;0.75;2.365050911782955;0.6355309428656224;1.0;False
todas;514;D02;D03;True;tukey;0.027820168201214912;0.75;2.3205699739879186;0.6561518166042017;1.0;False
todas;515;D02;D03;True;tukey;0.026932449210442577;0.791666666666667;2.274977176655758;0.6770109080214873;1.0;False
todas;516;D02;D03;True;tukey;0.026098094969087215;0.875;2.231965966222739;0.6963741134334296;1.0;False
todas;517;D02;D03;True;tukey;0.02530392673239068;0.875;2.1904622797737923;0.714718211448155;1.0;False
todas;518;D02;D03;True;tukey;0.024459789289472234;0.916666666666667;2.1420545681805403;0.7356290937450202;1.0;False
todas;519;D02;D03;True;tukey;0.023571795395429973;0.916666666666667;2.086655189065231;0.7588337658348588;1.0;False
todas;520;D02;D03;True;tukey;0.022799269194409444;0.9583333333333335;2.0383817568766465;0.7783477877349955;1.0;False
todas;521;D02;D03;True;tukey;0.02208699985132001;0.916666666666667;1.992421356955412;0.7962579681126138;1.0;False
todas;522;D02;D03;True;tukey;0.021389607033050817;0.916666666666667;1.9446645214490903;0.8141255838033059;1.0;False
todas;523;D02;D03;True;tukey;0.020718949372872553;0.916666666666667;1.8961184653052046;0.8314650060969737;1.0;False
todas;524;D02;D03;True;tukey;0.02011415266096983;0.833333333333333;1.8507285719631204;0.8468886872872338;1.0;False
todas;525;D02;D03;True;tukey;0.019591721802410422;0.75;1.810420818282299;0.8599226853570385;1.0;False
todas;526;D02;D03;True;tukey;0.01916083381121325;0.708333333333333;1.7763468328171617;0.8704419470068274;1.0;False
todas;527;D02;D03;True;tukey;0.01880725148251905;0.625;1.747600028601923;0.878954970378905;1.0;False
todas;528;D02;D03;True;tukey;0.0184739201684625;0.6666666666666665;1.7191095375384968;0.8870618642099161;1.0;False
todas;529;D02;D03;True;tukey;0.018176730645234507;0.6666666666666665;1.6926041715413218;0.8943066077535432;1.0;False
todas;530;D02;D03;True;tukey;0.017954923196684236;0.6666666666666665;1.6723230741437036;0.8996557823815253;1.0;False
todas;531;D02;D03;True;tukey;0.017743893701282598;0.7083333333333335;1.652562055037652;0.9047055263125694;1.0;False
todas;532;D02;D03;True;tukey;0.01755327607271151;0.625;1.6343623370994707;0.9092146476993817;1.0;False
todas;533;D02;D03;True;tukey;0.017401675500224423;0.625;1.6195837776982402;0.9127763596725077;1.0;False
todas;534;D02;D03;True;tukey;0.0172620944070474;0.666666666666667;1.6056053736891875;0.9160630988993826;1.0;False
todas;535;D02;D03;True;tukey;0.01712673064567305;0.666666666666667;1.5921382816515166;0.9191542974582111;1.0;False
todas;536;D02;D03;True;tukey;0.016999621228328987;0.6666666666666665;1.5796422958392466;0.9219566914233439;1.0;False
todas;537;D02;D03;True;tukey;0.0168890747367334;0.5833333333333335;1.5688196883826813;0.9243327253374639;1.0;False
todas;538;D02;D03;True;tukey;0.016815037045313508;0.5833333333333335;1.5615426041950755;0.925903790339088;1.0;False
todas;539;D02;D03;True;tukey;0.016724567940505697;0.5833333333333335;1.5527044460352746;0.9277832377636627;1.0;False
todas;540;D02;D03;True;tukey;0.016619727733799383;0.5833333333333335;1.5425835936613128;0.9298969990985495;1.0;False
todas;541;D02;D03;True;tukey;0.01652592849669876;0.5833333333333335;1.533726632943797;0.9317132422218188;1.0;False
todas;542;D02;D03;True;tukey;0.016428297570855843;0.5833333333333335;1.524508542380498;0.9335704243359376;1.0;False
todas;543;D02;D03;True;tukey;0.01633876316725691;0.541666666666667;1.5160232129811309;0.9352502490498238;1.0;False
todas;544;D02;D03;True;tukey;0.016277063978151984;0.541666666666667;1.5101205516127827;0.9364020502236345;1.0;False
todas;545;D02;D03;True;tukey;0.016243926178930224;0.541666666666667;1.5069550059552792;0.9370141117431972;1.0;False
todas;546;D02;D03;True;tukey;0.016224128016027572;0.541666666666667;1.5047776989026522;0.9374328157668607;1.0;False
todas;547;D02;D03;True;tukey;0.016217847164672783;0.5833333333333335;1.503667405866974;0.9376456144311622;1.0;False
todas;548;D02;D03;True;tukey;0.016223550947906062;0.5833333333333335;1.5036018878476962;0.9376581565349769;1.0;False
todas;549;D02;D03;True;tukey;0.01622805538997163;0.5833333333333335;1.5034472795512739;0.9376877465184669;1.0;False
todas;550;D02;D03;True;tukey;0.016250497555510446;0.5833333333333335;1.5050133276387887;0.9373875931124162;1.0;False
todas;551;D02;D03;True;tukey;0.016297653422815195;0.625;1.5089932137437438;0.9366204729752265;1.0;False
todas;552;D02;D03;True;tukey;0.01635956099827318;0.625;1.5145421951422333;0.9355405320772339;1.0;False
todas;553;D02;D03;True;tukey;0.016426421958381177;0.5833333333333335;1.5207282072235957;0.934322322159005;1.0;False
todas;554;D02;D03;True;tukey;0.016516653164095896;0.5833333333333335;1.529486300852264;0.9325717344710341;1.0;False
todas;555;D02;D03;True;tukey;0.016627323071223943;0.5833333333333335;1.5403704806066267;0.9303537583876778;1.0;False
todas;556;D02;D03;True;tukey;0.016734490858122175;0.541666666666667;1.5507814980151031;0.9281880039900774;1.0;False
todas;557;D02;D03;True;tukey;0.016867517922116715;0.625;1.5639238692081088;0.9253920416749992;1.0;False
todas;558;D02;D03;True;tukey;0.01702581136461445;0.5833333333333335;1.5797962652884223;0.9219225467666571;1.0;False
todas;559;D02;D03;True;tukey;0.01718756160016577;0.5833333333333335;1.5960315109084056;0.9182682383216716;1.0;False
todas;560;D02;D03;True;tukey;0.017369944112673563;0.5;1.6139893471033244;0.9141013491020423;1.0;False
todas;561;D02;D03;True;tukey;0.017551571900092267;0.5;1.6316782109892107;0.909868178168165;1.0;False
todas;562;D02;D03;True;tukey;0.017735418183959295;0.45833333333333304;1.649295591787957;0.9055248151145023;1.0;False
todas;563;D02;D03;True;tukey;0.017948979885160865;0.5833333333333335;1.6692877405642785;0.9004418459283734;1.0;False
todas;564;D02;D03;True;tukey;0.018218500206351962;0.5833333333333335;1.6944132302309889;0.8938212759138163;1.0;False
todas;565;D02;D03;True;tukey;0.018559037417014812;0.625;1.726004505100932;0.8851302171003069;1.0;False
todas;566;D02;D03;True;tukey;0.01895610928444036;0.5833333333333335;1.762506896746828;0.8745820639270079;1.0;False
todas;567;D02;D03;True;tukey;0.019402286951343717;0.5833333333333335;1.8034598643728605;0.862109138633526;1.0;False
todas;568;D02;D03;True;tukey;0.019836830179945197;0.5833333333333335;1.8429168499252195;0.8494640252116026;1.0;False
todas;569;D02;D03;True;tukey;0.02025219928270361;0.6666666666666665;1.8799913298667117;0.8370340449080296;1.0;False
todas;570;D02;D03;True;tukey;0.020664911867994462;0.6666666666666665;1.9161229055668605;0.824423348847532;1.0;False
todas;571;D02;D03;True;tukey;0.020999223262238242;0.708333333333333;1.9443373837238354;0.8142452584030239;1.0;False
todas;572;D02;D03;True;tukey;0.021278633334936625;0.8333333333333335;1.966911794064918;0.8058992701441088;1.0;False
todas;573;D02;D03;True;tukey;0.021535153201075685;0.8333333333333335;1.9868325925923462;0.7983889638222634;1.0;False
todas;574;D02;D03;True;tukey;0.021767502886934853;0.7916666666666665;2.0041804109052177;0.791740497938151;1.0;False
todas;575;D02;D03;True;tukey;0.02200679430527064;0.7916666666666665;2.022223874164956;0.7847212931961575;1.0;False
todas;576;D02;D03;True;tukey;0.022247301211220538;0.75;2.040539165388401;0.7774906339143637;1.0;False
todas;577;D02;D03;True;tukey;0.02248468980949303;0.708333333333333;2.0587893094261536;0.7701828207089196;1.0;False
todas;578;D02;D03;True;tukey;0.022726533901886947;0.75;2.0774536545360824;0.7626062522967962;1.0;False
todas;579;D02;D03;True;tukey;0.023036340829779123;0.7916666666666665;2.102474227191491;0.752292324693883;1.0;False
todas;580;D02;D03;True;tukey;0.02339787249731562;0.75;2.1322599143747314;0.7397907215303898;1.0;False
todas;581;D02;D03;True;tukey;0.023750081618106433;0.75;2.161224675417289;0.7274146842818572;1.0;False
todas;582;D02;D03;True;tukey;0.024132667856104018;0.833333333333333;2.1932373909700837;0.7135030348186786;1.0;False
todas;583;D02;D03;True;tukey;0.02453713757351883;0.833333333333333;2.227198277020993;0.6984992860631294;1.0;False
todas;584;D02;D03;True;tukey;0.02493226034405538;0.833333333333333;2.2601334184146222;0.6837307873208871;1.0;False
todas;585;D02;D03;True;tukey;0.02531541650479685;0.7916666666666665;2.2919186564389875;0.6692968534653282;1.0;False
todas;586;D02;D03;True;tukey;0.0256641858201625;0.75;2.320807962635131;0.6560421433181984;1.0;False
todas;587;D02;D03;True;tukey;0.025964323217077645;0.75;2.345209399023683;0.6447583221569662;1.0;False
todas;588;D02;D03;True;tukey;0.02621843958453951;0.75;2.3651449242967164;0.6354871201054846;1.0;False
todas;589;D02;D03;True;tukey;0.026424952921243028;0.75;2.380664196757194;0.6282408275462618;1.0;False
todas;590;D02;D03;True;tukey;0.02657008326622634;0.75;2.3906507889095385;0.6235658166803741;1.0;False
todas;591;D02;D03;True;tukey;0.02667304461989506;0.791666666666667;2.3970687187182875;0.6205568061874641;1.0;False
todas;592;D02;D03;True;tukey;0.026764888375031992;0.791666666666667;2.4025958886263252;0.6179627100585394;1.0;False
todas;593;D02;D03;True;tukey;0.026886966025917225;0.791666666666667;2.410701794491842;0.6141540354986366;1.0;False
todas;594;D02;D03;True;tukey;0.02703180731546162;0.791666666666667;2.420962760297956;0.6093259835041481;1.0;False
todas;595;D02;D03;True;tukey;0.02721365163357725;0.8333333333333335;2.4347966311945632;0.6028060073735455;1.0;False
todas;596;D02;D03;True;tukey;0.027424881098891518;0.875;2.4518519458875;0.5947531974361965;1.0;False
todas;597;D02;D03;True;tukey;0.027676096313233867;0.9166666666666665;2.4723247570506093;0.5850700767980761;1.0;False
todas;598;D02;D03;True;tukey;0.027974416294983095;0.9166666666666665;2.4969147945689962;0.5734233293497357;1.0;False
todas;599;D02;D03;True;tukey;0.028297526201771728;1.0000000000000002;2.523567496512076;0.5607905876357733;1.0;False
todas;600;D02;D03;True;tukey;0.028644186088037538;1.0000000000000002;2.552250659162461;0.5471990611447299;1.0;False
todas;601;D02;D03;True;tukey;0.029011119917995876;1.0000000000000002;2.582257701725544;0.5330006630973088;0.9875197470755016;False
todas;602;D02;D03;True;tukey;0.029369999697894666;1.0000000000000002;2.610695277803904;0.5195797224011537;0.9681513399757772;False
todas;603;D02;D03;True;tukey;0.029737128741082586;1.0000000000000002;2.6393426721038864;0.5061089590864934;0.9554511933734104;False
todas;604;D02;D03;True;tukey;0.030072042498321627;1.0000000000000002;2.6649349968055493;0.4941282486228342;0.9398365112136936;False
todas;605;D02;D03;True;tukey;0.03037798936538194;0.9583333333333335;2.68758827322109;0.4835738683149633;0.9295031383031884;False
todas;606;D02;D03;True;tukey;0.030657083867623225;0.9583333333333335;2.7076039383548416;0.4742934356669982;0.9174245550641433;False
todas;607;D02;D03;True;tukey;0.030916136628001745;0.9583333333333335;2.7254027138351336;0.4660802215456423;0.9046252404540597;False
todas;608;D02;D03;True;tukey;0.031168189670650825;0.875;2.7421268498493867;0.4583995319357721;0.8922508242952657;False
todas;609;D02;D03;True;tukey;0.031409625764432514;0.875;2.757510006883769;0.45136824176075785;0.8877311642234281;False
todas;610;D02;D03;True;tukey;0.031660629696547815;0.8333333333333335;2.773501725404141;0.4440949752703821;0.8784927536180599;False
todas;611;D02;D03;True;tukey;0.03192012275700229;0.8333333333333335;2.7898793081833095;0.4366865985831411;0.8669921862069913;False
todas;612;D02;D03;True;tukey;0.03217992143600812;0.8333333333333335;2.8058824198117227;0.4294891699526582;0.8555023835282312;False
todas;613;D02;D03;True;tukey;0.0324439515445476;0.8333333333333335;2.8221958580519315;0.4221965215342922;0.8471331736337144;False
todas;614;D02;D03;True;tukey;0.03271109210958545;0.8333333333333335;2.838871609613777;0.4147902980629873;0.8363183656900537;False
todas;615;D02;D03;True;tukey;0.03299161870014333;0.8333333333333335;2.8569099336127355;0.4068364221558717;0.8230168399171269;False
todas;616;D02;D03;True;tukey;0.033263016612565144;0.8333333333333335;2.8746386889555593;0.39907972624237165;0.8102938240223065;False
todas;617;D02;D03;True;tukey;0.03349349527308476;0.8333333333333335;2.8892609918282957;0.3927291240780133;0.8027540821993745;False
todas;618;D02;D03;True;tukey;0.03372849862347893;0.8333333333333335;2.904773758491449;0.3860397209259342;0.7933541759710331;False
todas;619;D02;D03;True;tukey;0.03395445601734526;0.8333333333333335;2.920050830743398;0.379501598090778;0.7818201239473812;False
todas;620;D02;D03;True;tukey;0.0341762446182472;0.8333333333333335;2.9355570807412743;0.37291718125387574;0.7709102910384297;False
todas;621;D02;D03;True;tukey;0.034383069800851374;0.8333333333333335;2.9503647623857745;0.3666793540229031;0.7599849120408285;False
todas;622;D02;D03;True;tukey;0.034570281045442464;0.8333333333333335;2.963939383108908;0.361004839615476;0.757076611504439;False
todas;623;D02;D03;True;tukey;0.03473388573732139;0.8333333333333335;2.976131824860459;0.3559446142504792;0.747738890912666;False
todas;624;D02;D03;True;tukey;0.0348679117270303;0.8333333333333335;2.9865201092395304;0.35166089153817326;0.7401478821071472;False
todas;625;D02;D03;True;nemenyi;0.035003001777776044;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;626;D02;D03;True;nemenyi;0.03511799459023934;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;627;D02;D03;True;nemenyi;0.03520317172423626;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;628;D02;D03;True;nemenyi;0.035311059123817046;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;629;D02;D03;True;nemenyi;0.03542794671603455;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;630;D02;D03;True;nemenyi;0.03555852878556953;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;631;D02;D03;True;nemenyi;0.03571343788103243;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
todas;632;D02;D03;True;nemenyi;0.0358816835165634;0.875;1.403121520040228;0.9558620506797623;1.0;False
todas;633;D02;D03;True;nemenyi;0.036066561894035676;0.875;1.403121520040228;0.9558620506797623;1.0;False
todas;634;D02;D03;True;nemenyi;0.0362897175337904;0.875;1.403121520040228;0.9558620506797623;1.0;False
todas;635;D02;D03;True;nemenyi;0.03657065963552508;0.916666666666667;1.4699368305183347;0.9449086246884446;1.0;False
