grupo;banda_nm;n_unidades;n_dias;via;p_shapiro_residuo;F_anova_mr;epsilon_gg;p_anova_mr;p_anova_mr_gg;eta2_parcial;chi2_friedman;p_friedman;w_kendall;p_tempo;efeito_tempo;q_tempo;significativa
todas;949;24;7;friedman;0.046424008601762774;;;;;;50.125;4.437471695966573e-09;0.3480902777777778;4.437471695966573e-09;0.3480902777777778;9.414813835656082e-09;True
todas;950;24;7;friedman;0.046909303844948506;;;;;;50.125;4.437471695966573e-09;0.3480902777777778;4.437471695966573e-09;0.3480902777777778;9.414813835656082e-09;True
todas;951;24;7;friedman;0.04793738162486218;;;;;;50.28571428571422;4.120092517139853e-09;0.34920634920634874;4.120092517139853e-09;0.34920634920634874;9.351956030968237e-09;True
todas;952;24;7;friedman;0.04938056406618057;;;;;;51.625;2.218308742014454e-09;0.3585069444444444;2.218308742014454e-09;0.3585069444444444;5.788652374234798e-09;True
todas;953;24;7;anova_mr;0.05057070422767775;9.95388600651524;0.6703490811478751;4.053223757200201e-09;9.169489282685572e-07;0.30205499905374683;;;;9.169489282685572e-07;0.30205499905374683;5.326277252899098e-06;True
todas;954;24;7;friedman;0.04987943502384662;;;;;;51.625;2.218308742014454e-09;0.3585069444444444;2.218308742014454e-09;0.3585069444444444;5.788652374234798e-09;True
todas;955;24;7;friedman;0.04836456133832163;;;;;;51.625;2.218308742014454e-09;0.3585069444444444;2.218308742014454e-09;0.3585069444444444;5.788652374234798e-09;True
todas;956;24;7;friedman;0.04658573772488279;;;;;;51.464285714285666;2.389556008219051e-09;0.3573908730158727;2.389556008219051e-09;0.3573908730158727;6.065865727247912e-09;True
todas;957;24;7;friedman;0.04518872194896661;;;;;;51.464285714285666;2.389556008219051e-09;0.3573908730158727;2.389556008219051e-09;0.3573908730158727;6.065865727247912e-09;True
todas;958;24;7;friedman;0.04384185057818876;;;;;;51.553571428571445;2.292853915008624e-09;0.3580109126984128;2.292853915008624e-09;0.3580109126984128;5.9183774340475315e-09;True
todas;959;24;7;friedman;0.04273545056965857;;;;;;51.553571428571445;2.292853915008624e-09;0.3580109126984128;2.292853915008624e-09;0.3580109126984128;5.9183774340475315e-09;True
todas;960;24;7;friedman;0.04160548461750921;;;;;;51.446428571428555;2.4093788343194505e-09;0.35726686507936495;2.4093788343194505e-09;0.35726686507936495;6.065865727247912e-09;True
todas;961;24;7;friedman;0.04110109602978556;;;;;;51.446428571428555;2.4093788343194505e-09;0.35726686507936495;2.4093788343194505e-09;0.35726686507936495;6.065865727247912e-09;True
todas;962;24;7;friedman;0.040349327649608725;;;;;;51.446428571428555;2.4093788343194505e-09;0.35726686507936495;2.4093788343194505e-09;0.35726686507936495;6.065865727247912e-09;True
todas;963;24;7;friedman;0.03957203827604171;;;;;;52.375;1.5675050990976797e-09;0.3637152777777778;1.5675050990976797e-09;0.3637152777777778;4.395161356293494e-09;True
todas;964;24;7;friedman;0.03917203537656432;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;965;24;7;friedman;0.03929079165385152;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;966;24;7;friedman;0.03953323237208597;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;967;24;7;friedman;0.03985778341665457;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;968;24;7;friedman;0.04047353871388417;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;969;24;7;friedman;0.04062248145280536;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;970;24;7;friedman;0.03969334799292886;;;;;;53.339285714285666;1.002455880216281e-09;0.370411706349206;1.002455880216281e-09;0.370411706349206;3.063059633994192e-09;True
todas;971;24;7;friedman;0.03872127969403701;;;;;;54.339285714285666;6.301641153074726e-10;0.3773561507936505;6.301641153074726e-10;0.3773561507936505;2.0956620578829903e-09;True
todas;972;24;7;friedman;0.03777895548900367;;;;;;54.339285714285666;6.301641153074726e-10;0.3773561507936505;6.301641153074726e-10;0.3773561507936505;2.0956620578829903e-09;True
todas;973;24;7;friedman;0.03686035261474765;;;;;;54.625;5.518230719119311e-10;0.3793402777777778;5.518230719119311e-10;0.3793402777777778;1.9340857667501507e-09;True
todas;974;24;7;friedman;0.03596665613053925;;;;;;54.625;5.518230719119311e-10;0.3793402777777778;5.518230719119311e-10;0.3793402777777778;1.9340857667501507e-09;True
todas;975;24;7;friedman;0.03509287561894985;;;;;;54.625;5.518230719119311e-10;0.3793402777777778;5.518230719119311e-10;0.3793402777777778;1.9340857667501507e-09;True
todas;976;24;7;friedman;0.03409815893830911;;;;;;54.214285714285666;6.678366172370861e-10;0.3764880952380949;6.678366172370861e-10;0.3764880952380949;2.190381565708792e-09;True
todas;977;24;7;friedman;0.03407580169277032;;;;;;54.214285714285666;6.678366172370861e-10;0.3764880952380949;6.678366172370861e-10;0.3764880952380949;2.190381565708792e-09;True
todas;978;24;7;friedman;0.03498143727514872;;;;;;54.214285714285666;6.678366172370861e-10;0.3764880952380949;6.678366172370861e-10;0.3764880952380949;2.190381565708792e-09;True
todas;979;24;7;friedman;0.03578798446965015;;;;;;53.51785714285711;9.22749094637622e-10;0.3716517857142855;9.22749094637622e-10;0.3716517857142855;2.932291567403999e-09;True
todas;980;24;7;friedman;0.036057178906282836;;;;;;55.607142857142776;3.495008135766702e-10;0.38616071428571375;3.495008135766702e-10;0.38616071428571375;1.4316940842540888e-09;True
todas;981;24;7;friedman;0.03635991785799101;;;;;;55.714285714285666;3.325021469671878e-10;0.3869047619047616;3.325021469671878e-10;0.3869047619047616;1.4316940842540888e-09;True
todas;982;24;7;friedman;0.03629995536531849;;;;;;55.714285714285666;3.325021469671878e-10;0.3869047619047616;3.325021469671878e-10;0.3869047619047616;1.4316940842540888e-09;True
todas;983;24;7;friedman;0.036065761823363726;;;;;;55.714285714285666;3.325021469671878e-10;0.3869047619047616;3.325021469671878e-10;0.3869047619047616;1.4316940842540888e-09;True
todas;984;24;7;friedman;0.03543998079590296;;;;;;55.714285714285666;3.325021469671878e-10;0.3869047619047616;3.325021469671878e-10;0.3869047619047616;1.4316940842540888e-09;True
todas;985;24;7;friedman;0.03381021912989129;;;;;;56.446428571428555;2.3645472130487585e-10;0.3919890873015872;2.3645472130487585e-10;0.3919890873015872;1.4088760477748852e-09;True
todas;986;24;7;friedman;0.03260308592089444;;;;;;56.446428571428555;2.3645472130487585e-10;0.3919890873015872;2.3645472130487585e-10;0.3919890873015872;1.4088760477748852e-09;True
todas;987;24;7;friedman;0.03306733353348242;;;;;;57.51785714285711;1.4349961133662276e-10;0.39942956349206327;1.4349961133662276e-10;0.39942956349206327;1.3297028200281614e-09;True
todas;988;24;7;friedman;0.03449481176489356;;;;;;56.875;1.9365263119667785e-10;0.3949652777777778;1.9365263119667785e-10;0.3949652777777778;1.3297028200281614e-09;True
todas;989;24;7;friedman;0.035453206183001046;;;;;;56.875;1.9365263119667785e-10;0.3949652777777778;1.9365263119667785e-10;0.3949652777777778;1.3297028200281614e-09;True
todas;990;24;7;friedman;0.03604566444055709;;;;;;56.875;1.9365263119667785e-10;0.3949652777777778;1.9365263119667785e-10;0.3949652777777778;1.3297028200281614e-09;True
todas;991;24;7;friedman;0.03581215099479735;;;;;;56.875;1.9365263119667785e-10;0.3949652777777778;1.9365263119667785e-10;0.3949652777777778;1.3297028200281614e-09;True
todas;992;24;7;friedman;0.03485732941941111;;;;;;57.125;1.7235061395236862e-10;0.3967013888888889;1.7235061395236862e-10;0.3967013888888889;1.3297028200281614e-09;True
todas;993;24;7;friedman;0.03462353930650825;;;;;;56.071428571428555;2.815748425667616e-10;0.38938492063492053;2.815748425667616e-10;0.38938492063492053;1.4316940842540888e-09;True
todas;994;24;7;friedman;0.03331618268253976;;;;;;56.071428571428555;2.815748425667616e-10;0.38938492063492053;2.815748425667616e-10;0.38938492063492053;1.4316940842540888e-09;True
todas;995;24;7;friedman;0.03138429547397286;;;;;;56.071428571428555;2.815748425667616e-10;0.38938492063492053;2.815748425667616e-10;0.38938492063492053;1.4316940842540888e-09;True
todas;996;24;7;friedman;0.029860102422826308;;;;;;56.071428571428555;2.815748425667616e-10;0.38938492063492053;2.815748425667616e-10;0.38938492063492053;1.4316940842540888e-09;True
todas;997;24;7;friedman;0.02920699100969511;;;;;;57.76785714285711;1.2770285967215615e-10;0.40116567460317437;1.2770285967215615e-10;0.40116567460317437;1.3043934952227379e-09;True
todas;998;24;7;friedman;0.029450871882262884;;;;;;57.76785714285711;1.2770285967215615e-10;0.40116567460317437;1.2770285967215615e-10;0.40116567460317437;1.3043934952227379e-09;True
todas;999;24;7;friedman;0.029801297797155606;;;;;;57.76785714285711;1.2770285967215615e-10;0.40116567460317437;1.2770285967215615e-10;0.40116567460317437;1.3043934952227379e-09;True
todas;1000;24;7;friedman;0.030045893759196873;;;;;;57.76785714285711;1.2770285967215615e-10;0.40116567460317437;1.2770285967215615e-10;0.40116567460317437;1.3043934952227379e-09;True
todas;1001;24;7;friedman;0.029883773784319105;;;;;;57.803571428571445;1.2559248522576415e-10;0.4014136904761906;1.2559248522576415e-10;0.4014136904761906;1.3043934952227379e-09;True
todas;1002;24;7;friedman;0.029822155141702514;;;;;;57.803571428571445;1.2559248522576415e-10;0.4014136904761906;1.2559248522576415e-10;0.4014136904761906;1.3043934952227379e-09;True
todas;1003;24;7;friedman;0.030354681424290826;;;;;;57.53571428571422;1.4230932717578338e-10;0.39955357142857095;1.4230932717578338e-10;0.39955357142857095;1.3297028200281614e-09;True
todas;1004;24;7;friedman;0.03053492008426581;;;;;;57.53571428571422;1.4230932717578338e-10;0.39955357142857095;1.4230932717578338e-10;0.39955357142857095;1.3297028200281614e-09;True
todas;1005;24;7;friedman;0.03154049841819123;;;;;;56.89285714285711;1.920475971301858e-10;0.3950892857142855;1.920475971301858e-10;0.3950892857142855;1.3297028200281614e-09;True
todas;1006;24;7;friedman;0.032828526094535425;;;;;;56.571428571428555;2.2307869536869177e-10;0.39285714285714274;2.2307869536869177e-10;0.39285714285714274;1.3991339227071456e-09;True
todas;1007;24;7;friedman;0.03426221142996572;;;;;;56.571428571428555;2.2307869536869177e-10;0.39285714285714274;2.2307869536869177e-10;0.39285714285714274;1.3991339227071456e-09;True
todas;1008;24;7;friedman;0.0360016784084681;;;;;;56.339285714285666;2.485546495560553e-10;0.3912450396825393;2.485546495560553e-10;0.3912450396825393;1.4316940842540888e-09;True
todas;1009;24;7;friedman;0.03729986673591663;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1010;24;7;friedman;0.03752735525625322;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1011;24;7;friedman;0.037111155808851035;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1012;24;7;friedman;0.035764940107482636;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1013;24;7;friedman;0.034162918809668416;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1014;24;7;friedman;0.032915299139142554;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1015;24;7;friedman;0.03236081842963615;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1016;24;7;friedman;0.03277465626364742;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1017;24;7;friedman;0.034041428314228565;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1018;24;7;friedman;0.03563978295730737;;;;;;56.26785714285711;2.5696237531172264e-10;0.3907490079365077;2.5696237531172264e-10;0.3907490079365077;1.4316940842540888e-09;True
todas;1019;24;7;friedman;0.03742258813799869;;;;;;55.089285714285666;4.4469834742249515e-10;0.3825644841269838;4.4469834742249515e-10;0.3825644841269838;1.7003172107330695e-09;True
todas;1020;24;7;friedman;0.03878213234532588;;;;;;55.089285714285666;4.4469834742249515e-10;0.3825644841269838;4.4469834742249515e-10;0.3825644841269838;1.7003172107330695e-09;True
todas;1021;24;7;friedman;0.03941542618677194;;;;;;55.732142857142776;3.2975030613655323e-10;0.38702876984126927;3.2975030613655323e-10;0.38702876984126927;1.4316940842540888e-09;True
todas;1022;24;7;friedman;0.039114156743531144;;;;;;56.214285714285666;2.6345377120864177e-10;0.3903769841269838;2.6345377120864177e-10;0.3903769841269838;1.4316940842540888e-09;True
todas;1023;24;7;friedman;0.03799399917484761;;;;;;55.589285714285666;3.5241700535485263e-10;0.386036706349206;3.5241700535485263e-10;0.386036706349206;1.4316940842540888e-09;True
todas;1024;24;7;friedman;0.036507210746162554;;;;;;55.589285714285666;3.5241700535485263e-10;0.386036706349206;3.5241700535485263e-10;0.386036706349206;1.4316940842540888e-09;True
todas;1025;24;7;friedman;0.035188088852567675;;;;;;55.589285714285666;3.5241700535485263e-10;0.386036706349206;3.5241700535485263e-10;0.386036706349206;1.4316940842540888e-09;True
todas;1026;24;7;friedman;0.034249564113385374;;;;;;55.589285714285666;3.5241700535485263e-10;0.386036706349206;3.5241700535485263e-10;0.386036706349206;1.4316940842540888e-09;True
todas;1027;24;7;friedman;0.033840730448563644;;;;;;55.589285714285666;3.5241700535485263e-10;0.386036706349206;3.5241700535485263e-10;0.386036706349206;1.4316940842540888e-09;True
todas;1028;24;7;friedman;0.03409315828851984;;;;;;56.357142857142776;2.4649594378456294e-10;0.39136904761904706;2.4649594378456294e-10;0.39136904761904706;1.4316940842540888e-09;True
todas;1029;24;7;friedman;0.03467392005544204;;;;;;56.946428571428555;1.8731166613460425e-10;0.3954613095238094;1.8731166613460425e-10;0.3954613095238094;1.3297028200281614e-09;True
todas;1030;24;7;friedman;0.03542048660996128;;;;;;56.946428571428555;1.8731166613460425e-10;0.3954613095238094;1.8731166613460425e-10;0.3954613095238094;1.3297028200281614e-09;True
todas;1031;24;7;friedman;0.03632441369974419;;;;;;56.946428571428555;1.8731166613460425e-10;0.3954613095238094;1.8731166613460425e-10;0.3954613095238094;1.3297028200281614e-09;True
todas;1032;24;7;friedman;0.03759120424938922;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1033;24;7;friedman;0.03861275994409994;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1034;24;7;friedman;0.038713272536211346;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1035;24;7;friedman;0.03815056303604186;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1036;24;7;friedman;0.03660149287680618;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1037;24;7;friedman;0.03517347659267341;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1038;24;7;friedman;0.034688398266885995;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1039;24;7;friedman;0.03375472971732966;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
todas;1040;24;7;friedman;0.03258930846337285;;;;;;55.66071428571422;3.4089583567544295e-10;0.38653273809523764;3.4089583567544295e-10;0.38653273809523764;1.4316940842540888e-09;True
