genotipo;condicao;dia_a;dia_b;posicao;banda_nm;via;p_valor;estat_q;diferenca_media;diferenca_postos
CD202;NIRRIG;D06;D10;5;1963;tukey;0.0006135905469680791;7.674681698106225;0.07311994233701347;4.0
CD202;NIRRIG;D09;D10;1;1967;tukey;0.0007232263262655358;7.562009303732704;0.07745176739225434;4.25
CD202;NIRRIG;D09;D10;2;1968;tukey;0.0007253136731514287;7.560037108717221;0.07882014052570274;4.25
CD202;NIRRIG;D09;D10;3;1966;tukey;0.0007259044263052683;7.559479994513666;0.07606256865112782;4.25
CD202;NIRRIG;D09;D10;4;1965;tukey;0.0007348823827084683;7.551069618775445;0.07462057747359951;4.25
CD202;NIRRIG;D09;D10;5;1969;tukey;0.0007351264872370589;7.55084240974789;0.0801430061051649;4.25
EMB48;IRRIG;D02;D04;1;1908;tukey;0.009271235080102969;5.838546865306149;0.09163051168789815;4.75
EMB48;IRRIG;D02;D04;2;1909;tukey;0.009294236779214371;5.8368723271047855;0.09184316374982426;4.75
EMB48;IRRIG;D02;D04;3;1910;tukey;0.009344801765010402;5.833205492971715;0.09198777388246926;4.75
EMB48;IRRIG;D02;D04;4;1907;tukey;0.009358324108633354;5.83222820698623;0.0913274866429774;4.75
EMB48;IRRIG;D02;D04;5;2450;tukey;0.00935979446566948;5.8321220254220245;0.07986014882565828;4.75
EMB48;IRRIG;D02;D05;1;1916;tukey;0.02222282967210265;5.242654774899194;0.08333872965371003;3.5
EMB48;IRRIG;D02;D05;2;1917;tukey;0.0223031703391936;5.240165689045548;0.08337348985184656;3.75
EMB48;IRRIG;D02;D05;3;1915;tukey;0.02234983094262355;5.238724035307221;0.08322163276807437;3.5
EMB48;IRRIG;D02;D05;4;1918;tukey;0.022471773974439113;5.234970077526677;0.08336391389154185;3.75
EMB48;IRRIG;D02;D05;5;1914;tukey;0.022519986696955208;5.233491290089031;0.08306185607367911;3.5
EMB48;IRRIG;D02;D06;1;2446;tukey;0.003971435963870618;6.409480961951634;0.08734154519261272;4.75
EMB48;IRRIG;D02;D06;2;2447;tukey;0.003987761795917311;6.406722393575799;0.08731542951424842;4.75
EMB48;IRRIG;D02;D06;3;2445;tukey;0.004001143628949322;6.404469686224259;0.08731929997987087;4.75
EMB48;IRRIG;D02;D06;4;2444;tukey;0.004008381345648404;6.403254423192082;0.08728528466476049;4.75
EMB48;IRRIG;D02;D06;5;2448;tukey;0.004051865467366245;6.395999038752964;0.08724095294477863;4.75
EMB48;IRRIG;D02;D09;1;1334;tukey;0.006843983204518622;6.043324173437055;-0.030408080049939112;-3.75
EMB48;IRRIG;D02;D09;2;1333;tukey;0.006912438937202947;6.036619365759614;-0.03121120362049845;-3.75
EMB48;IRRIG;D02;D09;3;1332;tukey;0.007093706434128322;6.019178594332443;-0.03197234844971453;-3.75
EMB48;IRRIG;D02;D09;4;1335;tukey;0.0071109254688869195;6.017544905708591;-0.02949044549263813;-3.75
EMB48;IRRIG;D02;D09;5;1331;tukey;0.007304699496941458;5.999425979732498;-0.032674121569343906;-3.75
EMB48;IRRIG;D02;D10;1;2285;tukey;0.030947416977490483;5.012779571468715;0.08496729038317219;4.5
EMB48;IRRIG;D02;D10;2;2284;tukey;0.030972034746691635;5.012223731016572;0.08493254953054741;4.5
EMB48;IRRIG;D02;D10;3;2311;tukey;0.031048664094246003;5.010496222492087;0.08553229038010973;4.5
EMB48;IRRIG;D02;D10;4;2312;tukey;0.031065246949414704;5.010122918774867;0.08534965375917736;4.5
EMB48;IRRIG;D02;D10;5;2310;tukey;0.031112425165857882;5.009061908054211;0.08564423130948623;4.5
EMB48;IRRIG;D03;D06;1;784;tukey;0.02446663737842858;5.176197205126298;-0.05941051284198395;-3.75
EMB48;IRRIG;D03;D06;2;783;tukey;0.024539538188869114;5.174137886874733;-0.05943003289991822;-3.75
EMB48;IRRIG;D03;D06;3;785;tukey;0.024587656176194406;5.172781860448613;-0.05937098444973565;-3.75
EMB48;IRRIG;D03;D06;4;782;tukey;0.02464031052864335;5.171300914788998;-0.05945906116127442;-3.75
EMB48;IRRIG;D03;D06;5;786;tukey;0.02488622005248542;5.164424559582384;-0.059288812111539135;-4.0
EMB48;IRRIG;D03;D09;1;2281;tukey;0.0075160670599795365;5.980197390992358;0.10122825083150161;4.25
EMB48;IRRIG;D03;D09;2;2282;tukey;0.00751773981424575;5.980047363595396;0.10126411169062005;4.25
EMB48;IRRIG;D03;D09;3;2280;tukey;0.0075328881967745565;5.9786902265322075;0.10110988743200411;4.25
EMB48;IRRIG;D03;D09;4;2283;tukey;0.007583880576385815;5.9741416266960865;0.10118702621301079;4.25
EMB48;IRRIG;D03;D09;5;2279;tukey;0.007587452546564566;5.973824137713605;0.10090891199397073;4.25
EMB48;IRRIG;D03;D10;1;2283;tukey;0.016066714779911395;5.465223162385413;0.09256721951837632;4.75
EMB48;IRRIG;D03;D10;2;2282;tukey;0.01608243030419443;5.464555444859935;0.09253494483615304;4.75
EMB48;IRRIG;D03;D10;3;2284;tukey;0.01612061859371483;5.462935555007354;0.0925698990124183;4.75
EMB48;IRRIG;D03;D10;4;2281;tukey;0.016168384283304915;5.4609146600599905;0.0924382261713681;4.75
EMB48;IRRIG;D03;D10;5;2285;tukey;0.016240541898964622;5.457872780492196;0.0925116803567364;4.75
EMB48;IRRIG;D04;D09;1;721;tukey;0.0025916957360933024;6.696643672837579;0.10700305225615003;4.25
EMB48;IRRIG;D04;D09;2;720;tukey;0.0025947388813705174;6.69585339932115;0.10926839386132775;4.25
EMB48;IRRIG;D04;D09;3;722;tukey;0.002637549070520162;6.684833801080874;0.10450189695539247;4.25
EMB48;IRRIG;D04;D09;4;719;tukey;0.002662277198794083;6.678550322338585;0.11118149959417692;4.25
EMB48;IRRIG;D04;D09;5;723;tukey;0.002745488253557138;6.657829117636999;0.10178732304471094;4.25
EMB48;IRRIG;D04;D10;1;725;tukey;0.001354806310675527;7.13467696132677;0.10440699238786988;5.0
EMB48;IRRIG;D04;D10;2;724;tukey;0.001358932068662666;7.1326164909755185;0.10666264902334022;5.0
EMB48;IRRIG;D04;D10;3;726;tukey;0.001372580030776449;7.1258453442499095;0.10209005510632185;5.0
EMB48;IRRIG;D04;D10;4;723;tukey;0.0013869610862373705;7.11878387344524;0.10883456769599781;5.0
EMB48;IRRIG;D04;D10;5;727;tukey;0.0014210245104159247;7.102349354704624;0.09968657642267509;5.25
EMB48;IRRIG;D05;D09;1;1117;tukey;0.00936668710768318;5.831624493815068;-0.06302856333462437;-4.0
EMB48;IRRIG;D05;D09;2;1118;tukey;0.009440938236155105;5.82628760900501;-0.06244863927658617;-4.0
EMB48;IRRIG;D05;D09;3;1116;tukey;0.009446213795363367;5.825909999024233;-0.0635294263156283;-4.0
EMB48;IRRIG;D05;D09;4;1119;tukey;0.00949153010122361;5.822674923744611;-0.06177810315602228;-4.0
EMB48;IRRIG;D05;D09;5;1120;tukey;0.009608338256264504;5.814405857255321;-0.061016641989216414;-4.0
EMB48;IRRIG;D05;D10;1;724;tukey;0.007064074505660489;6.021999208812494;0.09005424430727382;4.25
EMB48;IRRIG;D05;D10;2;723;tukey;0.007109497186828073;6.017680267392057;0.09200049363450996;4.25
EMB48;IRRIG;D05;D10;3;725;tukey;0.007161666736555605;6.012753445924512;0.08798905776135346;4.25
EMB48;IRRIG;D05;D10;4;722;tukey;0.007310747284621444;5.9988681768720875;0.09377841285554583;4.25
EMB48;IRRIG;D05;D10;5;726;tukey;0.007396996788729848;5.990962555289323;0.08583089694795765;4.25
EMB48;IRRIG;D06;D09;1;730;tukey;0.024006452300838088;5.189334489360814;0.06900189085197306;4.0
EMB48;IRRIG;D06;D09;2;731;tukey;0.024078824035374757;5.1872524591522975;0.06790000720407696;3.75
EMB48;IRRIG;D06;D09;3;729;tukey;0.02424474770395313;5.1825017160126485;0.07007871971610047;3.5
EMB48;IRRIG;D06;D09;4;732;tukey;0.024474772278798462;5.175967116323984;0.06677986960557925;3.5
EMB48;IRRIG;D06;D09;5;728;tukey;0.024958601872106412;5.162412992147901;0.07107367063027747;3.25
EMB48;IRRIG;D06;D10;1;737;tukey;0.0036628100823863363;6.463881063615911;0.07926392662131676;5.25
EMB48;IRRIG;D06;D10;2;738;tukey;0.0036767562844741697;6.461325381735682;0.0787150148667699;5.25
EMB48;IRRIG;D06;D10;3;736;tukey;0.003728422189683833;6.45194134561271;0.07974194331780338;5.25
EMB48;IRRIG;D06;D10;4;739;tukey;0.003778162807948071;6.443029248070187;0.07813276669739344;5.25
EMB48;IRRIG;D06;D10;5;735;tukey;0.0038433146410529195;6.431532003328108;0.08019744406781737;5.25
EMB48;NIRRIG;D02;D03;1;2004;tukey;0.006200233629080731;6.109845550261417;-0.12180487995951084;-3.25
EMB48;NIRRIG;D02;D03;2;2003;tukey;0.006205051435617892;6.109322657669619;-0.12132794756633125;-3.25
EMB48;NIRRIG;D02;D03;3;2005;tukey;0.00620953639131594;6.10883625305427;-0.12224474004576513;-3.25
EMB48;NIRRIG;D02;D03;4;2006;tukey;0.00623214155135865;6.106389970388202;-0.12265341538445895;-3.25
EMB48;NIRRIG;D02;D03;5;2002;tukey;0.006234419812188974;6.1061439112117775;-0.12080197307706353;-3.25
EMB48;NIRRIG;D02;D04;1;1385;tukey;0.03882739859148854;4.853323668273665;0.04493639891151291;3.25
EMB48;NIRRIG;D02;D04;2;1386;tukey;0.039840789446286995;4.835090665179938;0.04658734683854493;3.25
EMB48;NIRRIG;D02;D04;3;1381;tukey;0.041016573428837355;4.81447614723715;0.03848841087664012;3.75
EMB48;NIRRIG;D02;D04;4;1387;tukey;0.04131744548214644;4.809290577746702;0.04822491929071404;3.25
EMB48;NIRRIG;D02;D04;5;1380;tukey;0.04310022302603567;4.779274336639019;0.03695978443835124;3.75
EMB48;NIRRIG;D02;D05;1;2004;tukey;0.0004536280796105796;7.882655092383161;-0.15714732056506353;-4.0
EMB48;NIRRIG;D02;D05;2;2003;tukey;0.00045388154434811145;7.882269270427834;-0.15653773852418607;-4.0
EMB48;NIRRIG;D02;D05;3;2005;tukey;0.0004546680093382438;7.881073519259386;-0.15770921722803433;-4.0
EMB48;NIRRIG;D02;D05;4;2002;tukey;0.00045593334450200196;7.879154114992975;-0.15587863258868484;-4.0
EMB48;NIRRIG;D02;D05;5;2006;tukey;0.00045725862448042776;7.877149604813628;-0.15822102866176935;-4.0
EMB48;NIRRIG;D02;D06;1;1994;tukey;0.015762090819773533;5.4782932462092;-0.10409253249209294;-3.25
EMB48;NIRRIG;D02;D06;2;1993;tukey;0.015775918136815892;5.477694663544143;-0.1034469859212932;-3.25
EMB48;NIRRIG;D02;D06;3;1995;tukey;0.015809463167936078;5.476244626191941;-0.10468820387243927;-3.25
EMB48;NIRRIG;D02;D06;4;1992;tukey;0.015873106924074065;5.473501746447208;-0.10275179581945215;-3.25
EMB48;NIRRIG;D02;D06;5;1996;tukey;0.01589286763238984;5.4726522917488225;-0.10524483970468779;-3.25
EMB48;NIRRIG;D02;D10;1;2273;tukey;0.021721409056725816;5.258388693870555;0.09162308791218826;3.0
EMB48;NIRRIG;D02;D10;2;2274;tukey;0.02176874138405549;5.256888560220564;0.0917885769780965;3.0
EMB48;NIRRIG;D02;D10;3;2272;tukey;0.021808948495513403;5.255616722655471;0.09142808516030038;3.0
EMB48;NIRRIG;D02;D10;4;2275;tukey;0.021977509514043425;5.250309298095574;0.09190342818823727;3.0
EMB48;NIRRIG;D02;D10;5;2271;tukey;0.02207732194478962;5.247185030776447;0.09118498439210448;3.0
EMB48;NIRRIG;D03;D04;1;1468;tukey;0.00026964533242335165;8.244061053444657;0.15596372193866098;4.5
EMB48;NIRRIG;D03;D04;2;1467;tukey;0.0002699151031264613;8.243362013813535;0.15625159215494466;4.5
EMB48;NIRRIG;D03;D04;3;1469;tukey;0.0002699261755516602;8.243333337841417;0.15564412685594523;4.5
EMB48;NIRRIG;D03;D04;4;1466;tukey;0.00027025487671417103;8.242482598170241;0.15650049508065872;4.5
EMB48;NIRRIG;D03;D04;5;1465;tukey;0.0002705805241398629;8.241640807051695;0.15671705638528355;4.5
EMB48;NIRRIG;D03;D09;1;670;tukey;0.006442012015362875;6.084090248572624;-0.16423476067167297;-3.5
EMB48;NIRRIG;D03;D09;2;669;tukey;0.006443250820399871;6.083960774220783;-0.16415678986654458;-3.5
EMB48;NIRRIG;D03;D09;3;671;tukey;0.006466843983484405;6.0814996312216145;-0.1641871493670326;-3.5
EMB48;NIRRIG;D03;D09;4;668;tukey;0.006474172557556113;6.0807369593771545;-0.16394487024816717;-3.5
EMB48;NIRRIG;D03;D09;5;672;tukey;0.0065146183741607855;6.076543198637085;-0.16402538210140083;-3.5
EMB48;NIRRIG;D03;D10;1;2156;tukey;0.0001242981786839792;8.7909557007549;0.14896597809503015;5.25
EMB48;NIRRIG;D03;D10;2;2157;tukey;0.00012458511546276085;8.789310026344477;0.14858580063260932;5.25
EMB48;NIRRIG;D03;D10;3;2155;tukey;0.00012463648112970294;8.789015839297816;0.14933434921544111;5.25
EMB48;NIRRIG;D03;D10;4;2158;tukey;0.00012497810122602537;8.787062443014355;0.1482037479375138;5.25
EMB48;NIRRIG;D03;D10;5;2154;tukey;0.00012554674423503887;8.78382307059008;0.14970198258179493;5.25
EMB48;NIRRIG;D04;D05;1;1455;tukey;2.5449532388366336e-05;9.951259030049213;-0.19034253478560653;-5.0
EMB48;NIRRIG;D04;D05;2;1456;tukey;2.546559527483172e-05;9.950785191500797;-0.19033718648411288;-5.0
EMB48;NIRRIG;D04;D05;3;1454;tukey;2.5490424845453497e-05;9.950053353155717;-0.19029661970843714;-5.0
EMB48;NIRRIG;D04;D05;4;1453;tukey;2.5499117181748687e-05;9.949797325522855;-0.19022986680327747;-5.0
EMB48;NIRRIG;D04;D05;5;1457;tukey;2.553874809885226e-05;9.948631163933362;-0.19028942029422913;-5.0
EMB48;NIRRIG;D04;D06;1;1885;tukey;0.0007117686206618012;7.5729392111424225;-0.1463773419887089;-4.5
EMB48;NIRRIG;D04;D06;2;1884;tukey;0.0007143868254790853;7.5704259018475515;-0.14813154830742503;-4.5
EMB48;NIRRIG;D04;D06;3;1886;tukey;0.0007150851474864162;7.56975714173114;-0.14417176526279185;-4.5
EMB48;NIRRIG;D04;D06;4;1883;tukey;0.0007228279163172813;7.562386393343848;-0.149435893340081;-4.5
EMB48;NIRRIG;D04;D06;5;1887;tukey;0.0007259658406469915;7.5594221037480365;-0.1415259123099909;-4.5
EMB48;NIRRIG;D04;D09;1;705;tukey;0.014240586072072348;5.547502412852393;0.16299959840470313;3.75
EMB48;NIRRIG;D04;D09;2;704;tukey;0.01424791995159036;5.5471518025105375;0.16028307875675507;3.75
EMB48;NIRRIG;D04;D09;3;706;tukey;0.014562615648599175;5.5322709222302064;0.16456324158723612;4.0
EMB48;NIRRIG;D04;D09;4;703;tukey;0.014625963482180704;5.529313434823688;0.1564063137143501;3.75
EMB48;NIRRIG;D04;D09;5;707;tukey;0.01514557962471097;5.5055159927970765;0.1650954972542208;3.75
EMB48;NIRRIG;D05;D09;1;1400;tukey;0.0008199891545109805;7.476174753008843;0.115649812364859;3.5
EMB48;NIRRIG;D05;D09;2;1399;tukey;0.0008210292702500732;7.47530919633967;0.11298097835687496;3.5
EMB48;NIRRIG;D05;D09;3;1401;tukey;0.0008257635947319653;7.471383458439327;0.1180986652877066;3.5
EMB48;NIRRIG;D05;D09;4;1398;tukey;0.0008293488160393547;7.4684257683261395;0.11007979127910632;3.5
EMB48;NIRRIG;D05;D09;5;1402;tukey;0.000834198833965516;7.46444529156398;0.12033256254632838;3.25
EMB48;NIRRIG;D05;D10;1;1876;tukey;2.62033374082149e-05;9.929349546624605;0.1969203922069348;4.75
EMB48;NIRRIG;D05;D10;2;1875;tukey;2.6305212762034458e-05;9.926438658956531;0.1954604008024915;4.75
EMB48;NIRRIG;D05;D10;3;1877;tukey;2.653103386285327e-05;9.920027643436141;0.197851615971814;4.75
EMB48;NIRRIG;D05;D10;4;1874;tukey;2.675894025239156e-05;9.913614429011247;0.19351867095679953;4.75
EMB48;NIRRIG;D05;D10;5;1878;tukey;2.7279321740514284e-05;9.899180464234856;0.19822063174327703;4.75
EMB48;NIRRIG;D06;D09;1;1394;tukey;0.02273606995559363;5.226900844168243;0.0683007308180292;3.0
EMB48;NIRRIG;D06;D09;2;1395;tukey;0.022749795194217826;5.226484273080641;0.07059104698478774;3.0
EMB48;NIRRIG;D06;D09;3;1396;tukey;0.0229150677378559;5.221487068572612;0.07276048425470585;3.0
EMB48;NIRRIG;D06;D09;4;1393;tukey;0.022938052367587947;5.220794855804439;0.06590226960439549;3.0
EMB48;NIRRIG;D06;D09;5;1397;tukey;0.02321432618349406;5.212526415740691;0.07477600711259676;3.0
EMB48;NIRRIG;D06;D10;1;1874;tukey;0.00029708732552169437;8.176388363143158;0.1596071564606853;4.5
EMB48;NIRRIG;D06;D10;2;1873;tukey;0.00029719493425328647;8.176135796086555;0.15799710334507286;4.5
EMB48;NIRRIG;D06;D10;3;1875;tukey;0.0003006012767229338;8.168188851304407;0.16083889918222016;4.5
EMB48;NIRRIG;D06;D10;4;1872;tukey;0.0003006153055705729;8.16815631325657;0.1560435709336476;4.5
EMB48;NIRRIG;D06;D10;5;1871;tukey;0.0003061942241927573;8.155338496611288;0.1538134594296762;4.5
