genotipo;condicao;dia_a;dia_b;posicao;banda_nm;via;p_valor;estat_q;diferenca_media;diferenca_postos
BR16;NIRRIG;D03;D10;5;1300;tukey;0.001156388531560304;7.242101891458029;-0.06806997677954629;-5.0
BR16;NIRRIG;D04;D05;1;1459;tukey;0.045853633577984554;4.735132602896769;-0.10528888539902997;-3.5
BR16;NIRRIG;D04;D05;2;1458;tukey;0.04587788428670658;4.734754980245752;-0.10541557973402266;-3.5
BR16;NIRRIG;D04;D05;3;1460;tukey;0.04587971707204308;4.73472644841966;-0.10513795167649509;-3.5
BR16;NIRRIG;D04;D05;4;1463;tukey;0.04588591391293462;4.734629987205261;-0.10458101655101484;-3.5
BR16;NIRRIG;D04;D05;5;1464;tukey;0.045891690811413643;4.734540073881285;-0.10436130915206121;-3.5
BR16;NIRRIG;D04;D06;1;1972;tukey;0.004877356215219453;6.271309321580744;-0.08998909711772196;-4.0
BR16;NIRRIG;D04;D06;2;1971;tukey;0.004881147647952999;6.270786728156226;-0.08857404935379942;-4.0
BR16;NIRRIG;D04;D06;3;1973;tukey;0.0048828710055512925;6.270549322447027;-0.09138540950126695;-4.0
BR16;NIRRIG;D04;D06;4;1974;tukey;0.004893250449701125;6.269121240152825;-0.09275068651536644;-4.0
BR16;NIRRIG;D04;D06;5;1970;tukey;0.0048936989459456015;6.26905960079261;-0.08714394826354876;-4.0
BR16;NIRRIG;D04;D09;1;709;tukey;0.00747794398313284;5.9836256035609825;0.15072425954647162;5.0
BR16;NIRRIG;D04;D09;2;710;tukey;0.007524086980449152;5.979478394253825;0.1530582762145335;5.0
BR16;NIRRIG;D04;D09;3;708;tukey;0.007617114895514754;5.97119335111957;0.14768789211700462;5.0
BR16;NIRRIG;D04;D09;4;711;tukey;0.007707828994211741;5.963210327747853;0.154693073310121;5.0
BR16;NIRRIG;D04;D09;5;712;tukey;0.007975078015139525;5.940221499456015;0.1556983354721273;5.0
BR16;NIRRIG;D05;D09;1;716;tukey;0.04757569959541841;4.708770852433866;0.12482605549049507;4.0
BR16;NIRRIG;D05;D09;2;715;tukey;0.04771102397203186;4.706737272842967;0.125000079634135;4.0
BR16;NIRRIG;D05;D09;3;717;tukey;0.04818382036745339;4.699674410711919;0.12401500123602467;4.0
BR16;NIRRIG;D05;D09;4;714;tukey;0.04871398629264778;4.691831109254202;0.12443512535515361;4.0
BR16;NIRRIG;D05;D09;5;718;tukey;0.04955878527906887;4.679496222411521;0.12261204290129318;3.75
BR16;NIRRIG;D05;D10;1;1277;tukey;0.006015516886890615;6.130204236559729;-0.06150654996763372;-4.5
BR16;NIRRIG;D05;D10;2;1276;tukey;0.006017850100336064;6.12994322418469;-0.06160647877741332;-4.5
BR16;NIRRIG;D05;D10;3;1286;tukey;0.006020542808439888;6.129642120857619;-0.06010952669535907;-4.5
BR16;NIRRIG;D05;D10;4;1285;tukey;0.006023017326488578;6.129365533988734;-0.06030583537475431;-4.5
BR16;NIRRIG;D05;D10;5;1275;tukey;0.006049276887285737;6.126437339794518;-0.06168435134748518;-4.5
BR16;NIRRIG;D06;D10;1;1286;tukey;0.0006895109063554949;7.594693374858728;-0.07447635851459222;-4.5
BR16;NIRRIG;D06;D10;2;1285;tukey;0.0006939913811137011;7.590257318675079;-0.0746793131807506;-4.5
BR16;NIRRIG;D06;D10;3;1287;tukey;0.0006974579640526279;7.5868450718488125;-0.07422537867603118;-4.75
BR16;NIRRIG;D06;D10;4;1284;tukey;0.0007017773195601151;7.58261750745489;-0.07487772948931881;-4.5
BR16;NIRRIG;D06;D10;5;1288;tukey;0.0007082848698992672;7.576298025744336;-0.07394093623857878;-4.75
CD202;IRRIG;D02;D03;1;1405;tukey;0.006494033275123212;6.078674392257857;0.04484252815255152;4.0
CD202;IRRIG;D02;D03;2;1406;tukey;0.006513557492103805;6.076652869130568;0.04510344451410653;4.0
CD202;IRRIG;D02;D03;3;1404;tukey;0.0065390961243489976;6.0740176832490915;0.04451489379116355;4.0
CD202;IRRIG;D02;D03;4;1407;tukey;0.006608595172299836;6.06689789517669;0.04529853359413938;4.0
CD202;IRRIG;D02;D03;5;1403;tukey;0.006656594538771987;6.062023902656297;0.0441356558125533;4.25
CD202;IRRIG;D02;D04;1;530;tukey;0.00052007781261032;7.788371683162361;-0.1076780302085052;-5.5
CD202;IRRIG;D02;D04;2;531;tukey;0.0005245253919028414;7.782507451194282;-0.10751686752524092;-5.25
CD202;IRRIG;D02;D04;3;529;tukey;0.0005310798400470773;7.773957115947739;-0.10778566566806091;-5.5
CD202;IRRIG;D02;D04;4;532;tukey;0.000536005007364504;7.767602752999848;-0.10736565468624049;-5.25
CD202;IRRIG;D02;D04;5;533;tukey;0.0005540871435774086;7.744773786224633;-0.10720925084820654;-5.25
CD202;IRRIG;D02;D05;1;1915;tukey;0.007174879678794155;6.011511281578685;0.07795676513894145;4.25
CD202;IRRIG;D02;D05;2;1913;tukey;0.007177029883621011;6.011309352883938;0.07763909099283106;4.25
CD202;IRRIG;D02;D05;3;1914;tukey;0.007179460276600769;6.011081183538073;0.07781248221854309;4.25
CD202;IRRIG;D02;D05;4;1916;tukey;0.007198689220429322;6.00927863347639;0.07806574209780592;4.25
CD202;IRRIG;D02;D05;5;1912;tukey;0.0072220819880055576;6.0070921855833035;0.07742111199351265;4.25
CD202;IRRIG;D02;D06;1;2447;tukey;0.017324712668259856;5.413687114448495;0.06781127641564133;4.25
CD202;IRRIG;D02;D06;2;2446;tukey;0.017406117776690322;5.410478853069002;0.06770834158644101;4.25
CD202;IRRIG;D02;D06;3;2448;tukey;0.017554719079398096;5.404659752250974;0.06786544809643313;4.25
CD202;IRRIG;D02;D06;4;2445;tukey;0.01779783253076317;5.395242076403889;0.06755664360883196;4.25
CD202;IRRIG;D02;D06;5;2449;tukey;0.018112658778780988;5.383230407894999;0.0678708566288162;4.25
CD202;IRRIG;D02;D09;1;1330;tukey;0.016319351028096007;5.454565502062579;-0.024556053162682834;-4.5
CD202;IRRIG;D02;D09;2;1331;tukey;0.016416143601638122;5.450524752777135;-0.024109544156125207;-4.5
CD202;IRRIG;D02;D09;3;1329;tukey;0.016598538238339233;5.442973064610762;-0.0249398589985943;-4.5
CD202;IRRIG;D02;D09;4;1332;tukey;0.016842686903894344;5.43299001870384;-0.023612845751423417;-4.75
CD202;IRRIG;D02;D09;5;1328;tukey;0.01733189294345494;5.413403543516887;-0.02523942631672571;-4.5
CD202;IRRIG;D02;D10;1;1410;tukey;0.0018495602168245862;6.924120176932038;0.0524982168676508;4.5
CD202;IRRIG;D02;D10;2;1409;tukey;0.0018574007961734695;6.921263762610995;0.052219826339642006;4.5
CD202;IRRIG;D02;D10;3;1411;tukey;0.0018680449349739447;6.917405402466883;0.05270670313008763;4.25
CD202;IRRIG;D02;D10;4;1408;tukey;0.00189274945622675;6.908535217605323;0.05186502745096583;4.5
CD202;IRRIG;D02;D10;5;1412;tukey;0.00192123110764586;6.898452771663488;0.05282809462885363;4.25
CD202;IRRIG;D03;D04;1;531;tukey;0.005468523295979688;6.194355664538409;-0.08557623896475675;-3.5
CD202;IRRIG;D03;D04;2;532;tukey;0.005499200287244266;6.190592098497254;-0.08556783793995315;-3.5
CD202;IRRIG;D03;D04;3;530;tukey;0.005504555692908419;6.189937222061487;-0.08557889560238041;-3.5
CD202;IRRIG;D03;D04;4;533;tukey;0.00556089724686748;6.183085791035992;-0.08559113718288436;-3.5
CD202;IRRIG;D03;D04;5;529;tukey;0.005688732814415842;6.16779320772858;-0.0855162546798951;-3.5
CD202;IRRIG;D03;D09;1;1336;tukey;0.0029497006664495062;6.6095387771549845;-0.026725679907354194;-5.5
CD202;IRRIG;D03;D09;2;1335;tukey;0.0029746056810205923;6.6038807141790405;-0.027165244675875;-5.5
CD202;IRRIG;D03;D09;3;1337;tukey;0.0030036000585279554;6.597353246958574;-0.026245823097315157;-5.5
CD202;IRRIG;D03;D09;4;1334;tukey;0.0030982955408717094;6.576467020108077;-0.027566343835067397;-5.25
CD202;IRRIG;D03;D09;5;1338;tukey;0.0031876338169172236;6.557341793916119;-0.02573100205601475;-5.5
CD202;IRRIG;D03;D10;1;2280;tukey;0.0038368784048410376;6.432659074877428;0.11676869354400327;5.0
CD202;IRRIG;D03;D10;2;2279;tukey;0.0038413124305010093;6.431882414716524;0.1166335488713422;5.0
CD202;IRRIG;D03;D10;3;2281;tukey;0.003851384216640108;6.430121578900611;0.11685828918668262;5.0
CD202;IRRIG;D03;D10;4;2278;tukey;0.0038690924393338655;6.427036824537986;0.1164422985579327;5.0
CD202;IRRIG;D03;D10;5;2282;tukey;0.0038800199805338886;6.425140302010487;0.11692032016328546;5.0
CD202;IRRIG;D04;D06;1;699;tukey;0.010773721010158277;5.736940611154576;0.07935751560599957;4.25
CD202;IRRIG;D04;D06;2;700;tukey;0.011914550758849951;5.668713269076453;0.08670817035592315;4.75
CD202;IRRIG;D04;D06;3;698;tukey;0.01249349638481767;5.6365068098891085;0.07188549859251459;4.25
CD202;IRRIG;D04;D06;4;701;tukey;0.01508350916698653;5.508316427416588;0.09367276274047853;5.0
CD202;IRRIG;D04;D06;5;702;tukey;0.019872783686132767;5.319596081105249;0.10017198714944708;5.0
CD202;IRRIG;D04;D09;1;739;tukey;0.00026540416165221625;8.255146126085524;0.08644693458719233;5.0
CD202;IRRIG;D04;D09;2;740;tukey;0.00026941814445202716;8.244650307279388;0.08294415554150314;5.0
CD202;IRRIG;D04;D09;3;738;tukey;0.00028422138402628416;8.207281540802848;0.09002590137109956;5.0
CD202;IRRIG;D04;D09;4;741;tukey;0.0002952085616537703;8.180813147212032;0.0795862191183041;5.0
CD202;IRRIG;D04;D09;5;737;tukey;0.0003298273497305271;8.10356911043809;0.09363993928494985;5.25
CD202;IRRIG;D04;D10;1;739;tukey;0.0006003974035787563;7.689605566854572;0.08052465931991915;5.25
CD202;IRRIG;D04;D10;2;738;tukey;0.0006167161637924412;7.671193987186265;0.08414554196241775;5.25
CD202;IRRIG;D04;D10;3;740;tukey;0.0006295795326171083;7.65702762629183;0.07703245944342685;5.25
CD202;IRRIG;D04;D10;4;737;tukey;0.000675440586921594;7.608817539501749;0.08792288962050787;5.25
CD202;IRRIG;D04;D10;5;741;tukey;0.000714100286242747;7.570700503718579;0.07365079953859333;5.25
CD202;IRRIG;D05;D09;1;738;tukey;0.00859439284496788;5.889750459280742;0.06460483794926919;3.25
CD202;IRRIG;D05;D09;2;739;tukey;0.008641874516362003;5.88603066363374;0.06163783172165771;3.5
CD202;IRRIG;D05;D09;3;737;tukey;0.009161957307927016;5.846558776709588;0.06755929411051564;3.5
CD202;IRRIG;D05;D09;4;740;tukey;0.009308786949324688;5.835815175623408;0.0587104053656462;3.25
CD202;IRRIG;D05;D09;5;736;tukey;0.010221857544516433;5.7725381906336555;0.07058294007833876;3.5
CD202;IRRIG;D05;D10;1;1929;tukey;0.00901514710647644;5.857472214683344;-0.07604270988454509;-3.5
CD202;IRRIG;D05;D10;2;1928;tukey;0.009033092911968743;5.856128802326335;-0.07613153365342962;-3.5
CD202;IRRIG;D05;D10;3;1930;tukey;0.009040220150511313;5.855595992363566;-0.0759045916373946;-3.5
CD202;IRRIG;D05;D10;4;1927;tukey;0.009048387979592842;5.85498590081718;-0.0761833785960151;-3.5
CD202;IRRIG;D05;D10;5;1931;tukey;0.009051581520659213;5.854747508835815;-0.0757579736445837;-3.5
CD202;IRRIG;D06;D09;1;745;tukey;0.03335357839216169;4.960346982885294;0.04483721287938369;3.25
CD202;IRRIG;D06;D09;2;746;tukey;0.03384047361992293;4.95017639876444;0.04447795609473926;3.5
CD202;IRRIG;D06;D09;3;744;tukey;0.03419394245917118;4.942879647670286;0.045142062911005976;3.25
CD202;IRRIG;D06;D09;4;747;tukey;0.03636501048144347;4.899572507962127;0.04397245555313112;3.75
CD202;IRRIG;D06;D09;5;743;tukey;0.03645265909106776;4.897876090053851;0.04542821499101812;3.25
CD202;NIRRIG;D02;D03;1;1942;tukey;0.005317828772790634;6.213154249206917;-0.04383968523439563;-3.5
CD202;NIRRIG;D02;D03;2;1941;tukey;0.005708631020592714;6.1654436599876545;-0.04326774312462667;-3.75
CD202;NIRRIG;D02;D03;3;1955;tukey;0.0060490259861240014;6.12646525783766;-0.050643236981926076;-2.75
CD202;NIRRIG;D02;D03;4;1346;tukey;0.006066458901874738;6.124528212704527;0.016220007740730624;3.25
CD202;NIRRIG;D02;D03;5;1940;tukey;0.006133011632470486;6.117183810835099;-0.04270106636581339;-4.0
CD202;NIRRIG;D02;D04;1;705;tukey;0.005718501639479068;6.164281176456241;-0.1408904814076084;-3.75
CD202;NIRRIG;D02;D04;2;704;tukey;0.005770793839662058;6.158155737550703;-0.13635546703845725;-3.5
CD202;NIRRIG;D02;D04;3;706;tukey;0.005774358692450243;6.15774016893935;-0.1446770631378419;-3.75
CD202;NIRRIG;D02;D04;4;707;tukey;0.0058874308218064275;6.14468969599868;-0.1477235103277561;-3.75
CD202;NIRRIG;D02;D04;5;703;tukey;0.005969321005649619;6.135392922962201;-0.13116043160784607;-3.5
CD202;NIRRIG;D02;D06;1;1955;tukey;0.003099537437939226;6.576197383772224;-0.05436086038686616;-3.0
CD202;NIRRIG;D02;D06;2;1956;tukey;0.0031388858890092353;6.567709876073277;-0.055224484034397836;-3.0
CD202;NIRRIG;D02;D06;3;1957;tukey;0.003196131750161646;6.555550689929945;-0.0560898453336931;-3.0
CD202;NIRRIG;D02;D06;4;1958;tukey;0.0032692008276696827;6.540344295895541;-0.056953875649635055;-3.0
CD202;NIRRIG;D02;D06;5;1959;tukey;0.0033569084571617447;6.5225355125987265;-0.05781740286824655;-3.0
CD202;NIRRIG;D02;D09;1;1962;tukey;0.004911131790589218;6.266668063876062;-0.05863305911096517;-3.25
CD202;NIRRIG;D02;D09;2;1961;tukey;0.004916021037288387;6.265998849840337;-0.05757659734555354;-3.25
CD202;NIRRIG;D02;D09;3;1960;tukey;0.004926240226213574;6.264602243440518;-0.05652589585238865;-3.25
CD202;NIRRIG;D02;D09;4;1963;tukey;0.004937824084767062;6.263022625093274;-0.05967046858962677;-3.25
CD202;NIRRIG;D02;D09;5;1959;tukey;0.004947240373157524;6.261741306221379;-0.05550565712662525;-3.25
CD202;NIRRIG;D02;D10;1;1317;tukey;0.047267205436862136;4.713427016834839;-0.026592514825216296;-3.25
CD202;NIRRIG;D02;D10;2;1318;tukey;0.04763543777354684;4.7078724746925;-0.02627240088564653;-3.25
CD202;NIRRIG;D02;D10;3;1316;tukey;0.04775014765908514;4.7061503482127645;-0.0268505075240677;-3.5
CD202;NIRRIG;D02;D10;4;1319;tukey;0.048382044597861995;4.696732483055984;-0.025909557247876247;-3.25
CD202;NIRRIG;D02;D10;5;1315;tukey;0.049027442836367285;4.687231217963831;-0.02702910481517873;-3.5
CD202;NIRRIG;D03;D04;1;1955;tukey;0.0002696192490183602;8.244128679701554;0.06814849099184794;3.75
CD202;NIRRIG;D03;D04;2;1956;tukey;0.00028655882316352965;8.201563842911925;0.06896271912832752;3.75
CD202;NIRRIG;D03;D04;3;1957;tukey;0.00030585781924252764;8.156104601264737;0.06978431976936639;3.75
CD202;NIRRIG;D03;D04;4;1942;tukey;0.0003092103086073106;8.148508136505486;0.057495439112896785;4.5
CD202;NIRRIG;D03;D04;5;1958;tukey;0.00032839618415170246;8.10659449636781;0.07059291590779004;3.75
CD202;NIRRIG;D03;D05;1;1345;tukey;0.004485253929012445;6.327668795313364;-0.01647059612662516;-3.75
CD202;NIRRIG;D03;D05;2;1344;tukey;0.004518789368858189;6.322659750157942;-0.016352385983020024;-3.75
CD202;NIRRIG;D03;D05;3;1346;tukey;0.004976299192235301;6.2578024185929815;-0.016572966952620005;-3.75
CD202;NIRRIG;D03;D05;4;1343;tukey;0.005027102371399805;6.250970907349224;-0.016221763182833637;-3.75
CD202;NIRRIG;D03;D05;5;1347;tukey;0.005932489752517256;6.139558476973774;-0.01668358481622534;-3.75
CD202;NIRRIG;D03;D09;1;1342;tukey;0.026581041405371097;5.118735283684395;-0.013468248393602056;-2.75
CD202;NIRRIG;D03;D09;2;1343;tukey;0.02659654316273241;5.118330431746394;-0.013282471696943077;-2.75
CD202;NIRRIG;D03;D09;3;1341;tukey;0.02819134202651674;5.0778430769404315;-0.013683701915539581;-2.75
CD202;NIRRIG;D03;D09;4;1344;tukey;0.028764138909731285;5.0638349971566115;-0.013096669392301474;-2.5
CD202;NIRRIG;D03;D09;5;1340;tukey;0.031349175624619585;5.0037605794390005;-0.013909776417568631;-2.5
CD202;NIRRIG;D03;D10;1;1342;tukey;6.494108841570423e-05;9.25881738734515;-0.024361496637897773;-5.25
CD202;NIRRIG;D03;D10;2;1341;tukey;6.77611024417768e-05;9.22789782713474;-0.024867212566491936;-5.25
CD202;NIRRIG;D03;D10;3;1343;tukey;7.073973955296076e-05;9.196648306425878;-0.02386602867200227;-5.25
CD202;NIRRIG;D03;D10;4;1340;tukey;7.862327732544028e-05;9.12007325745362;-0.025352567915479574;-5.25
CD202;NIRRIG;D03;D10;5;1344;tukey;8.890783881987385e-05;9.031293393672355;-0.02335776419022706;-5.5
CD202;NIRRIG;D04;D05;1;1484;tukey;0.02548942166793644;5.147830004979477;-0.08357159158380785;-3.0
CD202;NIRRIG;D04;D05;2;1483;tukey;0.025502128398109947;5.1474845060716765;-0.08398232094598042;-3.0
CD202;NIRRIG;D04;D05;3;1485;tukey;0.025508234312457745;5.1473185436740145;-0.08312884764532662;-3.0
CD202;NIRRIG;D04;D05;4;1482;tukey;0.0255559947525712;5.146021701352215;-0.08435500660686454;-3.0
CD202;NIRRIG;D04;D05;5;1486;tukey;0.025556302859399915;5.146013342866737;-0.08266345814536265;-3.0
CD202;NIRRIG;D04;D06;1;702;tukey;8.162288614110835e-05;9.092997986470522;0.18732193556145793;5.25
CD202;NIRRIG;D04;D06;2;701;tukey;8.246970637026951e-05;9.085539804973429;0.18044264517361652;5.25
CD202;NIRRIG;D04;D06;3;703;tukey;8.801463856167313e-05;9.038572875592168;0.19322366706862382;5.25
CD202;NIRRIG;D04;D06;4;700;tukey;9.471741257160993e-05;8.98571000948562;0.17267452234913683;5.25
CD202;NIRRIG;D04;D06;5;704;tukey;0.0001003138541191273;8.944444216106882;0.19805018263012708;5.25
CD202;NIRRIG;D04;D09;1;1960;tukey;0.0002160574616583144;8.399381953382639;-0.07578814601014305;-4.25
CD202;NIRRIG;D04;D09;2;1961;tukey;0.00021654343293608935;8.397802517991526;-0.07716517442038695;-4.25
CD202;NIRRIG;D04;D09;3;1959;tukey;0.00021683073082767734;8.396870492373164;-0.07443198172739462;-4.25
CD202;NIRRIG;D04;D09;4;1962;tukey;0.00021684715389769238;8.396817252435824;-0.07856345306432666;-4.25
CD202;NIRRIG;D04;D09;5;1958;tukey;0.00021781057422864958;8.393701275785942;-0.07309306621691203;-4.5
CD202;NIRRIG;D05;D06;1;707;tukey;0.006245905994065937;6.104904727756191;0.14676704621682046;3.75
CD202;NIRRIG;D05;D06;2;706;tukey;0.0062943730339984905;6.099700695689515;0.14331341668549413;3.75
CD202;NIRRIG;D05;D06;3;708;tukey;0.006336114859655906;6.095250584764819;0.1491932299159371;3.75
CD202;NIRRIG;D05;D06;4;709;tukey;0.0065202245354570865;6.075963946511477;0.1506556210527592;3.75
CD202;NIRRIG;D05;D06;5;705;tukey;0.006569761768895344;6.070866941750787;0.13875541064733188;3.5
CD202;NIRRIG;D05;D10;1;400;tukey;0.016011020456830338;5.467594623896052;-0.12665185538855006;-4.0
CD202;NIRRIG;D05;D10;2;401;tukey;0.020778324845851515;5.288955906673499;-0.12462013484529555;-4.0
CD202;NIRRIG;D05;D10;3;411;tukey;0.02423568358866368;5.18276043164593;-0.1275922927595614;-4.0
CD202;NIRRIG;D05;D10;4;410;tukey;0.02439324480931937;5.178276385320972;-0.12778527881504442;-4.0
CD202;NIRRIG;D05;D10;5;412;tukey;0.02443437322266584;5.1771104948773505;-0.12759041077756827;-4.0
CD202;NIRRIG;D06;D10;1;1960;tukey;0.0006047213931765771;7.684677816787394;0.06933932611375537;4.0
CD202;NIRRIG;D06;D10;2;1961;tukey;0.0006058959067651859;7.683345508604801;0.07060021893029522;4.0
CD202;NIRRIG;D06;D10;3;1962;tukey;0.0006083673969390357;7.68055055521196;0.0718618203674184;4.0
CD202;NIRRIG;D06;D10;4;1959;tukey;0.0006089402641515917;7.679904364954326;0.06807661281421784;4.0
