modelo;modo;genotipo_avaliado;fold;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia;classe_real;classe_predita;score_NIRRIG;acerto;1968;1347;1531;1367;1842
gradient_boosting;agrupado;todos;1;4;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.2829879015098737;True;-1.3157935672717913;0.8920492367548025;0.19226471269237816;0.7782006520762033;0.3041714476510199
gradient_boosting;agrupado;todos;1;5;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.22181141489591621;True;-1.316541890776206;0.8922890964601738;0.19230522019198706;0.7785555470682171;0.305780436852233
gradient_boosting;agrupado;todos;1;8;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.2632602627388288;False;-1.2745306995495453;0.89170317333269;0.24539490238642556;0.7988699427542834;0.3236265581753877
gradient_boosting;agrupado;todos;1;9;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.2632602627388288;False;-1.2734724281058512;0.8904599084141525;0.24787803275594789;0.7985252215402757;0.3240802574857206
gradient_boosting;agrupado;todos;1;15;B1_BR16_NIRRIG_REPROD00007.asd;B1;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.6901395941916647;True;-1.2468273659667146;0.8779779593655266;0.24807646469395594;0.7840277607678356;0.3246589771150492
gradient_boosting;agrupado;todos;1;18;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.20396652357547354;True;-1.2857221111772061;0.8868956876092142;0.2313607361678995;0.7797006707643167;0.355395522234481
gradient_boosting;agrupado;todos;1;21;B2_BR16_IRRIG_REPROD00005.asd;B2;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.40972517057206803;True;-1.2956555439427155;0.8751622300783269;0.2563934692824175;0.7766836426108693;0.3634511140453117
gradient_boosting;agrupado;todos;1;25;B2_BR16_NIRRIG_REPROD00001.asd;B2;BR16;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.9724737345479219;True;-1.2932312400032906;0.8594676844139146;0.22545296712038632;0.7498864780636041;0.3193619146289994
gradient_boosting;agrupado;todos;1;33;B3_BR16_IRRIG_REPROD00001.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.0707263370144061;True;-1.295111762770541;0.8818521975507833;0.22989027975784196;0.7886642733657746;0.3566814394397327
gradient_boosting;agrupado;todos;1;35;B3_BR16_IRRIG_REPROD00003.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.07556599060170988;True;-1.2989836644761117;0.8809111194913873;0.22722707656728483;0.7871919285368962;0.3532928440865206
gradient_boosting;agrupado;todos;1;38;B3_BR16_IRRIG_REPROD00006.asd;B3;BR16;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.06865936723372307;True;-1.3023823840477065;0.8947980172884866;0.2520095574757147;0.8094298729472423;0.3674772404677805
gradient_boosting;agrupado;todos;1;40;B3_BR16_NIRRIG_REPROD00000.asd;B3;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.48890995550036537;False;-1.2872667162299969;0.8835141724324114;0.2738878730305671;0.7951473553843681;0.3632549382437221
gradient_boosting;agrupado;todos;1;42;B3_BR16_NIRRIG_REPROD00002.asd;B3;BR16;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.48890995550036537;False;-1.2853013634641293;0.8842652536922655;0.2762034311139588;0.7946493536751252;0.3654284629289093
gradient_boosting;agrupado;todos;1;75;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.7939881420059789;True;-1.2607912629283973;0.8552534794159696;0.29578861233098125;0.7707299174445325;0.3958817117804534
gradient_boosting;agrupado;todos;1;79;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.8531970745208239;True;-1.321783638668592;0.877737711692649;0.20709470227821453;0.7685979250040506;0.282610150534941
gradient_boosting;agrupado;todos;1;81;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.036155020461551446;True;-1.3345433847991248;0.8959284931541823;0.2462132157868661;0.8083743334147729;0.3618933370753518
gradient_boosting;agrupado;todos;1;84;B2_CD202_IRRIG_REPROD00004.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.7576858225783726;False;-1.3099523631352534;0.8686530033358977;0.2014051957506369;0.7605203619878006;0.31535717469416813
gradient_boosting;agrupado;todos;1;85;B2_CD202_IRRIG_REPROD00005.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.7576858225783726;False;-1.3099586726005057;0.8671126161582965;0.19774882241798977;0.7573747057722896;0.3178081551836963
gradient_boosting;agrupado;todos;1;86;B2_CD202_IRRIG_REPROD00006.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.7576858225783726;False;-1.3092258961673953;0.8667559144941098;0.19800691609873744;0.757043416301341;0.31785322443337816
gradient_boosting;agrupado;todos;1;87;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D02M;manha;D02;IRRIG;NIRRIG;0.7576858225783726;False;-1.3098065340306426;0.8660853715042052;0.19833551219608206;0.7567946441196464;0.3177291991788811
gradient_boosting;agrupado;todos;1;91;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.0025347190638170753;False;-1.3628055430046595;0.8906753932393484;0.21813983451552055;0.7901518903948556;0.3408208118321126
gradient_boosting;agrupado;todos;1;92;B2_CD202_NIRRIG_REPROD00004.asd;B2;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.979909518263936;True;-1.313262379350122;0.8613541952237839;0.2263072755308784;0.7573793339213748;0.29440145494463654
gradient_boosting;agrupado;todos;1;99;B3_CD202_IRRIG_REPROD00003.asd;B3;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.0014394429897283333;True;-1.3681855476023126;0.8978791676240827;0.2069175623620041;0.8015825083541255;0.3380024389353105
gradient_boosting;agrupado;todos;1;108;B3_CD202_NIRRIG_REPROD00004.asd;B3;CD202;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.21646868881995066;False;-1.276596340667953;0.8721835372468635;0.28928546410610056;0.7900165455227187;0.4059011895757698
gradient_boosting;agrupado;todos;1;115;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.1730705354835145;True;-1.3255504179458935;0.8868254549602257;0.21359855700658525;0.783861984317958;0.3084568430404837
gradient_boosting;agrupado;todos;1;121;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.9790582493488575;True;-1.2806788032009722;0.8550660728947078;0.2821798626299808;0.7482061394570566;0.32933795666968957
gradient_boosting;agrupado;todos;1;128;B3_EMB48_IRRIG_REPROD00000.asd;B3;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.004041746343857953;True;-1.3431547483053852;0.8941073981158588;0.21952900898801897;0.7942298254785283;0.33721022097312586
gradient_boosting;agrupado;todos;1;147;B3_EMB48_IRRIG_REPROD00006.asd;B3;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.13174087054530423;True;-1.3107699839517415;0.8736310555155191;0.2584933829041314;0.7801487884821241;0.3690646577839811
gradient_boosting;agrupado;todos;1;152;B4_EMB48_NIRRIG_REPROD00007.asd;B4;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.9946096159279672;True;-1.1930352582450154;0.8621869160462493;0.35968313816471104;0.7849163611082187;0.42063685164406994
gradient_boosting;agrupado;todos;1;161;B1_EMB48_IRRIG_REPROD00001.asd;B1;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.027447111040621593;True;-1.357474420372728;0.8993621695230932;0.13871188497964307;0.7832831353979995;0.27526200576852516
gradient_boosting;agrupado;todos;1;162;B1_EMB48_IRRIG_REPROD00002.asd;B1;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.01525906511095106;True;-1.3591220455731043;0.898780219867236;0.13932679604533355;0.7829247704438413;0.2756303914992277
gradient_boosting;agrupado;todos;1;170;B1_EMB48_NIRRIG_REPROD00002.asd;B1;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.9650578899427936;True;-1.3073046087903528;0.8652529319042166;0.22849016450587187;0.7609931536491291;0.3197358762186468
gradient_boosting;agrupado;todos;1;174;B1_EMB48_NIRRIG_REPROD00006.asd;B1;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.6858642998878351;True;-1.301223667554847;0.8655672551144286;0.26989270426274886;0.7782869365371096;0.35279662304214815
gradient_boosting;agrupado;todos;1;180;B2_EMB48_IRRIG_REPROD00004.asd;B2;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.2260581320620576;True;-1.284158023092734;0.8526811882361901;0.28393421716456707;0.7619445387778951;0.3952067303160766
gradient_boosting;agrupado;todos;1;181;B2_EMB48_IRRIG_REPROD00005.asd;B2;EMB48;IRRIG;D02M;manha;D02;IRRIG;IRRIG;0.2260581320620576;True;-1.2834392654512556;0.8521781513835808;0.2860127206119427;0.7621278386775245;0.3969121760887367
gradient_boosting;agrupado;todos;1;185;B2_EMB48_NIRRIG_REPROD00001.asd;B2;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.021175743789696857;False;-1.3325569171977878;0.8891769943990144;0.22725267342787162;0.7928621301423753;0.35472931480016795
gradient_boosting;agrupado;todos;1;186;B2_EMB48_NIRRIG_REPROD00002.asd;B2;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.02063189929408328;False;-1.334393430394519;0.8887855383394453;0.22748215602773536;0.792452428154121;0.35419660868471564
gradient_boosting;agrupado;todos;1;187;B2_EMB48_NIRRIG_REPROD00003.asd;B2;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;IRRIG;0.02063189929408328;False;-1.3338552663711527;0.889146637637672;0.22914643072579827;0.7931188952114705;0.35566653623432076
gradient_boosting;agrupado;todos;1;189;B2_EMB48_NIRRIG_REPROD00005.asd;B2;EMB48;NIRRIG;D02M;manha;D02;NIRRIG;NIRRIG;0.5024937226938276;True;-1.3479751223976109;0.8732948815217576;0.17455932468954025;0.7645380500243122;0.26327981404492745
gradient_boosting;agrupado;todos;1;196;B1_BR16_IRRIG_REPROD00004.asd;B1;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.026970339468758816;True;-1.2809553700374685;0.8974701525253571;0.2472093415875131;0.7970940452894281;0.3837301733833605
gradient_boosting;agrupado;todos;1;197;B1_BR16_IRRIG_REPROD00005.asd;B1;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.10441144862269415;True;-1.2798612539619036;0.8922138509728581;0.24265288518908465;0.7914068181963563;0.3803743615060145
gradient_boosting;agrupado;todos;1;200;B1_BR16_NIRRIG_REPROD00000.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.9949196044787286;True;-1.1164306191510704;0.8495851200006704;0.35091919702528784;0.7768572114556683;0.4339901586083588
gradient_boosting;agrupado;todos;1;201;B1_BR16_NIRRIG_REPROD00001.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.9949196044787286;True;-1.1117399272105521;0.8495863312086676;0.3527003149373388;0.7762612032838234;0.4337059418586234
gradient_boosting;agrupado;todos;1;207;B1_BR16_NIRRIG_REPROD00007.asd;B1;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.9965967643312397;True;-1.1441411986456131;0.8573712843009426;0.32191647077797986;0.7733289283581969;0.40683538172262224
gradient_boosting;agrupado;todos;1;210;B2_BR16_IRRIG_REPROD00002.asd;B2;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.13576070647164099;True;-1.2553679286945647;0.8818908686183894;0.2795324918242298;0.7891504241822034;0.39514536312664783
gradient_boosting;agrupado;todos;1;213;B2_BR16_IRRIG_REPROD00005.asd;B2;BR16;IRRIG;D03M;manha;D03;IRRIG;NIRRIG;0.6831209837212626;False;-1.2381738466061778;0.8856297684147535;0.24685618460483782;0.782630047996243;0.34738413637503085
gradient_boosting;agrupado;todos;1;217;B2_BR16_NIRRIG_REPROD00001.asd;B2;BR16;NIRRIG;D03M;manha;D03;NIRRIG;NIRRIG;0.888970567582986;True;-1.2498936596991033;0.8815887863372792;0.2634164952708947;0.7780921905932819;0.3263285929422697
gradient_boosting;agrupado;todos;1;225;B3_BR16_IRRIG_REPROD00001.asd;B3;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.0144582742453285;True;-1.3395945910180842;0.8954944877158547;0.2313809618493905;0.7938884658518623;0.35424796845849404
gradient_boosting;agrupado;todos;1;227;B3_BR16_IRRIG_REPROD00003.asd;B3;BR16;IRRIG;D03M;manha;D03;IRRIG;IRRIG;0.00817185024731528;True;-1.3524039672455324;0.8921186028281074;0.22580516553140376;0.7910612092385876;0.3485400211967482
