modelo;modo;genotipo;fold;classe;precision;recall;f1-score;support
gradient_boosting;agrupado;todos;1;IRRIG;0.9051094890510949;0.9185185185185185;0.9117647058823529;135.0
gradient_boosting;agrupado;todos;1;NIRRIG;0.9172932330827067;0.9037037037037037;0.9104477611940298;135.0
gradient_boosting;agrupado;todos;1;accuracy;0.9111111111111111;0.9111111111111111;0.9111111111111111;0.9111111111111111
gradient_boosting;agrupado;todos;1;macro avg;0.9112013610669008;0.9111111111111111;0.9111062335381914;270.0
gradient_boosting;agrupado;todos;1;weighted avg;0.9112013610669008;0.9111111111111111;0.9111062335381913;270.0
gradient_boosting;agrupado;todos;2;IRRIG;0.9485294117647058;0.9485294117647058;0.9485294117647058;136.0
gradient_boosting;agrupado;todos;2;NIRRIG;0.9477611940298507;0.9477611940298507;0.9477611940298507;134.0
gradient_boosting;agrupado;todos;2;accuracy;0.9481481481481482;0.9481481481481482;0.9481481481481482;0.9481481481481482
gradient_boosting;agrupado;todos;2;macro avg;0.9481453028972783;0.9481453028972783;0.9481453028972783;270.0
gradient_boosting;agrupado;todos;2;weighted avg;0.9481481481481482;0.9481481481481482;0.9481481481481482;270.0
gradient_boosting;agrupado;todos;3;IRRIG;0.9485294117647058;0.9555555555555556;0.9520295202952029;135.0
gradient_boosting;agrupado;todos;3;NIRRIG;0.9552238805970149;0.9481481481481482;0.9516728624535316;135.0
gradient_boosting;agrupado;todos;3;accuracy;0.9518518518518518;0.9518518518518518;0.9518518518518518;0.9518518518518518
gradient_boosting;agrupado;todos;3;macro avg;0.9518766461808603;0.951851851851852;0.9518511913743672;270.0
gradient_boosting;agrupado;todos;3;weighted avg;0.9518766461808603;0.9518518518518518;0.9518511913743674;270.0
gradient_boosting;agrupado;todos;4;IRRIG;0.9710144927536232;0.9925925925925926;0.9816849816849816;135.0
gradient_boosting;agrupado;todos;4;NIRRIG;0.9923664122137404;0.9701492537313433;0.9811320754716981;134.0
gradient_boosting;agrupado;todos;4;accuracy;0.9814126394052045;0.9814126394052045;0.9814126394052045;0.9814126394052045
gradient_boosting;agrupado;todos;4;macro avg;0.9816904524836818;0.981370923161968;0.9814085285783398;269.0
gradient_boosting;agrupado;todos;4;weighted avg;0.9816507649010421;0.9814126394052045;0.981409556285056;269.0
gradient_boosting;agrupado;todos;5;IRRIG;0.9692307692307692;0.9333333333333333;0.9509433962264151;135.0
gradient_boosting;agrupado;todos;5;NIRRIG;0.935251798561151;0.9701492537313433;0.9523809523809523;134.0
gradient_boosting;agrupado;todos;5;accuracy;0.9516728624535316;0.9516728624535316;0.9516728624535316;0.9516728624535316
gradient_boosting;agrupado;todos;5;macro avg;0.9522412838959602;0.9517412935323384;0.9516621743036837;269.0
gradient_boosting;agrupado;todos;5;weighted avg;0.9523044418340076;0.9516728624535316;0.9516595022662218;269.0
