modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
gradient_boosting;agrupado;todos;0.9488393225939694;0.025010102521582464;0.9495793036968928;0.027899691689578704;0.9479823106688778;0.02712663893151492;0.9486789691060125;0.025190969412799642;0.8976791917853472;0.05001941424260416;0.9841932199327739;0.013873226176430147
