genotipo;n_dobras;amostras;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
BR16;5;448;0.8932496440282192;0.02015040014807606;0.881786704344249;0.034229139133537055;0.9055419757547417;0.032726534892912634;0.8931122159127364;0.026383031387274755;0.785293447681112;0.03999490818349783;0.9583686387386159;0.003890440494097818
