banda_nm;importancia_gini_media;importancia_gini_dp
1951;0.2424594675172936;0.01795877632934439
1943;0.24167082554717245;0.005853767462656503
1963;0.18615406041598784;0.020488790273124443
1953;0.17228274812717753;0.00762389368052703
405;0.15743289839236851;0.013839298122378399
