genotipo;fold;n_treino;n_teste;accuracy;precision;recall;f1_score;kappa;auc_roc
BR16;1;359;89;0.9101123595505618;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.8202020202020202;0.9590909090909091
BR16;2;363;85;0.8823529411764706;0.8717948717948718;0.8717948717948718;0.8717948717948718;0.7630992196209587;0.9576365663322184
BR16;3;353;95;0.8842105263157894;0.9019607843137255;0.8846153846153846;0.8932038834951457;0.7667931265342558;0.9646690518783542
BR16;4;362;86;0.9186046511627907;0.9;0.9574468085106383;0.9278350515463918;0.8347062053816584;0.955264593562466
BR16;5;355;93;0.8709677419354839;0.8260869565217391;0.9047619047619048;0.8636363636363636;0.7416666666666667;0.9551820728291316
