seed;fold;dia;classe_real_nirrig;classe_predita_nirrig;score_plsda
42;1;D06;1;1;0.7764282882206752
42;1;D06;1;1;0.8566416871078391
42;1;D06;1;1;0.8629765921321866
42;1;D06;0;0;-0.006112862773766992
42;1;D06;0;0;-0.06050279490142685
42;1;D06;0;0;-0.10866888830846988
42;1;D06;0;1;0.6167388727225246
42;1;D06;0;1;0.5326989348215062
42;1;D06;0;0;0.3967907938189673
42;1;D06;1;1;0.9353118939869208
42;1;D06;1;1;0.935702893947516
42;1;D09;0;0;0.19426391980893803
42;1;D09;0;0;0.196992322247097
42;1;D09;0;0;0.430689986890905
42;1;D09;0;0;0.39650160345141694
42;1;D09;0;1;0.6110979097417103
42;1;D09;0;0;0.22486525166131888
42;1;D09;1;1;0.6649660492295515
42;1;D09;1;1;0.7893986268972368
42;1;D09;0;1;0.557913235756092
42;1;D09;0;0;0.4080239532124974
42;1;D09;1;1;0.5802567089751892
42;1;D09;1;1;0.5762172465634214
42;1;D09;1;1;0.8031720991605253
42;1;D10;0;0;0.2907464755939474
42;1;D10;0;0;0.17043452447517898
42;1;D10;1;1;0.74062725045544
42;1;D10;1;1;0.6332698642361773
42;1;D10;0;0;0.4976487569312245
42;1;D10;0;0;0.4736959394624536
42;1;D10;1;1;0.7472448526527106
42;1;D10;1;1;0.6941130479654871
42;1;D10;1;1;0.6020497543562064
42;1;D10;0;1;0.5334867123147324
42;1;D10;0;1;0.7192592402741032
42;1;D10;1;1;0.5654088816175095
42;2;D02;0;0;0.4524173380397099
42;2;D02;0;1;0.6111174545265394
42;2;D02;0;1;0.6001769857139913
42;2;D02;1;0;0.45292997687765757
42;2;D02;1;1;0.9145953473772899
42;2;D02;1;1;0.9244955259703843
42;2;D02;1;1;0.6081550419044202
42;2;D02;1;1;0.6062886153777912
42;2;D02;1;1;0.6068338572049871
42;2;D02;1;0;0.4495427659023159
42;2;D02;0;1;0.5586474141796863
42;2;D02;0;1;0.5358474151420521
42;2;D02;0;1;0.5630859697727715
42;2;D02;0;1;0.5380973363413769
