bloco;genotipo;condicao;data;chl_total;predito_cv;residuo_cv
B4;BR16;IRRIG;26/02;42.88333333333333;40.01557959132457;2.867753742008766
B1;BR16;NIRRIG;26/02;44.36;40.4329182245958;3.927081775404197
B2;BR16;NIRRIG;26/02;42.0;41.594284546206914;0.4057154537930856
B3;BR16;NIRRIG;26/02;39.26666666666667;41.0662582893046;-1.7995916226379265
B4;BR16;NIRRIG;26/02;41.519999999999996;41.21643442391937;0.3035655760806293
B1;EMB48;IRRIG;26/02;40.43333333333334;40.03940643433162;0.39392689900171973
B2;EMB48;IRRIG;26/02;36.11666666666667;40.27357663297447;-4.156909966307801
B3;EMB48;IRRIG;26/02;37.333333333333336;40.08820486594721;-2.754871532613876
B4;EMB48;IRRIG;26/02;38.1;38.87866753075407;-0.7786675307540705
B1;EMB48;NIRRIG;26/02;39.833333333333336;39.34180972902252;0.49152360431081377
B2;EMB48;NIRRIG;26/02;40.36666666666667;40.36259059792862;0.004076068738044114
B3;EMB48;NIRRIG;26/02;37.733333333333334;40.466412333636356;-2.7330790003030216
B4;EMB48;NIRRIG;26/02;38.083333333333336;42.013089304022316;-3.92975597068898
B1;CD202;IRRIG;26/02;38.916666666666664;39.40879715299634;-0.49213048632967826
B2;CD202;IRRIG;26/02;38.86666666666667;40.027609759737466;-1.1609430930707987
B3;CD202;IRRIG;26/02;36.800000000000004;38.307772744759845;-1.5077727447598406
B4;CD202;IRRIG;26/02;38.36666666666667;39.156975657774026;-0.7903089911073593
B1;CD202;NIRRIG;26/02;38.0;39.712633867965145;-1.7126338679651454
B2;CD202;NIRRIG;26/02;37.5;40.622479185186506;-3.1224791851865064
B3;CD202;NIRRIG;26/02;38.239999999999995;39.62610118163631;-1.3861011816363131
B4;CD202;NIRRIG;26/02;38.879999999999995;40.57880980539774;-1.6988098053977438
B1;BR16;IRRIG;27/02;43.083333333333336;39.85785623858689;3.225477094746445
B2;BR16;IRRIG;27/02;40.949999999999996;39.9940029062981;0.955997093701896
B3;BR16;IRRIG;27/02;44.6;40.01573511848657;4.584264881513434
B4;BR16;IRRIG;27/02;43.98;39.54507678073113;4.4349232192688675
B1;BR16;NIRRIG;27/02;43.81666666666667;41.0606403407616;2.7560263259050686
B2;BR16;NIRRIG;27/02;42.84;41.62515459459121;1.214845405408795
B3;BR16;NIRRIG;27/02;40.78333333333334;40.96992672343681;-0.18659339010346798
B4;BR16;NIRRIG;27/02;42.06666666666666;42.41150130230292;-0.3448346356362606
B1;EMB48;IRRIG;27/02;40.92;39.04917580110376;1.8708241988962442
B2;EMB48;IRRIG;27/02;37.68333333333333;40.03112744116497;-2.347794107831639
B3;EMB48;IRRIG;27/02;38.85;39.63664614763476;-0.7866461476347553
B4;EMB48;IRRIG;27/02;39.839999999999996;39.90565568349374;-0.06565568349374473
B1;EMB48;NIRRIG;27/02;40.01666666666667;39.38097828083878;0.6356883858278906
B2;EMB48;NIRRIG;27/02;40.7;40.87589935963767;-0.17589935963766834
B3;EMB48;NIRRIG;27/02;38.483333333333334;40.01725664213933;-1.5339233088059956
B4;EMB48;NIRRIG;27/02;39.583333333333336;40.406925017585834;-0.8235916842524986
B1;CD202;IRRIG;27/02;38.68333333333333;39.37787174529153;-0.6945384119581988
