posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini;p_valor;q_fdr;epsilon2;delta_cliff;significativa;abs_delta_cliff
1;1948;0.020833333333333332;0.036084391824351615;0.023633604053324514;5.527544589706613e-10;4.0927776005372795e-09;0.6045401674937965;0.90234375;True;0.90234375
2;1341;0.0;0.0;0.05148249359044067;7.407299726217156e-11;3.412504748200997e-09;0.6678766671836229;-0.947265625;True;0.947265625
3;2008;0.0;0.0;0.04743383131576344;4.658418529041903e-10;3.776449171171914e-09;0.609925558312655;0.90625;True;0.90625
4;751;0.0;0.0;0.04528605385244272;1.1832237171156026e-09;7.0341792574031924e-09;0.5805937887717122;-0.884765625;True;0.884765625
5;2028;0.0;0.0;0.04023013542226325;4.658418529041903e-10;3.776449171171914e-09;0.609925558312655;0.90625;True;0.90625
6;405;0.0;0.0;0.03754201117723986;3.6020412458034424e-11;3.412504748200997e-09;0.690627907878412;-0.962890625;True;0.962890625
7;1528;0.0;0.0;0.03521065480860816;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;0.923828125
8;761;0.0;0.0;0.03369246041152022;1.2865021608031123e-09;7.517424307142973e-09;0.5779621588089331;-0.8828125;True;0.8828125
9;1998;0.0;0.0;0.03368972711990033;3.301660969487133e-10;3.621233501827866e-09;0.6207661290322581;0.9140625;True;0.9140625
10;415;0.0;0.0;0.03021652169639786;1.2626209022091295e-10;3.412504748200997e-09;0.6510574984491315;-0.935546875;True;0.935546875
11;1508;0.0;0.0;0.030065794060939722;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;0.923828125
12;1968;0.0;0.0;0.02908098603687506;1.0577309909764451e-10;3.412504748200997e-09;0.6566406250000001;0.939453125;True;0.939453125
13;1361;0.0;0.0;0.028542216097451934;5.074855094390451e-10;3.898325018200306e-09;0.6072299550248139;-0.904296875;True;0.904296875
14;1538;0.0;0.0;0.028375540152655195;3.301660969487133e-10;3.621233501827866e-09;0.6207661290322581;0.9140625;True;0.9140625
15;1518;0.0;0.0;0.028149474102502063;2.1385881610097023e-10;3.412504748200997e-09;0.6344476969602978;0.923828125;True;0.923828125
16;2068;0.0;0.0;0.024355504032923386;3.5993478130514523e-10;3.747341301811436e-09;0.6180472627171215;0.912109375;True;0.912109375
17;1958;0.0;0.0;0.024042983986777976;1.3791353521832258e-10;3.412504748200997e-09;0.6482746588089331;0.93359375;True;0.93359375
18;1351;0.0;0.0;0.020397709817064652;7.407299726217156e-11;3.412504748200997e-09;0.6678766671836229;-0.947265625;True;0.947265625
19;425;0.0;0.0;0.019657235127482426;1.5061359621671578e-10;3.412504748200997e-09;0.6454976349255583;-0.931640625;True;0.931640625
20;2058;0.0;0.0;0.019643084381154374;2.5456520062152733e-10;3.412504748200997e-09;0.6289576225186104;0.919921875;True;0.919921875
21;2038;0.0;0.0;0.019580333888661705;4.658418529041903e-10;3.776449171171914e-09;0.609925558312655;0.90625;True;0.90625
22;1988;0.0;0.0;0.01847088869358748;2.5456520062152733e-10;3.412504748200997e-09;0.6289576225186104;0.919921875;True;0.919921875
23;2048;0.0;0.0;0.017695651164805433;2.5456520062152733e-10;3.412504748200997e-09;0.6289576225186104;0.919921875;True;0.919921875
24;1548;0.0;0.0;0.01694083666422132;6.554203169988431e-10;4.510963322700092e-09;0.5991780397022334;0.8984375;True;0.8984375
25;1261;0.0;0.0;0.016413872592395264;7.273168327807375e-08;2.1432856667145006e-07;0.4514607242555831;-0.783203125;True;0.783203125
26;1251;0.0;0.0;0.01572815261541297;1.758925589356902e-07;4.7096036341658046e-07;0.42389403691067;-0.759765625;True;0.759765625
27;2078;0.0;0.0;0.0149395580454404;8.45137823729546e-10;5.468068380029334e-09;0.5911784661910671;0.892578125;True;0.892578125
28;1938;0.0;0.0;0.011537216551883257;6.610545638428298e-09;3.053655203697396e-08;0.5265508684863525;0.84375;True;0.84375
29;771;0.0;0.0;0.011272534928448907;6.610545638428298e-09;3.053655203697396e-08;0.5265508684863525;-0.84375;True;0.84375
