componentes;r2_cv_bloco;rmse_cv_bloco
1;0.12496932050288223;2.467645465707371
2;0.21918704037325265;2.331012647133693
3;0.32368020905457573;2.169437642616517
4;0.3573007837017108;2.114827789409738
5;0.36666259147603897;2.0993685829489204
6;0.3374013936580377;2.1473180879114135
7;0.33416135437361283;2.15256176816437
8;0.34069851104478077;2.141968854410334
9;0.29107024431363715;2.221123596635608
10;0.30624431396708807;2.1972243392041646
