amostras;datas;representantes_spearman;bandas_vip_ge_1;componentes;r2_ajuste;rmse_ajuste;r2_cv_bloco;rmse_cv_bloco
168;7;216;69;5;0.44860133369336375;1.958862620546241;0.36666259147603897;2.0993685829489204
