seed;fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
42;1;1;1;1.004438097806731
42;1;1;1;1.024158358637223
42;1;1;1;0.8967909858692966
42;1;0;0;0.23316880457229056
42;1;0;0;0.2511567479205633
42;1;0;0;0.25021753342963826
42;1;1;1;1.1444040270534792
42;1;1;1;1.1275969884336974
42;1;0;0;-0.15034307958176352
42;1;0;0;-0.09871716551253662
42;1;0;0;-0.018505568965415553
42;1;1;1;0.945669388161818
42;1;1;0;0.3952431470561479
42;1;1;0;0.39335312885904006
42;1;0;0;0.24203874398459013
42;1;0;0;0.473462563545977
42;2;0;0;0.08088806115205627
42;2;0;0;0.030519585019555984
42;2;0;0;0.16632943022342045
42;2;1;1;0.8786662092164377
42;2;1;1;0.8072387757943358
42;2;0;0;0.24420248428692987
42;2;0;0;0.3149158675885766
42;2;0;0;0.25900638450985125
42;2;1;0;0.34128935374072844
42;2;1;1;0.8204983836602584
42;2;0;0;0.3103902853498224
42;2;0;1;0.626585396466992
42;2;1;1;0.8660753847386067
42;2;1;1;1.026433345897665
42;2;1;1;1.1182158997886247
42;2;1;1;1.1200438952045282
42;3;0;0;-0.11259841041036966
42;3;1;1;1.0561875255474558
42;3;1;1;0.8678619620970984
42;3;0;0;0.27943028527047953
42;3;0;0;0.1633583431389672
42;3;1;0;0.47792637455323156
42;3;1;1;1.1158671620957201
42;3;0;0;0.34118420858839116
42;3;0;0;0.2187085702761455
42;3;0;0;0.18858865863750324
42;3;1;1;0.8826836824521069
42;3;1;0;0.4008122321830607
42;3;1;0;0.39354693084035225
42;3;0;0;0.2630860779720404
42;3;0;0;0.4537605132003546
42;3;1;1;0.9296448636892714
42;4;0;0;-0.03592213366837582
42;4;0;0;-0.14891307435879853
42;4;0;0;0.14156405820249934
42;4;0;0;0.22040030838805158
42;4;1;1;0.891846466230461
42;4;1;0;0.23251541690160615
42;4;1;0;0.21735776273633378
42;4;1;1;1.1338586575920075
42;4;0;0;-0.07374046473667517
42;4;0;0;0.2446537186164427
42;4;1;1;0.9405159219768671
42;4;0;0;0.23226191910556293
42;4;0;0;0.4962630300534646
42;4;1;1;0.9535563064225658
42;4;1;1;1.012844874239818
42;4;1;1;1.0368516527747977
43;1;0;0;-0.1627761563094442
43;1;0;0;-0.10149755646467451
43;1;1;1;1.0347801847692923
43;1;0;0;0.25275230880693433
43;1;1;0;0.27587299765821793
43;1;1;0;0.20765050478555208
43;1;0;0;-0.13418482446534652
43;1;0;0;0.3112593567677703
43;1;0;0;0.14969707912899743
43;1;1;1;0.9200604273718329
43;1;1;1;0.9330165190140973
43;1;1;0;0.3938944854787879
43;1;0;0;0.4461431175866521
43;1;0;0;0.4432376631971954
43;1;1;1;0.9305512834167606
43;1;1;1;1.0098285502215085
43;2;0;0;-0.11242450936522252
43;2;0;0;-0.19260817670199315
43;2;0;0;0.06067344644340089
43;2;0;0;0.13527224342367594
43;2;1;1;1.067214539062565
43;2;1;1;0.8996525238201922
43;2;0;0;0.22490157656436038
43;2;1;0;0.4192669072396538
43;2;1;0;0.19156414820497492
43;2;1;1;1.1079198872832166
43;2;0;0;-0.2045410205768482
43;2;0;0;-0.10669812110612664
43;2;0;0;0.1864447330381644
43;2;1;1;0.9229472890243544
43;2;1;0;0.3401318250190512
43;2;1;1;0.9337303148829641
43;3;0;0;0.24018838733641573
43;3;1;1;0.9963706127901373
43;3;1;1;0.919926287361535
43;3;1;1;0.8854340455285191
43;3;0;0;0.31476662012177364
43;3;0;0;0.196410208470798
43;3;1;1;1.2075045073576285
43;3;1;1;1.220013811911239
43;3;1;1;1.1878822679379435
43;3;0;0;0.04003902788584346
43;3;0;0;0.31589817914770646
43;3;0;0;0.30138469948745195
43;3;0;1;0.6132565953575786
43;3;0;1;0.6141767936564088
43;3;1;1;0.9761041614843544
43;3;1;1;1.1639740471030193
43;4;0;0;0.01335682793806059
43;4;1;1;0.9963337724265959
43;4;1;1;0.8571063016007534
43;4;0;0;0.27262015882735463
43;4;0;0;0.28171681873441146
43;4;0;0;0.2653241229239137
43;4;0;0;0.2303887572971275
43;4;0;0;0.2751034948710422
43;4;1;1;0.878129747892254
43;4;1;0;0.39772326715406314
43;4;1;0;0.41115018393601294
43;4;0;0;0.2618689710659733
43;4;0;0;0.19311810511879335
43;4;1;1;0.8166643826377733
43;4;1;1;0.9384707977688472
43;4;1;1;0.9944205958677979
44;1;0;0;-0.034867357000006316
44;1;1;1;0.740671891385885
44;1;1;1;0.7563954842509466
44;1;1;1;0.7849901532185333
44;1;1;1;0.808885837829479
44;1;1;1;0.823425110505914
44;1;1;1;0.7842734783201218
44;1;0;0;0.3022953607897718
44;1;0;0;0.3471468307341776
44;1;0;0;0.29417835634868783
44;1;1;1;1.018761100407865
44;1;0;0;-0.08587174507140949
44;1;0;0;0.029619471489479132
44;1;1;1;0.8565055971992107
44;1;0;0;0.3821686560273267
44;1;0;1;0.613952434699513
44;2;0;0;0.11188399480494671
44;2;0;0;0.2745736575325627
44;2;1;1;0.8355907396074191
44;2;0;0;0.26162774689581536
44;2;0;0;0.30043630993607484
44;2;0;0;0.3431858415839921
44;2;1;1;1.034943340608014
44;2;1;1;1.0377661530818432
44;2;1;1;1.019842979761536
44;2;0;0;0.24070387139863203
44;2;0;0;0.19993301722973955
44;2;1;1;0.7924087672883269
44;2;0;1;0.6332153858726203
44;2;1;1;1.0528211274036372
44;2;1;1;1.1047886820935564
44;2;1;1;1.1150304735748566
44;3;0;0;-0.033387008926285655
44;3;0;0;0.06748000817493194
44;3;0;0;0.2249750076686724
44;3;0;0;0.1787058089922145
44;3;1;0;0.2599118871431354
44;3;1;0;0.20309795650386353
44;3;0;0;-0.14984953592686145
44;3;0;0;0.2916104172990477
44;3;1;0;0.29353112910954865
44;3;1;0;0.3129304611405953
44;3;1;0;0.30449236134035856
44;3;0;0;0.4831747783227164
44;3;0;0;0.4296866724024565
44;3;1;1;0.8419141673942703
44;3;1;1;0.9727079267098389
44;3;1;1;1.034391227644769
44;4;0;0;-0.15835867005346937
44;4;0;0;-0.07430801064665016
44;4;1;1;0.8541110213819912
44;4;0;0;0.13229953378129045
44;4;1;0;0.4387727996683173
44;4;1;0;0.19800859426590178
44;4;0;0;-0.08030844297072115
44;4;0;0;0.15740072012096085
44;4;1;1;0.8971238055478891
44;4;1;1;0.9018503689582362
44;4;1;0;0.34872241771803214
44;4;0;0;0.2154527863222776
44;4;0;0;0.2114341725794407
44;4;0;0;0.14232168803814327
44;4;1;1;0.90848915413051
44;4;1;1;0.9511926146357395
45;1;0;0;-0.1332541672444738
45;1;0;0;0.2213855337250546
45;1;1;1;1.0197422404197183
45;1;1;1;1.045460719901008
45;1;1;1;1.057154791533054
45;1;1;1;0.912577532146514
45;1;0;0;0.313901030209911
45;1;1;1;1.2006310970484846
45;1;1;1;1.2064291271694436
45;1;1;1;1.1914598887860812
45;1;0;0;-0.1312029716340536
45;1;0;0;0.2437874411251275
45;1;1;1;0.978375638531896
45;1;0;0;0.25143627430693255
45;1;0;0;0.18263345920940716
45;1;0;1;0.5374636977808139
45;2;0;0;0.06772660557638532
45;2;0;0;0.1899411691269402
45;2;1;1;0.9015204924802656
45;2;0;0;0.31539974907683943
45;2;0;0;-0.044074086036766214
45;2;0;0;0.32101349964904924
45;2;0;0;0.24226736890772693
45;2;0;0;0.18179258938956822
45;2;1;1;0.8285546280138559
45;2;1;1;0.8247429895329743
45;2;0;1;0.5212520541007202
45;2;1;1;1.002424038455969
45;2;1;1;1.018284924675407
45;2;1;1;1.0133350112444806
45;2;1;1;1.034699701258495
45;2;1;1;1.0322673963768965
45;3;0;0;-0.06082503521665583
45;3;1;1;0.8487033307263152
45;3;0;0;0.18500489864672615
45;3;0;0;0.187558158080885
45;3;0;0;0.1837312069151799
45;3;0;0;0.14508237015916686
45;3;0;0;0.0911020181759562
45;3;1;0;0.23684450100697507
45;3;1;0;0.1851908131571106
45;3;0;0;-0.11155116772436202
45;3;1;1;0.8711625865822031
45;3;1;0;0.2972134129224948
45;3;1;0;0.29610819826948076
45;3;1;0;0.3178606680521817
45;3;0;0;0.19334984701313895
45;3;1;1;0.9344801391461386
45;4;0;0;-0.0654478346470242
45;4;0;0;-0.14467835333292345
45;4;0;0;0.12635228911061047
45;4;1;1;0.98331646398871
45;4;1;1;0.8678587700684274
45;4;0;0;0.23819912345579825
45;4;1;0;0.4868528858352728
45;4;1;0;0.22423259084375236
45;4;1;1;1.1459497490580755
45;4;0;0;-0.03522647846405047
45;4;1;0;0.39865903195111035
45;4;0;0;0.24361897918536674
45;4;0;1;0.5110315906332457
45;4;0;0;0.46652603102141404
45;4;1;1;0.8163965367373485
45;4;1;1;0.9515272417659564
46;1;0;0;-0.02701612249466767
46;1;0;0;-0.06282075698056233
