fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;1.02761904216492
1;1;1;0.94992941063388
1;1;0;0.2177117420235284
1;0;1;0.6824387359919251
1;0;1;0.6703234126095124
1;0;0;0.08432001152286006
1;1;1;0.5428930008527941
1;1;1;0.5757114760104135
1;0;0;0.27526236406185745
1;0;0;0.2767640628703128
1;0;0;0.28647266759306367
1;1;1;1.2196391706141403
1;1;1;0.8265577457664537
1;1;1;0.8691694702376356
1;0;0;0.1279619244077882
1;0;0;0.34695362829180615
2;0;0;0.3082917804356369
2;0;1;0.5191450061723092
2;0;1;0.531295821417693
2;1;1;1.0431871624298248
2;1;0;0.4388661005975261
2;0;0;0.2718290221934705
2;0;1;0.5832356984920273
2;0;1;0.5866493970688362
2;1;0;0.10059652758624926
2;1;1;1.08644285988369
2;0;0;0.2694493008508779
2;0;0;0.22815303236804757
2;1;1;0.8400957448577882
2;1;1;0.815386232215165
2;1;1;0.8079925963376164
2;1;1;0.9044984352086547
3;0;0;0.3259353178978711
3;1;1;1.0196457649110957
3;1;0;0.24882025882905034
3;0;0;0.22077496974320598
3;0;1;0.538765706724588
3;1;0;0.13216131609565873
3;1;1;0.631609881161814
3;0;0;0.4321744148418999
3;0;0;0.4270926347028191
3;0;0;0.4314250696280375
3;1;1;1.0387110882369595
3;1;1;0.8773145592400026
3;1;1;0.8750366086884848
3;0;0;0.20991000569385032
3;0;0;0.2936195992319988
3;1;1;0.8276173407649006
4;0;0;0.26749160393930294
4;0;0;0.22254436290749585
4;0;1;0.5059728348500951
4;0;0;0.49540423539579326
4;1;0;0.3658966431685621
4;1;0;0.04172984648566913
4;1;0;0.027132917656915057
4;1;1;0.6752376506040328
4;0;0;-0.0855832886136012
4;0;0;0.28322753268508183
4;1;1;1.0769727952923946
4;0;0;0.24217917246339493
4;0;0;0.16418976325474322
4;1;1;0.7122916455865956
4;1;1;0.831320153159987
4;1;1;0.8458239183265608
