posicao;banda_nm;importancia_permutacao_media;importancia_permutacao_dp;importancia_gini
1;1458;0.0;0.0;0.05
2;951;0.0;0.0;0.04
3;1121;0.0;0.0;0.04
4;821;0.0;0.0;0.04
5;851;0.0;0.0;0.03
6;2447;0.0;0.0;0.03
7;1578;0.0;0.0;0.03
8;1131;0.0;0.0;0.03
9;971;0.0;0.0;0.03
10;695;0.0;0.0;0.03
11;685;0.0;0.0;0.03
12;605;0.0;0.0;0.03
13;515;0.0;0.0;0.03
14;761;0.0;0.0;0.02
15;2408;0.0;0.0;0.02
16;1528;0.0;0.0;0.02
17;1478;0.0;0.0;0.02
18;1468;0.0;0.0;0.02
19;871;0.0;0.0;0.02
20;791;0.0;0.0;0.02
21;585;0.0;0.0;0.02
22;575;0.0;0.0;0.02
23;495;0.0;0.0;0.02
24;465;0.0;0.0;0.02
25;425;0.0;0.0;0.02
26;615;0.0;0.0;0.02
27;1081;0.0;0.0;0.01
28;1788;0.0;0.0;0.01
29;1101;0.0;0.0;0.01
30;1438;0.0;0.0;0.01
31;1448;0.0;0.0;0.01
32;1508;0.0;0.0;0.01
33;1558;0.0;0.0;0.01
34;2088;0.0;0.0;0.01
35;2058;0.0;0.0;0.01
36;2078;0.0;0.0;0.01
37;2398;0.0;0.0;0.01
38;2418;0.0;0.0;0.01
39;2428;0.0;0.0;0.01
40;1091;0.0;0.0;0.01
41;1498;0.0;0.0;0.01
42;1061;0.0;0.0;0.01
43;675;0.0;0.0;0.01
44;1051;0.0;0.0;0.01
45;445;0.0;0.0;0.01
46;475;0.0;0.0;0.01
47;505;0.0;0.0;0.01
48;405;0.0;0.0;0.01
49;625;0.0;0.0;0.01
50;525;0.0;0.0;0.01
51;751;0.0;0.0;0.01
52;771;0.0;0.0;0.01
53;861;0.0;0.0;0.01
54;881;0.0;0.0;0.01
55;911;0.0;0.0;0.01
56;981;0.0;0.0;0.01
57;1828;0.0;0.0;0.0
58;1838;0.0;0.0;0.0
59;1848;0.0;0.0;0.0
60;1858;0.0;0.0;0.0
61;1868;0.0;0.0;0.0
62;1878;0.0;0.0;0.0
63;1888;0.0;0.0;0.0
64;1948;0.0;0.0;0.0
65;1898;0.0;0.0;0.0
66;1908;0.0;0.0;0.0
67;1918;0.0;0.0;0.0
68;1928;0.0;0.0;0.0
69;1938;0.0;0.0;0.0
70;1808;0.0;0.0;0.0
71;1958;0.0;0.0;0.0
72;1968;0.0;0.0;0.0
73;1818;0.0;0.0;0.0
74;1728;0.0;0.0;0.0
75;1798;0.0;0.0;0.0
76;1778;0.0;0.0;0.0
77;1988;0.0;0.0;0.0
78;1628;0.0;0.0;0.0
79;1638;0.0;0.0;0.0
80;1648;0.0;0.0;0.0
81;1658;0.0;0.0;0.0
82;1668;0.0;0.0;0.0
83;1678;0.0;0.0;0.0
84;1688;0.0;0.0;0.0
