seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;48;16;0.9375;0.9333333333333333;0.875;0.921875
42;2;48;16;0.75;0.6666666666666666;0.5;0.875
42;3;48;16;0.875;0.8571428571428571;0.75;0.984375
42;4;48;16;0.8125;0.7692307692307693;0.625;0.921875
43;1;48;16;0.75;0.6666666666666666;0.5;0.8125
43;2;48;16;0.8125;0.7692307692307693;0.625;0.921875
43;3;48;16;1.0;1.0;1.0;1.0
43;4;48;16;0.9375;0.9333333333333333;0.875;0.921875
44;1;48;16;0.9375;0.9333333333333333;0.875;0.90625
44;2;48;16;0.875;0.8571428571428571;0.75;0.828125
44;3;48;16;0.875;0.8571428571428571;0.75;1.0
44;4;48;16;0.75;0.6666666666666666;0.5;0.859375
45;1;48;16;0.8125;0.7692307692307693;0.625;0.890625
45;2;48;16;0.875;0.8571428571428571;0.75;0.84375
45;3;48;16;0.8125;0.7692307692307693;0.625;0.953125
45;4;48;16;0.875;0.8888888888888888;0.75;0.84375
46;1;48;16;0.8125;0.7692307692307693;0.625;0.90625
46;2;48;16;0.875;0.8571428571428571;0.75;0.953125
46;3;48;16;0.75;0.6666666666666666;0.5;0.90625
46;4;48;16;0.875;0.8571428571428571;0.75;0.890625
