modelo;modo;genotipo;accuracy_media;accuracy_desvio;precision_media;precision_desvio;recall_media;recall_desvio;f1_score_media;f1_score_desvio;kappa_media;kappa_desvio;auc_roc_media;auc_roc_desvio
random_forest;por_genotipo;CD202;0.9611905560524747;0.01821004911841233;0.9414138951712063;0.03415798416802281;0.984375;0.015625;0.9620500092339966;0.017247403916969634;0.9224166856544593;0.036392801461265334;0.9939007184222028;0.0030731170402405143
