modelo;modo;genotipo;fold;classe;precision;recall;f1-score;support
random_forest;por_genotipo;CD202;1;IRRIG;0.9848484848484849;0.9848484848484849;0.9848484848484849;66.0
random_forest;por_genotipo;CD202;1;NIRRIG;0.984375;0.984375;0.984375;64.0
random_forest;por_genotipo;CD202;1;accuracy;0.9846153846153847;0.9846153846153847;0.9846153846153847;0.9846153846153847
random_forest;por_genotipo;CD202;1;macro avg;0.9846117424242424;0.9846117424242424;0.9846117424242424;130.0
random_forest;por_genotipo;CD202;1;weighted avg;0.9846153846153847;0.9846153846153847;0.9846153846153847;130.0
random_forest;por_genotipo;CD202;2;IRRIG;0.9833333333333333;0.9076923076923077;0.944;65.0
random_forest;por_genotipo;CD202;2;NIRRIG;0.9130434782608695;0.984375;0.9473684210526315;64.0
random_forest;por_genotipo;CD202;2;accuracy;0.9457364341085271;0.9457364341085271;0.9457364341085271;0.9457364341085271
random_forest;por_genotipo;CD202;2;macro avg;0.9481884057971014;0.9460336538461538;0.9456842105263157;129.0
random_forest;por_genotipo;CD202;2;weighted avg;0.9484608470958319;0.9457364341085271;0.945671154630763;129.0
random_forest;por_genotipo;CD202;3;IRRIG;0.96875;0.96875;0.96875;64.0
random_forest;por_genotipo;CD202;3;NIRRIG;0.96875;0.96875;0.96875;64.0
random_forest;por_genotipo;CD202;3;accuracy;0.96875;0.96875;0.96875;0.96875
random_forest;por_genotipo;CD202;3;macro avg;0.96875;0.96875;0.96875;128.0
random_forest;por_genotipo;CD202;3;weighted avg;0.96875;0.96875;0.96875;128.0
random_forest;por_genotipo;CD202;4;IRRIG;0.9841269841269841;0.9538461538461539;0.96875;65.0
random_forest;por_genotipo;CD202;4;NIRRIG;0.9545454545454546;0.984375;0.9692307692307692;64.0
random_forest;por_genotipo;CD202;4;accuracy;0.9689922480620154;0.9689922480620154;0.9689922480620154;0.9689922480620154
random_forest;por_genotipo;CD202;4;macro avg;0.9693362193362194;0.969110576923077;0.9689903846153847;129.0
random_forest;por_genotipo;CD202;4;weighted avg;0.9694508764276206;0.9689922480620154;0.9689885211687538;129.0
random_forest;por_genotipo;CD202;5;IRRIG;1.0;0.9375;0.967741935483871;64.0
random_forest;por_genotipo;CD202;5;NIRRIG;0.9411764705882353;1.0;0.9696969696969697;64.0
random_forest;por_genotipo;CD202;5;accuracy;0.96875;0.96875;0.96875;0.96875
random_forest;por_genotipo;CD202;5;macro avg;0.9705882352941176;0.96875;0.9687194525904204;128.0
random_forest;por_genotipo;CD202;5;weighted avg;0.9705882352941176;0.96875;0.9687194525904204;128.0
