seed;fold;banda_nm;vip
42;1;405;1.1307212422044894
42;1;415;1.0977667951592605
42;1;425;0.991122751035958
42;1;435;0.8964670424122646
42;1;445;0.8278664614026637
42;1;455;0.7792094130767684
42;1;465;0.7381582656292389
42;1;475;0.7083208371460088
42;1;485;0.6905341418423327
42;1;495;0.6866099513107697
42;1;505;0.6994705426011709
42;1;515;0.7047461863717152
42;1;525;0.7882784339528743
42;1;535;0.9779508432679687
42;1;545;0.9986018965811158
42;1;555;0.9646889351502247
42;1;565;0.7780829954504717
42;1;575;0.6875017173907227
42;1;585;0.7557453805785059
42;1;595;0.8171479885454871
42;1;605;0.8544098750446386
42;1;615;0.9148643719802253
42;1;625;0.9541785055799055
42;1;635;0.9783489537705505
42;1;645;1.0027990804574154
42;1;655;0.9801642775850573
42;1;665;0.9508994882829666
42;1;675;0.9045232016672534
42;1;685;0.8502960850301416
42;1;695;0.7137481581636729
42;1;705;0.9065881329186656
42;1;715;0.7635314903990374
42;1;725;0.88769914216392
42;1;735;1.1568185009107181
42;1;745;1.1137643198128708
42;1;755;0.8525432444890196
42;1;765;0.7221708333397198
42;1;775;0.6920351368305149
42;1;785;0.6924848198704331
42;1;795;0.6962668103409629
42;1;805;0.6989785960360062
42;1;815;0.7026163332761955
42;1;825;0.7183537132507645
42;1;835;0.7514496171191114
42;1;845;0.813060357246957
42;1;855;0.8810654465365466
42;1;865;0.9333089663144984
42;1;875;0.9606508374024508
42;1;885;0.9792799605130693
42;1;895;0.986534793038438
42;1;905;0.9913855783210981
42;1;915;0.9997431247726366
42;1;925;1.006073352582677
42;1;935;1.0028052287297087
42;1;945;1.013157768190674
42;1;955;1.017469774426258
42;1;965;1.0209465998780949
42;1;975;1.0372533734150111
42;1;985;1.0557683019925697
42;1;995;1.0696332990541564
42;1;1005;1.05753905981287
42;1;1015;1.0633568039963515
42;1;1025;1.0491384692474692
42;1;1035;1.0236954925070687
42;1;1045;1.0405596368900347
42;1;1055;1.029958231091579
42;1;1065;1.0153920168232848
42;1;1075;1.0127169926201105
42;1;1085;0.9959434711706578
42;1;1095;0.9865807411784051
42;1;1105;0.9624447130936993
42;1;1115;0.9428519052763856
42;1;1125;0.9343796333285534
42;1;1135;0.9016753785916102
42;1;1145;0.814022050353495
42;1;1155;0.7305380941513767
42;1;1165;0.7078858116138188
42;1;1175;0.7034662453151432
42;1;1185;0.694065168608972
42;1;1195;0.6966914179462447
42;1;1205;0.7020532263187116
42;1;1215;0.714751245018243
42;1;1225;0.7078074125553319
42;1;1235;0.7200366630596349
42;1;1245;0.7218332353890659
42;1;1255;0.7150580892606665
42;1;1265;0.710952984195473
