seed;fold;n_treino;n_teste;accuracy;f1;kappa;auc_roc
42;1;339;113;0.7876106194690266;0.76;0.5743879472693032;0.9100877192982457
42;2;339;113;0.7610619469026548;0.7216494845360825;0.5209609043805935;0.9031954887218046
42;3;339;113;0.9203539823008849;0.9203539823008849;0.8407204385277995;0.9799498746867168
42;4;339;113;0.8584070796460177;0.8461538461538461;0.7164366373902133;0.9661654135338346
43;1;339;113;0.8141592920353983;0.7961165048543689;0.6277647058823529;0.9385964912280702
43;2;339;113;0.8141592920353983;0.7920792079207921;0.6276478895339714;0.9213659147869674
43;3;339;113;0.831858407079646;0.8155339805825242;0.6632156862745098;0.9492481203007519
43;4;339;113;0.8761061946902655;0.8679245283018868;0.7519598620257134;0.9545739348370927
44;1;339;113;0.8672566371681416;0.8571428571428571;0.7342010349694214;0.9711779448621554
44;2;339;113;0.7964601769911505;0.7766990291262136;0.592313725490196;0.9151002506265664
44;3;339;113;0.831858407079646;0.8155339805825242;0.6632156862745098;0.9332706766917294
44;4;339;113;0.8672566371681416;0.8571428571428571;0.7342010349694214;0.9536340852130326
45;1;339;113;0.8407079646017699;0.8301886792452831;0.6810912511759173;0.9627192982456141
45;2;339;113;0.8672566371681416;0.8484848484848485;0.7339507141735991;0.944235588972431
45;3;339;113;0.8053097345132744;0.78;0.6098556183301946;0.9176065162907268
45;4;339;113;0.8407079646017699;0.8301886792452831;0.6810912511759173;0.9445488721804511
46;1;339;113;0.8230088495575221;0.8;0.6453232893910861;0.9533208020050125
46;2;339;113;0.8495575221238938;0.8247422680412371;0.6983827916470403;0.9458020050125312
46;3;339;113;0.831858407079646;0.8288288288288288;0.6636377878740404;0.9307644110275689
46;4;339;113;0.8584070796460177;0.8461538461538461;0.7164366373902133;0.9467418546365916
