fold;classe_real_nirrig;classe_predita_nirrig;score_plsda
1;1;1;1.019558987276533
1;1;1;1.0517572663502208
1;1;1;0.6178330227825352
1;0;0;0.26442145943914863
1;0;0;0.28859444501413517
1;0;0;-0.014101109657213673
1;1;1;0.6994719018587943
1;1;1;0.7093408799651311
1;0;0;0.16290037190316498
1;0;0;0.17119723891980554
1;0;0;0.284129023762559
1;1;1;0.9194857558131591
1;1;1;1.0406953660688378
1;1;1;1.0099851921295528
1;0;0;0.27722566430637513
1;0;0;0.006430782707634586
2;0;0;-0.021746303063213013
2;0;0;0.21350699726634814
2;0;0;0.1881933232363739
2;1;1;0.9078389233375148
2;1;1;0.878277541820665
2;0;0;-0.04281751402103928
2;0;0;-0.14207740630411025
2;0;0;-0.14914464656171078
2;1;1;0.7736130341031588
2;1;1;0.7894045880455096
2;0;0;-0.04520596533575527
2;0;0;0.1889711679925839
2;1;1;1.3638553800877813
2;1;1;1.4192509532919078
2;1;1;0.9719044731980663
2;1;1;1.0435977754656827
3;0;0;-0.07654595313321555
3;1;1;1.1038590256314098
3;1;1;1.0083251837007097
3;0;0;-0.21224230809544364
3;0;0;-0.17469597796444658
3;1;1;0.9826905532307656
3;1;1;0.7958274347559477
3;0;0;0.36317464242304387
3;0;0;0.2548290821116389
3;0;0;0.2382428197492915
3;1;1;0.8526272425261932
3;1;1;0.8274547568613797
3;1;1;0.8411968289823136
3;0;0;0.17428523533403462
3;0;0;0.028883326185883795
3;1;1;1.1894692766373935
4;0;0;0.007700594036440522
4;0;0;-0.02342107007856642
4;0;0;0.12262248249462981
4;0;0;0.08549702322233943
4;1;1;1.0048650766312193
4;1;1;0.9682480076851716
4;1;1;0.9455116797397436
4;1;1;0.7509387663406518
4;0;0;0.25305353202349035
4;0;0;0.29630251515160116
4;1;1;0.7656325142757625
4;0;0;0.18152213215504426
4;0;0;0.0891758392618402
4;1;1;1.199757581863233
4;1;1;0.8782750675706151
4;1;1;0.9652843686737735
